1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46687.23),(2 149804.8),(3 279786.9),(4 419611.78),(5 566404.2),(6 708056.5),(7 853714.56),(8 1028839.44),(9 1229043.4),(10 1461704.9),(11 1700223.4),(12 1982257.6),(13 2298247.5),(14 2624305.8),(15 2946527.3),(16 3269242.3),(17 3586318),(18 3908954.3),(19 4204434),(20 4492245.5),(21 4853613.5),(22 5274897.5),(23 5786781.5),(24 6360954.5),(25 6928202.5),(26 7458757.5),(27 8020489.5),(28 8606711),(29 9168779),(30 9626471),(31 10135313),(32 10607572),(33 11081071),(34 11542692),(35 12030627),(36 12503597),(37 12981804),(38 13470141),(39 14009812),(40 14541108),(41 15104248),(42 15590608),(43 16110847),(44 16595680),(45 17177386),(46 17753718),(47 18360958),(48 18936112),(49 19530646),(50 20087020),(51 20723118),(52 21337832),(53 22051824),(54 22827682),(55 23616360),(56 24393626),(57 25198944),(58 25983174),(59 26741128),(60 27433792),(61 28139174),(62 28918752),(63 29782496),(64 30660074),(65 31568114),(66 32262478),(67 32962882),(68 33608200),(69 34322050),(70 35114316),(71 36027284),(72 36844828),(73 37612170),(74 38184340),(75 38796820),(76 39297732),(77 39834256),(78 40194500),(79 40618700),
(1 58.13437),(2 70.12546),(3 79.48375),(4 82.02478),(5 85.61114),(6 87.13578),(7 90.274796),(8 88.524956),(9 92.282776),(10 92.16855),(11 92.81426),(12 93.22725),(13 94.14899),(14 93.81168),(15 95.29195),(16 92.70046),(17 95.036224),(18 95.098595),(19 96.92033),(20 95.63698),(21 96.82357),(22 96.257545),(23 97.516),(24 95.422806),(25 98.08227),(26 98.028625),(27 99.61353),(28 98.500206),(29 100.42154),(30 99.51672),(31 101.06155),(32 98.18359),(33 99.99463),(34 98.69383),(35 100.0715),(36 98.54903),(37 100.48076),(38 99.83626),(39 100.12984),(40 97.86695),(41 98.71062),(42 99.57482),(43 99.8508),(44 98.44756),(45 99.980675),(46 98.63539),(47 100.71449),(48 100.16828),(49 101.701836),(50 100.90854),(51 100.66604),(52 99.05021),(53 100.387405),(54 99.137344),(55 99.22919),(56 96.45925),(57 99.10972),(58 98.210205),(59 100.049934),(60 97.876465),(61 100.006004),(62 99.3526),(63 99.66425),(64 98.16316),(65 100.00711),(66 97.75849),(67 98.927155),(68 96.63999),(69 97.72877),(70 95.95113),(71 97.79806),(72 95.126076),(73 97.74264),(74 98.02245),(75 100.22995),(76 98.43628),(77 100.0705),(78 98.69224),(79 100.745285),
(1 57.443275),(2 68.6295),(3 78.84967),(4 81.46551),(5 86.08819),(6 86.94826),(7 90.023056),(8 89.02415),(9 92.72984),(10 91.66568),(11 94.22162),(12 93.676025),(13 95.3137),(14 94.276085),(15 96.03051),(16 94.10363),(17 95.025696),(18 95.90235),(19 97.49371),(20 96.32939),(21 98.0038),(22 96.48397),(23 97.76817),(24 95.286125),(25 97.936226),(26 98.67627),(27 99.92455),(28 98.77133),(29 99.66117),(30 98.1217),(31 100.64635),(32 98.05067),(33 99.54983),(34 97.82649),(35 99.62762),(36 98.19204),(37 99.66069),(38 98.859024),(39 99.05864),(40 97.06091),(41 97.41701),(42 96.28348),(43 97.63289),(44 97.48262),(45 98.18874),(46 96.87628),(47 97.98147),(48 97.45195),(49 99.70096),(50 99.18264),(51 99.541626),(52 98.166374),(53 98.41254),(54 97.12994),(55 97.51665),(56 96.02732),(57 97.33278),(58 96.42595),(59 98.39667),(60 97.319664),(61 98.43909),(62 98.47086),(63 98.88109),(64 96.722725),(65 98.558495),(66 97.97719),(67 98.938545),(68 96.35381),(69 98.52376),(70 96.792595),(71 97.89869),(72 96.352646),(73 98.322395),(74 98.5605),(75 99.32757),(76 97.34477),(77 99.26845),(78 98.36581),(79 100.07816),
(1 56.28174),(2 68.01057),(3 77.806366),(4 80.04829),(5 84.07243),(6 84.71592),(7 87.7564),(8 86.49509),(9 88.59667),(10 88.86586),(11 90.655205),(12 90.606705),(13 92.05039),(14 90.97686),(15 91.954544),(16 90.04703),(17 92.59684),(18 91.92877),(19 94.14655),(20 92.50509),(21 94.6419),(22 92.999985),(23 94.57666),(24 91.78657),(25 94.697464),(26 94.91101),(27 96.006516),(28 95.32798),(29 97.536285),(30 96.52778),(31 98.86144),(32 95.28298),(33 97.162),(34 96.20272),(35 98.231636),(36 96.34724),(37 97.88739),(38 97.16856),(39 98.05232),(40 96.3955),(41 97.48372),(42 96.28841),(43 98.10822),(44 97.374504),(45 97.624664),(46 96.49761),(47 98.547005),(48 98.12663),(49 99.85189),(50 99.3447),(51 99.98636),(52 98.37335),(53 100.008194),(54 98.55325),(55 99.54546),(56 97.51946),(57 98.8169),(58 97.64285),(59 98.899086),(60 97.15242),(61 98.73705),(62 98.87047),(63 99.01364),(64 97.446815),(65 98.86553),(66 97.28835),(67 97.993286),(68 95.61042),(69 96.584496),(70 95.88334),(71 96.53509),(72 94.43865),(73 97.10502),(74 96.53197),(75 98.59858),(76 96.3732),(77 98.09718),(78 97.077126),(79 100.0979),
(1 56.235794),(2 67.4565),(3 76.86856),(4 79.3836),(5 84.195404),(6 85.43484),(7 89.273224),(8 88.01796),(9 90.82172),(10 90.07437),(11 92.33949),(12 92.15382),(13 93.44495),(14 92.52518),(15 94.05104),(16 92.1329),(17 93.730225),(18 92.93795),(19 94.479454),(20 92.998474),(21 94.5172),(22 93.86912),(23 94.81034),(24 92.00474),(25 95.31111),(26 94.37611),(27 96.04159),(28 94.79271),(29 95.9354),(30 95.08189),(31 99.06884),(32 96.42703),(33 97.105095),(34 95.914734),(35 97.61586),(36 97.12978),(37 98.50625),(38 97.34279),(39 97.48878),(40 96.636765),(41 97.92867),(42 96.73553),(43 97.817314),(44 97.45291),(45 98.02794),(46 95.81686),(47 97.42177),(48 96.12239),(49 98.49722),(50 97.60064),(51 98.50438),(52 96.67119),(53 97.83311),(54 96.02882),(55 96.5696),(56 94.06869),(57 95.81592),(58 94.859604),(59 96.82985),(60 95.49102),(61 98.20391),(62 97.18828),(63 97.90847),(64 96.581985),(65 97.904655),(66 96.2207),(67 98.29767),(68 96.322235),(69 97.616),(70 96.03964),(71 97.86596),(72 96.57334),(73 98.99174),(74 98.73125),(75 99.89318),(76 98.40105),(77 99.43185),(78 99.744965),(79 101.49952),
(1 55.377827),(2 66.487564),(3 75.42338),(4 77.170105),(5 82.36561),(6 83.109955),(7 86.81489),(8 85.51764),(9 87.82912),(10 87.45238),(11 88.63743),(12 88.84652),(13 90.459526),(14 88.77916),(15 90.69257),(16 87.78856),(17 89.77894),(18 89.1045),(19 91.85713),(20 89.70667),(21 91.88893),(22 89.90447),(23 91.7957),(24 89.42889),(25 92.58055),(26 92.66983),(27 94.19506),(28 93.559326),(29 94.399635),(30 93.01352),(31 95.62415),(32 94.23137),(33 95.15499),(34 93.812164),(35 94.96286),(36 93.79214),(37 95.1594),(38 94.591255),(39 95.24319),(40 93.7604),(41 95.109856),(42 95.28221),(43 96.296844),(44 95.13991),(45 96.41002),(46 95.683464),(47 96.446465),(48 95.9972),(49 97.83237),(50 96.34118),(51 97.51193),(52 95.556244),(53 96.60746),(54 95.96038),(55 97.00524),(56 94.15051),(57 96.30814),(58 95.4175),(59 96.16487),(60 93.54384),(61 95.7867),(62 94.340225),(63 95.23491),(64 92.56639),(65 95.6864),(66 93.65807),(67 94.99842),(68 92.271126),(69 93.67861),(70 92.608696),(71 94.027565),(72 92.00443),(73 94.8779),(74 94.13731),(75 95.148415),(76 93.019264),(77 95.30844),(78 93.69835),(79 95.19495),
(1 54.915695),(2 65.56935),(3 75.08058),(4 76.58448),(5 81.23563),(6 81.913925),(7 85.486755),(8 84.6417),(9 87.22362),(10 86.33192),(11 88.25289),(12 87.96661),(13 88.39824),(14 87.03118),(15 89.31843),(16 87.39013),(17 89.46224),(18 89.677),(19 91.4199),(20 90.16134),(21 92.30872),(22 90.330025),(23 91.1654),(24 89.00573),(25 91.93383),(26 91.18671),(27 93.25738),(28 90.89256),(29 92.21385),(30 91.69921),(31 93.63867),(32 92.82034),(33 93.86766),(34 92.837105),(35 94.011795),(36 93.76003),(37 95.35778),(38 95.038666),(39 95.89084),(40 93.852646),(41 93.9808),(42 93.06683),(43 94.04578),(44 93.52708),(45 95.099525),(46 94.75432),(47 95.93603),(48 95.011505),(49 96.929344),(50 96.00254),(51 96.18153),(52 94.95286),(53 95.29208),(54 94.09116),(55 94.89801),(56 92.89857),(57 94.842415),(58 93.84448),(59 95.475845),(60 93.32072),(61 96.79785),(62 95.83579),(63 96.15124),(64 94.574295),(65 94.56628),(66 93.859474),(67 95.28927),(68 93.55706),(69 95.28121),(70 92.88043),(71 93.95607),(72 91.182236),(73 92.910805),(74 92.93768),(75 93.638145),(76 92.33373),(77 93.449776),(78 92.6504),(79 94.20545),
(1 55.405087),(2 65.65916),(3 75.19229),(4 77.48808),(5 81.9538),(6 82.598625),(7 86.26741),(8 83.97589),(9 87.11854),(10 87.17414),(11 88.863205),(12 87.79631),(13 88.41122),(14 87.37737),(15 90.376144),(16 87.91813),(17 90.27205),(18 90.69623),(19 92.812096),(20 90.93856),(21 92.27924),(22 90.68388),(23 93.5937),(24 91.2983),(25 93.71913),(26 94.418335),(27 95.26114),(28 94.36988),(29 95.04205),(30 94.697754),(31 97.33561),(32 95.740585),(33 95.97278),(34 95.10417),(35 96.9065),(36 95.39126),(37 97.35459),(38 96.44054),(39 96.904816),(40 94.45808),(41 96.12196),(42 95.0319),(43 95.320816),(44 94.26432),(45 95.297935),(46 94.22066),(47 95.35465),(48 93.98581),(49 95.2552),(50 94.84663),(51 95.49329),(52 94.911766),(53 95.95209),(54 93.6374),(55 94.384476),(56 92.149345),(57 93.25912),(58 92.12422),(59 93.8427),(60 92.17397),(61 95.01666),(62 93.80452),(63 94.94958),(64 92.16784),(65 94.2538),(66 92.952354),(67 93.78795),(68 91.62359),(69 93.209496),(70 91.27827),(71 92.75134),(72 90.43759),(73 93.084984),(74 92.85092),(75 93.834984),(76 91.920135),(77 93.64892),(78 93.41541),(79 94.6842),
(1 53.607258),(2 64.21378),(3 73.14418),(4 75.21248),(5 79.536385),(6 80.09813),(7 84.37023),(8 83.13137),(9 85.88565),(10 85.64325),(11 87.58059),(12 86.207016),(13 87.829056),(14 86.735),(15 88.28797),(16 85.81202),(17 88.171936),(18 87.463936),(19 89.34369),(20 87.67247),(21 89.18222),(22 88.46694),(23 89.23468),(24 87.81805),(25 90.65298),(26 90.88525),(27 91.79087),(28 90.72485),(29 92.09702),(30 92.1231),(31 93.53064),(32 91.69661),(33 92.84615),(34 91.93),(35 94.12288),(36 91.98084),(37 94.67533),(38 93.92607),(39 93.33306),(40 91.46461),(41 92.51867),(42 90.96839),(43 92.12843),(44 91.3616),(45 92.43902),(46 92.526596),(47 93.672325),(48 92.84123),(49 93.7251),(50 93.84677),(51 94.53977),(52 92.77309),(53 94.10024),(54 92.214516),(55 93.3047),(56 90.624886),(57 92.05511),(58 91.391),(59 92.46939),(60 91.49276),(61 94.44256),(62 93.38426),(63 94.146255),(64 92.13219),(65 93.31131),(66 91.10338),(67 92.65904),(68 90.7892),(69 91.77852),(70 90.721275),(71 92.43989),(72 90.02993),(73 92.46121),(74 91.74152),(75 92.8047),(76 90.67109),(77 91.8168),(78 90.71464),(79 92.46692),
(1 54.31782),(2 64.12359),(3 73.98534),(4 74.84009),(5 80.23327),(6 80.71805),(7 84.37604),(8 82.48602),(9 85.70917),(10 85.06911),(11 87.547676),(12 86.29352),(13 87.440254),(14 86.382355),(15 88.08917),(16 86.08623),(17 87.52003),(18 86.81348),(19 90.40571),(20 87.34839),(21 89.11702),(22 87.41755),(23 89.57566),(24 87.65624),(25 90.189575),(26 89.214294),(27 90.86843),(28 89.55261),(29 91.97036),(30 90.634796),(31 93.57057),(32 91.499565),(33 92.63983),(34 91.60778),(35 93.5606),(36 92.46178),(37 94.30258),(38 94.37295),(39 94.32703),(40 92.45634),(41 93.20049),(42 91.72904),(43 92.525826),(44 91.90239),(45 92.49381),(46 91.617775),(47 94.14735),(48 91.89685),(49 93.52029),(50 93.76884),(51 93.65412),(52 92.97246),(53 94.204575),(54 92.88769),(55 93.07017),(56 91.30062),(57 93.344894),(58 92.46385),(59 93.074974),(60 91.249504),(61 93.17211),(62 92.64325),(63 93.49598),(64 92.215866),(65 93.52315),(66 91.69538),(67 94.19209),(68 91.304504),(69 93.186775),(70 91.24236),(71 92.84315),(72 91.260506),(73 93.929085),(74 93.46428),(75 94.933876),(76 92.399734),(77 94.13598),(78 92.645035),(79 94.11515),
(1 52.668156),(2 63.486137),(3 72.45461),(4 74.55192),(5 78.67134),(6 80.41107),(7 83.39273),(8 82.01615),(9 84.36684),(10 83.50696),(11 85.07408),(12 84.08089),(13 85.86296),(14 85.022354),(15 87.04276),(16 85.040504),(17 86.38118),(18 86.655716),(19 88.998955),(20 87.291145),(21 88.86931),(22 87.287575),(23 89.1665),(24 87.73472),(25 90.283585),(26 90.51471),(27 92.485565),(28 91.21584),(29 92.09129),(30 92.07123),(31 93.9035),(32 92.08306),(33 93.86256),(34 92.4415),(35 93.486595),(36 93.01001),(37 94.74257),(38 94.38727),(39 94.918015),(40 92.429474),(41 94.26858),(42 93.80477),(43 94.51851),(44 94.604034),(45 94.47172),(46 93.42503),(47 94.479866),(48 93.81887),(49 94.99543),(50 94.081345),(51 95.50886),(52 94.00267),(53 94.75233),(54 93.94706),(55 93.499306),(56 91.494446),(57 93.48674),(58 91.9479),(59 92.84255),(60 90.4759),(61 92.997734),(62 92.00912),(63 93.33029),(64 91.341705),(65 92.56185),(66 90.052414),(67 91.65619),(68 89.60632),(69 90.1006),(70 89.11903),(71 91.60029),(72 90.346695),(73 92.6435),(74 91.660164),(75 93.243835),(76 91.18557),(77 91.96202),(78 90.98135),(79 92.11597),
(1 53.538937),(2 64.023186),(3 73.19119),(4 75.71674),(5 79.07194),(6 79.82897),(7 83.69324),(8 81.09445),(9 84.15674),(10 84.09274),(11 86.18178),(12 84.80905),(13 86.47421),(14 86.01022),(15 87.51024),(16 85.34637),(17 87.122894),(18 86.973175),(19 89.12778),(20 87.117775),(21 88.89446),(22 87.42271),(23 88.18137),(24 85.52052),(25 87.69498),(26 87.63685),(27 88.76124),(28 87.79964),(29 89.723015),(30 89.807884),(31 92.39439),(32 90.039764),(33 91.143105),(34 89.98238),(35 91.51778),(36 89.38256),(37 92.24229),(38 91.242935),(39 91.591484),(40 89.83348),(41 90.68714),(42 90.071465),(43 91.3348),(44 90.82857),(45 91.45958),(46 90.01232),(47 91.69868),(48 91.02864),(49 92.3244),(50 91.79977),(51 92.56197),(52 91.57164),(53 91.94035),(54 90.49871),(55 91.2913),(56 89.091934),(57 90.312096),(58 89.005005),(59 91.05801),(60 89.43223),(61 91.83842),(62 91.44409),(63 92.472916),(64 90.25891),(65 91.22846),(66 89.1578),(67 91.91562),(68 89.44835),(69 90.14134),(70 89.05145),(71 91.46247),(72 90.1548),(73 91.95328),(74 91.27129),(75 92.56347),(76 90.93902),(77 92.70503),(78 91.60791),(79 92.840256),
(1 51.896095),(2 62.56432),(3 70.670235),(4 73.60968),(5 77.06905),(6 78.06745),(7 81.29033),(8 79.779236),(9 82.59105),(10 82.17809),(11 83.76122),(12 82.857895),(13 85.33959),(14 84.44354),(15 85.54042),(16 82.76109),(17 85.05059),(18 84.45954),(19 87.433),(20 85.078285),(21 86.71462),(22 84.87285),(23 87.40059),(24 85.60326),(25 87.4141),(26 86.65791),(27 88.49272),(28 87.439964),(29 88.336876),(30 87.5422),(31 89.116684),(32 87.700554),(33 89.629456),(34 88.05121),(35 88.3568),(36 87.25306),(37 89.53573),(38 88.330086),(39 89.24676),(40 87.71505),(41 89.22892),(42 87.81864),(43 89.41207),(44 87.970345),(45 88.75468),(46 87.5474),(47 88.13529),(48 87.08789),(49 88.55697),(50 88.30556),(51 89.296295),(52 87.619286),(53 88.90909),(54 88.11241),(55 88.6127),(56 86.670494),(57 87.93627),(58 87.50146),(59 88.67377),(60 86.881065),(61 89.060036),(62 88.44433),(63 89.348656),(64 87.89627),(65 89.5407),(66 88.08809),(67 89.464645),(68 87.97243),(69 88.35624),(70 87.478065),(71 88.99111),(72 85.80799),(73 88.56905),(74 88.448944),(75 89.43259),(76 88.07489),(77 89.801025),(78 88.74408),(79 90.56981),
(1 52.235874),(2 62.43367),(3 71.29141),(4 72.81607),(5 77.45722),(6 77.81004),(7 81.44355),(8 79.69406),(9 81.8646),(10 81.22299),(11 83.478134),(12 82.33008),(13 84.67335),(14 84.84865),(15 86.18562),(16 83.58114),(17 85.025986),(18 84.443405),(19 86.180374),(20 84.943985),(21 86.66537),(22 86.00102),(23 87.15385),(24 85.260345),(25 87.56879),(26 87.00114),(27 88.41571),(28 87.52763),(29 89.08309),(30 88.71088),(31 91.098946),(32 88.742195),(33 91.007385),(34 89.20474),(35 90.4977),(36 89.65634),(37 91.17877),(38 89.99211),(39 90.44071),(40 88.55274),(41 90.43073),(42 89.59918),(43 89.743805),(44 88.98803),(45 89.25196),(46 88.96279),(47 90.2949),(48 89.306915),(49 91.41049),(50 90.84775),(51 91.96306),(52 90.713936),(53 91.47224),(54 90.15991),(55 91.3484),(56 89.27146),(57 89.033104),(58 88.3286),(59 89.85263),(60 88.187675),(61 89.78499),(62 88.47465),(63 88.89112),(64 87.67825),(65 88.35382),(66 87.216),(67 88.3475),(68 86.6927),(69 88.35015),(70 86.4399),(71 87.27011),(72 85.8581),(73 88.11374),(74 88.00609),(75 88.62281),(76 86.96981),(77 88.19268),(78 87.335785),(79 89.22279),
(1 51.444557),(2 62.195606),(3 70.54966),(4 72.13359),(5 76.61771),(6 77.19208),(7 81.204025),(8 79.37847),(9 81.91828),(10 81.52298),(11 83.926674),(12 83.05515),(13 85.270966),(14 83.7931),(15 85.66476),(16 83.79664),(17 85.24381),(18 85.17612),(19 87.095375),(20 84.477554),(21 86.224846),(22 86.006836),(23 86.24618),(24 84.30837),(25 86.41092),(26 86.666855),(27 88.20783),(28 86.67722),(29 87.3917),(30 86.07188),(31 87.82437),(32 86.018875),(33 88.28382),(34 87.23862),(35 88.91032),(36 87.37385),(37 89.134895),(38 87.853935),(39 89.381645),(40 87.51749),(41 88.84017),(42 88.10804),(43 88.97013),(44 87.97796),(45 88.77433),(46 87.887535),(47 88.79674),(48 87.53132),(49 88.85874),(50 88.29039),(51 88.964905),(52 87.762184),(53 89.016884),(54 88.527405),(55 88.661156),(56 86.79792),(57 87.910866),(58 87.05152),(59 88.65461),(60 86.80253),(61 88.508125),(62 88.391396),(63 88.45117),(64 86.63818),(65 88.44002),(66 87.264984),(67 88.57687),(68 86.93658),(69 88.081436),(70 86.849335),(71 89.06068),(72 87.32935),(73 89.839294),(74 89.164925),(75 90.3176),(76 87.95796),(77 88.94543),(78 87.36654),(79 90.061966),
(1 50.482834),(2 60.732018),(3 69.11333),(4 70.74913),(5 75.46891),(6 76.11858),(7 79.163605),(8 77.883644),(9 81.226685),(10 81.197075),(11 82.88406),(12 81.78443),(13 83.07672),(14 81.93858),(15 82.77196),(16 80.64489),(17 82.633545),(18 82.78502),(19 85.18844),(20 83.68259),(21 85.146034),(22 84.05247),(23 84.993),(24 83.125755),(25 86.00184),(26 85.8113),(27 86.476395),(28 85.16983),(29 86.33984),(30 85.44324),(31 87.42341),(32 85.69691),(33 87.72363),(34 86.684555),(35 88.681366),(36 86.759415),(37 87.81621),(38 87.60916),(39 88.57815),(40 85.95801),(41 87.56956),(42 86.09379),(43 87.01723),(44 86.49728),(45 88.54533),(46 87.06595),(47 88.583885),(48 88.06565),(49 89.41484),(50 89.49582),(51 89.59581),(52 89.03714),(53 89.80234),(54 88.56063),(55 89.42583),(56 87.231),(57 88.31383),(58 86.82343),(59 87.22285),(60 85.96649),(61 88.77084),(62 88.523415),(63 88.839554),(64 86.32308),(65 87.57923),(66 85.46158),(67 86.82067),(68 85.77223),(69 86.37488),(70 85.44727),(71 87.636665),(72 86.18001),(73 88.24825),(74 87.175606),(75 88.88567),(76 86.29674),(77 87.96764),(78 86.89991),(79 88.116264),
(1 50.763485),(2 61.17804),(3 69.956406),(4 71.93811),(5 74.876396),(6 76.74468),(7 79.69941),(8 78.67775),(9 81.24284),(10 81.06601),(11 82.78697),(12 81.89164),(13 83.80544),(14 83.20428),(15 83.99509),(16 81.74734),(17 83.76494),(18 83.90338),(19 84.59515),(20 83.61016),(21 84.69073),(22 84.03872),(23 85.17045),(24 83.378716),(25 84.92416),(26 85.39592),(27 86.447136),(28 85.246925),(29 86.45839),(30 85.99035),(31 88.00707),(32 85.99068),(33 87.16061),(34 85.96232),(35 86.69317),(36 86.40796),(37 88.241615),(38 87.809044),(39 88.666824),(40 86.83588),(41 87.46717),(42 86.292366),(43 87.558426),(44 86.97899),(45 86.617775),(46 85.239655),(47 86.754456),(48 86.13928),(49 87.96629),(50 87.60178),(51 88.917366),(52 87.98127),(53 89.35538),(54 87.082634),(55 87.66453),(56 86.147575),(57 87.26273),(58 86.709465),(59 87.563255),(60 85.465065),(61 87.42326),(62 86.4094),(63 87.45026),(64 86.68397),(65 87.496216),(66 86.62851),(67 88.44006),(68 86.654945),(69 87.58394),(70 85.76166),(71 87.840195),(72 85.481384),(73 87.878975),(74 86.921425),(75 88.48427),(76 85.73582),(77 88.07029),(78 87.956566),(79 88.52543),
(1 50.222507),(2 60.268627),(3 69.743195),(4 70.94244),(5 74.87644),(6 75.07793),(7 78.65508),(8 77.259476),(9 79.59935),(10 79.42409),(11 80.69283),(12 80.13785),(13 81.49364),(14 81.235756),(15 82.76008),(16 80.61774),(17 81.9142),(18 83.273285),(19 83.43091),(20 82.78524),(21 83.93406),(22 83.574486),(23 83.57275),(24 81.790054),(25 84.311966),(26 84.02976),(27 85.58403),(28 84.11122),(29 85.01234),(30 84.50596),(31 86.388084),(32 84.872116),(33 85.69479),(34 84.70731),(35 86.02413),(36 85.36515),(37 86.665146),(38 86.55285),(39 87.58524),(40 86.01662),(41 86.804405),(42 86.14984),(43 86.98979),(44 86.766754),(45 86.82024),(46 85.83354),(47 87.31561),(48 86.0456),(49 87.92545),(50 87.23508),(51 88.15272),(52 86.603355),(53 88.22149),(54 86.313095),(55 86.41484),(56 84.78091),(57 86.55341),(58 85.67293),(59 87.283936),(60 85.16574),(61 87.89671),(62 87.14233),(63 87.51578),(64 85.63302),(65 86.41463),(66 84.8186),(67 86.134514),(68 84.676956),(69 86.032906),(70 84.49928),(71 86.25177),(72 84.141685),(73 86.83922),(74 85.897354),(75 87.46726),(76 85.167015),(77 87.63765),(78 86.51072),(79 87.84095),
(1 50.174202),(2 60.078068),(3 68.45886),(4 70.29867),(5 74.79596),(6 75.298805),(7 78.97304),(8 77.2779),(9 79.76437),(10 79.56703),(11 81.07096),(12 80.766624),(13 82.49608),(14 81.532814),(15 83.33108),(16 80.54293),(17 82.456024),(18 83.24911),(19 84.37724),(20 82.76783),(21 84.46764),(22 82.979675),(23 83.45877),(24 82.07348),(25 84.559166),(26 84.66543),(27 85.38227),(28 83.987274),(29 85.60311),(30 84.91948),(31 87.102066),(32 85.13331),(33 86.68876),(34 85.492546),(35 86.6759),(36 85.9394),(37 88.23428),(38 87.766075),(39 88.785995),(40 86.21983),(41 87.33596),(42 85.833595),(43 85.80553),(44 85.59054),(45 86.84371),(46 86.074425),(47 86.98681),(48 86.49015),(49 88.51334),(50 87.50403),(51 88.70996),(52 87.544945),(53 88.32921),(54 86.83625),(55 86.88909),(56 85.63353),(57 86.80368),(58 85.407074),(59 87.11295),(60 85.62693),(61 87.90494),(62 86.68739),(63 87.97369),(64 84.61823),(65 86.53122),(66 83.67134),(67 85.14572),(68 84.20794),(69 85.52891),(70 83.63838),(71 85.29881),(72 83.16545),(73 86.135796),(74 85.77831),(75 87.017136),(76 85.76467),(77 86.63684),(78 86.12687),(79 87.13271),
