1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64354),(2 199728.61),(3 424289.9),(4 737001.3),(5 1125724),(6 1600681.6),(7 2175078.8),(8 2790770.3),(9 3467397),(10 4199146.5),(11 4962874.5),(12 5775506.5),(13 6652462.5),(14 7617696),(15 8604471),(16 9692388),(17 10807944),(18 12084757),(19 13447115),(20 14974432),(21 16711649),(22 18523774),(23 20518132),(24 22544632),(25 24436864),(26 26307038),(27 27960554),(28 29690142),(29 31373848),(30 33035098),(31 34691824),(32 36527916),(33 38461810),(34 40404820),(35 42368292),(36 44424644),(37 46489988),(38 48772124),(39 50859892),(40 52835180),(41 54762076),(42 56564464),(43 58237724),(44 59693852),(45 60969940),(46 62310656),(47 63582188),(48 65160780),(49 66881744),(50 68539770),(51 70675896),(52 72774616),(53 74787240),(54 77025590),(55 79061150),(56 81022920),(57 82801544),(58 84949896),(59 86904790),(60 88843280),(61 90723416),(62 92584900),(63 94337210),(64 96092930),(65 98047320),(66 100092936),(67 102243110),(68 104567130),(69 106607944),(70 108765180),(71 111103360),(72 113407670),(73 115478720),(74 117871544),(75 120266300),(76 122755080),(77 125287464),(78 128245560),(79 131177690),
(1 152.54112),(2 184.24236),(3 201.94957),(4 213.27554),(5 222.18495),(6 226.29857),(7 229.36075),(8 236.66652),(9 238.34595),(10 240.18456),(11 239.07242),(12 239.51581),(13 240.47101),(14 240.02156),(15 245.71283),(16 245.20114),(17 248.53351),(18 248.55959),(19 250.71312),(20 251.11925),(21 251.8992),(22 253.49762),(23 259.13553),(24 263.45724),(25 263.72516),(26 268.61258),(27 273.44046),(28 274.30106),(29 275.61826),(30 275.54678),(31 277.54507),(32 281.24118),(33 285.22906),(34 286.28577),(35 291.4369),(36 293.49628),(37 295.4965),(38 299.0742),(39 300.9586),(40 302.0375),(41 302.6355),(42 306.6278),(43 307.7528),(44 309.92535),(45 307.6021),(46 308.7454),(47 307.5094),(48 305.58713),(49 304.8688),(50 305.179),(51 307.12552),(52 306.80038),(53 309.56638),(54 307.9656),(55 306.97333),(56 308.72006),(57 309.30853),(58 310.88126),(59 312.15054),(60 312.63657),(61 313.12756),(62 312.81494),(63 315.46146),(64 309.13858),(65 309.0916),(66 311.85684),(67 310.277),(68 314.38403),(69 315.8285),(70 315.1423),(71 315.45038),(72 313.88132),(73 311.13846),(74 309.87936),(75 309.0667),(76 307.93866),(77 304.53317),(78 304.66953),(79 300.81802),
(1 147.61024),(2 180.00407),(3 194.89685),(4 204.8954),(5 212.0988),(6 216.68608),(7 220.20743),(8 224.8596),(9 229.75638),(10 230.04396),(11 229.3576),(12 228.3617),(13 231.05292),(14 229.43063),(15 234.17548),(16 235.16176),(17 236.13167),(18 235.33734),(19 237.77821),(20 239.39886),(21 245.79291),(22 246.18459),(23 249.72299),(24 251.83891),(25 254.48326),(26 256.45175),(27 259.60214),(28 258.2601),(29 261.3986),(30 263.25232),(31 266.09882),(32 268.87485),(33 270.32434),(34 272.70023),(35 275.7929),(36 275.98782),(37 274.44614),(38 278.02298),(39 283.24017),(40 284.81406),(41 285.90106),(42 285.44043),(43 282.5869),(44 283.7603),(45 286.3699),(46 286.38562),(47 287.3286),(48 288.6064),(49 290.86868),(50 289.67014),(51 292.24805),(52 291.50314),(53 293.0293),(54 294.49506),(55 294.86588),(56 292.84268),(57 294.56454),(58 296.8218),(59 293.87296),(60 293.50836),(61 293.73447),(62 294.57523),(63 294.2301),(64 294.25952),(65 292.7741),(66 292.44763),(67 291.2907),(68 295.12595),(69 294.35776),(70 292.7797),(71 291.13315),(72 292.12988),(73 293.6667),(74 290.14862),(75 289.7186),(76 290.86816),(77 292.63998),(78 288.93954),(79 289.83936),
(1 148.60065),(2 179.19737),(3 196.83385),(4 206.35236),(5 215.88164),(6 219.68799),(7 222.38728),(8 229.25401),(9 231.53033),(10 235.15291),(11 231.61406),(12 230.56116),(13 233.64052),(14 231.39932),(15 235.26201),(16 239.12851),(17 240.4013),(18 241.96776),(19 240.15411),(20 242.82925),(21 245.14415),(22 246.19429),(23 249.66531),(24 251.06456),(25 252.91371),(26 254.37907),(27 258.01163),(28 260.95032),(29 263.26917),(30 261.1559),(31 263.39835),(32 265.35562),(33 268.67444),(34 272.8024),(35 276.11676),(36 276.54468),(37 280.09348),(38 285.92242),(39 287.01218),(40 290.22058),(41 290.9519),(42 290.42654),(43 290.3726),(44 291.00598),(45 291.651),(46 294.69666),(47 294.64185),(48 297.03006),(49 300.22168),(50 298.95767),(51 302.55853),(52 301.464),(53 304.617),(54 306.93585),(55 305.2888),(56 302.70123),(57 305.47287),(58 307.0279),(59 303.7412),(60 305.42786),(61 303.35645),(62 306.1738),(63 304.1123),(64 304.5487),(65 304.38327),(66 303.78043),(67 304.35953),(68 305.4541),(69 306.70627),(70 304.93478),(71 305.04004),(72 308.07056),(73 304.3997),(74 305.57416),(75 301.5219),(76 298.88666),(77 298.69714),(78 294.9808),(79 292.59488),
(1 146.88248),(2 178.95277),(3 193.86664),(4 207.47096),(5 214.78618),(6 220.29102),(7 223.58861),(8 229.27258),(9 231.42366),(10 235.14613),(11 234.90677),(12 235.15189),(13 236.76447),(14 231.46513),(15 233.14398),(16 235.40103),(17 236.73648),(18 237.49063),(19 241.43143),(20 243.83156),(21 245.72943),(22 246.92154),(23 249.42596),(24 250.5322),(25 254.77036),(26 257.9408),(27 263.11325),(28 262.3376),(29 262.9847),(30 267.3897),(31 264.39673),(32 267.2484),(33 268.65237),(34 274.12555),(35 277.54266),(36 278.51923),(37 280.0547),(38 283.7322),(39 284.2519),(40 286.4386),(41 288.83698),(42 288.32285),(43 289.59103),(44 287.76236),(45 287.77966),(46 288.0326),(47 287.67276),(48 286.74487),(49 286.70773),(50 286.51642),(51 289.9858),(52 289.5682),(53 291.4737),(54 288.75754),(55 287.00458),(56 287.7273),(57 287.99527),(58 290.86264),(59 292.1381),(60 292.10965),(61 291.25354),(62 292.35568),(63 290.71118),(64 292.10544),(65 291.35605),(66 290.5545),(67 290.96432),(68 294.05945),(69 293.8432),(70 292.8221),(71 296.1352),(72 295.3614),(73 295.22714),(74 292.0514),(75 291.65125),(76 292.2561),(77 290.73398),(78 288.97217),(79 287.5),
(1 145.63306),(2 176.47508),(3 190.03798),(4 200.93013),(5 208.65268),(6 215.60895),(7 220.97444),(8 228.53003),(9 229.9485),(10 233.67683),(11 231.69017),(12 233.05807),(13 235.82196),(14 232.55267),(15 235.9891),(16 235.57738),(17 235.02298),(18 234.47972),(19 237.98305),(20 242.29868),(21 245.57576),(22 244.48763),(23 248.8008),(24 251.78764),(25 251.93413),(26 251.56172),(27 254.0379),(28 256.26035),(29 258.85318),(30 257.15994),(31 259.01212),(32 258.65414),(33 260.28375),(34 264.72113),(35 268.45074),(36 270.7334),(37 274.13803),(38 275.69345),(39 278.5036),(40 282.4674),(41 281.472),(42 280.6528),(43 282.3872),(44 281.92932),(45 282.18503),(46 281.66705),(47 279.32443),(48 280.895),(49 283.66864),(50 285.08475),(51 287.91003),(52 288.35266),(53 288.18958),(54 290.5768),(55 286.8235),(56 289.2821),(57 289.23224),(58 291.52075),(59 290.4699),(60 291.0011),(61 287.45404),(62 291.2138),(63 288.71442),(64 289.66373),(65 288.48407),(66 287.91568),(67 287.21204),(68 291.16208),(69 289.29047),(70 288.44382),(71 291.5689),(72 291.5051),(73 288.411),(74 287.31265),(75 288.05865),(76 284.6528),(77 287.4817),(78 287.09454),(79 279.737),
(1 143.49043),(2 174.11586),(3 189.50623),(4 200.41972),(5 210.12236),(6 213.35764),(7 215.82726),(8 225.62825),(9 227.35641),(10 228.54414),(11 228.48167),(12 229.06375),(13 230.85974),(14 229.78456),(15 235.62921),(16 236.27672),(17 236.84746),(18 241.32338),(19 243.90154),(20 244.02765),(21 247.89328),(22 247.29182),(23 252.20172),(24 251.36414),(25 253.63908),(26 253.15381),(27 256.17117),(28 257.9719),(29 257.26068),(30 260.56085),(31 263.26764),(32 263.4771),(33 265.68716),(34 269.59546),(35 278.02374),(36 278.93732),(37 278.993),(38 281.60092),(39 284.435),(40 286.77917),(41 284.39923),(42 284.67438),(43 285.7863),(44 285.8781),(45 285.70926),(46 288.21542),(47 288.40308),(48 287.824),(49 290.18103),(50 288.8765),(51 289.47766),(52 287.05225),(53 290.68887),(54 288.70728),(55 288.1682),(56 287.3099),(57 288.97537),(58 289.00845),(59 292.3899),(60 292.08893),(61 288.45654),(62 291.3573),(63 292.26093),(64 292.6301),(65 292.16248),(66 292.04608),(67 292.58514),(68 297.99567),(69 299.2496),(70 298.72687),(71 298.3795),(72 296.78293),(73 294.3173),(74 293.78763),(75 294.93954),(76 294.63202),(77 295.33963),(78 292.54877),(79 288.51608),
(1 140.3182),(2 169.58821),(3 184.65717),(4 194.02649),(5 202.23656),(6 206.13763),(7 208.88763),(8 214.5951),(9 213.06744),(10 215.85292),(11 215.1129),(12 215.5746),(13 216.15591),(14 213.63759),(15 218.74551),(16 220.73741),(17 221.60077),(18 224.44986),(19 225.48396),(20 224.74796),(21 227.26086),(22 226.46481),(23 230.59406),(24 231.4973),(25 233.32906),(26 233.99309),(27 237.8455),(28 241.04666),(29 244.37909),(30 248.15038),(31 250.11453),(32 252.90031),(33 254.61002),(34 258.8637),(35 263.22983),(36 262.84506),(37 266.03445),(38 272.0312),(39 273.6559),(40 275.77457),(41 276.1869),(42 274.79858),(43 276.44608),(44 274.9571),(45 276.59225),(46 275.78467),(47 276.57498),(48 278.72205),(49 278.54208),(50 279.25607),(51 278.85748),(52 277.61868),(53 277.4778),(54 276.97372),(55 278.35294),(56 277.74072),(57 280.79327),(58 278.28845),(59 277.95117),(60 275.09552),(61 273.32187),(62 273.97247),(63 272.9304),(64 273.09976),(65 269.12408),(66 268.91824),(67 269.97174),(68 275.59323),(69 271.11316),(70 268.60245),(71 272.1147),(72 272.84064),(73 273.60895),(74 274.98056),(75 273.33783),(76 271.28528),(77 276.21216),(78 269.7144),(79 268.432),
(1 139.7857),(2 170.83537),(3 188.99791),(4 197.21837),(5 206.43439),(6 211.46268),(7 216.15948),(8 222.78516),(9 226.516),(10 228.14749),(11 227.68863),(12 228.46643),(13 228.61966),(14 228.82678),(15 231.33948),(16 235.6157),(17 235.08846),(18 236.18672),(19 238.37148),(20 239.91176),(21 243.83374),(22 243.91689),(23 246.43831),(24 244.81314),(25 248.52823),(26 250.4907),(27 253.69984),(28 255.87312),(29 258.90887),(30 259.85492),(31 261.91003),(32 265.20288),(33 270.0151),(34 273.96854),(35 278.6545),(36 281.45343),(37 285.29462),(38 286.4981),(39 289.2633),(40 289.4477),(41 288.69275),(42 291.72217),(43 292.70865),(44 293.14496),(45 291.04434),(46 291.77753),(47 293.33215),(48 294.62677),(49 296.76016),(50 296.49478),(51 297.5632),(52 296.7415),(53 297.43765),(54 296.0276),(55 297.3373),(56 300.0218),(57 301.51202),(58 301.04327),(59 299.43845),(60 299.91415),(61 298.6193),(62 303.41428),(63 300.60907),(64 301.3177),(65 299.957),(66 299.29547),(67 295.9009),(68 298.6403),(69 298.20532),(70 296.27548),(71 296.84308),(72 294.87906),(73 295.51587),(74 292.9236),(75 292.94882),(76 294.37662),(77 294.4371),(78 293.98853),(79 293.30435),
(1 136.40776),(2 167.15259),(3 181.08774),(4 191.7441),(5 199.96185),(6 204.5151),(7 209.43272),(8 216.05164),(9 213.2422),(10 215.45143),(11 215.37875),(12 215.93379),(13 217.88666),(14 215.49977),(15 218.63556),(16 221.0672),(17 222.10843),(18 223.1424),(19 225.5796),(20 227.74246),(21 228.35129),(22 228.79189),(23 227.86267),(24 229.81728),(25 230.75854),(26 231.24236),(27 232.0695),(28 235.28618),(29 238.74524),(30 239.81648),(31 243.97185),(32 246.03072),(33 249.54665),(34 254.18523),(35 257.6064),(36 259.35614),(37 261.1945),(38 265.67148),(39 267.26102),(40 270.58157),(41 268.3371),(42 268.90244),(43 270.03363),(44 270.2444),(45 272.51382),(46 274.39145),(47 274.61584),(48 276.4592),(49 276.5784),(50 275.14185),(51 277.13266),(52 275.48303),(53 275.2886),(54 274.86182),(55 276.0992),(56 276.4289),(57 278.4102),(58 276.92328),(59 274.12668),(60 276.52563),(61 272.99567),(62 272.01035),(63 272.26624),(64 270.65936),(65 267.30896),(66 268.2063),(67 268.46985),(68 270.0192),(69 269.74155),(70 268.76266),(71 270.14578),(72 272.9499),(73 273.50348),(74 268.83038),(75 267.089),(76 267.0449),(77 268.32996),(78 265.30307),(79 262.36267),
(1 136.18158),(2 166.86693),(3 178.69246),(4 187.66933),(5 194.19273),(6 196.83331),(7 203.31755),(8 210.52321),(9 212.89005),(10 217.18077),(11 218.17143),(12 219.70418),(13 222.05368),(14 221.12852),(15 224.93346),(16 229.14294),(17 228.9702),(18 230.24704),(19 230.41354),(20 233.16734),(21 235.7759),(22 236.90166),(23 241.43858),(24 240.64104),(25 244.74278),(26 247.78436),(27 251.91609),(28 252.15501),(29 257.2859),(30 258.61594),(31 257.89023),(32 260.01538),(33 263.37732),(34 268.8995),(35 270.89005),(36 272.72867),(37 274.51666),(38 280.23087),(39 282.83618),(40 285.7153),(41 288.31662),(42 290.9955),(43 292.98236),(44 292.28665),(45 294.45764),(46 294.43518),(47 293.88742),(48 294.15598),(49 295.86877),(50 295.90887),(51 296.2756),(52 293.49237),(53 299.60236),(54 301.00198),(55 299.62424),(56 302.53253),(57 303.74158),(58 306.17462),(59 305.7094),(60 307.42477),(61 304.3842),(62 303.968),(63 302.5799),(64 302.6005),(65 300.61166),(66 301.82062),(67 302.1751),(68 304.2829),(69 303.19647),(70 301.52835),(71 303.60834),(72 302.5511),(73 302.38022),(74 298.54596),(75 294.38702),(76 294.80493),(77 294.2881),(78 289.70566),(79 288.33102),
(1 136.08316),(2 166.04135),(3 178.64166),(4 189.91898),(5 196.63022),(6 199.79042),(7 202.52081),(8 211.36813),(9 210.17178),(10 212.63657),(11 216.09927),(12 218.10875),(13 217.91911),(14 215.80678),(15 218.68768),(16 221.33861),(17 225.20065),(18 225.66708),(19 227.83658),(20 227.83504),(21 229.57909),(22 229.92882),(23 232.76216),(24 232.28668),(25 234.7845),(26 235.91806),(27 240.13062),(28 240.52866),(29 239.86403),(30 243.17978),(31 242.20538),(32 245.79727),(33 247.9931),(34 252.06026),(35 257.49728),(36 260.567),(37 262.16104),(38 265.78058),(39 266.17554),(40 266.8247),(41 270.61438),(42 270.80566),(43 272.55023),(44 274.01477),(45 272.15118),(46 275.49072),(47 278.43723),(48 277.46515),(49 280.53293),(50 283.80377),(51 286.45917),(52 285.2409),(53 285.38428),(54 286.16495),(55 283.68402),(56 284.8008),(57 287.64465),(58 287.6551),(59 285.49353),(60 286.22577),(61 284.3884),(62 283.2601),(63 282.39407),(64 282.02164),(65 278.06546),(66 278.6355),(67 278.84384),(68 283.41016),(69 282.3886),(70 279.65057),(71 279.19058),(72 276.19708),(73 274.05807),(74 270.2761),(75 268.89),(76 269.85876),(77 269.5536),(78 268.63663),(79 264.20795),
(1 132.53627),(2 161.49484),(3 174.9737),(4 185.53824),(5 193.39268),(6 197.56796),(7 200.78162),(8 206.21378),(9 210.54025),(10 209.32567),(11 212.83278),(12 211.59825),(13 213.11406),(14 214.18036),(15 218.34038),(16 221.64001),(17 221.93375),(18 223.0359),(19 227.3144),(20 228.12103),(21 229.17975),(22 228.92094),(23 233.45384),(24 237.53934),(25 241.6706),(26 247.17877),(27 251.0178),(28 250.17986),(29 252.96582),(30 254.71407),(31 255.69485),(32 259.0894),(33 261.2465),(34 264.71048),(35 269.66843),(36 272.72864),(37 272.19226),(38 274.9471),(39 280.2424),(40 279.84528),(41 278.4567),(42 280.76947),(43 283.29172),(44 285.66998),(45 289.06076),(46 290.71487),(47 288.48062),(48 288.573),(49 288.94778),(50 287.7039),(51 284.9624),(52 283.33154),(53 286.93774),(54 288.8237),(55 286.81537),(56 289.11993),(57 294.77084),(58 296.17435),(59 293.5475),(60 292.7281),(61 292.03143),(62 293.45547),(63 293.40576),(64 290.6945),(65 289.12064),(66 291.1064),(67 290.90277),(68 294.8338),(69 292.90167),(70 289.9871),(71 290.54382),(72 292.76892),(73 291.58743),(74 291.6624),(75 289.87643),(76 290.338),(77 287.52856),(78 282.52206),(79 279.5844),
(1 132.08434),(2 162.97444),(3 176.13832),(4 188.82195),(5 196.70027),(6 201.85762),(7 205.36964),(8 211.56429),(9 213.65376),(10 214.61823),(11 215.88605),(12 213.32979),(13 213.18114),(14 212.11469),(15 219.0575),(16 222.09367),(17 221.30057),(18 222.90189),(19 226.59279),(20 224.87071),(21 228.8058),(22 227.2896),(23 229.6109),(24 232.27946),(25 234.36905),(26 238.06335),(27 242.17053),(28 242.22536),(29 240.89555),(30 244.96483),(31 245.8455),(32 248.33836),(33 248.75299),(34 253.24698),(35 256.13727),(36 259.06793),(37 259.85315),(38 265.0732),(39 266.75964),(40 269.54443),(41 270.3099),(42 273.19934),(43 275.55197),(44 276.89047),(45 276.74762),(46 275.6531),(47 275.96777),(48 278.45264),(49 278.9894),(50 278.81415),(51 279.56802),(52 277.56342),(53 279.14502),(54 279.97064),(55 281.50488),(56 283.40118),(57 283.84283),(58 282.89063),(59 283.11606),(60 282.95703),(61 277.84036),(62 278.1374),(63 279.41968),(64 279.19614),(65 278.21817),(66 281.019),(67 278.52087),(68 282.86508),(69 280.6585),(70 277.8699),(71 277.79965),(72 278.1676),(73 275.8229),(74 273.8882),(75 271.29913),(76 271.78766),(77 267.31415),(78 266.0553),(79 264.035),
(1 129.76079),(2 157.43419),(3 173.6752),(4 182.29547),(5 188.08894),(6 192.29562),(7 195.3355),(8 200.41814),(9 201.878),(10 200.99275),(11 200.37398),(12 201.40845),(13 202.04654),(14 201.70082),(15 206.7312),(16 208.00725),(17 209.10883),(18 207.97652),(19 209.98256),(20 210.3834),(21 213.63943),(22 213.62485),(23 220.08081),(24 219.56573),(25 222.3474),(26 225.53612),(27 228.29765),(28 229.72801),(29 230.12964),(30 231.97792),(31 233.30984),(32 235.60841),(33 238.8963),(34 240.99529),(35 244.46819),(36 246.3467),(37 250.55585),(38 252.63011),(39 255.98694),(40 255.53307),(41 255.85008),(42 258.8707),(43 257.50522),(44 258.90958),(45 257.71674),(46 262.15436),(47 261.0752),(48 262.12286),(49 262.5274),(50 259.92477),(51 263.73895),(52 260.03867),(53 264.313),(54 266.29358),(55 264.7447),(56 266.09546),(57 269.66196),(58 270.5845),(59 271.73535),(60 270.3353),(61 267.04446),(62 269.8944),(63 272.83624),(64 272.73593),(65 273.24802),(66 272.2881),(67 270.73325),(68 273.60312),(69 272.23697),(70 271.1322),(71 272.45352),(72 270.3743),(73 269.6773),(74 267.97827),(75 264.18036),(76 266.9662),(77 263.6113),(78 261.86234),(79 258.76282),
(1 130.61052),(2 159.42993),(3 172.95442),(4 181.63783),(5 186.73431),(6 191.41501),(7 194.65105),(8 200.35779),(9 203.85101),(10 204.70074),(11 205.24356),(12 205.22966),(13 207.09834),(14 205.23709),(15 207.18523),(16 209.40912),(17 211.37462),(18 211.82614),(19 214.60306),(20 214.02075),(21 214.28596),(22 214.61981),(23 219.3596),(24 218.64397),(25 220.48717),(26 221.08058),(27 222.33533),(28 224.22217),(29 225.09749),(30 229.82593),(31 231.56366),(32 232.21043),(33 233.40239),(34 237.91524),(35 239.81023),(36 243.88127),(37 247.07765),(38 250.60117),(39 251.5526),(40 253.03436),(41 253.47227),(42 254.15013),(43 252.95413),(44 251.62259),(45 255.51042),(46 254.6787),(47 251.45361),(48 254.12158),(49 251.54375),(50 251.2916),(51 253.24971),(52 251.30861),(53 256.53366),(54 257.05377),(55 255.56761),(56 256.06912),(57 258.7241),(58 259.40085),(59 259.74512),(60 260.06363),(61 260.10718),(62 261.30908),(63 261.28357),(64 259.96503),(65 259.25986),(66 260.02457),(67 259.49976),(68 263.30832),(69 262.86322),(70 262.2236),(71 263.75095),(72 262.88437),(73 261.55618),(74 259.5548),(75 256.65646),(76 259.04517),(77 259.13812),(78 258.8617),(79 256.0354),
(1 127.50795),(2 153.6758),(3 167.76407),(4 175.63734),(5 181.90182),(6 188.031),(7 190.80336),(8 197.08063),(9 199.2871),(10 200.98209),(11 202.50638),(12 202.27563),(13 201.20808),(14 201.50923),(15 205.86305),(16 207.0449),(17 208.89586),(18 209.47412),(19 212.10855),(20 212.7455),(21 215.4844),(22 215.72906),(23 218.80608),(24 217.27312),(25 222.42937),(26 223.22203),(27 226.75792),(28 226.53917),(29 227.23721),(30 228.34654),(31 230.65927),(32 231.23311),(33 233.15785),(34 237.3664),(35 239.0763),(36 240.61966),(37 243.6469),(38 247.89284),(39 248.34024),(40 251.56549),(41 251.05157),(42 251.20778),(43 251.13374),(44 252.5596),(45 250.61552),(46 252.00217),(47 251.75807),(48 254.15865),(49 254.50967),(50 253.0434),(51 254.27391),(52 253.46083),(53 251.38692),(54 254.72871),(55 252.21138),(56 255.61987),(57 256.94305),(58 256.85364),(59 257.95746),(60 259.3144),(61 254.81898),(62 257.70276),(63 261.20685),(64 259.33157),(65 258.52377),(66 258.31772),(67 257.22473),(68 262.33112),(69 263.85764),(70 260.9026),(71 263.5046),(72 263.2449),(73 261.9165),(74 260.38373),(75 259.32874),(76 258.54657),(77 257.13892),(78 256.34726),(79 252.19594),
(1 128.84763),(2 155.06706),(3 168.76357),(4 177.11533),(5 183.73308),(6 186.29774),(7 188.09937),(8 194.80911),(9 193.54457),(10 195.64767),(11 197.33302),(12 196.28745),(13 197.37106),(14 196.68459),(15 202.2866),(16 202.77597),(17 205.53615),(18 204.30608),(19 206.01566),(20 205.93811),(21 207.86789),(22 210.34308),(23 213.39331),(24 213.50804),(25 217.33281),(26 215.99586),(27 219.29488),(28 219.3989),(29 222.29488),(30 223.5171),(31 225.05954),(32 225.50832),(33 229.79747),(34 232.86578),(35 234.50952),(36 234.7314),(37 237.15598),(38 240.68066),(39 242.27046),(40 243.07239),(41 242.5798),(42 243.50789),(43 243.48512),(44 240.55777),(45 242.50816),(46 243.98766),(47 242.46565),(48 245.27184),(49 245.34843),(50 245.47571),(51 245.66429),(52 244.44539),(53 246.51762),(54 249.61461),(55 247.49564),(56 249.02829),(57 252.87871),(58 251.47626),(59 250.06563),(60 252.33702),(61 251.33101),(62 253.8097),(63 253.77637),(64 251.27792),(65 252.02774),(66 252.79242),(67 252.1191),(68 257.6123),(69 253.52989),(70 253.40495),(71 257.20264),(72 255.94524),(73 254.59863),(74 254.3463),(75 250.63339),(76 250.37169),(77 250.73595),(78 250.03769),(79 247.50919),
(1 125.43574),(2 152.60036),(3 164.94307),(4 175.88174),(5 181.5793),(6 187.14912),(7 190.00745),(8 197.38333),(9 198.18076),(10 202.38107),(11 203.37938),(12 203.21587),(13 202.45248),(14 201.60466),(15 204.47745),(16 205.17491),(17 206.92743),(18 204.67253),(19 206.54295),(20 208.30241),(21 211.73491),(22 214.9384),(23 216.63269),(24 217.41579),(25 220.81212),(26 222.50768),(27 223.5877),(28 226.05402),(29 227.34099),(30 226.22801),(31 228.31064),(32 226.99689),(33 232.26956),(34 236.0664),(35 236.99553),(36 238.99342),(37 239.9751),(38 242.8434),(39 244.85045),(40 248.22041),(41 247.39845),(42 245.86217),(43 246.61644),(44 245.96735),(45 245.63571),(46 243.70355),(47 243.67188),(48 244.33324),(49 243.98347),(50 243.9375),(51 245.39014),(52 245.31404),(53 247.83849),(54 250.94109),(55 251.08006),(56 250.18492),(57 250.71368),(58 252.04721),(59 254.21596),(60 254.91324),(61 254.63646),(62 255.07562),(63 253.92955),(64 253.31648),(65 255.2334),(66 255.58347),(67 256.40295),(68 256.39655),(69 256.2652),(70 254.50769),(71 252.85912),(72 254.8148),(73 254.50621),(74 253.32831),(75 253.68817),(76 251.28246),(77 252.44914),(78 250.61922),(79 248.18141),
