1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42611.33),(2 152481.08),(3 331447),(4 570750.44),(5 862734.5),(6 1199642.3),(7 1589821.4),(8 2037098.5),(9 2439309.8),(10 2834958.8),(11 3215639),(12 3587766),(13 3956514),(14 4282105.5),(15 4581404.5),(16 4857129.5),(17 5098765.5),(18 5360585.5),(19 5612566.5),(20 5864004.5),(21 6120026.5),(22 6366212),(23 6628169.5),(24 6855410.5),(25 7058902),(26 7238155.5),(27 7412186),(28 7543448),(29 7632901.5),(30 7714183.5),(31 7821576.5),(32 7912129.5),(33 7990794),(34 8056834.5),(35 8110555.5),(36 8182371.5),(37 8265905.5),(38 8378173.5),(39 8484129),(40 8576789),(41 8663435),(42 8749552),(43 8837339),(44 8921824),(45 9019118),(46 9125651),(47 9261045),(48 9385691),(49 9479891),(50 9590031),(51 9709287),(52 9815499),(53 9935544),(54 10063925),(55 10182703),(56 10294311),(57 10388243),(58 10445551),(59 10466478),(60 10460636),(61 10476990),(62 10499401),(63 10553481),(64 10593099),(65 10641004),(66 10671091),(67 10698131),(68 10694245),(69 10675788),(70 10644111),(71 10623083),(72 10589457),(73 10507450),(74 10391472),(75 10261127),(76 10076737),(77 9880427),(78 9657988),(79 9483186),
(1 67.41054),(2 79.02803),(3 90.67896),(4 94.26716),(5 100.288795),(6 101.77235),(7 106.15663),(8 107.20277),(9 111.830536),(10 111.38728),(11 115.46716),(12 113.68922),(13 117.91134),(14 117.44101),(15 120.30029),(16 118.33558),(17 121.05183),(18 121.123856),(19 123.58301),(20 121.80454),(21 123.88444),(22 120.98568),(23 123.52728),(24 121.51316),(25 126.068924),(26 124.07931),(27 126.08439),(28 125.47124),(29 127.57913),(30 126.95911),(31 127.11394),(32 125.668175),(33 126.08354),(34 123.504166),(35 124.644005),(36 123.821884),(37 128.60733),(38 126.85986),(39 127.3631),(40 124.44866),(41 126.06166),(42 124.25357),(43 127.71081),(44 124.71452),(45 128.94008),(46 127.74996),(47 130.0743),(48 127.964485),(49 130.10857),(50 127.938644),(51 129.78473),(52 128.86081),(53 131.35954),(54 131.02205),(55 131.66208),(56 129.817),(57 131.45721),(58 128.84497),(59 129.79858),(60 127.78598),(61 129.68277),(62 128.82967),(63 129.34758),(64 126.974),(65 130.31697),(66 128.56496),(67 128.11542),(68 127.40341),(69 128.78886),(70 125.394455),(71 128.24207),(72 126.61739),(73 129.20406),(74 128.36461),(75 129.83275),(76 128.13733),(77 131.68742),(78 129.1459),(79 130.52448),
(1 66.81141),(2 77.74275),(3 91.183395),(4 94.51758),(5 100.3778),(6 100.92834),(7 105.76742),(8 106.54981),(9 111.39999),(10 111.45106),(11 115.353386),(12 113.660515),(13 116.35444),(14 115.6045),(15 117.804924),(16 115.900154),(17 118.70882),(18 117.81943),(19 118.81137),(20 118.595505),(21 120.88475),(22 119.418915),(23 122.101364),(24 120.27372),(25 124.1212),(26 122.77817),(27 123.339264),(28 123.05916),(29 125.23669),(30 124.351135),(31 124.65344),(32 122.41764),(33 122.89624),(34 122.060875),(35 124.30057),(36 122.65252),(37 125.79154),(38 125.776924),(39 124.62487),(40 124.479095),(41 125.393654),(42 122.91487),(43 126.080956),(44 125.733376),(45 128.90175),(46 127.87421),(47 128.77483),(48 127.02759),(49 128.4561),(50 127.34456),(51 128.3322),(52 127.14894),(53 128.67923),(54 128.30217),(55 128.29501),(56 128.35094),(57 129.0261),(58 127.933014),(59 128.25812),(60 126.99727),(61 129.3092),(62 128.60316),(63 129.502),(64 127.018936),(65 128.32732),(66 126.772255),(67 127.82146),(68 127.03325),(69 127.38331),(70 124.51232),(71 125.53316),(72 125.39819),(73 126.63529),(74 125.047554),(75 127.21724),(76 125.86198),(77 128.78793),(78 127.343605),(79 127.6718),
(1 65.491684),(2 76.1746),(3 88.431244),(4 90.71692),(5 97.30943),(6 97.39141),(7 102.736084),(8 104.24959),(9 108.709404),(10 109.45125),(11 113.02126),(12 111.01521),(13 114.99571),(14 112.47836),(15 115.71109),(16 112.89241),(17 115.96217),(18 115.412094),(19 116.5811),(20 115.820335),(21 117.77492),(22 116.6733),(23 118.80738),(24 117.079216),(25 120.08201),(26 119.438545),(27 120.264534),(28 120.05309),(29 123.31857),(30 122.752045),(31 123.73608),(32 121.943565),(33 122.597176),(34 121.33191),(35 122.53789),(36 121.204254),(37 124.82979),(38 124.36762),(39 124.49048),(40 124.34077),(41 126.08339),(42 123.286865),(43 125.72192),(44 123.32597),(45 127.0447),(46 125.73151),(47 126.34119),(48 127.31256),(49 129.23325),(50 127.4897),(51 126.32582),(52 126.47574),(53 128.19846),(54 127.92216),(55 127.74108),(56 125.99116),(57 127.43553),(58 124.70989),(59 125.46729),(60 123.93913),(61 125.39657),(62 123.43876),(63 124.1606),(64 122.86998),(65 124.81166),(66 123.364174),(67 124.456406),(68 124.95183),(69 125.53193),(70 122.76489),(71 123.66084),(72 123.02801),(73 125.32097),(74 125.00556),(75 127.17724),(76 126.05272),(77 128.01001),(78 125.82827),(79 127.22469),
(1 65.337875),(2 76.46021),(3 89.10033),(4 90.82061),(5 97.85255),(6 98.5346),(7 102.69143),(8 104.34871),(9 108.37541),(10 108.382545),(11 113.21088),(12 110.72187),(13 114.61141),(14 112.757454),(15 115.3605),(16 112.39692),(17 115.919),(18 115.69836),(19 118.19944),(20 118.1706),(21 119.95473),(22 118.95939),(23 121.36205),(24 119.679855),(25 122.6879),(26 121.38382),(27 122.622475),(28 122.471054),(29 124.425804),(30 123.0996),(31 122.56357),(32 121.052216),(33 122.43425),(34 120.92694),(35 122.628426),(36 122.34838),(37 124.67533),(38 124.85886),(39 123.59697),(40 121.6837),(41 123.82582),(42 121.833885),(43 123.51891),(44 121.43993),(45 125.16574),(46 124.43582),(47 125.989006),(48 124.158516),(49 126.55697),(50 124.83532),(51 125.12505),(52 123.06067),(53 126.27252),(54 124.89595),(55 125.09495),(56 124.23563),(57 124.202415),(58 122.32902),(59 123.80706),(60 122.4165),(61 124.95025),(62 123.74114),(63 123.35629),(64 122.19821),(65 124.898705),(66 122.404175),(67 123.95689),(68 122.56637),(69 124.47637),(70 121.68116),(71 124.18501),(72 122.75897),(73 125.91541),(74 125.25593),(75 126.76224),(76 124.91231),(77 126.480736),(78 124.73628),(79 125.410286),
(1 64.354645),(2 75.27059),(3 86.57269),(4 89.20312),(5 96.17415),(6 97.02749),(7 101.380135),(8 101.75967),(9 106.765526),(10 106.19676),(11 109.94224),(12 109.324615),(13 112.88051),(14 112.0741),(15 113.433395),(16 111.28572),(17 114.50177),(18 113.15958),(19 115.616646),(20 115.157745),(21 116.75802),(22 115.256905),(23 117.2796),(24 114.93256),(25 118.244514),(26 116.30717),(27 116.89506),(28 116.248),(29 117.81159),(30 116.64316),(31 117.630394),(32 116.58719),(33 117.783554),(34 116.2745),(35 118.246544),(36 117.21528),(37 120.12704),(38 120.214264),(39 119.319855),(40 117.91761),(41 119.36469),(42 117.41531),(43 118.45716),(44 117.8633),(45 120.75703),(46 119.39417),(47 121.34784),(48 120.17391),(49 122.90283),(50 120.8998),(51 120.05367),(52 118.95942),(53 120.449554),(54 120.09818),(55 120.9345),(56 120.57488),(57 121.49485),(58 119.16635),(59 120.310135),(60 119.290504),(61 121.57999),(62 119.9481),(63 119.653564),(64 118.880936),(65 121.14454),(66 119.07101),(67 120.12903),(68 118.61621),(69 119.542366),(70 117.386925),(71 118.47651),(72 117.75973),(73 120.75582),(74 119.01052),(75 119.922714),(76 118.792885),(77 120.3233),(78 119.54315),(79 120.80233),
(1 64.72819),(2 75.748),(3 88.05645),(4 89.81746),(5 96.7094),(6 96.833435),(7 100.174835),(8 100.2727),(9 105.79523),(10 105.33424),(11 109.92987),(12 107.57978),(13 111.991264),(14 111.25868),(15 113.31239),(16 110.55591),(17 114.348404),(18 112.90269),(19 114.87764),(20 114.13014),(21 117.95876),(22 115.1729),(23 117.96727),(24 116.531876),(25 118.94507),(26 117.008575),(27 119.24916),(28 118.24165),(29 120.45875),(30 119.48328),(31 119.87821),(32 117.8876),(33 119.46886),(34 117.666664),(35 119.34989),(36 117.60676),(37 119.31025),(38 119.25188),(39 119.43208),(40 117.373886),(41 119.57364),(42 116.41889),(43 118.88267),(44 116.99466),(45 121.82501),(46 119.36685),(47 121.69969),(48 118.94025),(49 120.9325),(50 119.63669),(51 120.30689),(52 118.529076),(53 120.91713),(54 120.14722),(55 121.49052),(56 120.49267),(57 121.47142),(58 119.03019),(59 119.658676),(60 118.49156),(61 120.31972),(62 118.53899),(63 119.99749),(64 118.67306),(65 120.61116),(66 119.37339),(67 120.49837),(68 119.6224),(69 119.95634),(70 117.65875),(71 119.39538),(72 118.83321),(73 121.19392),(74 120.62296),(75 121.75854),(76 120.18872),(77 121.92676),(78 120.10637),(79 121.770485),
(1 63.25874),(2 74.644356),(3 85.90745),(4 88.32793),(5 93.89789),(6 94.33642),(7 98.670105),(8 98.840065),(9 103.34676),(10 102.678795),(11 106.07883),(12 104.56874),(13 108.550255),(14 108.09982),(15 109.15302),(16 106.76799),(17 110.103874),(18 109.07828),(19 111.68779),(20 110.43964),(21 112.85968),(22 110.64112),(23 113.56347),(24 112.37636),(25 115.28916),(26 114.083115),(27 115.157),(28 115.075226),(29 117.0913),(30 115.73695),(31 114.878975),(32 113.6423),(33 115.50021),(34 114.09944),(35 115.03507),(36 114.36217),(37 116.78158),(38 116.75019),(39 116.76204),(40 114.34125),(41 116.299126),(42 113.684296),(43 116.49994),(44 114.77535),(45 118.872856),(46 117.06222),(47 119.49545),(48 117.96938),(49 118.73164),(50 117.131645),(51 117.04473),(52 115.93684),(53 117.85481),(54 117.31867),(55 118.52881),(56 117.43078),(57 118.34605),(58 117.34499),(59 117.87298),(60 116.02434),(61 118.22876),(62 117.313034),(63 118.054726),(64 116.79063),(65 117.6824),(66 116.78442),(67 118.37934),(68 117.1884),(69 118.14337),(70 115.42619),(71 116.53282),(72 115.680084),(73 119.61841),(74 118.69491),(75 119.07182),(76 117.713936),(77 119.304214),(78 118.542114),(79 119.32782),
(1 61.99389),(2 73.42051),(3 84.42643),(4 86.717964),(5 93.18014),(6 93.36515),(7 97.8463),(8 98.27073),(9 102.65538),(10 101.448395),(11 105.28133),(12 104.017784),(13 107.5983),(14 106.90266),(15 109.23891),(16 107.2343),(17 110.315956),(18 109.695564),(19 111.40719),(20 109.258),(21 112.59136),(22 110.49172),(23 112.68532),(24 111.45082),(25 113.77499),(26 112.70361),(27 113.053635),(28 112.606636),(29 114.63016),(30 114.45832),(31 114.631874),(32 113.25267),(33 114.94565),(34 113.00863),(35 115.11463),(36 113.70848),(37 116.37916),(38 116.14877),(39 115.27525),(40 114.13256),(41 115.50317),(42 113.14717),(43 115.44059),(44 113.731445),(45 117.80785),(46 115.615746),(47 118.34342),(48 116.5908),(49 118.266525),(50 115.1624),(51 116.09715),(52 114.99793),(53 116.98813),(54 116.8973),(55 118.0533),(56 116.008),(57 117.09349),(58 115.73684),(59 116.162125),(60 114.32849),(61 116.058945),(62 114.37184),(63 116.146385),(64 114.23789),(65 116.82352),(66 115.830894),(67 117.60533),(68 116.26759),(69 118.356445),(70 115.14696),(71 116.106735),(72 114.72326),(73 116.98314),(74 116.86576),(75 117.312584),(76 116.75816),(77 118.83373),(78 117.03637),(79 118.38684),
(1 61.912617),(2 72.297),(3 84.13211),(4 86.44849),(5 92.632286),(6 92.96147),(7 97.91217),(8 98.28022),(9 102.63098),(10 101.538795),(11 105.73577),(12 102.62854),(13 106.35315),(14 105.61715),(15 108.15733),(16 104.94721),(17 108.760445),(18 107.494705),(19 109.34521),(20 107.65748),(21 109.64405),(22 108.64607),(23 110.30672),(24 109.5029),(25 111.14473),(26 110.354385),(27 110.134895),(28 109.133),(29 111.50293),(30 110.898895),(31 111.88599),(32 111.76193),(33 112.86164),(34 110.75469),(35 112.45405),(36 111.73426),(37 114.30561),(38 113.533806),(39 114.27377),(40 112.14832),(41 114.75032),(42 113.11293),(43 115.25963),(44 112.550186),(45 116.43874),(46 114.02748),(47 116.074265),(48 115.09227),(49 117.88105),(50 115.619095),(51 116.672325),(52 114.34261),(53 116.230255),(54 115.908195),(55 117.17271),(56 116.82288),(57 117.78501),(58 115.1215),(59 116.38917),(60 114.68089),(61 115.462105),(62 115.18914),(63 117.55452),(64 114.91593),(65 117.335915),(66 115.92806),(67 116.67426),(68 115.942535),(69 116.55191),(70 113.57907),(71 116.00369),(72 114.52902),(73 117.939964),(74 116.13152),(75 116.53233),(76 114.7478),(77 116.589),(78 115.56534),(79 117.52162),
(1 59.664608),(2 69.48139),(3 80.99929),(4 83.108116),(5 88.7719),(6 89.04302),(7 93.00361),(8 92.9462),(9 98.80073),(10 98.084404),(11 102.04502),(12 100.00246),(13 103.8153),(14 102.58285),(15 105.08704),(16 102.88628),(17 106.21719),(18 106.04018),(19 107.659645),(20 106.04409),(21 108.60436),(22 107.7691),(23 109.67981),(24 108.471054),(25 110.60943),(26 109.87921),(27 109.85766),(28 109.20987),(29 110.485214),(30 109.35509),(31 110.37578),(32 108.79851),(33 110.07146),(34 108.80171),(35 110.25193),(36 109.43265),(37 111.822105),(38 111.99797),(39 111.281425),(40 109.28292),(41 110.92857),(42 109.18053),(43 111.17213),(44 108.766136),(45 111.50557),(46 110.99764),(47 112.756134),(48 112.085625),(49 113.83803),(50 112.10246),(51 111.53924),(52 109.89258),(53 112.43534),(54 111.711205),(55 112.39462),(56 112.07345),(57 112.36242),(58 111.33694),(59 112.16212),(60 110.43409),(61 111.5009),(62 110.04436),(63 110.78811),(64 109.72703),(65 111.37913),(66 110.471634),(67 111.31513),(68 110.93183),(69 111.077095),(70 110.40748),(71 111.17318),(72 109.627785),(73 111.92269),(74 111.934),(75 113.12796),(76 110.741325),(77 111.96914),(78 110.84612),(79 112.59059),
(1 59.86352),(2 69.56538),(3 80.988754),(4 83.95211),(5 90.559616),(6 91.32478),(7 95.21441),(8 95.41652),(9 100.80818),(10 100.056),(11 103.64522),(12 101.10507),(13 104.79272),(14 103.36416),(15 105.2897),(16 103.55153),(17 106.7683),(18 105.440956),(19 106.5099),(20 105.60736),(21 107.7078),(22 106.59916),(23 108.61025),(24 106.84602),(25 110.50478),(26 109.205124),(27 109.51878),(28 109.133896),(29 110.992714),(30 110.35702),(31 110.0941),(32 108.88259),(33 110.59072),(34 108.8261),(35 109.74688),(36 109.94276),(37 111.585846),(38 112.15732),(39 111.789),(40 111.098175),(41 111.59427),(42 110.385635),(43 113.17818),(44 111.79346),(45 114.292915),(46 112.9099),(47 115.27695),(48 114.77947),(49 116.23531),(50 113.99224),(51 114.05439),(52 113.48965),(53 114.84915),(54 114.6776),(55 115.40851),(56 114.40481),(57 114.74839),(58 113.99595),(59 112.72553),(60 111.43266),(61 113.21243),(62 111.81919),(63 112.915825),(64 112.104515),(65 113.75383),(66 112.742004),(67 113.67896),(68 113.73174),(69 113.86166),(70 111.96153),(71 113.62044),(72 113.48972),(73 116.63547),(74 116.43462),(75 117.70034),(76 115.047676),(77 117.07913),(78 115.12801),(79 116.33796),
(1 59.648895),(2 69.916626),(3 81.21513),(4 83.68327),(5 89.5832),(6 90.33338),(7 94.053665),(8 94.52714),(9 98.98477),(10 97.80018),(11 101.20005),(12 99.90538),(13 103.55925),(14 102.435005),(15 105.32613),(16 102.66281),(17 104.955086),(18 104.66676),(19 107.90541),(20 106.22185),(21 108.05614),(22 106.04337),(23 107.47049),(24 106.07025),(25 108.84328),(26 107.810814),(27 108.88745),(28 108.63687),(29 110.50194),(30 109.19475),(31 110.62574),(32 108.19958),(33 109.50227),(34 108.78268),(35 110.66626),(36 109.52549),(37 111.377365),(38 110.84446),(39 108.89527),(40 108.19114),(41 109.81515),(42 108.05536),(43 111.06409),(44 109.00922),(45 112.29164),(46 110.8256),(47 111.8322),(48 110.68184),(49 112.265526),(50 109.696625),(51 110.07205),(52 109.83623),(53 111.21374),(54 110.78979),(55 113.17),(56 111.846436),(57 112.40839),(58 110.11995),(59 110.30847),(60 109.35711),(61 111.10135),(62 110.00302),(63 110.82548),(64 109.42859),(65 110.66604),(66 109.168724),(67 110.11574),(68 110.56759),(69 110.55621),(70 109.164536),(71 110.91916),(72 109.08637),(73 112.07445),(74 110.78246),(75 111.93051),(76 109.77815),(77 111.892265),(78 109.83515),(79 111.09712),
(1 60.467346),(2 70.16234),(3 80.89326),(4 82.9131),(5 88.39594),(6 89.089485),(7 93.3544),(8 92.21578),(9 97.89471),(10 96.72844),(11 100.88685),(12 98.62353),(13 101.74002),(14 101.178856),(15 104.15211),(16 101.38304),(17 104.875565),(18 103.65033),(19 104.88337),(20 104.4819),(21 106.40941),(22 104.78756),(23 106.55109),(24 105.775185),(25 108.352165),(26 106.7415),(27 107.341),(28 106.488045),(29 108.69248),(30 108.65177),(31 108.48376),(32 107.593895),(33 109.36228),(34 108.060196),(35 109.54461),(36 107.976295),(37 109.400406),(38 109.97654),(39 108.874016),(40 107.87179),(41 109.212364),(42 108.49924),(43 110.51199),(44 109.29728),(45 112.391624),(46 110.85828),(47 112.44182),(48 111.58772),(49 113.536446),(50 111.255745),(51 111.28698),(52 110.72178),(53 112.37597),(54 111.61976),(55 112.16587),(56 111.48953),(57 111.753914),(58 109.82271),(59 110.47388),(60 108.86209),(61 111.12078),(62 109.67921),(63 110.90924),(64 109.4274),(65 112.058044),(66 110.18467),(67 111.695045),(68 110.6775),(69 111.965576),(70 109.4567),(71 111.0725),(72 110.20454),(73 112.51476),(74 111.653885),(75 112.522514),(76 110.495476),(77 111.80493),(78 110.30971),(79 111.764275),
(1 58.792248),(2 68.734985),(3 79.15189),(4 82.45633),(5 88.18807),(6 88.18736),(7 91.73413),(8 92.670815),(9 97.451065),(10 96.869026),(11 99.8428),(12 98.37186),(13 101.744415),(14 100.48194),(15 102.26729),(16 100.424644),(17 102.23223),(18 102.43247),(19 104.36307),(20 103.3693),(21 105.99575),(22 103.620285),(23 105.36961),(24 104.337494),(25 107.0126),(26 105.67675),(27 106.56394),(28 105.269455),(29 107.49518),(30 106.87217),(31 107.06452),(32 106.17608),(33 106.90277),(34 105.63183),(35 106.80298),(36 106.880775),(37 108.681526),(38 109.17988),(39 108.66649),(40 107.16187),(41 108.34008),(42 106.02074),(43 109.87699),(44 107.21119),(45 109.84195),(46 108.08268),(47 109.748146),(48 108.38192),(49 109.5289),(50 107.2636),(51 107.59453),(52 107.171326),(53 108.896484),(54 107.624886),(55 108.32581),(56 107.59747),(57 107.367714),(58 106.043015),(59 106.71867),(60 106.10782),(61 107.17595),(62 107.12081),(63 107.31878),(64 105.504005),(65 106.638695),(66 106.17467),(67 107.583084),(68 105.974754),(69 106.34091),(70 105.214096),(71 106.17141),(72 106.27048),(73 108.70339),(74 108.95131),(75 109.60922),(76 107.861946),(77 109.329544),(78 108.28809),(79 109.17392),
(1 58.434875),(2 68.32461),(3 78.12499),(4 80.300125),(5 85.752205),(6 85.97631),(7 89.764885),(8 90.618645),(9 94.289276),(10 93.99904),(11 97.51911),(12 96.15699),(13 100.60373),(14 99.50934),(15 101.28203),(16 98.67199),(17 102.09575),(18 101.39798),(19 102.92358),(20 100.67848),(21 103.0101),(22 100.81783),(23 103.45915),(24 101.99301),(25 105.02382),(26 103.9375),(27 104.56879),(28 104.75644),(29 106.36949),(30 104.765305),(31 105.92683),(32 104.04604),(33 104.29457),(34 103.24956),(35 104.69494),(36 103.81252),(37 106.920074),(38 105.88281),(39 105.111374),(40 104.34173),(41 106.807816),(42 103.595406),(43 106.07835),(44 104.90052),(45 108.46425),(46 106.04989),(47 108.529884),(48 107.9217),(49 109.61604),(50 108.07055),(51 107.80758),(52 106.977715),(53 108.82583),(54 108.0216),(55 109.31401),(56 108.309784),(57 109.20552),(58 108.01316),(59 108.14412),(60 106.10026),(61 107.81844),(62 106.73322),(63 107.45763),(64 106.541595),(65 108.33585),(66 107.314384),(67 107.88682),(68 105.789856),(69 107.05826),(70 105.13156),(71 106.390465),(72 104.68849),(73 107.23443),(74 106.35101),(75 108.32789),(76 106.28676),(77 108.21808),(78 107.092896),(79 108.02821),
(1 57.75234),(2 67.09258),(3 77.35108),(4 80.55985),(5 86.33324),(6 86.44877),(7 89.54892),(8 90.14341),(9 94.66045),(10 94.37929),(11 97.53875),(12 96.90841),(13 99.62214),(14 97.76545),(15 99.943115),(16 98.09937),(17 100.87188),(18 100.74579),(19 102.46219),(20 101.774765),(21 103.31229),(22 101.58117),(23 103.154854),(24 102.34951),(25 104.34369),(26 102.95428),(27 103.48569),(28 103.55522),(29 106.60866),(30 105.495224),(31 105.98458),(32 104.076866),(33 105.23431),(34 104.184135),(35 105.39117),(36 103.94022),(37 105.784294),(38 106.30675),(39 105.69455),(40 103.78527),(41 104.77277),(42 102.336075),(43 104.64819),(44 102.784256),(45 105.635445),(46 104.019875),(47 105.38717),(48 103.84135),(49 106.19661),(50 104.85191),(51 105.06414),(52 103.67935),(53 105.29935),(54 104.51103),(55 106.14647),(56 104.71811),(57 105.46545),(58 105.19271),(59 105.644165),(60 104.41934),(61 105.798584),(62 105.36027),(63 105.68727),(64 104.51071),(65 105.99445),(66 104.54598),(67 106.608604),(68 104.35782),(69 105.02917),(70 103.363266),(71 105.11365),(72 103.53871),(73 106.45411),(74 105.88544),(75 106.7465),(76 104.62692),(77 106.72115),(78 105.28144),(79 106.73046),
(1 56.968513),(2 66.042854),(3 75.80815),(4 78.378365),(5 84.54175),(6 84.51562),(7 87.56168),(8 87.90001),(9 91.98338),(10 91.026405),(11 94.16368),(12 92.593544),(13 95.50526),(14 95.57888),(15 97.173615),(16 94.20179),(17 97.038185),(18 96.33187),(19 99.04569),(20 97.94326),(21 100.15588),(22 99.20769),(23 100.752594),(24 99.99752),(25 102.50608),(26 100.99479),(27 101.44803),(28 100.34719),(29 102.22662),(30 101.46159),(31 101.97347),(32 100.736435),(33 101.09349),(34 100.336296),(35 101.94381),(36 100.85711),(37 103.30426),(38 102.93194),(39 103.69803),(40 100.64988),(41 104.031975),(42 102.3285),(43 103.62003),(44 102.663055),(45 104.44977),(46 103.72501),(47 104.78062),(48 103.001526),(49 104.53852),(50 103.07656),(51 104.18584),(52 103.15345),(53 105.01589),(54 104.51267),(55 105.272484),(56 104.35542),(57 104.87181),(58 103.82068),(59 104.08446),(60 103.119225),(61 104.87518),(62 103.77853),(63 104.25626),(64 103.26767),(65 105.01587),(66 103.66771),(67 104.47153),(68 103.49588),(69 104.44047),(70 102.80297),(71 105.08641),(72 104.47757),(73 106.59835),(74 105.814255),(75 106.56283),(76 103.61473),(77 104.66267),(78 102.75756),(79 103.67781),
(1 56.531994),(2 65.87413),(3 76.174545),(4 78.228065),(5 85.03249),(6 84.209305),(7 88.188805),(8 89.38077),(9 93.07592),(10 92.76139),(11 96.21398),(12 93.492584),(13 96.79339),(14 96.14927),(15 98.944565),(16 96.13434),(17 98.96498),(18 97.68807),(19 99.51213),(20 99.07188),(21 100.03239),(22 99.18695),(23 100.875175),(24 100.78285),(25 102.83915),(26 101.727715),(27 101.883194),(28 101.91573),(29 103.590805),(30 102.60657),(31 102.65331),(32 101.49386),(33 101.80702),(34 101.02629),(35 101.42315),(36 100.671776),(37 102.15822),(38 102.58833),(39 103.47076),(40 101.072395),(41 102.75643),(42 100.73879),(43 102.98416),(44 102.03148),(45 104.76198),(46 103.27555),(47 104.95914),(48 103.64368),(49 104.748276),(50 103.41159),(51 103.278694),(52 102.60686),(53 104.45477),(54 104.7827),(55 104.72242),(56 103.69638),(57 104.058136),(58 103.200356),(59 103.01667),(60 102.381424),(61 103.259995),(62 101.946556),(63 102.98201),(64 101.45746),(65 103.31533),(66 101.905914),(67 103.3291),(68 102.280655),(69 102.07533),(70 101.77239),(71 101.99944),(72 101.44446),(73 103.829056),(74 103.420364),(75 104.597496),(76 103.219635),(77 103.811455),(78 103.2746),(79 104.20465),
