1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 187596.52),(2 697224.4),(3 1498949.4),(4 2557462),(5 3817790.3),(6 5220798),(7 6705874),(8 8213646.5),(9 9699659),(10 11131609),(11 12504686),(12 13800262),(13 14962781),(14 16014035),(15 16962382),(16 17775380),(17 18456270),(18 19005370),(19 19434924),(20 19743006),(21 19967404),(22 20126784),(23 20171590),(24 20088386),(25 20006576),(26 19811316),(27 19519802),(28 19177978),(29 18830478),(30 18478676),(31 18146932),(32 17889734),(33 17688128),(34 17555200),(35 17496420),(36 17503078),(37 17594096),(38 17718660),(39 17872434),(40 18059934),(41 18254494),(42 18420044),(43 18525866),(44 18546658),(45 18519326),(46 18403838),(47 18239436),(48 17970138),(49 17643586),(50 17274484),(51 16871750),(52 16530623),(53 16176755),(54 15851193),(55 15579873),(56 15350894),(57 15201992),(58 15132525),(59 15150536),(60 15248491),(61 15431534),(62 15698969),(63 16024575),(64 16408106),(65 16779008),(66 17123888),(67 17460414),(68 17758956),(69 17972004),(70 18112946),(71 18201534),(72 18206456),(73 18139734),(74 18053186),(75 17840166),(76 17653470),(77 17369026),(78 17068646),(79 16790314),
(1 215328.7),(2 798414.5),(3 1698606.1),(4 2831094.8),(5 4127924.3),(6 5548592.5),(7 6978237.5),(8 8387255.5),(9 9738763),(10 10999485),(11 12185499),(12 13277589),(13 14278861),(14 15206408),(15 16057851),(16 16836680),(17 17541190),(18 18148814),(19 18684618),(20 19142678),(21 19519844),(22 19789642),(23 19989054),(24 20078112),(25 20146426),(26 20131848),(27 20073448),(28 19986022),(29 19920756),(30 19863132),(31 19822772),(32 19859086),(33 19936642),(34 19997960),(35 20057414),(36 20114938),(37 20185480),(38 20167766),(39 20133170),(40 20022778),(41 19882196),(42 19657186),(43 19395438),(44 19086262),(45 18786866),(46 18449722),(47 18168428),(48 17913686),(49 17690386),(50 17579290),(51 17538818),(52 17630814),(53 17804570),(54 18020014),(55 18273762),(56 18522242),(57 18750146),(58 18962110),(59 19153462),(60 19266154),(61 19276550),(62 19180116),(63 18967818),(64 18632026),(65 18217078),(66 17726048),(67 17177748),(68 16594616),(69 15990464),(70 15389483),(71 14832800),(72 14300196),(73 13803219),(74 13360112),(75 12974099),(76 12669973),(77 12453576),(78 12313951),(79 12258680),
(1 157612.95),(2 575494.2),(3 1210978.8),(4 2023969.9),(5 2971690.3),(6 4039235.3),(7 5149546.5),(8 6299937.5),(9 7449600),(10 8587416),(11 9698588),(12 10721681),(13 11740746),(14 12724760),(15 13661804),(16 14557763),(17 15340166),(18 16004605),(19 16559498),(20 16956672),(21 17275052),(22 17506036),(23 17588858),(24 17592522),(25 17560942),(26 17410520),(27 17248182),(28 17057262),(29 16854490),(30 16672033),(31 16533967),(32 16441510),(33 16353487),(34 16203814),(35 16041490),(36 15846344),(37 15645514),(38 15423255),(39 15172474),(40 14866957),(41 14528996),(42 14177638),(43 13851625),(44 13546596),(45 13269806),(46 12916961),(47 12580470),(48 12280993),(49 12021023),(50 11809981),(51 11666757),(52 11576461),(53 11552955),(54 11604507),(55 11707615),(56 11867453),(57 12103276),(58 12397096),(59 12752755),(60 13140032),(61 13550844),(62 13949514),(63 14253064),(64 14498066),(65 14610332),(66 14603534),(67 14503795),(68 14308704),(69 14075428),(70 13846541),(71 13625106),(72 13433027),(73 13283837),(74 13127968),(75 13056242),(76 13037432),(77 13081869),(78 13174340),(79 13319602),
(1 152374.56),(2 545549.8),(3 1135684.4),(4 1880987.3),(5 2709670.5),(6 3578635.3),(7 4454180),(8 5323608.5),(9 6128368),(10 6851467),(11 7522228),(12 8104971),(13 8653930),(14 9159539),(15 9578715),(16 9971979),(17 10315076),(18 10606600),(19 10867145),(20 11091549),(21 11261610),(22 11403123),(23 11453434),(24 11452244),(25 11426748),(26 11385516),(27 11309189),(28 11224892),(29 11116436),(30 11007182),(31 10923378),(32 10802854),(33 10698447),(34 10573582),(35 10427356),(36 10302957),(37 10213800),(38 10128817),(39 10051762),(40 9994011),(41 9932654),(42 9880341),(43 9845447),(44 9811977),(45 9804785),(46 9834013),(47 9895005),(48 9998265),(49 10148180),(50 10325272),(51 10507035),(52 10682858),(53 10850520),(54 11015208),(55 11162040),(56 11289326),(57 11359909),(58 11391603),(59 11389420),(60 11370940),(61 11383108),(62 11423763),(63 11493304),(64 11572769),(65 11650015),(66 11742266),(67 11846491),(68 11919768),(69 11972195),(70 11972358),(71 11909057),(72 11799624),(73 11672430),(74 11508547),(75 11332379),(76 11143786),(77 10936431),(78 10756948),(79 10633226),
(1 142419.61),(2 514570.16),(3 1067635.8),(4 1748260),(5 2499195.3),(6 3255695.5),(7 3970492.3),(8 4649620),(9 5244631.5),(10 5775919.5),(11 6259035.5),(12 6673444),(13 7045901),(14 7385862.5),(15 7714077.5),(16 8026823.5),(17 8311319),(18 8604827),(19 8874351),(20 9100270),(21 9275713),(22 9429561),(23 9526289),(24 9611260),(25 9668269),(26 9739886),(27 9819284),(28 9918088),(29 10034392),(30 10152238),(31 10291558),(32 10399477),(33 10471685),(34 10505448),(35 10494744),(36 10447292),(37 10364992),(38 10231597),(39 10049180),(40 9836369),(41 9593513),(42 9363096),(43 9137764),(44 8927293),(45 8753843),(46 8623624),(47 8550274),(48 8508855),(49 8501959),(50 8533204),(51 8572488),(52 8638334),(53 8748783),(54 8865022),(55 9018190),(56 9176595),(57 9330984),(58 9481335),(59 9648696),(60 9803342),(61 9951477),(62 10062641),(63 10152348),(64 10243307),(65 10295861),(66 10297544),(67 10263436),(68 10200013),(69 10139259),(70 10072926),(71 10023879),(72 10018253),(73 10030771),(74 10064789),(75 10119833),(76 10178952),(77 10188619),(78 10165272),(79 10120640),
(1 135958.53),(2 491833.22),(3 1013000.94),(4 1644956.3),(5 2319650.5),(6 2984957.8),(7 3593544.3),(8 4146639.8),(9 4611681.5),(10 4990531.5),(11 5297822),(12 5544169),(13 5763249),(14 5961941.5),(15 6152814),(16 6364439.5),(17 6577163.5),(18 6776213.5),(19 6983568),(20 7139466.5),(21 7253849.5),(22 7319030),(23 7311104),(24 7323320.5),(25 7351559.5),(26 7366261),(27 7396778),(28 7423686.5),(29 7424326),(30 7424516.5),(31 7414819),(32 7385883.5),(33 7344069.5),(34 7307289.5),(35 7268437.5),(36 7216911.5),(37 7178517),(38 7121608.5),(39 7060981.5),(40 7009667),(41 6958480),(42 6918544),(43 6901416),(44 6915834.5),(45 6912013),(46 6899360),(47 6851654.5),(48 6789814),(49 6725865.5),(50 6665039),(51 6598377.5),(52 6570977),(53 6582566),(54 6630091.5),(55 6727398.5),(56 6857685.5),(57 6995391.5),(58 7163214.5),(59 7348323),(60 7528161),(61 7723290.5),(62 7878793.5),(63 8005993.5),(64 8097535.5),(65 8161061),(66 8185180.5),(67 8219162),(68 8223787.5),(69 8258994),(70 8329657.5),(71 8442252),(72 8577780),(73 8749748),(74 8926457),(75 9065465),(76 9185060),(77 9191083),(78 9103637),(79 8972721),
(1 116442.98),(2 419217.13),(3 865325.06),(4 1390538.9),(5 1963779.9),(6 2543700.3),(7 3076728.5),(8 3564173.8),(9 4010548.3),(10 4388626),(11 4726444),(12 5008039),(13 5244982),(14 5445548.5),(15 5617165.5),(16 5790245),(17 5964616.5),(18 6121652.5),(19 6257411),(20 6376237.5),(21 6499951.5),(22 6604370.5),(23 6671658.5),(24 6728454),(25 6786362),(26 6800025.5),(27 6835303),(28 6860622.5),(29 6868718),(30 6871874),(31 6859396),(32 6837663),(33 6796151.5),(34 6754725),(35 6711823.5),(36 6695777),(37 6712125.5),(38 6750846),(39 6817266.5),(40 6920701.5),(41 7023600),(42 7144419.5),(43 7297564),(44 7487287.5),(45 7701862),(46 7908813),(47 8123858.5),(48 8359072),(49 8573845),(50 8774689),(51 8952714),(52 9109502),(53 9215296),(54 9276359),(55 9301141),(56 9268491),(57 9206644),(58 9098203),(59 8997660),(60 8897321),(61 8798771),(62 8685640),(63 8559955),(64 8479178),(65 8401812),(66 8295580),(67 8190158.5),(68 8097907.5),(69 7995803),(70 7855951.5),(71 7697238),(72 7517364),(73 7339736.5),(74 7223943.5),(75 7114749.5),(76 7044012),(77 6972316.5),(78 6928761),(79 6931211),
(1 140701.4),(2 508394.28),(3 1036667.4),(4 1663443.6),(5 2337363),(6 3006536.8),(7 3612854.3),(8 4133733.3),(9 4535585),(10 4840663),(11 5050393),(12 5189029),(13 5276244),(14 5335470.5),(15 5387699.5),(16 5437578.5),(17 5490732.5),(18 5540709),(19 5602831.5),(20 5692409),(21 5806340),(22 5944856),(23 6121069),(24 6333589),(25 6567993),(26 6797632.5),(27 6972565),(28 7096635),(29 7171941.5),(30 7173358.5),(31 7119639.5),(32 7017755),(33 6882313.5),(34 6755135.5),(35 6623552),(36 6512334.5),(37 6423256),(38 6341208),(39 6295944.5),(40 6282648.5),(41 6284446),(42 6297717.5),(43 6327269),(44 6359490),(45 6390783),(46 6444096),(47 6496968),(48 6548753.5),(49 6618263.5),(50 6700846),(51 6774984),(52 6871705.5),(53 6928493.5),(54 6966808.5),(55 6967156.5),(56 6923285.5),(57 6819875),(58 6687632.5),(59 6531135),(60 6355453.5),(61 6177892),(62 6004602),(63 5865752.5),(64 5758841),(65 5696900),(66 5668566.5),(67 5685673.5),(68 5745786),(69 5855861.5),(70 5993545.5),(71 6148031.5),(72 6310972.5),(73 6453181.5),(74 6580968),(75 6665362),(76 6724688.5),(77 6761810),(78 6818216.5),(79 6895897),
(1 138629.72),(2 498783.6),(3 1014789.1),(4 1627589.8),(5 2278135.5),(6 2930011.8),(7 3519599.5),(8 4029558),(9 4465770),(10 4819153.5),(11 5109566.5),(12 5350420),(13 5518453),(14 5633619),(15 5710256),(16 5754681),(17 5774308),(18 5786847),(19 5811977),(20 5868493),(21 5995401),(22 6189270.5),(23 6433919.5),(24 6702624),(25 6981162),(26 7234005),(27 7432890.5),(28 7564668),(29 7611369),(30 7584387.5),(31 7468395),(32 7293099),(33 7093886.5),(34 6894540),(35 6689508),(36 6529455),(37 6435897),(38 6406420.5),(39 6444225),(40 6540430),(41 6626962.5),(42 6706188.5),(43 6758632),(44 6769990),(45 6744093.5),(46 6633261),(47 6483042),(48 6309060.5),(49 6118032),(50 5957974),(51 5843108.5),(52 5789668),(53 5784663.5),(54 5815828),(55 5874590),(56 5948860.5),(57 6017621.5),(58 6089318),(59 6155450),(60 6204473.5),(61 6256284),(62 6282192),(63 6294809.5),(64 6300835),(65 6305111),(66 6313314),(67 6339262.5),(68 6380392),(69 6396996),(70 6410351.5),(71 6429211.5),(72 6414122),(73 6380923),(74 6357856),(75 6304556.5),(76 6284810),(77 6316701),(78 6383194),(79 6502250),
(1 114483),(2 404217.84),(3 823883.2),(4 1343390.9),(5 1898092.8),(6 2431840.5),(7 2896388.5),(8 3286265.5),(9 3586824.8),(10 3816113.3),(11 4002120.8),(12 4157898.5),(13 4306789),(14 4463193),(15 4615419.5),(16 4759704),(17 4912436.5),(18 5082094.5),(19 5261438.5),(20 5450058.5),(21 5658338.5),(22 5873126),(23 6064334.5),(24 6195201.5),(25 6265836),(26 6250156.5),(27 6160972.5),(28 6020158),(29 5848624.5),(30 5669838),(31 5499765.5),(32 5362333.5),(33 5256332),(34 5183019),(35 5146165),(36 5121467.5),(37 5112535.5),(38 5119698),(39 5117313.5),(40 5083971),(41 5027678.5),(42 4963148),(43 4900093),(44 4823780),(45 4750229.5),(46 4671918.5),(47 4597510.5),(48 4535390),(49 4475823.5),(50 4426417),(51 4392360),(52 4373046),(53 4349522.5),(54 4317710.5),(55 4278868),(56 4228816.5),(57 4161139.5),(58 4099220),(59 4064980),(60 4052118.5),(61 4049041.3),(62 4077261.8),(63 4130906.8),(64 4207656),(65 4288219),(66 4350219),(67 4412275),(68 4459603),(69 4497870),(70 4543778.5),(71 4604881),(72 4662269.5),(73 4718513.5),(74 4775770.5),(75 4804570),(76 4832407.5),(77 4830045),(78 4799178.5),(79 4786444),
(1 132177.6),(2 477454.34),(3 983553.7),(4 1587296.3),(5 2209121.3),(6 2783145),(7 3239757.8),(8 3564935.3),(9 3781024.5),(10 3905469.3),(11 3954114.8),(12 3954486),(13 3917616.5),(14 3862920.3),(15 3792042.5),(16 3727865.3),(17 3714139.5),(18 3746077.8),(19 3844854),(20 3996650.5),(21 4194965.5),(22 4400858.5),(23 4577709.5),(24 4672363),(25 4678674.5),(26 4605940),(27 4448233),(28 4251131),(29 4045926.5),(30 3847709.3),(31 3699500.8),(32 3620956.5),(33 3613047.8),(34 3682517.5),(35 3795627.3),(36 3943971.8),(37 4122165),(38 4281658),(39 4419421.5),(40 4490472),(41 4466363.5),(42 4373724),(43 4265923.5),(44 4153733.5),(45 4080695.8),(46 4043827.3),(47 4065831.3),(48 4155293.3),(49 4293447),(50 4443608),(51 4572823),(52 4687821),(53 4754998),(54 4758749.5),(55 4707634.5),(56 4610008.5),(57 4470077.5),(58 4295666.5),(59 4143713.8),(60 4008507.5),(61 3909123.8),(62 3878865),(63 3910569.3),(64 4011909.5),(65 4172224),(66 4361111),(67 4550227.5),(68 4717046),(69 4818754.5),(70 4841282.5),(71 4827199),(72 4765781),(73 4682939.5),(74 4596744),(75 4513679),(76 4428696.5),(77 4343814),(78 4259176.5),(79 4199633.5),
(1 104189.13),(2 366254.38),(3 740689.1),(4 1160252.9),(5 1573374.9),(6 1963447.4),(7 2290420.3),(8 2562062.8),(9 2805160.8),(10 3005136.3),(11 3148496.8),(12 3243749.3),(13 3283156),(14 3292723.5),(15 3294363),(16 3295682.5),(17 3326784.3),(18 3368219),(19 3438546.5),(20 3526594.3),(21 3619939.3),(22 3713196.5),(23 3793087),(24 3855702.3),(25 3887919),(26 3889153.3),(27 3865668),(28 3833427),(29 3793160),(30 3741967.5),(31 3690327.3),(32 3662345.8),(33 3678532.5),(34 3729933.8),(35 3809343.5),(36 3879301.3),(37 3935509),(38 3940817),(39 3911648.5),(40 3852254.3),(41 3783775.5),(42 3727934.3),(43 3685239.3),(44 3646910),(45 3635035.3),(46 3632525),(47 3648661),(48 3696959),(49 3763172.5),(50 3864865.8),(51 3997564),(52 4132111.5),(53 4261512.5),(54 4361392.5),(55 4436092),(56 4461420.5),(57 4433870.5),(58 4373633.5),(59 4297369),(60 4221733.5),(61 4145003),(62 4070409),(63 4012889.8),(64 3959701),(65 3899651),(66 3841296),(67 3792748),(68 3746933.3),(69 3713642),(70 3695931),(71 3687369),(72 3690267.3),(73 3698264),(74 3703572.3),(75 3698796.5),(76 3702437.5),(77 3686875.8),(78 3694106),(79 3712262.8),
(1 105367.03),(2 373711.25),(3 748078.3),(4 1163243),(5 1561508.9),(6 1907527.9),(7 2199316.3),(8 2445860),(9 2651858.5),(10 2809265.8),(11 2924568.8),(12 3012435),(13 3074468.8),(14 3112564.8),(15 3160244.8),(16 3211370.5),(17 3261015.8),(18 3315863.5),(19 3395814.3),(20 3497468.8),(21 3610929.5),(22 3714511.8),(23 3777133),(24 3789955),(25 3771473.8),(26 3715424.8),(27 3640057),(28 3585155.8),(29 3544728.5),(30 3552073),(31 3606359.8),(32 3701974.3),(33 3817575.5),(34 3911785.3),(35 3953887.8),(36 3967641.8),(37 3958877.8),(38 3923060.8),(39 3866881.8),(40 3808418.3),(41 3752509),(42 3720685.5),(43 3744641),(44 3808403.8),(45 3918232.5),(46 4040411.5),(47 4169100.3),(48 4282739),(49 4378082),(50 4450357),(51 4486818),(52 4481996),(53 4439026),(54 4376085.5),(55 4320597.5),(56 4276238),(57 4247387.5),(58 4236286.5),(59 4244197),(60 4261128),(61 4279531),(62 4298671),(63 4301739),(64 4289426),(65 4251990.5),(66 4182500),(67 4100280.5),(68 4018708),(69 3959368.5),(70 3927579.5),(71 3941038.3),(72 3993207.8),(73 4043779.8),(74 4102612),(75 4135304.3),(76 4149222.8),(77 4148390),(78 4122275.3),(79 4101556.8),
(1 96255.51),(2 334813.38),(3 656265.25),(4 998111.2),(5 1309929.4),(6 1574561.6),(7 1804717.8),(8 2001625.1),(9 2171369.3),(10 2309382.8),(11 2426404),(12 2533649.5),(13 2621435.5),(14 2698502.8),(15 2761881.3),(16 2830111.5),(17 2893118),(18 2956003.3),(19 3010970.3),(20 3053435.8),(21 3099306),(22 3136837.3),(23 3155963.5),(24 3150618.3),(25 3126096.3),(26 3072196.3),(27 3005045.3),(28 2950786.3),(29 2912682.8),(30 2915244.8),(31 2940811.5),(32 2989635.3),(33 3037306),(34 3072684.8),(35 3082152.3),(36 3075699.5),(37 3041536),(38 2990892.8),(39 2924383.8),(40 2867132.8),(41 2825640.5),(42 2802770.8),(43 2790373.8),(44 2794636.5),(45 2820053.8),(46 2852051.5),(47 2901091),(48 2954593.5),(49 3000809),(50 3028416.8),(51 3043559.5),(52 3043105.5),(53 3037138.3),(54 3037405.5),(55 3063580.5),(56 3111227),(57 3173263),(58 3263569.8),(59 3363061),(60 3449281),(61 3511039.3),(62 3538859),(63 3525334),(64 3490315),(65 3443885.3),(66 3396655.8),(67 3374298.3),(68 3363157),(69 3369901.3),(70 3383552.3),(71 3415513),(72 3459212),(73 3501232.3),(74 3553348.3),(75 3577377.5),(76 3588278.8),(77 3566604),(78 3520195.3),(79 3471703.8),
(1 94600.664),(2 326244.88),(3 637914.3),(4 981746.94),(5 1310886.3),(6 1612952),(7 1878019),(8 2110292.3),(9 2310498),(10 2486449),(11 2646715.8),(12 2777890.5),(13 2871497.5),(14 2945122.3),(15 2994975.3),(16 3040800),(17 3070932.5),(18 3098099.3),(19 3131370.8),(20 3172518.5),(21 3220351.8),(22 3269852.5),(23 3295178.3),(24 3305375),(25 3299184.3),(26 3267325.8),(27 3220070.5),(28 3160034.3),(29 3088479.8),(30 3004603),(31 2911586.3),(32 2814346.3),(33 2719412.5),(34 2638332.5),(35 2571462),(36 2528504.5),(37 2510907.8),(38 2521857.5),(39 2546146.8),(40 2598338.8),(41 2666433.5),(42 2758178.3),(43 2854868.5),(44 2937669.3),(45 2996090.8),(46 3019118.3),(47 3028158.5),(48 3035626.3),(49 3014651.8),(50 2994977.5),(51 2982996),(52 2976613.8),(53 2967309.3),(54 2972249.5),(55 2991242.3),(56 3018380.8),(57 3050650.8),(58 3078007.8),(59 3093927.8),(60 3085517.3),(61 3062210.8),(62 3043440.3),(63 3020499.3),(64 3019873.8),(65 3042149),(66 3078859.5),(67 3143590.5),(68 3229015),(69 3302474),(70 3360157.8),(71 3402039),(72 3428406.8),(73 3441710.5),(74 3465270),(75 3470893.8),(76 3482671.8),(77 3478096.3),(78 3466334.3),(79 3461263.8),
(1 94765.125),(2 326146.72),(3 638342.7),(4 971006),(5 1289828.5),(6 1579298.3),(7 1828579.8),(8 2046369.8),(9 2238613.3),(10 2405255.5),(11 2530409),(12 2615746),(13 2660362),(14 2691147.8),(15 2709378),(16 2718895.3),(17 2735008),(18 2754674),(19 2766968.5),(20 2777794.8),(21 2779623.5),(22 2774693.5),(23 2759959.5),(24 2728976),(25 2702303.5),(26 2691012.3),(27 2687291.5),(28 2691162),(29 2692241.8),(30 2673047.8),(31 2649292.8),(32 2633240.5),(33 2623041.3),(34 2620923),(35 2605523),(36 2590289),(37 2582690.8),(38 2585576.8),(39 2608893),(40 2635788.5),(41 2670048.5),(42 2733261.3),(43 2802508.8),(44 2877021),(45 2958218.8),(46 3020598.5),(47 3068859.8),(48 3101334),(49 3117617),(50 3120876.5),(51 3105568.5),(52 3089654),(53 3080468.5),(54 3078472.5),(55 3091903.3),(56 3099047.5),(57 3104831),(58 3093042),(59 3086156.3),(60 3069720.8),(61 3055233.8),(62 3039920.8),(63 3019210),(64 3033995),(65 3072424.8),(66 3125147.8),(67 3190961),(68 3257608.8),(69 3327209.3),(70 3360057.3),(71 3376141.8),(72 3363536.8),(73 3330688.8),(74 3283718.8),(75 3218500.3),(76 3153224.5),(77 3099645.8),(78 3049437.8),(79 3015479.3),
(1 92268.89),(2 315077.4),(3 605056.3),(4 904570.5),(5 1164859.5),(6 1389660.1),(7 1576459.5),(8 1728106),(9 1856619.5),(10 1958260.5),(11 2030352.5),(12 2076889.6),(13 2105155.3),(14 2126169.8),(15 2154724),(16 2198976),(17 2258087.8),(18 2326811),(19 2384591.3),(20 2435226.8),(21 2474297.8),(22 2489133.3),(23 2478508),(24 2463034.3),(25 2444100.8),(26 2423996.5),(27 2400188.5),(28 2377438.5),(29 2369949.3),(30 2350740.5),(31 2332392.3),(32 2301391.8),(33 2263838.5),(34 2226696.5),(35 2202929.8),(36 2195071),(37 2190452.5),(38 2191310.8),(39 2197687),(40 2209452.5),(41 2221132),(42 2240653.5),(43 2263326.5),(44 2275756.5),(45 2277715.8),(46 2258913.8),(47 2246612.3),(48 2226937.3),(49 2201952.3),(50 2159659.8),(51 2121183),(52 2105998.3),(53 2104301.8),(54 2120620.3),(55 2172106.8),(56 2239712.3),(57 2310257.3),(58 2367692.5),(59 2404901.3),(60 2423499.3),(61 2431424.8),(62 2423998.3),(63 2388748),(64 2350041.3),(65 2318735),(66 2301893),(67 2308230.8),(68 2340571.5),(69 2391135.5),(70 2443679),(71 2498662.3),(72 2524576),(73 2522795.5),(74 2514217.8),(75 2490834.5),(76 2474716.3),(77 2470990),(78 2487579.3),(79 2535852.8),
(1 83942.99),(2 288011.66),(3 556096.3),(4 833633.8),(5 1074147.9),(6 1273470.1),(7 1427098),(8 1541922.5),(9 1618703.6),(10 1663249),(11 1701619.5),(12 1726785.4),(13 1743178),(14 1767446.6),(15 1795656.4),(16 1826698.5),(17 1864097.9),(18 1903399.6),(19 1946652.5),(20 2000183.3),(21 2046300.8),(22 2081861),(23 2108189.3),(24 2135875.3),(25 2175696.3),(26 2221007),(27 2254207.3),(28 2280720),(29 2307375),(30 2322458),(31 2327071.8),(32 2310439.8),(33 2282416.5),(34 2246205.8),(35 2205766.5),(36 2163315.3),(37 2138474.8),(38 2118107.3),(39 2104112),(40 2098332),(41 2090354.4),(42 2075237.4),(43 2056236.3),(44 2031556.1),(45 2003121.9),(46 1969624.1),(47 1939690),(48 1913451.3),(49 1905011.9),(50 1903077),(51 1907587.9),(52 1913900.5),(53 1920233.8),(54 1927253.4),(55 1938728.6),(56 1943693.8),(57 1942573.6),(58 1938496),(59 1934520.5),(60 1928974.9),(61 1928749.5),(62 1922198.6),(63 1907847.9),(64 1884315.8),(65 1852376),(66 1818261),(67 1798823.4),(68 1796170.4),(69 1800538.5),(70 1816279.4),(71 1844907),(72 1873654),(73 1906500.4),(74 1929110.9),(75 1943498.6),(76 1958555.9),(77 1961513.3),(78 1966226),(79 1987169.6),
(1 89817.01),(2 304985.4),(3 583105.44),(4 869388.2),(5 1124319.9),(6 1337612.3),(7 1496878.4),(8 1600228.6),(9 1663401.1),(10 1699829.6),(11 1708297.1),(12 1701340.1),(13 1694739.4),(14 1701085),(15 1728695.6),(16 1768070),(17 1815425),(18 1851515),(19 1874124),(20 1874909),(21 1861174.9),(22 1846787.6),(23 1843373.1),(24 1864728.6),(25 1919265.1),(26 1994132.6),(27 2074890.6),(28 2156977.3),(29 2222612),(30 2251953.8),(31 2250041.8),(32 2219986),(33 2167333),(34 2112629.3),(35 2071133.6),(36 2059207.5),(37 2078325),(38 2120434.5),(39 2175926.8),(40 2244721.5),(41 2300883),(42 2335947.8),(43 2355420.8),(44 2346537.3),(45 2328743),(46 2299486),(47 2276758.3),(48 2271347.8),(49 2286050.3),(50 2310528.8),(51 2337035),(52 2357354.8),(53 2364018.8),(54 2359434.3),(55 2345863),(56 2322341.8),(57 2295842.5),(58 2250119.3),(59 2204830.8),(60 2170857.3),(61 2154159.3),(62 2158285),(63 2178332.3),(64 2206506.8),(65 2230602.8),(66 2236131.3),(67 2218721),(68 2172765.5),(69 2109227.5),(70 2034057.6),(71 1975215),(72 1938547),(73 1930454.6),(74 1958744.4),(75 2008105.6),(76 2058091.4),(77 2085888.6),(78 2085172.9),(79 2076676.6),
