1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1283028.4),(2 1563248.4),(3 576805.44),(4 2167921.8),(5 2713113.3),(6 1768585),(7 3511879.3),(8 4278501),(9 3405531.8),(10 5211541.5),(11 6275086.5),(12 5514569.5),(13 7500734.5),(14 8893720),(15 8231968),(16 10490421),(17 12231883),(18 11445931),(19 13924336),(20 15757255),(21 15120407),(22 17490108),(23 19429942),(24 18839714),(25 21246854),(26 23376528),(27 22870480),(28 25143530),(29 27388998),(30 26619186),(31 28759166),(32 30821238),(33 29858408),(34 31801944),(35 34000930),(36 33187008),(37 34694656),(38 36563108),(39 35597572),(40 36662108),(41 38388180),(42 37369990),(43 38401844),(44 40173576),(45 39126372),(46 39960730),(47 41493700),(48 40188220),(49 40942940),(50 42420284),(51 41187204),(52 41840700),(53 43715160),(54 42622370),(55 43229556),(56 45136320),(57 44053052),(58 44570020),(59 46508596),(60 45451424),(61 45746284),(62 47527776),(63 46176532),(64 46472796),(65 48570964),(66 47734988),(67 48282828),(68 50748284),(69 50249292),(70 50825052),(71 53499330),(72 53053908),(73 53446212),(74 56010268),(75 55305984),(76 55389908),(77 58159124),(78 57653684),(79 57919104),
(1 62.594986),(2 72.89669),(3 76.502785),(4 80.15072),(5 82.39399),(6 83.59752),(7 85.40768),(8 87.10454),(9 88.8639),(10 89.812096),(11 90.99829),(12 92.53397),(13 93.577965),(14 94.54698),(15 94.79503),(16 95.080284),(17 95.88057),(18 97.31132),(19 98.21671),(20 99.266075),(21 98.66176),(22 99.18734),(23 99.542625),(24 99.7371),(25 101.24564),(26 101.12804),(27 101.252304),(28 102.12981),(29 102.17458),(30 102.90325),(31 104.29843),(32 105.80924),(33 105.92676),(34 105.93585),(35 107.499985),(36 107.77564),(37 110.00166),(38 110.179405),(39 108.560425),(40 109.277435),(41 110.31809),(42 110.34157),(43 111.13638),(44 111.57669),(45 112.48618),(46 111.36399),(47 112.913086),(48 112.810776),(49 112.82267),(50 112.36253),(51 112.19219),(52 112.92754),(53 112.50005),(54 111.78166),(55 111.7643),(56 111.791306),(57 110.84661),(58 110.442955),(59 110.541756),(60 110.189316),(61 109.4218),(62 108.98489),(63 107.14559),(64 106.10191),(65 105.67598),(66 104.693794),(67 104.77923),(68 104.197845),(69 103.81985),(70 103.49632),(71 103.03309),(72 102.68697),(73 101.60598),(74 102.17315),(75 101.26475),(76 101.624794),(77 101.75869),(78 102.06448),(79 103.35624),
(1 62.712654),(2 72.89625),(3 78.10828),(4 80.70189),(5 82.359825),(6 85.4026),(7 87.377014),(8 87.44893),(9 88.366714),(10 88.15221),(11 90.2828),(12 91.52207),(13 92.86829),(14 93.86799),(15 94.0495),(16 94.74542),(17 95.52214),(18 97.10984),(19 97.834656),(20 98.80139),(21 98.985275),(22 99.6827),(23 99.93303),(24 101.010956),(25 102.575134),(26 103.4075),(27 102.59072),(28 103.34564),(29 104.07706),(30 103.81461),(31 105.14574),(32 105.74479),(33 106.2991),(34 107.3476),(35 108.35577),(36 108.353775),(37 109.69067),(38 110.035034),(39 108.85084),(40 108.852615),(41 109.64898),(42 109.47703),(43 110.21752),(44 111.13477),(45 110.68057),(46 111.19354),(47 111.504814),(48 110.344864),(49 111.137405),(50 110.648155),(51 108.761246),(52 109.578606),(53 108.6766),(54 108.47089),(55 107.347786),(56 107.23474),(57 107.572365),(58 106.77883),(59 106.68489),(60 106.85556),(61 107.05507),(62 105.764824),(63 104.87412),(64 105.03855),(65 104.81925),(66 103.22893),(67 103.62565),(68 103.38672),(69 102.23621),(70 102.16241),(71 102.5655),(72 102.73882),(73 102.64378),(74 101.756905),(75 101.50919),(76 102.65334),(77 102.51181),(78 102.1508),(79 103.595825),
(1 61.994778),(2 72.293365),(3 76.54501),(4 80.02074),(5 81.44029),(6 82.929535),(7 84.96521),(8 86.815155),(9 87.857376),(10 88.66433),(11 89.709885),(12 91.491264),(13 91.88789),(14 94.49679),(15 93.39848),(16 94.06224),(17 94.548485),(18 96.37376),(19 96.61612),(20 97.43902),(21 98.00737),(22 98.13393),(23 99.425026),(24 100.86392),(25 100.98518),(26 102.43868),(27 102.38956),(28 102.689674),(29 102.25547),(30 102.577736),(31 103.60812),(32 104.5763),(33 104.69852),(34 106.08503),(35 106.7993),(36 107.477196),(37 108.078224),(38 108.810776),(39 109.01427),(40 109.475395),(41 110.31211),(42 110.22209),(43 111.888245),(44 110.710144),(45 112.225136),(46 112.12785),(47 111.43527),(48 111.87956),(49 110.3305),(50 112.03817),(51 110.54431),(52 110.0263),(53 110.29114),(54 109.53927),(55 109.69628),(56 109.50727),(57 108.7286),(58 107.7479),(59 107.13965),(60 106.48393),(61 105.84035),(62 105.15703),(63 103.65536),(64 102.65991),(65 102.74665),(66 101.46165),(67 101.39107),(68 101.41033),(69 100.52674),(70 101.292244),(71 101.37349),(72 102.124275),(73 101.55701),(74 101.494415),(75 100.79601),(76 101.40276),(77 101.688354),(78 101.6634),(79 101.28801),
(1 60.366356),(2 70.35458),(3 74.02037),(4 77.33516),(5 78.67233),(6 80.54631),(7 82.36412),(8 83.11065),(9 84.67154),(10 84.758064),(11 86.19954),(12 88.35022),(13 89.49772),(14 90.24305),(15 90.480576),(16 90.681366),(17 91.572266),(18 92.89964),(19 93.08562),(20 94.58126),(21 93.97019),(22 95.649216),(23 95.31592),(24 95.681),(25 96.33185),(26 97.83431),(27 98.04175),(28 97.773026),(29 99.62047),(30 98.64693),(31 99.87765),(32 101.73243),(33 101.58855),(34 102.88129),(35 103.41215),(36 102.87515),(37 104.27862),(38 105.43463),(39 104.298744),(40 104.34105),(41 104.49292),(42 104.87551),(43 105.62364),(44 107.10583),(45 106.32981),(46 106.596535),(47 106.82985),(48 107.42287),(49 106.39777),(50 106.6122),(51 105.541695),(52 105.943436),(53 106.10765),(54 105.43911),(55 104.860306),(56 104.00324),(57 104.73892),(58 104.84625),(59 103.70698),(60 103.8812),(61 103.08668),(62 103.828995),(63 101.99211),(64 102.29833),(65 100.77509),(66 100.051636),(67 99.50704),(68 99.05922),(69 98.53786),(70 98.25032),(71 97.79269),(72 98.02748),(73 97.96187),(74 98.21472),(75 97.39855),(76 97.91898),(77 97.7942),(78 98.260376),(79 98.521645),
(1 60.810265),(2 70.78138),(3 74.81862),(4 77.65704),(5 80.11267),(6 81.281235),(7 82.792046),(8 83.47049),(9 85.07082),(10 85.08156),(11 86.771255),(12 88.04272),(13 89.773315),(14 90.73888),(15 89.80115),(16 91.414825),(17 91.736435),(18 92.5535),(19 92.901024),(20 94.54921),(21 94.21021),(22 94.952225),(23 95.49723),(24 97.131134),(25 97.98594),(26 98.79193),(27 99.050064),(28 99.54075),(29 100.83074),(30 101.18582),(31 100.09331),(32 101.4092),(33 100.84008),(34 102.13921),(35 102.67836),(36 102.897514),(37 103.30739),(38 104.82513),(39 105.18705),(40 106.250435),(41 105.922615),(42 106.047325),(43 106.40793),(44 107.27086),(45 106.49065),(46 106.665726),(47 105.439415),(48 105.96612),(49 105.96353),(50 106.83147),(51 104.35068),(52 104.84053),(53 104.98923),(54 104.46845),(55 104.72035),(56 105.76152),(57 104.63912),(58 103.52056),(59 103.74852),(60 104.567184),(61 103.49948),(62 103.7323),(63 101.99339),(64 101.15559),(65 101.16385),(66 99.962555),(67 99.60141),(68 99.42357),(69 98.77672),(70 98.04671),(71 97.98722),(72 98.13862),(73 97.9351),(74 97.902),(75 96.42689),(76 97.07678),(77 97.07658),(78 97.617065),(79 97.52743),
(1 59.952328),(2 69.76518),(3 73.93615),(4 76.417694),(5 78.62727),(6 80.56984),(7 81.93963),(8 83.228134),(9 84.29569),(10 84.05573),(11 85.767235),(12 87.774475),(13 89.4795),(14 89.4577),(15 89.399216),(16 90.2631),(17 91.13941),(18 92.58774),(19 92.84901),(20 92.83916),(21 93.016075),(22 94.016785),(23 95.12175),(24 95.519165),(25 97.223366),(26 97.93393),(27 97.64371),(28 98.33888),(29 99.49865),(30 99.63166),(31 100.51209),(32 100.83668),(33 100.68657),(34 101.16173),(35 102.107155),(36 101.9724),(37 103.828354),(38 104.91079),(39 103.79098),(40 104.34286),(41 103.4257),(42 103.44677),(43 104.75994),(44 104.87137),(45 104.751205),(46 105.13299),(47 103.42261),(48 104.93368),(49 105.67636),(50 105.27018),(51 103.50802),(52 103.76099),(53 103.54871),(54 103.699295),(55 104.24739),(56 102.66081),(57 103.43617),(58 101.41111),(59 102.009995),(60 100.82943),(61 100.56193),(62 100.830086),(63 98.37854),(64 98.092735),(65 98.64443),(66 98.350464),(67 97.23935),(68 97.51493),(69 97.14953),(70 96.894516),(71 96.16239),(72 97.19789),(73 96.607254),(74 96.59156),(75 95.58273),(76 95.956665),(77 96.09607),(78 97.072624),(79 97.27893),
(1 59.03226),(2 68.65837),(3 72.61393),(4 75.44532),(5 77.48964),(6 78.665436),(7 80.17324),(8 82.15486),(9 82.840645),(10 83.190285),(11 83.7945),(12 85.38307),(13 86.21753),(14 87.39203),(15 88.49708),(16 90.518295),(17 91.09827),(18 91.13335),(19 92.385796),(20 92.78493),(21 93.84779),(22 93.8746),(23 94.15711),(24 95.2533),(25 95.45749),(26 96.07712),(27 96.54434),(28 96.3749),(29 97.214806),(30 97.534454),(31 97.59699),(32 97.89349),(33 98.68565),(34 99.213455),(35 99.73637),(36 101.2513),(37 101.64434),(38 103.06888),(39 101.76911),(40 102.92866),(41 102.92678),(42 103.50252),(43 103.48812),(44 104.84505),(45 105.074615),(46 105.349045),(47 105.29833),(48 106.08816),(49 105.45434),(50 105.67086),(51 104.04016),(52 104.58782),(53 104.179),(54 104.17129),(55 104.614456),(56 104.42386),(57 105.60026),(58 104.63819),(59 103.966446),(60 103.05824),(61 103.21272),(62 102.17692),(63 99.903465),(64 99.87486),(65 99.59211),(66 98.326),(67 98.12903),(68 97.59381),(69 97.11975),(70 96.601425),(71 96.34051),(72 96.94599),(73 96.7288),(74 97.05187),(75 95.71142),(76 95.78475),(77 95.22721),(78 96.66256),(79 97.59887),
(1 58.53105),(2 68.95885),(3 73.88116),(4 76.541504),(5 78.26262),(6 78.84696),(7 80.558815),(8 81.25634),(9 82.94834),(10 82.78214),(11 83.85441),(12 84.8269),(13 85.88456),(14 88.135544),(15 87.77628),(16 89.0673),(17 90.34109),(18 90.879845),(19 91.35986),(20 92.40234),(21 91.33056),(22 92.22172),(23 93.864),(24 94.039696),(25 95.28406),(26 96.13514),(27 96.31871),(28 97.49159),(29 98.841866),(30 99.33705),(31 98.646904),(32 100.074005),(33 100.6924),(34 101.32309),(35 101.63371),(36 101.26897),(37 102.49495),(38 103.34077),(39 103.420364),(40 103.54374),(41 105.119514),(42 105.80854),(43 106.29682),(44 106.3837),(45 106.97276),(46 105.867546),(47 105.361),(48 106.29143),(49 107.314415),(50 106.3425),(51 104.817085),(52 104.74998),(53 105.166985),(54 104.5928),(55 104.5339),(56 103.513985),(57 103.89006),(58 103.69164),(59 102.993095),(60 101.86962),(61 101.918205),(62 101.84627),(63 99.99928),(64 99.814354),(65 99.40184),(66 99.04959),(67 99.5682),(68 99.38238),(69 98.076935),(70 97.979324),(71 98.382866),(72 98.361664),(73 98.47356),(74 98.1078),(75 97.5457),(76 96.73449),(77 96.55646),(78 96.87215),(79 98.013016),
(1 58.119106),(2 67.28905),(3 71.822845),(4 74.70365),(5 77.28955),(6 79.13893),(7 80.381226),(8 81.54742),(9 81.87878),(10 82.74023),(11 83.044785),(12 84.92165),(13 85.80282),(14 87.762115),(15 87.131584),(16 88.25281),(17 88.92134),(18 89.49791),(19 89.70873),(20 91.09114),(21 90.84804),(22 91.76703),(23 92.7596),(24 93.444016),(25 93.465706),(26 94.59446),(27 94.17725),(28 94.90357),(29 96.06929),(30 95.0081),(31 94.80713),(32 96.05822),(33 96.69497),(34 98.12833),(35 97.49764),(36 98.04346),(37 98.07017),(38 99.11952),(39 99.094376),(40 99.30526),(41 99.96353),(42 99.851715),(43 99.751335),(44 100.53659),(45 100.91898),(46 100.55621),(47 100.73429),(48 101.5724),(49 101.626366),(50 101.865425),(51 100.186485),(52 100.444084),(53 100.63917),(54 100.54177),(55 99.34847),(56 99.209724),(57 98.51341),(58 98.86931),(59 99.1197),(60 99.141556),(61 98.66711),(62 98.040375),(63 96.46939),(64 96.12802),(65 95.950714),(66 95.24197),(67 94.93195),(68 94.73475),(69 94.13325),(70 94.17019),(71 94.509605),(72 93.98653),(73 93.99448),(74 94.05046),(75 93.62715),(76 93.55773),(77 93.932945),(78 93.86715),(79 94.76567),
(1 58.287674),(2 67.39697),(3 71.22067),(4 74.831856),(5 76.67175),(6 77.824265),(7 79.639336),(8 80.209694),(9 80.81403),(10 82.28951),(11 82.98329),(12 84.23656),(13 86.72679),(14 87.07534),(15 86.49154),(16 88.58654),(17 89.083374),(18 89.46199),(19 89.90847),(20 90.48831),(21 90.10231),(22 90.80851),(23 91.06249),(24 92.028076),(25 92.585556),(26 93.62493),(27 93.153015),(28 94.44053),(29 96.15551),(30 96.28424),(31 95.627014),(32 96.46909),(33 97.791466),(34 98.44085),(35 99.16445),(36 98.97772),(37 100.042915),(38 100.124695),(39 99.16885),(40 100.81369),(41 101.94348),(42 102.81315),(43 103.4586),(44 104.59481),(45 104.97728),(46 104.68021),(47 103.53857),(48 105.66601),(49 105.02512),(50 104.844894),(51 102.887474),(52 103.1713),(53 102.670135),(54 102.8598),(55 102.75567),(56 102.517784),(57 102.35626),(58 101.65617),(59 102.21076),(60 102.15095),(61 101.673355),(62 101.33071),(63 99.2269),(64 98.87222),(65 98.65017),(66 97.63732),(67 97.31258),(68 96.91592),(69 97.07578),(70 96.292625),(71 96.35913),(72 95.55116),(73 96.16823),(74 95.337746),(75 93.53335),(76 93.61811),(77 93.772156),(78 94.069565),(79 95.02711),
(1 56.938248),(2 66.48881),(3 69.78085),(4 73.71881),(5 75.70391),(6 78.08826),(7 78.85771),(8 79.466805),(9 80.97933),(10 81.26296),(11 82.817535),(12 83.72795),(13 84.89465),(14 86.758026),(15 85.98318),(16 87.17466),(17 88.232216),(18 89.66949),(19 89.30773),(20 90.076775),(21 90.51643),(22 91.39519),(23 92.10391),(24 93.75229),(25 94.71609),(26 95.7618),(27 96.071655),(28 96.74669),(29 98.08441),(30 97.53686),(31 97.623886),(32 98.8029),(33 99.66),(34 100.18777),(35 100.26435),(36 100.224625),(37 101.719086),(38 101.86899),(39 101.832726),(40 101.714645),(41 102.01442),(42 102.44715),(43 102.4191),(44 102.70481),(45 104.2103),(46 103.617516),(47 103.19723),(48 103.283676),(49 103.11007),(50 103.141556),(51 102.68117),(52 102.9751),(53 102.53754),(54 102.622475),(55 102.777565),(56 101.436356),(57 100.77957),(58 99.392975),(59 100.195015),(60 99.60815),(61 99.73647),(62 99.1092),(63 97.24939),(64 97.23559),(65 97.15331),(66 97.31881),(67 97.91171),(68 97.67333),(69 97.36374),(70 96.60884),(71 96.06749),(72 96.01746),(73 95.99699),(74 95.54551),(75 93.6186),(76 94.13571),(77 94.0815),(78 94.394),(79 94.99704),
(1 57.237278),(2 65.94545),(3 70.41993),(4 73.3489),(5 75.63316),(6 77.169044),(7 78.74255),(8 79.27869),(9 79.6323),(10 81.46462),(11 82.853714),(12 84.08744),(13 85.19172),(14 85.89415),(15 85.14798),(16 86.41909),(17 86.80833),(18 88.16295),(19 88.24319),(20 88.73632),(21 90.85662),(22 89.851875),(23 90.19465),(24 90.77469),(25 92.16449),(26 93.05116),(27 92.82652),(28 92.79227),(29 92.975555),(30 93.98114),(31 94.63263),(32 95.15944),(33 95.63965),(34 96.14991),(35 95.98128),(36 96.95741),(37 97.56679),(38 98.28322),(39 98.255646),(40 98.748085),(41 99.45072),(42 100.45203),(43 100.45843),(44 100.915695),(45 101.31773),(46 101.564835),(47 101.51677),(48 101.85956),(49 101.296936),(50 102.39489),(51 100.662346),(52 100.198555),(53 99.64765),(54 99.689835),(55 98.862404),(56 98.54355),(57 98.19152),(58 97.72051),(59 98.50643),(60 97.53367),(61 97.48159),(62 97.4835),(63 95.37734),(64 96.03383),(65 94.78464),(66 93.802795),(67 93.48217),(68 93.28156),(69 93.168785),(70 93.50983),(71 93.72947),(72 93.50753),(73 94.30695),(74 94.06893),(75 92.79087),(76 92.41936),(77 92.44375),(78 93.30522),(79 93.50781),
(1 56.855175),(2 66.59035),(3 70.63341),(4 73.24856),(5 75.02895),(6 77.25082),(7 78.134766),(8 79.12273),(9 80.36998),(10 80.8663),(11 81.769905),(12 82.83824),(13 84.00399),(14 84.60174),(15 85.05428),(16 86.48638),(17 87.408646),(18 88.0719),(19 88.30616),(20 88.802635),(21 89.55058),(22 89.72777),(23 90.117485),(24 90.18685),(25 91.85442),(26 93.07901),(27 92.90271),(28 93.58206),(29 94.793564),(30 94.90209),(31 94.7582),(32 95.85201),(33 96.59738),(34 97.80393),(35 98.18061),(36 98.41088),(37 98.974884),(38 99.84458),(39 99.23572),(40 100.09131),(41 100.038185),(42 100.27532),(43 101.15753),(44 101.77905),(45 101.13698),(46 101.95942),(47 102.201935),(48 102.612885),(49 102.44104),(50 103.14954),(51 101.83314),(52 102.03423),(53 101.203445),(54 100.071335),(55 100.37611),(56 100.226776),(57 99.70145),(58 99.25101),(59 99.76047),(60 98.9633),(61 98.937416),(62 98.70672),(63 97.33868),(64 96.43771),(65 95.95204),(66 94.84532),(67 94.96439),(68 94.699196),(69 93.632614),(70 93.925804),(71 93.1082),(72 93.06945),(73 93.56973),(74 92.86064),(75 92.007034),(76 91.8746),(77 91.54297),(78 91.78003),(79 92.72173),
(1 56.18614),(2 64.466034),(3 68.37829),(4 70.73724),(5 73.38494),(6 74.1284),(7 76.098946),(8 77.003975),(9 78.406136),(10 77.94509),(11 79.223206),(12 81.00368),(13 81.58985),(14 82.40612),(15 82.623375),(16 83.11484),(17 83.9784),(18 85.400055),(19 85.814285),(20 86.92251),(21 86.49082),(22 86.84051),(23 86.68978),(24 87.40904),(25 89.47918),(26 90.10713),(27 89.78254),(28 90.231346),(29 90.64593),(30 91.45953),(31 92.06376),(32 92.94906),(33 92.971),(34 94.284256),(35 94.920044),(36 95.28607),(37 95.639366),(38 96.82797),(39 96.314865),(40 96.15581),(41 96.821266),(42 97.944275),(43 97.58354),(44 97.8322),(45 99.088875),(46 98.177414),(47 98.13575),(48 98.263084),(49 98.2918),(50 98.012726),(51 97.0205),(52 96.929634),(53 96.13277),(54 96.60243),(55 96.50223),(56 96.87322),(57 96.22306),(58 95.72576),(59 95.84369),(60 95.120995),(61 94.741165),(62 94.50789),(63 93.91676),(64 93.80696),(65 93.71413),(66 91.74894),(67 91.93725),(68 92.36404),(69 91.126656),(70 91.28036),(71 90.4776),(72 91.14096),(73 91.01129),(74 90.3915),(75 89.443344),(76 90.19107),(77 89.70158),(78 90.08343),(79 90.5706),
(1 56.15932),(2 65.30349),(3 69.19572),(4 71.71337),(5 73.990875),(6 75.23734),(7 77.393196),(8 77.91105),(9 78.99956),(10 80.36269),(11 81.34171),(12 82.87826),(13 83.2807),(14 84.68899),(15 84.73805),(16 86.16676),(17 86.28176),(18 87.74045),(19 87.92881),(20 88.35638),(21 88.85881),(22 89.5112),(23 89.2971),(24 90.92585),(25 92.02568),(26 92.45483),(27 92.334236),(28 92.34696),(29 93.28542),(30 93.18302),(31 93.7846),(32 95.35614),(33 95.79345),(34 96.36377),(35 96.516136),(36 96.8625),(37 97.090515),(38 98.18437),(39 98.378334),(40 98.5505),(41 99.94456),(42 99.323204),(43 100.665016),(44 100.64578),(45 101.34628),(46 101.81158),(47 101.287025),(48 102.00526),(49 101.29035),(50 100.72217),(51 99.71071),(52 99.0745),(53 98.73723),(54 98.27147),(55 97.750336),(56 97.991516),(57 97.11119),(58 96.66034),(59 96.17585),(60 96.69225),(61 96.13281),(62 96.37151),(63 94.35684),(64 94.11705),(65 93.0607),(66 92.17622),(67 92.04309),(68 92.497154),(69 92.0308),(70 93.1375),(71 92.3053),(72 92.423996),(73 92.73652),(74 92.86744),(75 91.43829),(76 92.10218),(77 91.58708),(78 91.901924),(79 92.85736),
(1 55.63642),(2 64.76058),(3 69.09062),(4 71.530685),(5 73.8418),(6 74.979195),(7 76.68406),(8 77.1623),(9 79.04543),(10 79.76999),(11 80.050224),(12 81.900085),(13 82.55344),(14 83.46202),(15 83.12466),(16 83.55151),(17 84.71761),(18 86.1876),(19 85.94336),(20 86.90247),(21 87.48308),(22 88.114395),(23 88.37909),(24 89.34353),(25 89.92855),(26 91.00444),(27 90.53735),(28 91.51556),(29 92.020195),(30 92.65955),(31 92.21612),(32 92.74883),(33 93.56521),(34 93.76796),(35 93.680244),(36 94.75813),(37 97.245445),(38 97.57386),(39 96.46034),(40 97.07509),(41 97.76766),(42 97.37029),(43 99.38076),(44 99.73263),(45 99.389984),(46 99.08265),(47 99.11629),(48 99.22475),(49 99.723114),(50 99.78801),(51 98.66122),(52 98.433426),(53 98.00841),(54 97.59866),(55 98.43171),(56 98.2351),(57 98.07817),(58 97.17778),(59 97.317215),(60 96.9486),(61 96.81412),(62 96.15809),(63 94.45248),(64 95.28323),(65 94.27588),(66 93.379906),(67 93.75935),(68 93.13269),(69 92.06078),(70 92.03814),(71 92.09742),(72 91.897255),(73 91.35454),(74 91.64617),(75 91.469604),(76 92.12441),(77 90.62646),(78 91.74171),(79 92.8072),
(1 55.575382),(2 65.18599),(3 68.160835),(4 71.556725),(5 72.36366),(6 74.589386),(7 77.3787),(8 77.715164),(9 78.661064),(10 79.34326),(11 80.40678),(12 81.61227),(13 82.45353),(14 83.29197),(15 82.22711),(16 83.381004),(17 83.76827),(18 85.080536),(19 85.44542),(20 84.9737),(21 85.96489),(22 86.49877),(23 86.80602),(24 87.78662),(25 89.02411),(26 89.94304),(27 89.03092),(28 89.86851),(29 90.51883),(30 90.42087),(31 91.59424),(32 91.63035),(33 91.43951),(34 91.271545),(35 92.08866),(36 92.87888),(37 93.72934),(38 94.38781),(39 94.06485),(40 94.32607),(41 94.6669),(42 95.76075),(43 96.48736),(44 96.56849),(45 96.836555),(46 96.003944),(47 94.98019),(48 96.24925),(49 96.5838),(50 96.66128),(51 94.617546),(52 95.42686),(53 95.367714),(54 95.001495),(55 95.150024),(56 94.30755),(57 93.69429),(58 93.59039),(59 94.300545),(60 94.143776),(61 93.683334),(62 93.554924),(63 92.513794),(64 92.60027),(65 90.962555),(66 91.199936),(67 90.38336),(68 90.79468),(69 90.68978),(70 90.65845),(71 90.692375),(72 90.881874),(73 90.61528),(74 91.05354),(75 89.80839),(76 90.165985),(77 90.31974),(78 91.01007),(79 90.83723),
(1 55.602356),(2 64.16453),(3 67.72764),(4 70.01807),(5 71.95208),(6 73.359566),(7 75.469055),(8 76.67201),(9 77.19677),(10 78.08985),(11 78.19979),(12 79.99833),(13 80.88888),(14 81.771706),(15 81.446045),(16 82.29407),(17 83.10527),(18 84.21107),(19 85.172066),(20 85.147415),(21 85.31955),(22 86.498764),(23 87.56713),(24 88.57066),(25 89.049706),(26 90.354034),(27 89.5286),(28 90.0266),(29 89.97433),(30 90.492615),(31 91.09919),(32 91.27232),(33 92.64642),(34 92.55292),(35 93.15959),(36 93.258125),(37 94.664024),(38 95.18817),(39 94.326805),(40 95.74347),(41 95.69698),(42 96.48091),(43 97.424866),(44 97.73224),(45 98.05133),(46 98.413956),(47 97.12384),(48 98.637344),(49 98.60192),(50 98.19218),(51 96.71116),(52 97.721634),(53 97.37159),(54 95.93701),(55 96.362946),(56 95.5567),(57 95.632904),(58 94.437256),(59 94.58619),(60 94.06269),(61 93.841415),(62 93.457855),(63 93.119354),(64 93.0385),(65 91.73405),(66 91.01584),(67 91.27398),(68 91.39891),(69 90.96946),(70 91.19514),(71 90.587326),(72 90.90914),(73 91.08713),(74 91.77525),(75 90.58328),(76 91.318474),(77 91.87032),(78 92.37664),(79 92.94133),
