1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 79536.01),(2 282891.63),(3 592443.8),(4 968519.3),(5 1388657.1),(6 1802003.4),(7 2212640),(8 2600696.8),(9 2937166.8),(10 3220376),(11 3444015),(12 3595228),(13 3681372.3),(14 3699900),(15 3706602),(16 3726112),(17 3718508),(18 3760019.8),(19 3913669.3),(20 4166115),(21 4486752.5),(22 4901677.5),(23 5382964.5),(24 5957830.5),(25 6583076.5),(26 7310844),(27 8180611.5),(28 9219488),(29 10386760),(30 11699080),(31 13107420),(32 14484901),(33 15966563),(34 17542190),(35 19128684),(36 20761946),(37 22454432),(38 24183194),(39 25918838),(40 27644602),(41 29361592),(42 31099306),(43 32740834),(44 34274170),(45 35678620),(46 37074130),(47 38194412),(48 39141292),(49 39904764),(50 40448696),(51 40673890),(52 40792188),(53 40662932),(54 40402790),(55 40038310),(56 39689600),(57 39332444),(58 38906224),(59 38330156),(60 37700316),(61 36977932),(62 36187852),(63 35282440),(64 34391684),(65 33515018),(66 32692472),(67 31777768),(68 30858174),(69 29964290),(70 29092942),(71 28265168),(72 27550688),(73 26889498),(74 26337592),(75 25848178),(76 25510950),(77 25289728),(78 25084256),(79 24979920),
(1 57.21319),(2 68.38747),(3 77.20129),(4 81.84192),(5 85.30621),(6 88.15455),(7 90.86463),(8 91.184555),(9 92.87153),(10 95.14464),(11 95.08449),(12 95.7641),(13 97.555565),(14 97.76915),(15 98.41034),(16 98.87329),(17 99.03274),(18 99.53169),(19 100.19531),(20 99.649155),(21 100.49735),(22 101.84936),(23 102.109276),(24 103.40794),(25 103.43476),(26 103.548744),(27 104.60523),(28 104.404274),(29 104.98432),(30 105.27172),(31 106.17601),(32 106.14171),(33 106.46568),(34 108.30794),(35 108.1132),(36 108.40818),(37 108.68439),(38 108.93226),(39 109.091965),(40 109.62001),(41 109.7644),(42 109.54876),(43 109.48013),(44 110.44105),(45 110.25747),(46 111.250565),(47 113.04081),(48 112.87228),(49 113.485405),(50 113.556625),(51 112.850945),(52 113.368385),(53 112.744225),(54 113.38922),(55 113.372055),(56 112.778305),(57 113.002335),(58 113.37975),(59 114.26691),(60 115.24139),(61 115.355385),(62 114.54251),(63 113.34231),(64 114.447586),(65 114.52212),(66 114.338554),(67 115.043884),(68 114.3506),(69 113.99162),(70 114.14743),(71 114.06728),(72 114.66616),(73 116.52365),(74 116.03231),(75 116.11418),(76 116.91),(77 117.67636),(78 117.30073),(79 116.51105),
(1 55.86667),(2 67.28085),(3 75.04674),(4 79.63513),(5 82.98395),(6 85.63917),(7 88.23679),(8 89.05669),(9 90.268906),(10 92.725815),(11 93.53029),(12 95.17419),(13 96.067276),(14 97.13956),(15 97.11197),(16 97.765625),(17 98.46046),(18 98.5846),(19 98.981606),(20 98.81669),(21 99.949745),(22 100.36366),(23 100.523445),(24 100.93651),(25 100.808815),(26 102.27843),(27 102.669655),(28 103.28098),(29 103.01885),(30 103.22547),(31 103.473015),(32 104.19105),(33 104.17177),(34 105.07677),(35 105.38036),(36 106.08932),(37 107.23965),(38 107.78111),(39 108.57228),(40 108.79672),(41 108.50669),(42 108.58586),(43 108.93979),(44 109.84078),(45 110.05944),(46 110.36613),(47 111.501205),(48 112.54972),(49 112.439705),(50 113.12021),(51 111.99203),(52 112.50829),(53 111.56815),(54 112.14402),(55 112.72107),(56 111.9579),(57 112.88686),(58 113.705444),(59 113.37782),(60 114.38679),(61 113.99707),(62 113.63929),(63 113.18501),(64 114.33746),(65 113.65515),(66 113.67473),(67 113.07344),(68 111.84455),(69 111.66884),(70 112.363266),(71 111.793724),(72 112.51995),(73 113.75656),(74 113.747925),(75 113.710434),(76 113.802666),(77 114.06186),(78 114.50754),(79 113.9272),
(1 55.432392),(2 67.38612),(3 74.51102),(4 79.36752),(5 82.800285),(6 85.87888),(7 87.82829),(8 89.08544),(9 90.284966),(10 92.82645),(11 93.35332),(12 94.686905),(13 95.758545),(14 96.86822),(15 96.093544),(16 96.68325),(17 97.554955),(18 97.25464),(19 97.93569),(20 98.723854),(21 99.08769),(22 99.81659),(23 100.36322),(24 100.03012),(25 100.17676),(26 101.07999),(27 100.70564),(28 101.87174),(29 102.773674),(30 103.45145),(31 103.22493),(32 103.56192),(33 104.75131),(34 104.493),(35 105.361916),(36 106.22995),(37 106.97389),(38 105.78059),(39 106.56119),(40 106.66885),(41 106.85647),(42 107.442795),(43 108.18161),(44 108.7278),(45 108.89886),(46 108.867195),(47 109.70292),(48 109.734665),(49 111.24066),(50 110.67054),(51 110.383224),(52 111.19872),(53 111.66331),(54 112.3371),(55 112.5393),(56 111.87515),(57 111.967545),(58 111.57881),(59 111.91501),(60 112.333595),(61 112.148026),(62 112.50988),(63 112.09702),(64 111.34215),(65 111.24473),(66 111.67125),(67 112.047585),(68 111.095825),(69 112.26781),(70 112.55773),(71 111.91589),(72 113.133835),(73 112.854546),(74 113.42904),(75 113.66672),(76 113.430084),(77 113.47905),(78 114.07527),(79 113.61944),
(1 55.48871),(2 67.19377),(3 73.87508),(4 79.29537),(5 82.6176),(6 85.20928),(7 87.50944),(8 88.16598),(9 89.11094),(10 91.33364),(11 93.202995),(12 94.682144),(13 95.21449),(14 97.15035),(15 97.35515),(16 97.55678),(17 98.33298),(18 99.34501),(19 99.21681),(20 99.57821),(21 100.2955),(22 101.069565),(23 101.33817),(24 101.04393),(25 100.85979),(26 101.84908),(27 101.64475),(28 101.958534),(29 102.74627),(30 103.25013),(31 102.8955),(32 103.115204),(33 102.76831),(34 104.23992),(35 103.81909),(36 104.29463),(37 104.88417),(38 105.38368),(39 105.85525),(40 106.430565),(41 106.31182),(42 106.54987),(43 106.63514),(44 107.72519),(45 107.92484),(46 108.26333),(47 110.09828),(48 109.60514),(49 110.62065),(50 110.799095),(51 110.56606),(52 111.03899),(53 111.491905),(54 112.64385),(55 113.354576),(56 113.11139),(57 113.11927),(58 112.90622),(59 113.26947),(60 112.929405),(61 113.00015),(62 113.90998),(63 113.728905),(64 114.43869),(65 114.364914),(66 115.06693),(67 114.73396),(68 114.12268),(69 113.87028),(70 114.22106),(71 114.375175),(72 114.60654),(73 115.52811),(74 116.10873),(75 115.43102),(76 115.77346),(77 115.78512),(78 116.53019),(79 114.634315),
(1 55.129074),(2 66.42495),(3 73.25274),(4 77.28113),(5 80.4562),(6 83.248795),(7 85.73933),(8 87.57786),(9 88.20641),(10 90.451866),(11 90.99647),(12 92.053246),(13 93.41973),(14 93.669495),(15 94.1958),(16 95.66968),(17 95.95778),(18 96.26654),(19 97.627396),(20 97.68832),(21 98.12779),(22 98.948105),(23 99.985596),(24 100.38846),(25 100.84618),(26 102.090675),(27 101.37829),(28 102.69679),(29 103.75765),(30 104.589645),(31 103.65818),(32 104.317566),(33 104.31305),(34 104.24514),(35 104.21562),(36 104.87009),(37 105.25765),(38 104.326744),(39 104.887276),(40 104.4832),(41 104.65858),(42 105.71959),(43 106.149605),(44 106.29325),(45 106.604836),(46 107.20488),(47 107.66511),(48 107.82481),(49 108.49334),(50 108.83136),(51 108.22131),(52 108.16746),(53 109.0746),(54 109.562706),(55 109.58721),(56 109.47998),(57 109.79723),(58 110.22687),(59 110.435646),(60 110.337654),(61 111.04168),(62 111.47235),(63 110.294685),(64 109.58437),(65 110.230255),(66 110.36269),(67 109.725365),(68 109.9427),(69 109.38343),(70 110.561226),(71 110.18262),(72 110.91015),(73 112.573364),(74 112.83485),(75 113.5759),(76 113.809944),(77 114.13001),(78 114.350174),(79 113.940956),
(1 55.324654),(2 66.920105),(3 74.41791),(4 79.25552),(5 82.71153),(6 85.53081),(7 87.98755),(8 89.637474),(9 90.90891),(10 92.30777),(11 93.804695),(12 94.24407),(13 94.827576),(14 96.01613),(15 95.665794),(16 96.32467),(17 97.25677),(18 97.67753),(19 98.74817),(20 98.052155),(21 98.97501),(22 100.028015),(23 99.89198),(24 100.57822),(25 99.50857),(26 100.50914),(27 100.30511),(28 100.33811),(29 101.258766),(30 102.56941),(31 103.698166),(32 104.12763),(33 105.24078),(34 105.487206),(35 105.64896),(36 104.64429),(37 105.3997),(38 105.23399),(39 106.81888),(40 106.900185),(41 106.950645),(42 107.551315),(43 108.2337),(44 108.927155),(45 108.49675),(46 109.89451),(47 110.40139),(48 110.85818),(49 110.86288),(50 110.93251),(51 111.33255),(52 111.1882),(53 111.775246),(54 112.29569),(55 112.165245),(56 112.76106),(57 112.74562),(58 112.94895),(59 113.188576),(60 113.695114),(61 115.06235),(62 114.20375),(63 114.01682),(64 113.937454),(65 114.78253),(66 114.85893),(67 114.65825),(68 114.61861),(69 113.9858),(70 114.39208),(71 114.94233),(72 114.80775),(73 116.22151),(74 116.19991),(75 116.43116),(76 116.43632),(77 116.77997),(78 116.46982),(79 116.38957),
(1 53.86681),(2 65.24729),(3 72.78118),(4 77.34768),(5 79.63874),(6 82.18341),(7 84.262794),(8 86.094406),(9 87.7197),(10 89.12298),(11 89.90769),(12 90.85094),(13 92.211296),(14 92.31315),(15 92.65827),(16 92.548874),(17 93.952065),(18 94.09965),(19 94.608246),(20 95.52403),(21 95.36367),(22 96.44909),(23 96.41314),(24 96.89478),(25 97.655685),(26 97.819176),(27 97.949585),(28 99.13655),(29 99.36456),(30 99.95512),(31 101.21951),(32 101.35176),(33 101.54317),(34 102.030594),(35 103.2663),(36 102.53207),(37 104.658905),(38 103.26046),(39 104.261),(40 103.93961),(41 104.965866),(42 105.032646),(43 104.04436),(44 104.739815),(45 104.73672),(46 105.81016),(47 106.417336),(48 106.92111),(49 107.37452),(50 107.12107),(51 107.29105),(52 106.83856),(53 107.39654),(54 107.6806),(55 107.61254),(56 108.03747),(57 108.43117),(58 108.47649),(59 109.42926),(60 109.04101),(61 109.13071),(62 108.51478),(63 107.8174),(64 108.05986),(65 107.415306),(66 107.5269),(67 107.08127),(68 107.51003),(69 107.26379),(70 108.10166),(71 107.87543),(72 108.05122),(73 108.85284),(74 109.77513),(75 109.50054),(76 111.03126),(77 111.76632),(78 112.33466),(79 111.59504),
(1 54.247757),(2 65.94844),(3 73.24748),(4 78.5387),(5 81.62266),(6 84.717094),(7 86.796036),(8 87.66041),(9 89.577644),(10 91.00114),(11 92.28836),(12 93.60265),(13 94.537575),(14 94.869484),(15 95.6927),(16 96.033134),(17 96.41924),(18 96.04513),(19 96.56889),(20 97.253944),(21 96.6875),(22 97.42126),(23 97.38769),(24 97.57339),(25 98.14499),(26 100.208305),(27 99.38699),(28 99.494736),(29 99.88785),(30 100.09191),(31 101.66043),(32 102.37761),(33 102.95263),(34 103.30082),(35 104.10213),(36 103.963615),(37 104.97208),(38 105.32683),(39 105.440674),(40 105.893684),(41 105.6331),(42 106.429344),(43 106.65164),(44 108.14271),(45 108.9393),(46 109.3076),(47 109.49087),(48 109.88215),(49 110.958015),(50 111.3403),(51 111.27859),(52 110.95096),(53 111.53645),(54 111.73446),(55 112.14153),(56 112.06848),(57 113.34403),(58 112.12479),(59 111.96137),(60 112.42664),(61 111.918724),(62 112.09002),(63 110.65906),(64 110.56526),(65 110.08348),(66 110.94132),(67 110.69998),(68 110.91546),(69 110.98549),(70 110.929375),(71 110.56359),(72 110.22109),(73 110.329),(74 111.764336),(75 112.182785),(76 111.79332),(77 110.8015),(78 111.14893),(79 110.28803),
(1 54.274765),(2 64.946655),(3 71.45061),(4 76.13131),(5 79.36562),(6 82.12003),(7 84.16368),(8 85.35845),(9 86.46854),(10 88.3723),(11 89.05469),(12 90.43884),(13 90.955956),(14 92.430214),(15 92.02126),(16 92.68177),(17 93.53707),(18 94.0196),(19 94.266396),(20 94.47605),(21 95.04288),(22 95.79764),(23 96.38055),(24 96.45737),(25 97.52204),(26 97.671455),(27 97.74282),(28 98.77083),(29 98.00758),(30 98.014366),(31 99.806),(32 99.93623),(33 100.76768),(34 101.86321),(35 102.09709),(36 102.85383),(37 103.93374),(38 104.02829),(39 104.120514),(40 104.17228),(41 103.54143),(42 104.27889),(43 103.67582),(44 105.51185),(45 104.529305),(46 105.42935),(47 104.908516),(48 105.63988),(49 105.99722),(50 106.10675),(51 105.90633),(52 106.5276),(53 106.4643),(54 106.58663),(55 106.268196),(56 105.200195),(57 105.9187),(58 106.44417),(59 106.61886),(60 107.97826),(61 107.52999),(62 108.547745),(63 108.344086),(64 108.40357),(65 108.541504),(66 108.69906),(67 108.53102),(68 108.3765),(69 108.76211),(70 108.34463),(71 108.17215),(72 108.92391),(73 108.97533),(74 110.21714),(75 110.66003),(76 110.55289),(77 111.13356),(78 111.731735),(79 111.89271),
(1 53.73847),(2 64.18717),(3 70.902756),(4 75.82064),(5 79.73197),(6 82.81237),(7 84.72108),(8 85.71428),(9 87.57066),(10 89.75184),(11 89.86085),(12 91.33471),(13 92.68895),(14 93.04235),(15 93.66618),(16 94.155846),(17 95.20098),(18 95.056564),(19 95.405266),(20 96.15862),(21 96.53831),(22 97.144684),(23 96.96928),(24 96.747536),(25 97.94204),(26 98.567345),(27 98.59217),(28 99.56593),(29 99.13504),(30 100.18),(31 100.94887),(32 101.95777),(33 103.19853),(34 102.01298),(35 101.64335),(36 101.91281),(37 102.4021),(38 102.89828),(39 102.558266),(40 102.26613),(41 103.06644),(42 104.03965),(43 104.473755),(44 106.10349),(45 106.54393),(46 105.65791),(47 107.01011),(48 107.34595),(49 107.34738),(50 107.74521),(51 107.783554),(52 107.275116),(53 107.19237),(54 106.327965),(55 106.579445),(56 107.56866),(57 107.62057),(58 107.170105),(59 107.953316),(60 107.66676),(61 108.76175),(62 108.34151),(63 108.08787),(64 108.2385),(65 108.1072),(66 108.556435),(67 107.82906),(68 106.73956),(69 106.31354),(70 107.54292),(71 108.426445),(72 108.27624),(73 109.109116),(74 109.65825),(75 109.62035),(76 109.90821),(77 109.36283),(78 109.95847),(79 109.65534),
(1 53.520676),(2 64.15359),(3 71.91823),(4 76.06426),(5 79.51909),(6 81.90213),(7 83.43089),(8 85.62173),(9 87.22795),(10 89.16703),(11 89.501205),(12 90.77882),(13 90.32947),(14 90.93205),(15 91.66741),(16 91.76798),(17 92.76625),(18 94.005936),(19 94.77859),(20 95.07273),(21 96.18077),(22 97.73861),(23 97.79263),(24 98.62667),(25 99.34506),(26 98.95495),(27 98.33529),(28 99.88037),(29 100.38542),(30 101.24876),(31 101.207634),(32 101.92673),(33 101.76888),(34 101.89218),(35 102.978424),(36 103.120514),(37 103.502686),(38 103.909584),(39 103.56201),(40 103.86663),(41 103.59416),(42 103.469475),(43 104.38556),(44 103.97788),(45 103.65886),(46 104.88862),(47 105.88664),(48 105.793205),(49 106.66985),(50 106.16428),(51 106.3115),(52 106.50692),(53 105.83736),(54 106.41299),(55 106.43686),(56 106.44633),(57 107.20519),(58 107.31523),(59 108.20693),(60 107.86773),(61 108.33549),(62 108.13746),(63 107.147316),(64 107.13485),(65 107.40069),(66 108.15102),(67 108.12257),(68 107.96135),(69 107.336044),(70 108.09487),(71 107.79812),(72 108.28702),(73 108.48391),(74 108.62223),(75 108.74938),(76 108.49536),(77 108.5541),(78 108.86378),(79 108.74214),
(1 52.977367),(2 63.127296),(3 70.4267),(4 74.94131),(5 77.8502),(6 80.56213),(7 82.53735),(8 84.06494),(9 85.761375),(10 87.194984),(11 87.69247),(12 89.33067),(13 90.27429),(14 90.517746),(15 91.33672),(16 91.71769),(17 92.670456),(18 92.887085),(19 92.74304),(20 93.13182),(21 93.36382),(22 94.43587),(23 94.47346),(24 95.2495),(25 95.669655),(26 95.16916),(27 95.567444),(28 96.09216),(29 96.82679),(30 97.28033),(31 97.48611),(32 98.53043),(33 99.452705),(34 98.81544),(35 99.54929),(36 99.36768),(37 99.51609),(38 100.42844),(39 99.87531),(40 99.748116),(41 100.62032),(42 101.08767),(43 101.13303),(44 101.42496),(45 101.40617),(46 103.61732),(47 104.56431),(48 104.807335),(49 105.3257),(50 105.61628),(51 103.89956),(52 103.863304),(53 103.36708),(54 103.952675),(55 104.53372),(56 104.34697),(57 104.5502),(58 105.659004),(59 105.98646),(60 106.31038),(61 106.20982),(62 106.92305),(63 105.682495),(64 105.941536),(65 105.93403),(66 106.46528),(67 105.42627),(68 105.37289),(69 105.47979),(70 106.4682),(71 106.511566),(72 106.80271),(73 107.09367),(74 107.709915),(75 107.16787),(76 106.98839),(77 107.2446),(78 107.903465),(79 107.46528),
(1 52.859543),(2 63.76482),(3 71.47729),(4 75.08562),(5 77.99924),(6 80.77883),(7 83.14316),(8 84.68982),(9 85.789795),(10 87.685356),(11 89.42138),(12 90.8117),(13 90.830734),(14 92.39167),(15 91.98239),(16 92.850685),(17 94.23344),(18 94.228485),(19 94.82419),(20 95.461945),(21 96.42688),(22 97.99877),(23 98.23502),(24 98.648285),(25 98.37906),(26 98.97847),(27 98.0879),(28 99.34879),(29 99.48328),(30 99.43467),(31 99.55119),(32 99.60937),(33 100.62269),(34 101.10244),(35 100.987465),(36 100.18624),(37 101.51747),(38 101.7958),(39 102.08757),(40 102.27021),(41 102.09224),(42 103.0751),(43 103.21218),(44 103.99139),(45 103.91662),(46 105.29265),(47 105.35402),(48 105.55201),(49 106.17037),(50 105.8287),(51 104.99346),(52 106.33462),(53 106.2691),(54 106.874214),(55 106.79162),(56 107.458466),(57 107.61559),(58 107.22943),(59 108.25152),(60 109.058655),(61 109.45839),(62 109.97492),(63 108.32049),(64 108.909836),(65 109.24411),(66 108.675644),(67 108.304955),(68 106.853745),(69 107.20205),(70 107.811356),(71 108.26475),(72 109.1337),(73 109.49468),(74 109.491585),(75 109.15227),(76 110.059044),(77 110.47156),(78 111.016205),(79 110.612686),
(1 52.772697),(2 63.309166),(3 70.78236),(4 75.21987),(5 78.40005),(6 79.94102),(7 82.542305),(8 83.88775),(9 84.60612),(10 86.997025),(11 87.955025),(12 88.807274),(13 89.837746),(14 90.8006),(15 90.52226),(16 91.37535),(17 92.70715),(18 93.43655),(19 94.26866),(20 94.72116),(21 95.34133),(22 95.301445),(23 95.89321),(24 96.65386),(25 96.66263),(26 97.169136),(27 97.66751),(28 97.751366),(29 98.47423),(30 99.69176),(31 100.723404),(32 101.41266),(33 101.087616),(34 100.99373),(35 101.323814),(36 101.808525),(37 101.738686),(38 102.7741),(39 103.1697),(40 103.49783),(41 104.03796),(42 104.28496),(43 104.666664),(44 105.565704),(45 104.974236),(46 105.95715),(47 106.57886),(48 106.69192),(49 106.945724),(50 107.02423),(51 105.91252),(52 105.39671),(53 106.32269),(54 106.27787),(55 105.54188),(56 105.46752),(57 106.36921),(58 106.71736),(59 106.51572),(60 107.17442),(61 106.9724),(62 106.96177),(63 106.73641),(64 106.42918),(65 105.79953),(66 105.96853),(67 105.50371),(68 105.9675),(69 105.56524),(70 105.92233),(71 105.93949),(72 105.95116),(73 107.12336),(74 107.82246),(75 107.37014),(76 106.798874),(77 106.79363),(78 106.689995),(79 107.19046),
(1 52.5376),(2 63.03378),(3 71.08861),(4 75.55094),(5 78.621254),(6 80.23181),(7 81.762375),(8 83.19047),(9 84.78202),(10 85.996315),(11 87.42241),(12 87.93191),(13 89.05306),(14 90.029236),(15 89.87014),(16 90.273186),(17 90.8215),(18 91.472336),(19 91.62829),(20 91.61812),(21 92.93524),(22 93.405),(23 93.95934),(24 94.84777),(25 94.9565),(26 94.62086),(27 94.39556),(28 94.84248),(29 95.34331),(30 96.230515),(31 96.609825),(32 97.24034),(33 97.865166),(34 98.39188),(35 99.032936),(36 99.247765),(37 100.484245),(38 101.94313),(39 101.959755),(40 102.27786),(41 103.54102),(42 103.249886),(43 104.0516),(44 104.15448),(45 104.32371),(46 105.28279),(47 105.49486),(48 106.01838),(49 106.25001),(50 106.76414),(51 105.91574),(52 106.31379),(53 106.29718),(54 106.66798),(55 107.61779),(56 106.95964),(57 108.292595),(58 108.21372),(59 108.21218),(60 108.448616),(61 107.91403),(62 108.16056),(63 107.79555),(64 107.76982),(65 107.80439),(66 107.89104),(67 108.624504),(68 107.78087),(69 108.106865),(70 108.135925),(71 108.19283),(72 109.37281),(73 109.35386),(74 109.50702),(75 109.72973),(76 109.97432),(77 111.351585),(78 111.69898),(79 110.90732),
(1 51.975),(2 62.4721),(3 70.1843),(4 74.90008),(5 78.189674),(6 79.49327),(7 81.64491),(8 83.69356),(9 84.268875),(10 85.58992),(11 86.54653),(12 87.69491),(13 88.511795),(14 89.80092),(15 89.18392),(16 90.60702),(17 91.149796),(18 91.384056),(19 91.22975),(20 91.467865),(21 92.51225),(22 92.80972),(23 94.1961),(24 94.23748),(25 93.5254),(26 95.05849),(27 94.74424),(28 94.85735),(29 95.1674),(30 96.074776),(31 96.66519),(32 97.45981),(33 98.40014),(34 98.7209),(35 99.556305),(36 100.00568),(37 100.051),(38 100.165375),(39 100.67082),(40 101.470474),(41 101.9021),(42 102.54606),(43 102.207016),(44 102.09108),(45 102.372765),(46 103.58133),(47 104.13666),(48 103.920265),(49 104.52737),(50 105.75861),(51 105.71714),(52 105.53031),(53 106.70043),(54 106.16829),(55 106.658485),(56 106.10409),(57 106.50096),(58 106.339935),(59 106.837074),(60 106.447105),(61 106.789566),(62 107.07696),(63 106.79181),(64 106.15511),(65 106.15583),(66 104.80367),(67 105.16722),(68 104.7354),(69 105.631195),(70 105.29354),(71 105.82343),(72 105.90455),(73 105.41165),(74 106.19657),(75 106.8041),(76 107.03793),(77 107.24271),(78 107.05165),(79 107.10977),
(1 51.914383),(2 62.243473),(3 70.2025),(4 74.18372),(5 78.10152),(6 81.04158),(7 82.80646),(8 84.175446),(9 85.40292),(10 87.01565),(11 87.977905),(12 88.22026),(13 88.97261),(14 89.95598),(15 90.09813),(16 90.380104),(17 90.545906),(18 91.684525),(19 91.404205),(20 91.870445),(21 91.83957),(22 92.2393),(23 93.42463),(24 93.69662),(25 93.99079),(26 95.01888),(27 93.85955),(28 95.28672),(29 96.04612),(30 96.358),(31 96.47731),(32 97.19571),(33 98.07589),(34 99.369484),(35 100.10994),(36 100.26885),(37 101.16005),(38 101.398636),(39 100.71381),(40 101.47711),(41 101.39913),(42 102.02567),(43 102.12792),(44 102.00111),(45 102.04752),(46 102.78081),(47 103.984146),(48 103.85994),(49 104.2343),(50 104.52305),(51 104.39935),(52 103.76092),(53 103.76632),(54 103.915504),(55 104.06655),(56 103.108406),(57 103.9745),(58 104.1123),(59 104.16658),(60 104.65001),(61 105.0584),(62 105.37098),(63 105.0923),(64 105.488205),(65 105.71024),(66 105.60458),(67 106.224884),(68 106.028564),(69 106.108894),(70 105.72714),(71 105.946175),(72 105.93818),(73 106.36468),(74 107.05663),(75 105.8586),(76 106.46375),(77 106.93086),(78 107.64996),(79 106.40806),
(1 52.30416),(2 61.099308),(3 69.1156),(4 73.260826),(5 77.408875),(6 80.99186),(7 82.13839),(8 83.44947),(9 85.130325),(10 85.96957),(11 86.46066),(12 87.922165),(13 89.16626),(14 89.985374),(15 91.259445),(16 91.27862),(17 92.064644),(18 93.030464),(19 93.17512),(20 93.206665),(21 92.73929),(22 93.66925),(23 93.30192),(24 94.0644),(25 93.82593),(26 95.14623),(27 95.69185),(28 96.12029),(29 96.486084),(30 96.24774),(31 96.94738),(32 97.238754),(33 97.35757),(34 98.306465),(35 98.81795),(36 99.42681),(37 100.06023),(38 100.22744),(39 100.97799),(40 101.57911),(41 101.84859),(42 102.387115),(43 103.49273),(44 104.18364),(45 104.60113),(46 106.073),(47 106.52736),(48 107.0015),(49 107.080345),(50 107.72273),(51 107.51351),(52 107.73214),(53 108.334114),(54 108.38007),(55 107.56116),(56 107.523224),(57 107.546814),(58 108.57756),(59 108.07636),(60 107.730705),(61 107.39433),(62 108.153854),(63 107.99501),(64 107.838524),(65 108.251526),(66 108.36818),(67 107.9931),(68 107.17354),(69 107.92058),(70 107.75061),(71 107.8967),(72 107.9644),(73 107.74858),(74 107.967186),(75 107.44778),(76 107.872505),(77 107.37541),(78 107.82413),(79 107.81069),
