1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 107753.164),(2 381777.9),(3 790978.7),(4 1308021.1),(5 1911924),(6 2571432),(7 3281298),(8 3999480.8),(9 4707892),(10 5381842.5),(11 6039045.5),(12 6688770),(13 7348641.5),(14 8066492),(15 8820223),(16 9621199),(17 10515011),(18 11401632),(19 12352816),(20 13293339),(21 14223340),(22 15198772),(23 16218181),(24 17259614),(25 18295214),(26 19277454),(27 20358168),(28 21516392),(29 22785730),(30 24098064),(31 25476606),(32 26859326),(33 28292970),(34 29918888),(35 31652912),(36 33436680),(37 35319790),(38 37213020),(39 38935330),(40 40660370),(41 42393790),(42 44247860),(43 46013036),(44 47787170),(45 49613468),(46 51397664),(47 53485760),(48 55671230),(49 57936428),(50 60077790),(51 62206690),(52 64162948),(53 65946160),(54 67947030),(55 69875460),(56 71799030),(57 73452216),(58 75062750),(59 76737544),(60 78541750),(61 80336640),(62 82037280),(63 83657496),(64 85236040),(65 86864170),(66 88328870),(67 89890560),(68 91440860),(69 93509290),(70 95287304),(71 97295100),(72 99356200),(73 101611390),(74 103988800),(75 106288840),(76 108539720),(77 110549464),(78 112479030),(79 113831624),
(1 36.97143),(2 47.64698),(3 54.643517),(4 58.600918),(5 62.746216),(6 65.27064),(7 67.08392),(8 68.013176),(9 68.94326),(10 68.64507),(11 70.22592),(12 70.7591),(13 71.888824),(14 71.79425),(15 72.7537),(16 73.13723),(17 73.28524),(18 72.839096),(19 73.13487),(20 72.83181),(21 72.51093),(22 72.66129),(23 72.83021),(24 72.50652),(25 73.49253),(26 73.19267),(27 73.10732),(28 73.10339),(29 73.84421),(30 73.15067),(31 73.46469),(32 73.11224),(33 74.17508),(34 73.89977),(35 74.77362),(36 75.26478),(37 76.43144),(38 74.95983),(39 75.40672),(40 75.9576),(41 76.401794),(42 75.95596),(43 77.241974),(44 77.79952),(45 78.6666),(46 79.11924),(47 79.121315),(48 79.10273),(49 79.60071),(50 78.736855),(51 80.29405),(52 80.24261),(53 79.72845),(54 79.69132),(55 79.869316),(56 79.925316),(57 80.44064),(58 80.27766),(59 81.43567),(60 81.5679),(61 81.66546),(62 81.57814),(63 81.36236),(64 81.25382),(65 82.79207),(66 83.11858),(67 84.31078),(68 84.53054),(69 86.5377),(70 87.02136),(71 87.8533),(72 88.6472),(73 89.64138),(74 90.86198),(75 91.545296),(76 91.58953),(77 91.59941),(78 91.5838),(79 92.257416),
(1 36.94125),(2 48.080917),(3 55.24327),(4 59.358986),(5 63.04038),(6 65.45396),(7 68.26801),(8 68.75478),(9 69.27351),(10 69.46405),(11 70.24502),(12 70.2072),(13 71.0537),(14 71.52596),(15 72.33957),(16 72.71045),(17 73.08458),(18 73.05585),(19 73.241325),(20 72.8814),(21 72.84642),(22 73.01536),(23 73.157715),(24 72.9164),(25 72.96577),(26 72.64607),(27 72.409515),(28 71.81795),(29 72.97666),(30 73.24023),(31 73.81919),(32 73.693985),(33 75.04603),(34 74.92591),(35 76.18574),(36 77.26421),(37 78.0127),(38 78.1978),(39 78.00559),(40 77.12463),(41 77.051735),(42 76.84212),(43 77.81918),(44 78.22969),(45 79.69414),(46 79.779755),(47 81.37885),(48 81.43064),(49 82.53281),(50 82.0395),(51 82.2442),(52 82.060875),(53 82.135994),(54 82.39032),(55 82.49816),(56 81.48468),(57 81.86669),(58 82.35526),(59 82.55828),(60 82.51666),(61 83.65498),(62 83.68816),(63 83.55116),(64 82.53054),(65 83.74164),(66 83.77533),(67 84.3147),(68 85.115685),(69 86.026085),(70 86.27569),(71 87.66625),(72 88.46749),(73 89.896194),(74 90.697014),(75 90.95841),(76 91.49405),(77 92.12854),(78 91.94732),(79 93.50289),
(1 36.488075),(2 47.290142),(3 54.20153),(4 58.219975),(5 61.42653),(6 63.779522),(7 66.04366),(8 66.69576),(9 67.675514),(10 67.65485),(11 67.88784),(12 67.34798),(13 68.10264),(14 68.58516),(15 69.04044),(16 69.40656),(17 70.14821),(18 69.59514),(19 70.40755),(20 70.17299),(21 70.35463),(22 69.47633),(23 69.12248),(24 68.83458),(25 69.70292),(26 69.72226),(27 69.32039),(28 68.81796),(29 69.20509),(30 68.676094),(31 68.64268),(32 69.06001),(33 70.29172),(34 70.30199),(35 71.5723),(36 71.41138),(37 72.65293),(38 72.86824),(39 72.84995),(40 72.74584),(41 73.23516),(42 73.71967),(43 74.33664),(44 75.414566),(45 77.15822),(46 77.67335),(47 79.140976),(48 78.95616),(49 79.36934),(50 79.503685),(51 79.870224),(52 80.68262),(53 81.04927),(54 81.56681),(55 82.40768),(56 81.02263),(57 81.84722),(58 81.51858),(59 81.08042),(60 80.7946),(61 81.76034),(62 81.16455),(63 81.04028),(64 80.923706),(65 81.644554),(66 82.355896),(67 83.33689),(68 84.32536),(69 84.9712),(70 85.093544),(71 85.69386),(72 86.59245),(73 87.87231),(74 87.92463),(75 89.05747),(76 88.508705),(77 89.61501),(78 88.89793),(79 89.66648),
(1 37.015182),(2 47.515587),(3 54.642254),(4 59.616177),(5 63.077835),(6 65.53301),(7 67.68432),(8 67.73939),(9 68.68897),(10 67.79573),(11 67.98493),(12 68.46779),(13 69.177925),(14 69.43984),(15 69.876434),(16 69.800316),(17 70.749626),(18 70.53595),(19 71.145424),(20 70.98513),(21 71.58118),(22 70.342186),(23 70.1008),(24 69.34187),(25 69.505554),(26 69.33984),(27 69.848045),(28 70.17332),(29 70.48868),(30 70.79823),(31 71.9926),(32 72.47621),(33 74.06904),(34 73.645905),(35 74.7886),(36 75.01994),(37 76.218575),(38 76.22442),(39 76.05022),(40 74.77127),(41 74.59505),(42 74.70708),(43 75.712166),(44 76.13092),(45 77.84741),(46 78.92951),(47 80.13193),(48 80.54302),(49 81.17511),(50 80.37038),(51 80.60305),(52 79.72176),(53 80.58292),(54 80.04671),(55 80.61066),(56 80.30713),(57 81.32146),(58 80.889854),(59 81.59983),(60 81.17889),(61 82.4414),(62 81.676544),(63 81.85528),(64 81.50092),(65 81.5626),(66 81.989815),(67 83.42864),(68 83.39193),(69 85.12215),(70 85.4933),(71 87.33214),(72 88.43364),(73 89.550644),(74 90.554855),(75 90.4416),(76 91.14272),(77 91.998764),(78 91.28194),(79 93.23383),
(1 35.462677),(2 45.507236),(3 52.133213),(4 56.774647),(5 60.4317),(6 62.828674),(7 64.427345),(8 64.209564),(9 64.91174),(10 64.69372),(11 65.300255),(12 65.445465),(13 65.950424),(14 65.87862),(15 66.82755),(16 67.27485),(17 68.44924),(18 68.48996),(19 68.74003),(20 68.92449),(21 69.816185),(22 68.570694),(23 68.48699),(24 68.192245),(25 68.172356),(26 68.053856),(27 67.514),(28 67.65356),(29 68.32153),(30 68.1479),(31 68.89852),(32 68.63302),(33 70.07195),(34 69.65598),(35 70.49987),(36 70.897896),(37 71.68006),(38 71.57875),(39 71.39368),(40 70.693245),(41 71.5215),(42 71.43009),(43 72.00201),(44 72.47441),(45 73.5915),(46 74.40827),(47 75.558655),(48 75.955574),(49 76.44973),(50 76.440315),(51 76.47411),(52 76.26061),(53 76.898865),(54 77.045876),(55 77.61433),(56 77.19751),(57 77.76085),(58 78.49031),(59 78.18853),(60 78.496735),(61 78.97721),(62 79.131996),(63 79.36167),(64 78.83336),(65 78.7555),(66 78.64664),(67 79.56775),(68 79.67338),(69 80.584625),(70 80.71442),(71 81.99652),(72 83.03167),(73 84.092766),(74 84.26279),(75 84.44151),(76 84.349266),(77 85.97502),(78 85.20763),(79 85.86762),
(1 36.119835),(2 46.169014),(3 53.382072),(4 57.87802),(5 61.156013),(6 63.210785),(7 65.529884),(8 65.96538),(9 67.128365),(10 67.232895),(11 67.50493),(12 68.32924),(13 68.54443),(14 69.3573),(15 69.72145),(16 69.97388),(17 70.42417),(18 70.27915),(19 71.0468),(20 70.4106),(21 70.72138),(22 69.893936),(23 70.16609),(24 70.13324),(25 70.48206),(26 69.67478),(27 70.302414),(28 69.58035),(29 69.60731),(30 70.126335),(31 71.31136),(32 71.4241),(33 72.44104),(34 72.62405),(35 73.7945),(36 74.12284),(37 74.673744),(38 75.25744),(39 74.8284),(40 75.01924),(41 75.35564),(42 74.94097),(43 75.68248),(44 76.62488),(45 78.32881),(46 79.164505),(47 80.214485),(48 79.99387),(49 80.29926),(50 79.61891),(51 80.38252),(52 80.0411),(53 80.38335),(54 80.53298),(55 80.71291),(56 80.18098),(57 80.17354),(58 79.3419),(59 80.23479),(60 79.671585),(61 81.127975),(62 80.141335),(63 79.88728),(64 80.33054),(65 81.13986),(66 81.3857),(67 81.77088),(68 82.48724),(69 83.976),(70 83.94961),(71 85.51987),(72 86.2047),(73 87.3672),(74 88.668686),(75 89.55239),(76 89.25921),(77 90.69197),(78 90.61287),(79 92.20974),
(1 35.361137),(2 45.313442),(3 51.830635),(4 56.0295),(5 59.80777),(6 62.476967),(7 64.534485),(8 65.2414),(9 65.61605),(10 65.488914),(11 66.397026),(12 65.931885),(13 66.4386),(14 67.00884),(15 68.32456),(16 67.96225),(17 69.32549),(18 68.80583),(19 68.735374),(20 68.07264),(21 68.15914),(22 67.57491),(23 67.82791),(24 67.14862),(25 67.60241),(26 67.24071),(27 67.29728),(28 67.349495),(29 67.185196),(30 67.61965),(31 68.786285),(32 68.807076),(33 69.51524),(34 69.33255),(35 69.60212),(36 69.50108),(37 70.48396),(38 70.250336),(39 70.288734),(40 70.090256),(41 70.64972),(42 70.68717),(43 71.435234),(44 71.61532),(45 73.45234),(46 74.97216),(47 76.03676),(48 76.10192),(49 77.02496),(50 77.037315),(51 77.72273),(52 77.52391),(53 77.85733),(54 76.56315),(55 77.36739),(56 77.35148),(57 78.19144),(58 78.19016),(59 78.983),(60 78.21426),(61 78.73281),(62 78.891495),(63 78.966255),(64 78.595),(65 79.466225),(66 80.51103),(67 81.326775),(68 81.12211),(69 82.41879),(70 82.42917),(71 83.033264),(72 83.99562),(73 84.951775),(74 85.55073),(75 87.118195),(76 86.80686),(77 87.77062),(78 87.25843),(79 88.26773),
(1 35.584763),(2 45.396973),(3 52.06145),(4 55.599815),(5 59.24898),(6 61.312798),(7 63.066387),(8 64.384285),(9 64.82579),(10 64.28982),(11 65.12921),(12 65.060776),(13 66.38194),(14 66.43459),(15 66.864296),(16 66.649574),(17 67.12536),(18 67.31994),(19 67.59491),(20 66.97756),(21 66.97978),(22 66.20447),(23 65.87005),(24 65.93639),(25 65.669945),(26 65.606445),(27 65.57182),(28 65.41318),(29 65.86262),(30 66.35076),(31 66.98594),(32 67.48255),(33 68.80035),(34 69.09361),(35 69.59283),(36 69.770386),(37 70.68229),(38 70.645134),(39 70.4706),(40 69.742096),(41 70.73076),(42 70.63298),(43 71.69688),(44 72.47163),(45 73.92122),(46 73.97427),(47 75.05612),(48 74.615616),(49 74.88836),(50 74.73924),(51 74.62982),(52 74.9695),(53 76.11583),(54 75.891365),(55 76.82544),(56 76.36646),(57 76.834435),(58 76.91837),(59 75.986084),(60 75.75347),(61 76.84128),(62 76.58259),(63 76.48909),(64 76.49832),(65 77.8967),(66 77.703224),(67 78.25062),(68 77.60628),(69 78.61611),(70 78.916115),(71 79.85323),(72 80.87816),(73 82.012276),(74 82.67021),(75 84.253136),(76 84.14904),(77 85.366714),(78 85.51034),(79 86.25572),
(1 35.312565),(2 45.288998),(3 51.926155),(4 56.14706),(5 59.322937),(6 62.074375),(7 64.4328),(8 64.39293),(9 64.99124),(10 64.15351),(11 64.94891),(12 64.847466),(13 65.02802),(14 65.91379),(15 66.31144),(16 66.928894),(17 67.45963),(18 67.5199),(19 67.630005),(20 67.64801),(21 67.90112),(22 67.237465),(23 67.60797),(24 67.94027),(25 67.89978),(26 67.90291),(27 67.71066),(28 68.283295),(29 68.60744),(30 68.70938),(31 69.12813),(32 69.59823),(33 70.427185),(34 70.192085),(35 71.16304),(36 71.277084),(37 72.07133),(38 72.067635),(39 71.97102),(40 71.92556),(41 71.749664),(42 72.13432),(43 73.00769),(44 73.55343),(45 75.26623),(46 75.12663),(47 76.023796),(48 77.09293),(49 77.26323),(50 77.2409),(51 77.71364),(52 77.720764),(53 77.56597),(54 77.06193),(55 77.5314),(56 77.54857),(57 79.41537),(58 78.95656),(59 79.46168),(60 79.889915),(61 80.62776),(62 79.9556),(63 79.732),(64 80.03329),(65 80.50064),(66 80.97442),(67 81.31282),(68 82.085815),(69 82.73505),(70 83.426765),(71 84.742836),(72 85.828926),(73 86.28518),(74 86.36506),(75 87.14334),(76 88.293686),(77 88.64778),(78 87.38714),(79 87.93536),
(1 35.20336),(2 45.192966),(3 52.111347),(4 56.25288),(5 58.88813),(6 61.41144),(7 63.656227),(8 64.22641),(9 65.379486),(10 65.45095),(11 65.70993),(12 65.17594),(13 65.38771),(14 66.175674),(15 66.53828),(16 67.357895),(17 67.98218),(18 67.93289),(19 68.07567),(20 67.47926),(21 67.40928),(22 67.603035),(23 67.26675),(24 67.24155),(25 67.6826),(26 67.65867),(27 68.1087),(28 68.08683),(29 68.08273),(30 68.123375),(31 69.00612),(32 68.72708),(33 70.03057),(34 70.13765),(35 71.2742),(36 71.692726),(37 72.52769),(38 72.47868),(39 72.59905),(40 71.25109),(41 72.17637),(42 71.605545),(43 72.68245),(44 72.82561),(45 73.65541),(46 73.587906),(47 74.8182),(48 74.46137),(49 75.73909),(50 76.44195),(51 76.7992),(52 76.85167),(53 76.49803),(54 76.57674),(55 76.4794),(56 76.70917),(57 76.874695),(58 77.0356),(59 76.75368),(60 76.22277),(61 77.52035),(62 76.99599),(63 77.35281),(64 76.704445),(65 78.01068),(66 78.116585),(67 78.76552),(68 79.2026),(69 81.14973),(70 82.0166),(71 83.034805),(72 83.752625),(73 85.27471),(74 86.409424),(75 87.53637),(76 86.876595),(77 86.98407),(78 86.821106),(79 87.91299),
(1 34.87843),(2 44.912544),(3 51.79549),(4 56.053097),(5 59.014698),(6 61.498825),(7 64.174835),(8 64.183),(9 64.52163),(10 63.908115),(11 64.657036),(12 64.66526),(13 65.46271),(14 65.8361),(15 66.13499),(16 66.577385),(17 67.035416),(18 67.11332),(19 67.06341),(20 66.62612),(21 67.448845),(22 66.98028),(23 67.657524),(24 66.42201),(25 67.028885),(26 66.86339),(27 67.25577),(28 67.147995),(29 68.068184),(30 68.72315),(31 69.30543),(32 69.81603),(33 70.58331),(34 70.77779),(35 71.17917),(36 71.804794),(37 71.83596),(38 72.609055),(39 72.46246),(40 71.73137),(41 72.00395),(42 71.78172),(43 73.18991),(44 73.89929),(45 75.482254),(46 75.372),(47 76.28414),(48 76.73566),(49 77.45716),(50 76.41693),(51 77.33921),(52 77.020996),(53 77.099335),(54 76.97908),(55 76.94526),(56 76.31491),(57 78.132256),(58 77.39814),(59 77.49007),(60 76.98442),(61 77.965546),(62 77.58529),(63 78.23444),(64 78.09206),(65 78.061646),(66 78.37493),(67 79.22162),(68 79.79323),(69 80.71173),(70 80.64551),(71 82.05198),(72 82.147224),(73 83.84027),(74 84.13805),(75 85.16366),(76 85.50261),(77 86.567474),(78 86.054665),(79 87.11658),
(1 33.677254),(2 43.422127),(3 49.755646),(4 54.271152),(5 57.646164),(6 60.334557),(7 62.157906),(8 62.59868),(9 63.429787),(10 63.474762),(11 64.67492),(12 64.48145),(13 66.36459),(14 66.54371),(15 66.67446),(16 67.12387),(17 67.375656),(18 66.903946),(19 67.00227),(20 66.5209),(21 66.07685),(22 65.800644),(23 65.147194),(24 64.65886),(25 64.85318),(26 64.58385),(27 65.48997),(28 64.94257),(29 65.33336),(30 65.26334),(31 65.11099),(32 65.19702),(33 65.82051),(34 65.97365),(35 66.85627),(36 67.196175),(37 67.77862),(38 68.199715),(39 68.15496),(40 67.36641),(41 67.512024),(42 67.50833),(43 69.33175),(44 69.617294),(45 70.55752),(46 71.448235),(47 73.13661),(48 73.21644),(49 74.29657),(50 73.48061),(51 74.036865),(52 74.36886),(53 75.148964),(54 75.06593),(55 75.41614),(56 75.43002),(57 76.37576),(58 77.19232),(59 77.49627),(60 77.64416),(61 78.39542),(62 78.02212),(63 78.25741),(64 78.49455),(65 79.438034),(66 80.03897),(67 81.42601),(68 81.18451),(69 82.52838),(70 82.33835),(71 83.70412),(72 84.43042),(73 85.07678),(74 86.03645),(75 86.839294),(76 87.621475),(77 88.24521),(78 87.74943),(79 87.9857),
(1 34.745914),(2 44.233387),(3 51.751278),(4 56.10104),(5 59.214905),(6 61.64576),(7 64.1949),(8 64.999435),(9 65.09212),(10 64.62868),(11 65.078316),(12 65.88304),(13 66.50239),(14 66.8905),(15 67.796684),(16 67.75383),(17 68.234856),(18 68.21537),(19 68.71727),(20 68.50226),(21 68.58313),(22 68.13913),(23 68.132996),(24 67.703255),(25 67.94681),(26 67.77426),(27 68.36146),(28 67.93876),(29 68.0644),(30 68.48634),(31 69.780846),(32 69.78738),(33 70.54),(34 71.24205),(35 71.91416),(36 72.42624),(37 73.22047),(38 73.24157),(39 73.2038),(40 72.498),(41 72.450645),(42 71.72352),(43 72.50047),(44 72.934494),(45 74.34736),(46 74.480385),(47 75.296684),(48 75.52646),(49 76.48258),(50 75.8465),(51 76.716896),(52 76.31734),(53 76.86458),(54 77.293785),(55 77.42303),(56 77.23959),(57 77.537415),(58 76.747765),(59 78.15171),(60 78.16996),(61 79.07889),(62 78.48344),(63 78.9206),(64 78.49326),(65 79.25226),(66 79.02343),(67 79.47787),(68 79.50191),(69 80.94679),(70 81.31344),(71 82.19214),(72 83.75891),(73 84.97762),(74 85.07906),(75 86.431175),(76 86.45023),(77 86.70824),(78 86.69743),(79 87.6835),
(1 34.082943),(2 43.15874),(3 50.121082),(4 53.84196),(5 58.0013),(6 60.37297),(7 62.08869),(8 62.607933),(9 63.433132),(10 63.71638),(11 64.40005),(12 63.820667),(13 64.86268),(14 65.273636),(15 65.895195),(16 66.664894),(17 67.01344),(18 66.12246),(19 66.07972),(20 65.86115),(21 66.55331),(22 66.08272),(23 66.65442),(24 65.93111),(25 66.95568),(26 66.28591),(27 66.626595),(28 66.69841),(29 66.968094),(30 66.83665),(31 67.39169),(32 67.47733),(33 68.61324),(34 68.429855),(35 68.97867),(36 68.67908),(37 69.558464),(38 69.901344),(39 70.57285),(40 69.980736),(41 70.30974),(42 69.833),(43 70.87982),(44 71.179855),(45 72.53278),(46 73.58613),(47 74.75833),(48 74.401344),(49 74.7898),(50 74.16359),(51 74.52946),(52 74.11198),(53 74.15969),(54 74.01994),(55 74.16285),(56 73.912796),(57 74.72794),(58 74.0595),(59 75.191),(60 74.75299),(61 75.33661),(62 74.27853),(63 74.056564),(64 74.12233),(65 74.52507),(66 74.790375),(67 75.46157),(68 75.86136),(69 76.21421),(70 77.08321),(71 77.66585),(72 78.68578),(73 79.157585),(74 79.91641),(75 81.15713),(76 81.32415),(77 81.76601),(78 81.84615),(79 82.537056),
(1 34.03174),(2 43.603237),(3 50.62302),(4 54.15851),(5 58.54455),(6 60.739628),(7 62.814697),(8 63.430042),(9 63.97273),(10 63.69515),(11 64.95372),(12 65.02633),(13 65.23791),(14 65.391235),(15 65.99374),(16 66.22156),(17 66.327034),(18 66.599625),(19 66.86546),(20 66.778564),(21 66.92407),(22 66.64246),(23 66.735245),(24 66.49595),(25 66.99166),(26 66.735016),(27 66.7069),(28 67.0699),(29 67.48117),(30 67.79371),(31 67.685814),(32 68.17805),(33 69.876686),(34 70.11168),(35 71.294365),(36 71.95339),(37 72.3619),(38 72.46827),(39 72.12054),(40 72.00899),(41 72.7008),(42 71.95081),(43 72.6371),(44 73.07359),(45 74.50244),(46 74.80069),(47 75.38873),(48 75.30379),(49 75.856445),(50 76.051994),(51 76.79113),(52 77.38639),(53 77.809044),(54 78.3814),(55 78.46931),(56 77.759995),(57 78.25115),(58 77.25827),(59 77.90364),(60 77.69759),(61 79.32523),(62 79.1565),(63 79.1017),(64 79.33488),(65 79.85271),(66 80.21571),(67 80.85181),(68 81.25574),(69 81.55788),(70 82.296265),(71 84.07295),(72 84.98522),(73 85.493454),(74 86.5631),(75 87.15182),(76 86.99338),(77 88.17709),(78 87.71773),(79 89.074974),
(1 33.22072),(2 42.664986),(3 49.702007),(4 53.04954),(5 56.04999),(6 58.68971),(7 61.183937),(8 61.923443),(9 61.93671),(10 61.79466),(11 62.670753),(12 62.215996),(13 63.34382),(14 63.468575),(15 64.79192),(16 64.990974),(17 65.71841),(18 65.68551),(19 66.049934),(20 65.39342),(21 65.81577),(22 65.09281),(23 65.10545),(24 64.713745),(25 65.324265),(26 65.28803),(27 65.755226),(28 65.79772),(29 66.523994),(30 66.13151),(31 67.0298),(32 66.86527),(33 67.7099),(34 67.67665),(35 68.28546),(36 68.96072),(37 69.78221),(38 69.51058),(39 69.16186),(40 69.27718),(41 69.652),(42 69.586876),(43 69.9707),(44 69.74297),(45 71.16404),(46 71.81718),(47 73.01436),(48 73.10685),(49 73.73045),(50 73.43416),(51 73.48828),(52 73.64097),(53 73.55426),(54 74.01664),(55 74.88788),(56 74.569435),(57 75.05629),(58 74.53245),(59 75.114555),(60 74.570786),(61 75.26486),(62 74.87833),(63 74.40493),(64 74.38296),(65 74.68194),(66 75.42597),(67 76.05654),(68 76.21948),(69 77.0648),(70 77.2091),(71 77.91227),(72 78.71529),(73 80.22002),(74 80.65903),(75 81.038635),(76 81.53129),(77 83.03597),(78 82.26805),(79 83.612274),
(1 33.30193),(2 43.207188),(3 50.2512),(4 53.875515),(5 57.081486),(6 59.37921),(7 61.058674),(8 62.147354),(9 62.708496),(10 62.775856),(11 63.62152),(12 63.554962),(13 64.225365),(14 64.3387),(15 65.20247),(16 65.65088),(17 65.99978),(18 65.74859),(19 66.05338),(20 65.91759),(21 66.195274),(22 65.44948),(23 65.211266),(24 63.807312),(25 64.38691),(26 64.193886),(27 64.28522),(28 64.33099),(29 64.925995),(30 64.85889),(31 65.51559),(32 65.52924),(33 66.07309),(34 66.320816),(35 66.83609),(36 67.14134),(37 67.72148),(38 67.86637),(39 68.11702),(40 67.53111),(41 68.108665),(42 67.77793),(43 68.39737),(44 68.23848),(45 69.13818),(46 70.11212),(47 70.72291),(48 70.79021),(49 72.04819),(50 71.76179),(51 72.89267),(52 72.24346),(53 73.239914),(54 72.43694),(55 72.38736),(56 72.30086),(57 73.01467),(58 72.413445),(59 72.86185),(60 72.81063),(61 74.23101),(62 73.45899),(63 73.82274),(64 73.188576),(65 73.82204),(66 74.10589),(67 75.00973),(68 75.147194),(69 76.38884),(70 76.03637),(71 77.46871),(72 77.78418),(73 78.7294),(74 79.5134),(75 80.345024),(76 80.539986),(77 81.31493),(78 81.09082),(79 82.21846),
(1 34.104713),(2 43.545834),(3 50.33925),(4 54.599117),(5 57.715122),(6 60.525753),(7 61.836838),(8 63.256016),(9 63.171738),(10 62.24782),(11 62.45308),(12 61.87921),(13 63.16613),(14 63.972675),(15 64.11565),(16 64.42922),(17 64.88428),(18 64.99246),(19 65.84174),(20 66.2673),(21 66.13628),(22 65.48087),(23 66.22597),(24 64.99556),(25 66.11838),(26 65.74746),(27 65.348976),(28 65.30064),(29 66.14048),(30 66.458305),(31 66.982185),(32 67.01024),(33 67.80188),(34 68.340454),(35 69.01044),(36 69.8668),(37 70.82657),(38 71.2176),(39 70.30891),(40 69.458275),(41 69.88609),(42 69.80508),(43 70.70605),(44 70.778564),(45 72.025406),(46 73.399796),(47 74.27091),(48 74.51886),(49 74.949),(50 74.11924),(51 74.57912),(52 75.13343),(53 76.304276),(54 75.372345),(55 76.23025),(56 75.90271),(57 76.60331),(58 76.635185),(59 77.13452),(60 76.606544),(61 77.598564),(62 77.17531),(63 77.33715),(64 77.16494),(65 78.4664),(66 78.596375),(67 80.09343),(68 80.534706),(69 80.94282),(70 81.8712),(71 82.45603),(72 82.65041),(73 84.36479),(74 84.68239),(75 85.11157),(76 84.84048),(77 85.182365),(78 84.98069),(79 85.47481),
