1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 28.4421),(2 33.654858),(3 35.72623),(4 37.803116),(5 39.812862),(6 41.748173),(7 42.44743),(8 43.918262),(9 44.575462),(10 45.17142),(11 45.557568),(12 46.037533),(13 46.60784),(14 47.72484),(15 47.450542),(16 48.081665),(17 48.605415),(18 49.161957),(19 49.067482),(20 50.032475),(21 50.347054),(22 49.896637),(23 49.974247),(24 49.828102),(25 49.938816),(26 50.391895),(27 49.99337),(28 49.8946),(29 50.178368),(30 49.6824),(31 50.051735),(32 49.47179),(33 49.55759),(34 49.71894),(35 49.227104),(36 49.101128),(37 49.2818),(38 50.06681),(39 50.140385),(40 49.379276),(41 49.60365),(42 49.35653),(43 49.67055),(44 49.933086),(45 50.026287),(46 50.22777),(47 50.50026),(48 50.13611),(49 50.456413),(50 51.029526),(51 50.229713),(52 50.70287),(53 50.788467),(54 50.94446),(55 51.009033),(56 51.84837),(57 51.353127),(58 51.504128),(59 50.945377),(60 51.359516),(61 50.974712),(62 51.193844),(63 50.39512),(64 50.298313),(65 50.587627),(66 50.62589),(67 50.983692),(68 51.051556),(69 51.26824),(70 50.959873),(71 51.309853),(72 51.58031),(73 51.499912),(74 51.503166),(75 51.169247),(76 51.273766),(77 51.582817),(78 51.438747),(79 51.117886),
(1 28.831303),(2 34.051968),(3 36.263336),(4 38.2278),(5 40.151386),(6 41.43396),(7 42.88964),(8 44.706608),(9 45.05582),(10 45.745552),(11 46.427685),(12 46.733578),(13 47.09591),(14 47.65343),(15 47.9891),(16 48.45201),(17 49.416443),(18 49.95635),(19 50.612896),(20 50.710117),(21 50.88597),(22 50.763474),(23 51.043556),(24 50.69533),(25 50.845787),(26 51.30521),(27 50.83883),(28 50.796913),(29 50.459713),(30 50.25213),(31 50.983498),(32 50.72384),(33 49.955235),(34 50.31303),(35 50.352306),(36 49.455914),(37 49.894524),(38 50.708088),(39 50.246),(40 50.45961),(41 50.313614),(42 50.4817),(43 50.30982),(44 50.72889),(45 50.783386),(46 50.852154),(47 51.076385),(48 51.321796),(49 51.27027),(50 52.30795),(51 52.52542),(52 52.91577),(53 52.155212),(54 52.60934),(55 52.603386),(56 52.8696),(57 52.62818),(58 52.090137),(59 51.8219),(60 52.50133),(61 52.090923),(62 52.619816),(63 52.10085),(64 52.189762),(65 52.502884),(66 52.360935),(67 52.17319),(68 52.279285),(69 52.422096),(70 52.70459),(71 52.424458),(72 52.938778),(73 52.563198),(74 52.31547),(75 51.88902),(76 51.519146),(77 51.992104),(78 51.917934),(79 51.376965),
(1 28.600922),(2 33.221348),(3 35.601337),(4 37.678844),(5 39.375828),(6 40.77745),(7 42.25107),(8 43.715),(9 43.98405),(10 45.068485),(11 45.585453),(12 45.414257),(13 45.81943),(14 46.713123),(15 46.79651),(16 47.221603),(17 48.01037),(18 48.76992),(19 49.094955),(20 49.48984),(21 49.72523),(22 49.088646),(23 49.03527),(24 48.869976),(25 48.806667),(26 48.917812),(27 48.872593),(28 48.740635),(29 48.967224),(30 48.727875),(31 48.763866),(32 48.46276),(33 47.86588),(34 47.888695),(35 48.016033),(36 47.983017),(37 47.86511),(38 48.47579),(39 48.04191),(40 47.88114),(41 47.893505),(42 47.65994),(43 47.39252),(44 47.9157),(45 47.816837),(46 48.509636),(47 48.300632),(48 48.532433),(49 48.536324),(50 48.996582),(51 48.593533),(52 48.731857),(53 48.135876),(54 48.10192),(55 48.260056),(56 49.010006),(57 48.984024),(58 48.846886),(59 48.455925),(60 49.154343),(61 48.88667),(62 49.42474),(63 48.899597),(64 49.067722),(65 49.011745),(66 49.116615),(67 49.416443),(68 49.602764),(69 49.744427),(70 49.96333),(71 50.04114),(72 51.02335),(73 50.706768),(74 50.36754),(75 50.525177),(76 50.00476),(77 50.198746),(78 50.745274),(79 50.653442),
(1 28.8556),(2 33.609375),(3 36.085117),(4 38.19501),(5 39.97421),(6 41.666973),(7 42.604126),(8 44.24609),(9 44.97017),(10 45.886383),(11 46.008163),(12 45.82937),(13 46.37856),(14 46.949547),(15 47.4249),(16 47.733677),(17 47.87323),(18 48.888348),(19 49.112816),(20 49.437313),(21 49.54488),(22 49.1255),(23 49.24872),(24 49.29825),(25 49.202187),(26 48.762066),(27 48.869846),(28 49.25934),(29 49.20306),(30 49.511295),(31 49.53538),(32 49.148594),(33 49.009808),(34 49.30977),(35 49.50466),(36 49.725033),(37 49.325096),(38 50.632545),(39 50.636814),(40 50.29855),(41 50.163876),(42 50.41223),(43 50.114147),(44 50.451336),(45 50.60788),(46 50.819874),(47 50.330708),(48 51.203022),(49 51.091198),(50 51.71438),(51 51.536594),(52 51.671665),(53 51.70838),(54 51.35311),(55 51.77202),(56 51.95174),(57 51.464283),(58 51.130238),(59 51.34969),(60 51.10941),(61 51.100113),(62 51.793175),(63 51.0855),(64 51.21166),(65 51.250504),(66 51.328705),(67 51.833157),(68 52.095657),(69 51.670288),(70 51.87702),(71 51.68649),(72 51.76271),(73 51.881638),(74 51.61581),(75 50.799805),(76 51.175003),(77 50.73012),(78 50.93696),(79 51.188927),
(1 27.862452),(2 32.41108),(3 34.783226),(4 36.63594),(5 38.071735),(6 39.713074),(7 40.530014),(8 41.63655),(9 42.710567),(10 43.382523),(11 44.02022),(12 43.843666),(13 44.05969),(14 44.910324),(15 44.787724),(16 45.87736),(17 46.150288),(18 47.248585),(19 47.618786),(20 47.284657),(21 47.479202),(22 47.666706),(23 47.85565),(24 47.79908),(25 47.52647),(26 47.510098),(27 47.813004),(28 47.93831),(29 48.049984),(30 47.618225),(31 48.016483),(32 47.689137),(33 47.59888),(34 47.23114),(35 47.291847),(36 46.692287),(37 46.822952),(38 47.50366),(39 47.06494),(40 47.078075),(41 46.908577),(42 47.229805),(43 46.992355),(44 47.15568),(45 47.42887),(46 47.881542),(47 47.78342),(48 47.967613),(49 47.857605),(50 48.951885),(51 48.64608),(52 48.691162),(53 48.491207),(54 48.61177),(55 49.51083),(56 49.516605),(57 49.67977),(58 49.346676),(59 48.92681),(60 49.204018),(61 49.196312),(62 49.741962),(63 49.40319),(64 49.15448),(65 49.123814),(66 49.224407),(67 49.34213),(68 49.833817),(69 49.454098),(70 49.278996),(71 49.419094),(72 49.58326),(73 49.99011),(74 49.838272),(75 48.97804),(76 48.938705),(77 49.185963),(78 49.217743),(79 49.123714),
(1 27.838505),(2 32.49685),(3 35.049984),(4 36.910545),(5 38.522655),(6 39.750973),(7 41.123924),(8 42.470837),(9 43.03835),(10 44.234566),(11 44.38782),(12 44.685837),(13 45.406364),(14 45.75105),(15 45.56783),(16 46.826923),(17 47.309525),(18 47.947655),(19 48.64831),(20 48.296307),(21 48.964783),(22 48.57646),(23 48.66652),(24 48.34639),(25 48.40224),(26 48.27249),(27 48.15495),(28 48.163506),(29 47.864174),(30 47.746223),(31 47.705772),(32 47.646828),(33 47.181747),(34 47.28116),(35 47.86212),(36 46.781967),(37 46.791126),(38 47.574703),(39 47.316692),(40 47.304165),(41 47.766838),(42 47.783783),(43 47.90817),(44 47.606926),(45 48.248867),(46 48.382027),(47 48.179173),(48 48.07066),(49 48.35615),(50 48.954277),(51 48.490353),(52 48.371944),(53 48.904255),(54 48.481438),(55 48.717606),(56 49.07869),(57 48.80526),(58 48.937748),(59 48.937855),(60 49.05311),(61 49.17438),(62 49.598576),(63 49.056965),(64 48.972485),(65 49.542152),(66 49.649803),(67 49.73897),(68 49.991062),(69 50.375732),(70 50.334576),(71 50.28169),(72 50.420815),(73 50.365463),(74 50.261917),(75 49.387356),(76 49.743534),(77 49.554245),(78 49.74549),(79 49.704605),
(1 27.739645),(2 32.14629),(3 35.026417),(4 37.298676),(5 38.85704),(6 40.30495),(7 41.470745),(8 42.602646),(9 43.271145),(10 44.42183),(11 44.80311),(12 44.892612),(13 45.530342),(14 45.79752),(15 46.12537),(16 46.528316),(17 47.16251),(18 47.560753),(19 48.12597),(20 48.570305),(21 48.658634),(22 48.018497),(23 48.544533),(24 48.29149),(25 48.338455),(26 48.441555),(27 48.418514),(28 48.456013),(29 48.593487),(30 48.500362),(31 48.235962),(32 48.39099),(33 48.05312),(34 47.696194),(35 47.98328),(36 47.710735),(37 47.47497),(38 47.90858),(39 47.297928),(40 46.653656),(41 47.28827),(42 47.328133),(43 47.223618),(44 47.664352),(45 48.009705),(46 48.11262),(47 48.57411),(48 49.088665),(49 49.245373),(50 49.673008),(51 49.424618),(52 49.33712),(53 49.68273),(54 50.121887),(55 50.2662),(56 50.278873),(57 49.858727),(58 50.19432),(59 49.386078),(60 49.419228),(61 49.61853),(62 49.889965),(63 49.81819),(64 49.580196),(65 49.953144),(66 49.748787),(67 50.260445),(68 50.091316),(69 50.745407),(70 50.46579),(71 50.13677),(72 50.044483),(73 50.1008),(74 50.375366),(75 49.79398),(76 49.748337),(77 49.848083),(78 49.686134),(79 49.089462),
(1 27.794928),(2 32.49426),(3 35.177155),(4 37.21998),(5 38.602325),(6 40.125683),(7 41.27299),(8 42.482094),(9 43.842907),(10 44.654957),(11 44.58707),(12 44.69873),(13 44.84891),(14 45.62923),(15 45.984234),(16 46.18041),(17 46.946213),(18 47.433357),(19 48.28234),(20 48.63685),(21 48.236656),(22 48.21098),(23 48.59571),(24 48.293728),(25 48.20781),(26 48.488132),(27 48.373),(28 47.780773),(29 47.4877),(30 47.22904),(31 47.270267),(32 47.376965),(33 47.007603),(34 47.41881),(35 47.015713),(36 46.640903),(37 47.020176),(38 47.415676),(39 47.146492),(40 47.244286),(41 47.22534),(42 47.33696),(43 47.64444),(44 47.3913),(45 47.402832),(46 47.98773),(47 48.296745),(48 48.395866),(49 48.569473),(50 48.964214),(51 49.089306),(52 48.98193),(53 49.053394),(54 49.4792),(55 49.269974),(56 49.373737),(57 49.341957),(58 49.192),(59 49.339474),(60 50.030212),(61 50.004505),(62 50.166237),(63 49.941196),(64 50.351067),(65 50.711746),(66 50.569714),(67 51.110302),(68 51.01713),(69 51.778324),(70 51.36932),(71 51.06501),(72 51.34659),(73 51.35758),(74 51.511578),(75 51.42421),(76 50.814167),(77 51.266663),(78 50.830578),(79 51.22652),
(1 27.479008),(2 32.00893),(3 34.37262),(4 36.764122),(5 38.651245),(6 40.40871),(7 41.272545),(8 42.243805),(9 43.51793),(10 44.478317),(11 44.396935),(12 44.454235),(13 44.71224),(14 45.44157),(15 45.261723),(16 45.83854),(17 46.287136),(18 46.75574),(19 47.561855),(20 48.22006),(21 48.038815),(22 48.104485),(23 48.261093),(24 47.74226),(25 47.956),(26 47.51924),(27 47.355873),(28 47.694576),(29 47.27867),(30 47.490314),(31 47.63496),(32 47.663414),(33 47.58818),(34 47.359684),(35 47.15744),(36 47.15161),(37 47.198757),(38 47.405457),(39 46.37755),(40 46.837997),(41 47.02143),(42 46.60743),(43 46.4302),(44 46.251232),(45 46.428997),(46 46.774136),(47 47.231472),(48 47.177334),(49 47.17884),(50 47.579918),(51 47.18975),(52 47.489323),(53 47.04282),(54 47.37224),(55 47.538906),(56 47.979153),(57 47.88217),(58 47.612595),(59 47.356316),(60 47.553394),(61 47.574493),(62 48.315426),(63 47.556305),(64 47.828922),(65 48.365814),(66 48.99264),(67 48.573566),(68 48.56326),(69 49.264416),(70 48.63185),(71 48.972763),(72 49.132458),(73 48.58139),(74 48.699276),(75 48.52821),(76 48.250843),(77 48.336605),(78 48.063553),(79 48.72676),
(1 26.669891),(2 30.910038),(3 33.50296),(4 35.56929),(5 37.355007),(6 38.656067),(7 39.77601),(8 41.084755),(9 42.072975),(10 42.89041),(11 43.19294),(12 43.46029),(13 43.763374),(14 44.542763),(15 44.464848),(16 44.870552),(17 45.491608),(18 46.483242),(19 46.84787),(20 46.834618),(21 46.504543),(22 47.012066),(23 46.86387),(24 46.869034),(25 46.90012),(26 46.636417),(27 46.04647),(28 46.379795),(29 45.92769),(30 45.981285),(31 45.89762),(32 45.94547),(33 45.76337),(34 45.707336),(35 45.64863),(36 45.585503),(37 45.34653),(38 46.157104),(39 45.491714),(40 45.83179),(41 45.96445),(42 45.44717),(43 45.71044),(44 45.522022),(45 45.70993),(46 46.08506),(47 46.575256),(48 46.20485),(49 46.619774),(50 46.809235),(51 46.53891),(52 47.11626),(53 46.87997),(54 46.77553),(55 46.605637),(56 47.098133),(57 47.10511),(58 47.228493),(59 46.638298),(60 46.9004),(61 46.882275),(62 47.20229),(63 46.509747),(64 46.631382),(65 46.742077),(66 47.149937),(67 46.633568),(68 46.94498),(69 47.89005),(70 47.392265),(71 47.659767),(72 48.206905),(73 47.293453),(74 47.39232),(75 47.26456),(76 47.33983),(77 47.13082),(78 47.247906),(79 47.132565),
(1 26.899624),(2 31.197023),(3 33.6041),(4 35.40275),(5 37.434647),(6 38.778183),(7 39.91295),(8 41.2818),(9 42.029762),(10 42.738094),(11 43.255245),(12 43.33822),(13 43.539818),(14 44.445404),(15 44.522125),(16 44.395145),(17 45.505207),(18 46.37519),(19 46.768097),(20 47.09659),(21 46.99197),(22 47.2034),(23 47.12219),(24 46.41415),(25 47.256084),(26 47.114307),(27 47.14111),(28 46.896786),(29 46.6812),(30 46.889572),(31 46.94532),(32 46.66308),(33 46.228848),(34 45.955154),(35 45.734974),(36 45.92576),(37 45.984634),(38 46.41463),(39 46.215767),(40 46.031944),(41 46.43553),(42 46.32602),(43 46.575413),(44 46.32203),(45 46.07172),(46 46.954983),(47 47.10697),(48 47.173428),(49 47.182343),(50 47.19246),(51 47.73061),(52 47.41545),(53 47.49515),(54 47.966396),(55 47.5101),(56 48.05714),(57 48.04389),(58 48.20292),(59 48.36728),(60 48.233055),(61 48.418533),(62 48.46421),(63 48.159374),(64 48.17334),(65 48.78857),(66 48.73372),(67 48.574),(68 48.63871),(69 48.92127),(70 48.53713),(71 48.432323),(72 48.96565),(73 48.340622),(74 48.826855),(75 47.876015),(76 48.07482),(77 48.240093),(78 47.650814),(79 47.792225),
(1 26.546804),(2 31.039976),(3 33.061363),(4 35.090298),(5 37.195072),(6 38.989437),(7 40.195374),(8 41.337093),(9 41.91791),(10 43.243816),(11 43.50992),(12 43.275112),(13 43.802696),(14 44.470806),(15 44.807117),(16 45.16855),(17 45.758457),(18 47.031384),(19 46.69924),(20 46.712368),(21 47.39445),(22 47.02327),(23 47.03893),(24 46.967022),(25 47.53169),(26 47.37145),(27 47.27261),(28 47.40433),(29 46.9944),(30 47.043404),(31 46.952557),(32 46.481934),(33 46.446945),(34 46.55976),(35 46.595673),(36 46.716457),(37 46.57056),(38 47.253326),(39 47.23019),(40 47.168827),(41 47.068466),(42 47.126522),(43 46.815796),(44 47.002163),(45 46.767727),(46 47.016205),(47 46.51009),(48 46.26709),(49 46.259754),(50 46.54046),(51 46.782497),(52 46.60807),(53 47.176632),(54 47.149635),(55 47.342213),(56 47.833023),(57 48.021595),(58 48.319424),(59 48.93329),(60 48.497147),(61 48.280186),(62 48.222202),(63 47.91437),(64 47.919147),(65 48.434437),(66 48.39145),(67 48.37872),(68 48.34196),(69 48.74853),(70 48.537148),(71 48.815765),(72 49.30321),(73 49.096012),(74 48.953094),(75 48.516052),(76 48.110744),(77 48.070454),(78 48.117634),(79 47.92775),
(1 26.194277),(2 30.4966),(3 32.48842),(4 34.376656),(5 36.005604),(6 37.023376),(7 38.175594),(8 39.14116),(9 40.128063),(10 40.92725),(11 41.55439),(12 41.496822),(13 42.100258),(14 42.85471),(15 42.79154),(16 43.64433),(17 44.494415),(18 44.892696),(19 44.848072),(20 45.12817),(21 45.74763),(22 45.767395),(23 45.649296),(24 45.714684),(25 45.822727),(26 45.913998),(27 45.18651),(28 45.53834),(29 45.321392),(30 45.276283),(31 45.14909),(32 44.97364),(33 44.54496),(34 44.463696),(35 44.62825),(36 44.52076),(37 44.333107),(38 44.55087),(39 44.41785),(40 44.761898),(41 44.486347),(42 44.93834),(43 44.785446),(44 45.13411),(45 45.443188),(46 45.800453),(47 46.090885),(48 46.007504),(49 46.359673),(50 46.746754),(51 46.59339),(52 46.907356),(53 47.191994),(54 46.832767),(55 46.846535),(56 47.015728),(57 47.07379),(58 47.18205),(59 47.34692),(60 47.09893),(61 47.314335),(62 47.680397),(63 47.2489),(64 47.488537),(65 47.26012),(66 47.547),(67 47.683296),(68 47.342827),(69 47.866573),(70 47.477383),(71 47.776726),(72 48.244785),(73 47.868282),(74 48.108734),(75 47.439957),(76 47.18962),(77 46.96947),(78 47.432636),(79 47.600742),
(1 26.428698),(2 31.007528),(3 33.48912),(4 35.11832),(5 37.122814),(6 38.421745),(7 39.447098),(8 40.95023),(9 41.991413),(10 42.507652),(11 43.03473),(12 43.203213),(13 43.95517),(14 44.82781),(15 44.739136),(16 45.554916),(17 46.096737),(18 46.34957),(19 46.87754),(20 47.33659),(21 47.14421),(22 47.207584),(23 47.149647),(24 47.247272),(25 47.0672),(26 47.250217),(27 46.876705),(28 46.802),(29 46.737434),(30 46.82296),(31 46.58683),(32 46.62485),(33 45.87791),(34 46.00717),(35 45.656),(36 45.69592),(37 45.81023),(38 46.35458),(39 46.583607),(40 45.92426),(41 46.068268),(42 46.333477),(43 46.28552),(44 46.31157),(45 46.475376),(46 46.508595),(47 46.80263),(48 46.865387),(49 47.130184),(50 47.518333),(51 46.935635),(52 47.53336),(53 47.978508),(54 47.82399),(55 47.70423),(56 47.46268),(57 47.39781),(58 47.36352),(59 47.20752),(60 46.69335),(61 46.880505),(62 47.15775),(63 46.444675),(64 46.58266),(65 46.546833),(66 46.84549),(67 47.13132),(68 47.340668),(69 47.91963),(70 47.613407),(71 47.750908),(72 48.503178),(73 48.05322),(74 47.75914),(75 47.688652),(76 47.102253),(77 47.441986),(78 48.01163),(79 47.740208),
(1 25.887331),(2 30.596561),(3 32.961136),(4 34.726055),(5 36.440243),(6 38.009777),(7 39.238422),(8 39.993183),(9 41.107277),(10 41.366894),(11 41.662865),(12 42.27338),(13 42.956497),(14 43.782288),(15 43.547),(16 44.18986),(17 44.972996),(18 45.32816),(19 45.914875),(20 46.685814),(21 46.168964),(22 45.99831),(23 46.185265),(24 45.4167),(25 45.77555),(26 45.8434),(27 45.579487),(28 45.437717),(29 45.635143),(30 45.573105),(31 45.65576),(32 45.21281),(33 45.00175),(34 45.37922),(35 44.87532),(36 44.880287),(37 44.462055),(38 44.88995),(39 45.051216),(40 45.080986),(41 44.662724),(42 44.904747),(43 44.825287),(44 44.721542),(45 44.26927),(46 44.75101),(47 44.848618),(48 45.085934),(49 45.378872),(50 46.101734),(51 45.458725),(52 46.18878),(53 45.97646),(54 46.236694),(55 46.432613),(56 46.523487),(57 46.410786),(58 46.43953),(59 46.42116),(60 46.628277),(61 46.628452),(62 46.83906),(63 46.68852),(64 46.576633),(65 46.642735),(66 46.847713),(67 47.263752),(68 47.499783),(69 48.066433),(70 47.75963),(71 47.497814),(72 48.555885),(73 47.510853),(74 48.071365),(75 47.60359),(76 47.44252),(77 47.883232),(78 47.817818),(79 47.645535),
(1 26.059616),(2 30.45719),(3 33.214462),(4 34.666206),(5 36.549942),(6 38.086285),(7 38.531498),(8 39.534233),(9 41.04024),(10 41.399227),(11 41.796566),(12 42.20602),(13 42.893932),(14 43.486683),(15 43.413464),(16 43.59603),(17 44.626534),(18 44.734394),(19 45.53016),(20 45.8839),(21 45.894516),(22 45.19965),(23 45.717518),(24 45.9453),(25 46.23835),(26 46.00841),(27 45.978184),(28 45.902527),(29 46.116013),(30 46.380653),(31 46.200615),(32 45.649193),(33 45.241634),(34 45.365578),(35 45.0405),(36 44.86256),(37 44.90631),(38 45.49634),(39 45.773594),(40 45.803528),(41 45.40737),(42 45.32267),(43 45.81172),(44 45.741806),(45 45.48252),(46 45.6709),(47 45.369843),(48 45.727116),(49 45.918312),(50 45.974945),(51 45.369427),(52 46.14982),(53 45.713196),(54 46.320557),(55 46.43156),(56 46.57711),(57 46.522755),(58 46.920475),(59 46.786247),(60 46.88348),(61 46.344307),(62 46.538036),(63 46.627075),(64 46.860283),(65 46.607155),(66 47.439293),(67 46.745773),(68 47.2767),(69 48.067165),(70 48.25356),(71 48.196083),(72 48.923313),(73 48.092922),(74 48.650627),(75 48.314674),(76 48.043167),(77 48.104557),(78 48.407127),(79 48.26828),
(1 25.666355),(2 29.759548),(3 32.143593),(4 33.81828),(5 35.63877),(6 37.266468),(7 38.16201),(8 39.26094),(9 40.29634),(10 41.024044),(11 41.60583),(12 41.785645),(13 42.025158),(14 42.60043),(15 42.913002),(16 43.54578),(17 44.184128),(18 44.44417),(19 45.024284),(20 45.692085),(21 45.654686),(22 45.47196),(23 44.962284),(24 44.828533),(25 45.069256),(26 45.134605),(27 44.63346),(28 44.738144),(29 44.771008),(30 44.652954),(31 44.730762),(32 44.241978),(33 44.35886),(34 44.196964),(35 44.02932),(36 43.87766),(37 44.149788),(38 44.22514),(39 44.20461),(40 44.45954),(41 43.891247),(42 43.931583),(43 43.774475),(44 44.03093),(45 43.71553),(46 44.417877),(47 44.547226),(48 44.56755),(49 44.568596),(50 45.66439),(51 45.788704),(52 45.822388),(53 45.926792),(54 45.817795),(55 46.00821),(56 46.412674),(57 46.021957),(58 46.46074),(59 45.924034),(60 46.263542),(61 46.14607),(62 46.691357),(63 46.064716),(64 46.00573),(65 45.7544),(66 46.153763),(67 46.395145),(68 46.5389),(69 46.80682),(70 46.88127),(71 46.717094),(72 46.884506),(73 46.92533),(74 46.776672),(75 46.211517),(76 46.115997),(77 45.90177),(78 46.025944),(79 46.01571),
(1 25.534504),(2 29.425638),(3 31.96723),(4 33.67184),(5 35.390663),(6 36.79971),(7 37.622868),(8 38.44477),(9 39.45683),(10 40.863647),(11 41.103893),(12 42.062725),(13 42.211826),(14 42.958244),(15 42.968006),(16 43.35717),(17 43.58209),(18 44.130856),(19 44.473507),(20 44.89827),(21 45.040524),(22 45.472687),(23 45.229572),(24 45.091038),(25 45.130383),(26 45.256756),(27 44.786236),(28 45.09418),(29 45.025337),(30 44.95981),(31 44.857143),(32 44.86284),(33 44.55236),(34 44.548847),(35 44.282017),(36 44.65209),(37 44.296463),(38 44.819942),(39 44.75518),(40 44.850258),(41 44.585896),(42 44.844074),(43 44.31259),(44 44.51559),(45 44.30509),(46 44.620193),(47 44.661858),(48 44.88365),(49 44.490524),(50 45.373764),(51 44.67602),(52 45.078403),(53 45.325436),(54 45.548717),(55 45.68195),(56 46.1049),(57 45.56677),(58 46.040073),(59 45.72022),(60 46.19314),(61 45.953785),(62 46.50655),(63 46.025906),(64 45.501495),(65 45.630074),(66 45.617294),(67 46.005356),(68 46.3975),(69 46.42157),(70 46.27183),(71 45.76447),(72 46.212532),(73 45.966625),(74 46.070866),(75 45.524925),(76 45.419067),(77 45.026714),(78 45.123848),(79 45.571617),
