1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98929.31),(2 175696.88),(3 179070.39),(4 370665.72),(5 546388.3),(6 618307.2),(7 878761.3),(8 1121797.4),(9 1248442.1),(10 1556484.6),(11 1859105.9),(12 2036394.6),(13 2402938.8),(14 2789540.8),(15 3041900.8),(16 3504452.8),(17 4014474),(18 4354541),(19 4909367),(20 5495757.5),(21 5891613.5),(22 6504763.5),(23 7224536.5),(24 7676736),(25 8383912),(26 9151975),(27 9716160),(28 10527325),(29 11461568),(30 12160568),(31 13155380),(32 14294231),(33 15184099),(34 16282605),(35 17524954),(36 18472272),(37 19657778),(38 21040984),(39 22104910),(40 23374590),(41 24881734),(42 26046832),(43 27425482),(44 28991744),(45 30171128),(46 31472854),(47 32986922),(48 34259588),(49 35610396),(50 37185720),(51 38450692),(52 39821276),(53 41377116),(54 42647684),(55 43966240),(56 45545164),(57 46819788),(58 48145708),(59 49699244),(60 50914572),(61 52228576),(62 53753950),(63 55053428),(64 56247636),(65 57752990),(66 58899360),(67 60175620),(68 61733836),(69 62873044),(70 63990804),(71 65514652),(72 66649844),(73 67641896),(74 68859270),(75 69561180),(76 70103030),(77 71097520),(78 71683650),(79 72205560),
(1 64.98753),(2 84.81916),(3 95.797005),(4 102.28697),(5 107.23374),(6 110.06515),(7 112.649666),(8 115.03731),(9 117.16038),(10 120.236305),(11 121.86992),(12 122.07791),(13 123.202896),(14 125.408424),(15 125.06565),(16 124.219536),(17 126.22612),(18 127.17693),(19 127.57025),(20 128.26448),(21 127.062035),(22 129.27559),(23 130.19519),(24 130.9649),(25 130.94597),(26 132.16759),(27 132.40767),(28 130.77899),(29 132.1024),(30 133.09152),(31 132.38055),(32 133.4209),(33 135.16327),(34 135.08536),(35 136.67006),(36 136.69952),(37 138.8849),(38 140.6657),(39 140.80055),(40 141.23602),(41 141.4254),(42 142.04327),(43 143.09181),(44 144.5181),(45 144.74802),(46 144.61212),(47 144.1056),(48 145.54756),(49 146.59726),(50 147.06755),(51 146.62695),(52 145.39017),(53 145.89503),(54 146.05133),(55 146.60994),(56 146.79556),(57 147.23457),(58 145.99538),(59 144.0399),(60 142.89517),(61 143.02193),(62 141.69072),(63 141.85585),(64 142.30354),(65 140.41647),(66 140.7662),(67 140.11995),(68 141.00912),(69 140.60925),(70 140.34285),(71 139.16206),(72 140.63347),(73 141.88554),(74 142.55434),(75 142.88496),(76 142.5505),(77 142.35765),(78 141.66084),(79 142.90182),
(1 64.23038),(2 83.56295),(3 95.11165),(4 101.22779),(5 105.95437),(6 109.21114),(7 112.29671),(8 115.310486),(9 117.08177),(10 118.73644),(11 119.16224),(12 120.09021),(13 120.99942),(14 121.825),(15 123.46703),(16 122.947235),(17 123.48792),(18 125.163216),(19 125.56784),(20 126.14094),(21 125.60981),(22 127.00317),(23 127.1623),(24 127.67277),(25 127.81704),(26 128.27318),(27 126.34883),(28 125.66628),(29 126.41976),(30 126.496605),(31 126.41876),(32 128.7299),(33 129.12617),(34 129.47835),(35 132.09529),(36 132.57098),(37 134.60883),(38 135.87524),(39 137.45862),(40 139.45465),(41 140.98993),(42 143.86671),(43 144.94852),(44 146.17154),(45 145.70529),(46 147.0799),(47 146.86223),(48 146.29187),(49 147.02156),(50 147.90773),(51 149.32727),(52 150.26358),(53 149.573),(54 149.34737),(55 150.7337),(56 149.95914),(57 149.21074),(58 149.38942),(59 148.96149),(60 147.82355),(61 147.64621),(62 145.89291),(63 146.51736),(64 145.80887),(65 145.65273),(66 145.69498),(67 145.43674),(68 145.43695),(69 144.54108),(70 144.1278),(71 143.74326),(72 143.23262),(73 144.6508),(74 144.49835),(75 143.43343),(76 142.6619),(77 143.02954),(78 144.75084),(79 145.01822),
(1 64.22839),(2 83.37549),(3 94.38105),(4 101.15273),(5 105.020325),(6 108.87036),(7 112.242455),(8 114.57723),(9 116.31306),(10 119.03677),(11 119.64341),(12 119.864075),(13 121.02275),(14 123.6671),(15 124.697395),(16 124.146065),(17 126.87895),(18 127.507774),(19 127.89089),(20 129.933),(21 128.27185),(22 129.98837),(23 130.61325),(24 131.007),(25 130.25757),(26 129.1589),(27 128.22879),(28 126.707596),(29 127.02641),(30 126.956116),(31 127.78973),(32 128.83356),(33 128.6674),(34 130.22269),(35 130.22668),(36 130.84766),(37 131.50865),(38 132.32355),(39 132.28378),(40 133.05219),(41 134.61768),(42 137.80016),(43 138.93817),(44 139.59987),(45 140.64111),(46 141.38892),(47 143.16776),(48 145.17241),(49 145.44655),(50 146.28131),(51 145.59631),(52 145.352),(53 144.85619),(54 144.97461),(55 145.44914),(56 145.87877),(57 145.61768),(58 144.36464),(59 143.01727),(60 142.02776),(61 143.02925),(62 142.4694),(63 142.90138),(64 141.99483),(65 143.4006),(66 143.67697),(67 143.48701),(68 143.19077),(69 143.36687),(70 143.09074),(71 142.7954),(72 143.42194),(73 144.36827),(74 144.42723),(75 144.52837),(76 145.52708),(77 145.25114),(78 145.47107),(79 146.28049),
(1 63.174835),(2 82.64069),(3 94.17012),(4 100.59828),(5 104.31881),(6 107.69068),(7 110.312164),(8 112.48144),(9 114.75928),(10 117.18771),(11 119.208786),(12 120.25486),(13 122.387566),(14 122.544685),(15 124.34795),(16 123.88069),(17 124.970894),(18 125.689415),(19 125.31221),(20 125.8268),(21 124.50102),(22 125.59815),(23 125.646515),(24 126.636955),(25 124.64432),(26 124.908775),(27 125.0839),(28 125.32762),(29 125.53587),(30 125.916374),(31 127.22954),(32 128.81065),(33 129.5345),(34 132.12016),(35 132.5954),(36 132.16856),(37 132.34871),(38 133.5861),(39 133.69038),(40 134.98178),(41 135.38196),(42 138.53542),(43 139.61938),(44 140.45749),(45 141.82188),(46 141.81674),(47 142.46365),(48 143.3204),(49 142.5212),(50 144.05049),(51 142.83138),(52 142.59808),(53 143.05377),(54 142.67093),(55 141.6565),(56 142.09155),(57 141.71338),(58 141.81493),(59 141.397),(60 141.00858),(61 140.6738),(62 140.32613),(63 140.39026),(64 140.25568),(65 140.68831),(66 139.66566),(67 140.51292),(68 140.1617),(69 140.42197),(70 139.03328),(71 139.9512),(72 139.86728),(73 139.17744),(74 140.21867),(75 139.74486),(76 140.01942),(77 139.92575),(78 141.91533),(79 142.19048),
(1 61.988758),(2 80.68287),(3 91.82678),(4 97.50189),(5 100.447556),(6 103.315994),(7 106.52747),(8 109.003944),(9 111.74055),(10 114.06675),(11 114.89243),(12 116.06312),(13 117.56237),(14 118.46817),(15 119.91222),(16 119.99749),(17 121.386925),(18 121.48364),(19 122.808136),(20 124.40048),(21 123.41252),(22 125.09075),(23 125.10109),(24 124.983574),(25 123.68879),(26 123.045235),(27 122.97912),(28 122.22098),(29 121.77586),(30 122.27867),(31 122.90012),(32 124.42009),(33 125.927086),(34 126.66854),(35 127.41419),(36 127.41304),(37 128.63348),(38 129.74648),(39 130.3276),(40 130.97636),(41 132.18016),(42 134.14717),(43 134.48663),(44 135.68985),(45 136.28752),(46 138.07779),(47 138.73087),(48 141.01306),(49 140.48705),(50 141.93604),(51 141.75761),(52 142.44022),(53 141.96112),(54 141.21887),(55 140.62926),(56 141.91481),(57 141.4421),(58 140.58005),(59 140.46362),(60 139.55296),(61 140.2491),(62 140.2586),(63 139.85779),(64 139.67711),(65 139.06482),(66 137.69408),(67 137.723),(68 137.6873),(69 137.54807),(70 138.40288),(71 138.57759),(72 138.41614),(73 138.73955),(74 138.79384),(75 137.80743),(76 137.56525),(77 139.04642),(78 139.93292),(79 139.7873),
(1 61.981163),(2 80.860565),(3 92.97855),(4 97.20333),(5 101.17137),(6 104.32152),(7 106.93839),(8 109.9307),(9 111.25715),(10 113.93127),(11 114.73739),(12 116.0217),(13 116.57122),(14 118.0434),(15 119.57455),(16 119.667656),(17 120.46352),(18 121.28349),(19 121.69431),(20 121.69859),(21 121.81262),(22 122.848885),(23 122.61627),(24 121.480446),(25 120.98612),(26 121.05945),(27 120.59001),(28 119.98481),(29 120.50708),(30 120.56609),(31 121.77094),(32 122.569916),(33 123.597534),(34 123.56944),(35 125.47695),(36 126.8706),(37 128.82387),(38 130.10205),(39 131.14178),(40 131.77353),(41 133.42795),(42 135.23318),(43 135.49348),(44 135.84903),(45 136.74348),(46 138.71375),(47 139.14961),(48 140.09425),(49 139.37042),(50 140.27063),(51 140.82607),(52 141.03943),(53 140.43501),(54 139.5209),(55 139.92793),(56 139.10677),(57 138.27295),(58 137.94202),(59 138.94626),(60 138.33769),(61 137.75594),(62 137.76804),(63 137.04483),(64 138.93324),(65 139.02162),(66 138.84032),(67 138.34251),(68 138.4294),(69 137.72134),(70 137.22394),(71 138.48828),(72 139.56586),(73 139.43329),(74 140.32013),(75 139.8492),(76 140.14961),(77 140.30873),(78 140.71468),(79 141.33424),
(1 61.34831),(2 80.25561),(3 92.267624),(4 97.64676),(5 101.22775),(6 103.720764),(7 106.4494),(8 109.79836),(9 113.220566),(10 115.294975),(11 115.51667),(12 116.4462),(13 116.55473),(14 118.02748),(15 118.71227),(16 117.63679),(17 119.1712),(18 120.70338),(19 121.377266),(20 122.62167),(21 122.89708),(22 123.79168),(23 122.6515),(24 121.46033),(25 121.733345),(26 120.66608),(27 120.354866),(28 120.321846),(29 119.6653),(30 121.66813),(31 122.44504),(32 124.43893),(33 124.259026),(34 122.74566),(35 124.463936),(36 124.43355),(37 125.1675),(38 126.98058),(39 128.68843),(40 129.46269),(41 131.05673),(42 133.02788),(43 133.30966),(44 134.11644),(45 135.30342),(46 135.87128),(47 136.7246),(48 139.98094),(49 140.69989),(50 139.96155),(51 139.99419),(52 139.1846),(53 139.3745),(54 138.96935),(55 138.91162),(56 139.51027),(57 139.11296),(58 139.01024),(59 138.76964),(60 138.69873),(61 138.1553),(62 137.26431),(63 136.88087),(64 136.99922),(65 135.95436),(66 135.89265),(67 134.81422),(68 135.26338),(69 134.28273),(70 134.05078),(71 134.86403),(72 135.06203),(73 134.78328),(74 136.76976),(75 137.80243),(76 137.93556),(77 136.0507),(78 136.6832),(79 136.33475),
(1 60.60716),(2 77.92987),(3 90.412895),(4 94.73853),(5 98.46863),(6 101.6042),(7 104.24198),(8 106.9584),(9 109.24154),(10 111.51958),(11 112.89485),(12 112.905525),(13 113.71277),(14 115.21114),(15 115.48892),(16 114.96777),(17 117.02003),(18 118.16856),(19 117.88562),(20 119.10862),(21 118.32372),(22 120.63759),(23 120.011665),(24 118.92462),(25 117.805664),(26 117.976),(27 118.40812),(28 118.8916),(29 118.3059),(30 119.57484),(31 122.09267),(32 122.85397),(33 124.24062),(34 123.22046),(35 123.52644),(36 124.08079),(37 124.22569),(38 126.71788),(39 127.9089),(40 129.08437),(41 130.7281),(42 132.75664),(43 134.03726),(44 134.55312),(45 136.10985),(46 135.28218),(47 136.95854),(48 137.15564),(49 136.28061),(50 137.01175),(51 137.26028),(52 135.79059),(53 135.61818),(54 136.49353),(55 136.10995),(56 135.24405),(57 134.37279),(58 135.00383),(59 134.23563),(60 133.67615),(61 132.89052),(62 133.37645),(63 132.70178),(64 132.75525),(65 133.57503),(66 134.00089),(67 133.7148),(68 133.71051),(69 134.20767),(70 134.23845),(71 133.72006),(72 132.62808),(73 132.57687),(74 133.32224),(75 133.38472),(76 134.19202),(77 133.7209),(78 134.53258),(79 134.9165),
(1 59.43939),(2 77.39386),(3 88.131),(4 93.31246),(5 96.51666),(6 98.33245),(7 101.493515),(8 104.372246),(9 106.69538),(10 110.321396),(11 110.52011),(12 110.960205),(13 112.41129),(14 113.956474),(15 113.558395),(16 113.56876),(17 115.06869),(18 116.32309),(19 116.71273),(20 117.89417),(21 116.732506),(22 117.82861),(23 117.53982),(24 116.55442),(25 115.54811),(26 115.22698),(27 114.61678),(28 115.53818),(29 115.461075),(30 116.16071),(31 116.06676),(32 117.804375),(33 118.13128),(34 117.973076),(35 118.28234),(36 117.74608),(37 118.07728),(38 119.72166),(39 121.24834),(40 121.29684),(41 122.579895),(42 124.27772),(43 125.13676),(44 126.07347),(45 128.41814),(46 129.10393),(47 128.93272),(48 129.55911),(49 129.36462),(50 130.0848),(51 130.27318),(52 129.29915),(53 129.18239),(54 130.6615),(55 129.95885),(56 130.36932),(57 129.93918),(58 129.8991),(59 130.54314),(60 129.4168),(61 129.36415),(62 129.24535),(63 130.28043),(64 129.72673),(65 131.30789),(66 131.07141),(67 131.06595),(68 131.4083),(69 130.2873),(70 130.43503),(71 130.59392),(72 130.95062),(73 131.34392),(74 132.69485),(75 130.31516),(76 130.30556),(77 129.74107),(78 131.77654),(79 131.67987),
(1 58.237087),(2 76.302574),(3 86.25807),(4 90.39174),(5 93.939026),(6 97.658104),(7 99.97403),(8 103.07939),(9 105.34585),(10 107.86117),(11 108.766914),(12 109.11069),(13 109.64421),(14 111.01773),(15 110.95219),(16 110.89558),(17 112.97917),(18 113.309456),(19 113.225334),(20 113.81859),(21 114.14804),(22 115.99046),(23 116.13767),(24 114.73857),(25 113.718094),(26 114.26462),(27 113.66061),(28 112.66631),(29 114.383934),(30 115.58108),(31 116.42067),(32 117.0386),(33 118.78998),(34 118.438416),(35 120.86885),(36 120.97437),(37 121.06583),(38 121.39316),(39 123.54502),(40 124.576065),(41 126.36397),(42 127.52073),(43 129.18819),(44 130.817),(45 132.56384),(46 131.91595),(47 131.87546),(48 133.24103),(49 132.15692),(50 132.24257),(51 132.75719),(52 131.96384),(53 131.37886),(54 131.36317),(55 131.01637),(56 130.31651),(57 130.02528),(58 129.95903),(59 129.63705),(60 128.07986),(61 127.56703),(62 127.115105),(63 128.07585),(64 128.38495),(65 128.60252),(66 128.02829),(67 126.97751),(68 127.38382),(69 126.806595),(70 126.147995),(71 126.19505),(72 125.19104),(73 125.34812),(74 125.92511),(75 125.0764),(76 125.22708),(77 125.65701),(78 126.94916),(79 127.562675),
(1 58.473392),(2 76.28084),(3 85.46349),(4 90.040344),(5 94.62694),(6 97.233475),(7 98.75276),(8 100.537895),(9 103.046265),(10 105.31019),(11 106.31179),(12 105.71421),(13 106.43525),(14 107.83141),(15 109.042465),(16 108.98775),(17 109.481125),(18 111.54657),(19 111.83572),(20 111.72128),(21 112.03108),(22 112.73098),(23 111.860245),(24 111.86135),(25 111.47396),(26 111.45455),(27 111.95845),(28 112.2619),(29 113.07573),(30 113.433556),(31 114.31488),(32 114.40157),(33 115.34258),(34 115.24762),(35 116.29177),(36 116.68557),(37 116.88902),(38 117.85445),(39 118.87253),(40 119.7355),(41 121.49448),(42 123.15381),(43 124.73091),(44 126.601776),(45 128.73233),(46 129.11664),(47 128.62703),(48 129.90848),(49 129.98999),(50 129.92169),(51 130.13658),(52 131.60495),(53 130.16063),(54 130.02007),(55 130.37799),(56 130.72485),(57 130.471),(58 130.3129),(59 130.18762),(60 129.05289),(61 129.8774),(62 130.82507),(63 131.29778),(64 130.70827),(65 130.10214),(66 129.46515),(67 128.99327),(68 127.91775),(69 128.15323),(70 127.50245),(71 127.47098),(72 127.84303),(73 127.61041),(74 128.5155),(75 128.16908),(76 127.8018),(77 128.45317),(78 130.38602),(79 129.7593),
(1 57.312817),(2 75.23915),(3 85.76486),(4 89.16061),(5 93.14203),(6 95.3114),(7 98.15958),(8 100.12069),(9 102.201126),(10 104.488754),(11 104.468285),(12 104.7838),(13 106.28878),(14 106.73787),(15 107.19403),(16 108.65753),(17 109.609),(18 110.974625),(19 110.881516),(20 111.53699),(21 111.889565),(22 112.01336),(23 111.45784),(24 111.18526),(25 110.676186),(26 112.99899),(27 112.96703),(28 114.54362),(29 115.5796),(30 115.48981),(31 116.414276),(32 115.47237),(33 116.281296),(34 115.3193),(35 116.41662),(36 116.63822),(37 116.07903),(38 115.36431),(39 116.525215),(40 117.91695),(41 119.14066),(42 121.71607),(43 122.05928),(44 124.072495),(45 124.81911),(46 124.26344),(47 124.810425),(48 125.27982),(49 125.75808),(50 125.42995),(51 125.88132),(52 125.54309),(53 124.7422),(54 125.06697),(55 124.82107),(56 124.583145),(57 125.20949),(58 124.6917),(59 124.30099),(60 124.356674),(61 124.96499),(62 124.710526),(63 124.97945),(64 124.35247),(65 124.05687),(66 124.49903),(67 124.111336),(68 124.634155),(69 125.03041),(70 124.70805),(71 124.62618),(72 124.8471),(73 124.64542),(74 126.011086),(75 126.048195),(76 126.72533),(77 127.31715),(78 128.60219),(79 129.24373),
(1 56.677494),(2 74.74564),(3 84.23596),(4 88.43502),(5 91.565544),(6 94.0338),(7 97.43142),(8 99.40827),(9 101.66616),(10 105.05167),(11 105.20396),(12 104.91454),(13 105.91634),(14 107.738434),(15 108.80584),(16 107.589676),(17 107.632484),(18 109.54288),(19 109.57923),(20 110.10933),(21 111.01833),(22 111.8681),(23 110.63544),(24 109.18042),(25 108.433525),(26 109.576584),(27 109.071465),(28 110.2138),(29 111.59217),(30 112.047966),(31 111.59898),(32 112.37853),(33 112.12235),(34 112.1026),(35 113.017624),(36 114.53431),(37 113.50011),(38 114.656906),(39 115.81751),(40 117.57361),(41 118.82342),(42 120.645935),(43 121.014046),(44 123.10516),(45 124.02502),(46 124.63418),(47 124.26812),(48 124.886345),(49 126.01433),(50 126.30264),(51 126.661),(52 126.16367),(53 125.54846),(54 124.51734),(55 123.965),(56 123.77784),(57 124.91271),(58 124.60797),(59 124.795944),(60 124.30054),(61 123.821724),(62 124.527405),(63 123.963005),(64 123.68029),(65 122.798355),(66 124.1689),(67 124.232925),(68 124.52563),(69 123.15421),(70 122.6066),(71 121.61936),(72 122.59335),(73 123.412766),(74 124.151886),(75 124.138275),(76 123.19985),(77 123.53285),(78 123.45451),(79 123.82074),
(1 56.015305),(2 72.74444),(3 81.34423),(4 85.843956),(5 89.240166),(6 91.832085),(7 93.97192),(8 97.73887),(9 98.53505),(10 100.161194),(11 100.72596),(12 100.98916),(13 101.95741),(14 103.36153),(15 103.14945),(16 104.66494),(17 105.25745),(18 106.43989),(19 105.44338),(20 106.91972),(21 108.1614),(22 108.50618),(23 109.34568),(24 108.19386),(25 108.46225),(26 108.403984),(27 109.4298),(28 110.186516),(29 111.06527),(30 111.45262),(31 111.0428),(32 110.53626),(33 110.1541),(34 111.09237),(35 112.97573),(36 113.632904),(37 115.23537),(38 115.01592),(39 116.203674),(40 117.27873),(41 119.10372),(42 120.82441),(43 121.72881),(44 122.706924),(45 122.938095),(46 122.25454),(47 123.011566),(48 123.19926),(49 123.17653),(50 123.82863),(51 124.68166),(52 124.936676),(53 125.521324),(54 125.804474),(55 126.46534),(56 125.959724),(57 125.22278),(58 125.04479),(59 125.12945),(60 124.69039),(61 124.008804),(62 125.46374),(63 125.6256),(64 124.782814),(65 124.66821),(66 125.45143),(67 125.446434),(68 125.77185),(69 124.939766),(70 124.78769),(71 123.76265),(72 123.21126),(73 122.66784),(74 123.65149),(75 124.213524),(76 124.477806),(77 125.40098),(78 124.755745),(79 123.852234),
(1 56.098972),(2 72.818504),(3 81.86014),(4 87.180984),(5 90.65336),(6 92.81435),(7 94.95603),(8 97.8107),(9 100.30043),(10 101.47628),(11 102.72849),(12 102.51253),(13 103.7728),(14 104.99305),(15 105.89152),(16 105.41114),(17 105.945045),(18 107.06953),(19 108.29266),(20 109.02807),(21 109.05055),(22 109.53407),(23 109.27697),(24 108.43714),(25 108.06127),(26 107.95765),(27 107.52958),(28 108.02297),(29 108.49346),(30 108.3581),(31 107.41871),(32 107.10666),(33 107.14666),(34 108.45402),(35 108.76964),(36 108.733215),(37 109.749214),(38 109.80095),(39 110.80921),(40 112.19177),(41 113.35098),(42 114.75009),(43 116.54211),(44 117.901245),(45 117.45914),(46 118.42851),(47 119.37093),(48 119.76454),(49 119.22755),(50 119.79216),(51 119.55832),(52 120.3511),(53 118.98237),(54 118.79696),(55 118.7222),(56 118.27483),(57 118.364365),(58 118.774864),(59 120.36785),(60 119.938385),(61 120.47164),(62 121.57774),(63 120.44918),(64 121.0192),(65 120.6408),(66 121.49348),(67 121.79062),(68 121.42263),(69 121.449005),(70 121.08262),(71 120.38966),(72 120.813385),(73 120.89772),(74 121.39721),(75 121.12589),(76 121.98839),(77 121.882454),(78 122.361786),(79 121.46532),
(1 55.209892),(2 71.0265),(3 80.883736),(4 85.06706),(5 88.32233),(6 89.914986),(7 92.69521),(8 94.30545),(9 96.40686),(10 97.587906),(11 97.94147),(12 97.898094),(13 100.36043),(14 102.32334),(15 103.43826),(16 105.259315),(17 106.41303),(18 106.73639),(19 107.109505),(20 106.80851),(21 107.37758),(22 107.423035),(23 108.36681),(24 107.8934),(25 107.18165),(26 106.920166),(27 107.27837),(28 107.95106),(29 108.358505),(30 109.566605),(31 110.01229),(32 109.479546),(33 108.88931),(34 110.12101),(35 110.409676),(36 111.047485),(37 111.59584),(38 112.58685),(39 113.89141),(40 116.45586),(41 116.92429),(42 118.593796),(43 121.15951),(44 121.94725),(45 123.98333),(46 123.03897),(47 124.0069),(48 123.62962),(49 121.26229),(50 122.59886),(51 123.71624),(52 123.75465),(53 123.972305),(54 123.37068),(55 122.99938),(56 123.55303),(57 123.26785),(58 123.92645),(59 124.5987),(60 123.10128),(61 122.660576),(62 122.16923),(63 120.944176),(64 121.525505),(65 121.835724),(66 121.621445),(67 121.15131),(68 121.28743),(69 121.04032),(70 120.943306),(71 121.35706),(72 121.1319),(73 119.76781),(74 119.43848),(75 120.2818),(76 121.1101),(77 121.37893),(78 120.5163),(79 120.05818),
(1 54.129078),(2 69.794685),(3 78.74402),(4 83.43148),(5 86.22837),(6 89.26114),(7 90.93489),(8 92.97674),(9 94.622154),(10 96.27488),(11 97.044365),(12 97.600746),(13 99.23762),(14 100.47831),(15 101.67738),(16 102.49559),(17 103.74833),(18 104.85355),(19 104.753006),(20 104.35595),(21 103.84422),(22 103.833374),(23 103.80507),(24 104.445694),(25 103.82595),(26 103.16282),(27 103.91313),(28 104.67367),(29 105.43315),(30 105.48535),(31 106.55541),(32 107.013),(33 106.437256),(34 106.75664),(35 106.36873),(36 105.7092),(37 105.60523),(38 106.33157),(39 108.04631),(40 108.5359),(41 109.38675),(42 110.66975),(43 112.20477),(44 114.7303),(45 115.06755),(46 115.28286),(47 115.76519),(48 116.38778),(49 116.31279),(50 116.81569),(51 117.41478),(52 118.65374),(53 118.41228),(54 118.3106),(55 117.71859),(56 117.15326),(57 116.04697),(58 116.99199),(59 116.95552),(60 117.218735),(61 116.927315),(62 116.30578),(63 115.860466),(64 116.85915),(65 115.65902),(66 116.07385),(67 116.373985),(68 115.71631),(69 115.66717),(70 115.6007),(71 114.84252),(72 116.30215),(73 116.3307),(74 118.12448),(75 118.22464),(76 118.53598),(77 118.42399),(78 119.21284),(79 118.436554),
(1 54.07703),(2 70.89285),(3 79.4533),(4 82.829216),(5 85.28956),(6 87.31062),(7 91.138084),(8 92.53256),(9 95.16432),(10 96.00747),(11 96.57794),(12 96.60624),(13 98.058464),(14 99.289444),(15 101.05756),(16 103.01939),(17 103.89461),(18 105.047325),(19 104.99462),(20 104.51791),(21 103.598564),(22 104.80275),(23 105.0373),(24 105.48086),(25 106.288925),(26 106.36919),(27 106.568214),(28 107.11341),(29 108.29426),(30 108.40595),(31 108.911),(32 108.945206),(33 108.83148),(34 110.061714),(35 109.914764),(36 109.86871),(37 109.704384),(38 110.884636),(39 112.84177),(40 113.48181),(41 114.89149),(42 115.89353),(43 117.76311),(44 117.84382),(45 118.79684),(46 119.03275),(47 117.947),(48 118.38527),(49 119.00875),(50 119.61282),(51 120.311264),(52 119.364685),(53 119.12424),(54 119.3127),(55 119.824615),(56 119.72588),(57 119.96409),(58 120.0134),(59 120.18516),(60 119.63464),(61 118.87928),(62 117.797455),(63 117.70823),(64 118.175186),(65 118.16577),(66 117.41746),(67 116.831436),(68 116.72738),(69 117.11903),(70 116.232346),(71 116.852974),(72 115.68322),(73 116.49813),(74 117.58402),(75 117.73053),(76 117.604065),(77 116.51633),(78 117.324814),(79 116.593704),
