1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 423939.25),(2 1022086.8),(3 1388634.4),(4 1540388.4),(5 1862890.3),(6 2252112.3),(7 2508404.5),(8 2634387),(9 2851742),(10 2992992),(11 3074774.5),(12 3086191),(13 3082831.8),(14 3050900.5),(15 3023346),(16 3004712.3),(17 2929904.3),(18 2878936.3),(19 2803877.5),(20 2779490.8),(21 2739625.8),(22 2686638.5),(23 2654934.5),(24 2657502.5),(25 2616566),(26 2589721.8),(27 2548605),(28 2584632.3),(29 2599138),(30 2575774.5),(31 2557184),(32 2602809),(33 2634057.8),(34 2578846.5),(35 2545291.3),(36 2562221),(37 2608896.3),(38 2532366.5),(39 2526085.8),(40 2631496.3),(41 2803313.5),(42 2789571.3),(43 2783953.5),(44 2860669.3),(45 3000229.5),(46 2954569.8),(47 2899075),(48 2947662.5),(49 3142110),(50 3192119),(51 3139791),(52 3127148.5),(53 3196171.3),(54 3172142.5),(55 3109344.8),(56 3099313.5),(57 3072271),(58 3043543),(59 2954162),(60 2901008.8),(61 2800281),(62 2770212.3),(63 2731081.8),(64 2693944),(65 2641751),(66 2765139.3),(67 2866507.8),(68 2959387.3),(69 2974212.3),(70 3141089.8),(71 3202453.5),(72 3263506),(73 3276692.5),(74 3265220.8),(75 3249784),(76 3261085.3),(77 3311441.5),(78 3242795.8),(79 3230368.3),
(1 428854.34),(2 990309.94),(3 1338345),(4 1465217.1),(5 1856305.1),(6 2291623.3),(7 2579840.3),(8 2698400.3),(9 3003681.3),(10 3100245.3),(11 3138524.8),(12 3120061),(13 3211076),(14 3117488.8),(15 3012458.8),(16 2947039),(17 2821147.3),(18 2757817.3),(19 2658998.8),(20 2617981.8),(21 2542723.8),(22 2576916.8),(23 2613067.3),(24 2641672.5),(25 2622420.5),(26 2646208),(27 2714837.5),(28 2786162.8),(29 2771292.8),(30 2681427),(31 2662268.8),(32 2715585.3),(33 2734432.5),(34 2644693),(35 2581307.8),(36 2565049),(37 2566381.3),(38 2517429.8),(39 2471408.8),(40 2485197.3),(41 2586586),(42 2524605.8),(43 2476804.3),(44 2487248.8),(45 2557435.3),(46 2479341.3),(47 2395579.8),(48 2410395.8),(49 2580580.5),(50 2518432.3),(51 2471861),(52 2528361),(53 2721644.3),(54 2666606.8),(55 2633168.3),(56 2711986),(57 2772211.8),(58 2736149.3),(59 2701370.8),(60 2752627.8),(61 2704969),(62 2683084.8),(63 2596173.8),(64 2564452),(65 2492755.3),(66 2544030.8),(67 2566000),(68 2571695.8),(69 2535417.5),(70 2633455.3),(71 2670480.8),(72 2676109.5),(73 2633687.8),(74 2690723),(75 2736996.3),(76 2747718.3),(77 2799639),(78 2763599),(79 2814496.8),
(1 388700.25),(2 881630),(3 1225166.4),(4 1416778.9),(5 1733793.6),(6 2057618.9),(7 2310055.8),(8 2508078.8),(9 2767051),(10 2850217.5),(11 2894914),(12 2966390.8),(13 3049066.5),(14 2970796.3),(15 2854291.3),(16 2824948.8),(17 2658241),(18 2614198),(19 2535903.8),(20 2504229.5),(21 2438568.8),(22 2473135),(23 2493501.3),(24 2529829),(25 2582534.5),(26 2676594.3),(27 2737476.5),(28 2755582.8),(29 2764241.3),(30 2779711.8),(31 2769262),(32 2760346.3),(33 2722914.5),(34 2708237.5),(35 2661566.3),(36 2595495),(37 2501280),(38 2529077.8),(39 2503436.3),(40 2432095),(41 2364216.8),(42 2335125.8),(43 2275869),(44 2215586.3),(45 2227265),(46 2248704.8),(47 2238023),(48 2248571.3),(49 2351236.3),(50 2423196.8),(51 2499036.8),(52 2616295),(53 2695615),(54 2716970),(55 2787922.5),(56 2925567.3),(57 2945775.3),(58 2955819),(59 2975327.3),(60 3097606),(61 3014238.8),(62 2979196.8),(63 2935323),(64 2973831),(65 2910773.8),(66 2850853),(67 2794059.8),(68 2792255.8),(69 2807939.3),(70 2810729),(71 2801253.8),(72 2801729),(73 2850441),(74 2912237),(75 2904972.3),(76 2927363.8),(77 3052965),(78 3066324.3),(79 3067166),
(1 349533.8),(2 729988.2),(3 971854.56),(4 1152756.5),(5 1505103.3),(6 1783437.5),(7 1912978.8),(8 1998027.4),(9 2115613.3),(10 2110781.5),(11 2089298.5),(12 2094114.8),(13 2154164),(14 2127259.5),(15 2116516.5),(16 2150064.3),(17 2093996.1),(18 2006612.5),(19 1967134.1),(20 1965538.9),(21 1914482.3),(22 1885646.4),(23 1879987.9),(24 1939364.4),(25 2021807.5),(26 2097707.3),(27 2120803.5),(28 2168075.3),(29 2248390.5),(30 2278923.3),(31 2272020),(32 2281412.8),(33 2320653.8),(34 2259096.3),(35 2194014.3),(36 2131216.8),(37 2065949),(38 2045421.1),(39 2018272.4),(40 2004355.9),(41 2006786.1),(42 2041194.3),(43 2069151.5),(44 2094846.4),(45 2130125.3),(46 2210392.8),(47 2253622.8),(48 2303796.8),(49 2346312.3),(50 2476038.5),(51 2522849),(52 2584079.8),(53 2605500),(54 2673259),(55 2693860.8),(56 2755103.3),(57 2753826.3),(58 2754129.5),(59 2725129.3),(60 2726076.5),(61 2619678.3),(62 2615976.3),(63 2595205.5),(64 2614455.3),(65 2503891.5),(66 2557678),(67 2597974),(68 2627266),(69 2597487.3),(70 2655128),(71 2704540.5),(72 2762233.3),(73 2815273),(74 2773747),(75 2734047.8),(76 2769967.3),(77 2807497.3),(78 2777052.8),(79 2730718.8),
(1 375393.2),(2 724756.1),(3 909495.7),(4 1046173.7),(5 1430064.6),(6 1590761.8),(7 1696946.3),(8 1832436),(9 1904187.8),(10 1942713.5),(11 1951548.6),(12 2012528.9),(13 2085534.3),(14 2077153.4),(15 2068187.9),(16 2114059),(17 2051944.6),(18 2092806.6),(19 2052650.6),(20 2048292.5),(21 2018506.3),(22 2025181.1),(23 2017017.1),(24 2059560.9),(25 2112150.8),(26 2189451.8),(27 2177856.3),(28 2192069),(29 2151201.3),(30 2166019.8),(31 2145376),(32 2110967),(33 2016979.9),(34 1976192.1),(35 1957426.5),(36 1944759),(37 1870880.9),(38 1848719.5),(39 1846674.1),(40 1891551.4),(41 1871480.6),(42 1861739.8),(43 1886035),(44 1970249.1),(45 1971087.4),(46 2043636.9),(47 2053677.5),(48 2069597),(49 2084873.8),(50 2143611.8),(51 2177975.5),(52 2214614.3),(53 2256312.5),(54 2303325.5),(55 2350331.5),(56 2439370.8),(57 2423620.3),(58 2415779.3),(59 2393621),(60 2385400),(61 2388217.3),(62 2356987.5),(63 2346876.3),(64 2387836.5),(65 2346085.3),(66 2405564.8),(67 2384331),(68 2353516.3),(69 2426852.3),(70 2478265),(71 2468107.3),(72 2444974.8),(73 2562874.3),(74 2567537.3),(75 2542780.5),(76 2542286.5),(77 2514932.3),(78 2524140.3),(79 2539855),
(1 361282.94),(2 647760.6),(3 831313.75),(4 1027053.1),(5 1335434.3),(6 1515999.9),(7 1612662),(8 1748794.6),(9 1764311.1),(10 1828173.5),(11 1813939.4),(12 1784696.4),(13 1787080.8),(14 1717544.9),(15 1651784),(16 1618986),(17 1562147.6),(18 1587063.3),(19 1600262.9),(20 1654974.4),(21 1715172.4),(22 1808358.4),(23 1873132.5),(24 1940663.3),(25 2018130),(26 2119310.8),(27 2142632.8),(28 2158574),(29 2148705),(30 2182496.8),(31 2182277.5),(32 2136226.3),(33 2058583.1),(34 2004897.8),(35 1957197.4),(36 1929317.8),(37 1874183.1),(38 1827296.4),(39 1781212.9),(40 1775589.1),(41 1770829.5),(42 1712021.3),(43 1701774.5),(44 1741110.3),(45 1722326.4),(46 1753809.9),(47 1765966.4),(48 1777058.8),(49 1749471.8),(50 1799799.8),(51 1855617.3),(52 1893740.8),(53 1912820.5),(54 1943958.8),(55 1971614.6),(56 2007979.3),(57 2004753.4),(58 2013456.8),(59 1978451.3),(60 1987598.1),(61 2010244.5),(62 1983054.1),(63 1977829.9),(64 2059992.3),(65 2032217.3),(66 2060368.9),(67 2076673.9),(68 2121877),(69 2187636.3),(70 2205607.8),(71 2230780.5),(72 2301969.5),(73 2348618.8),(74 2345718.5),(75 2329309.5),(76 2349368),(77 2377053),(78 2343304.8),(79 2357807.5),
(1 315056.22),(2 565294.7),(3 751602.1),(4 944285.94),(5 1194915.9),(6 1311051.4),(7 1393727.8),(8 1526968),(9 1530756.9),(10 1598082.6),(11 1622306.1),(12 1651809.3),(13 1697165.9),(14 1659899.4),(15 1649301.4),(16 1687631.3),(17 1705935.9),(18 1796163.6),(19 1836923.6),(20 1894265.1),(21 1925937.3),(22 2000196.3),(23 2014208.5),(24 2015181.6),(25 2082595),(26 2125122),(27 2141465.8),(28 2173633.5),(29 2201570),(30 2172726.3),(31 2157427),(32 2182466.5),(33 2174312.3),(34 2120548.8),(35 2087027.1),(36 2097234.5),(37 2085291.5),(38 2057315),(39 1991339.5),(40 1986325.6),(41 2001423),(42 2010651),(43 2015441.3),(44 2038767.4),(45 2056724.6),(46 2118504.5),(47 2152472.8),(48 2173773),(49 2140266.3),(50 2169653.3),(51 2172238.5),(52 2159775),(53 2144025),(54 2128719.8),(55 2115889.5),(56 2096616.6),(57 2096893.6),(58 2086789.1),(59 2089602.3),(60 2133892.5),(61 2139379.3),(62 2171402),(63 2201445.3),(64 2256670.8),(65 2251920.5),(66 2299396.3),(67 2316879.5),(68 2308051.5),(69 2366042.8),(70 2354418.3),(71 2348470.8),(72 2377024),(73 2368661.5),(74 2334431.5),(75 2347462.3),(76 2386298.8),(77 2381431.5),(78 2345999),(79 2367834.3),
(1 239182.7),(2 487125.72),(3 696930),(4 896009.56),(5 1070843.6),(6 1218081.5),(7 1283936.9),(8 1353354.8),(9 1357640.5),(10 1411574.8),(11 1417877.4),(12 1417861.6),(13 1429617.6),(14 1391107.1),(15 1373569.3),(16 1394628.8),(17 1382637.1),(18 1433280.3),(19 1439789.1),(20 1471034.9),(21 1549044.6),(22 1569190.5),(23 1609558.5),(24 1680307.9),(25 1695014.9),(26 1717158),(27 1744425.9),(28 1787588.4),(29 1786612.4),(30 1828148.1),(31 1829593.8),(32 1829166),(33 1827708.6),(34 1821137.5),(35 1806758.8),(36 1805802.5),(37 1810236.6),(38 1843618.8),(39 1820278.3),(40 1819852.1),(41 1841177.5),(42 1864754.6),(43 1886922.1),(44 1918229.6),(45 1939589.4),(46 1982939.3),(47 2000264.3),(48 2030084.9),(49 2025114.1),(50 2061491.9),(51 2052341.4),(52 2057293.1),(53 2062131.9),(54 2060069.9),(55 2068242.4),(56 2095476.1),(57 2054806.3),(58 2061155.1),(59 2047555.4),(60 2061106),(61 2045324.1),(62 2091792.5),(63 2095061.1),(64 2099368.3),(65 2104769.8),(66 2099729),(67 2084336),(68 2072798.5),(69 2093639.3),(70 2062471.8),(71 2018877.9),(72 2020214.4),(73 1976318),(74 1969906.5),(75 1948515.9),(76 1933734.8),(77 1984379.3),(78 1948240.3),(79 1939810),
(1 206911.55),(2 439212.84),(3 636734.4),(4 809134.56),(5 931225.06),(6 1006805.1),(7 1074770.4),(8 1146662),(9 1201980.8),(10 1249279.8),(11 1272449.5),(12 1292019.1),(13 1281794.8),(14 1256074.8),(15 1248573.9),(16 1270400),(17 1277041),(18 1305443.8),(19 1318576),(20 1370938.1),(21 1415506.5),(22 1462351.4),(23 1494859.9),(24 1545382.4),(25 1552399.8),(26 1559992.5),(27 1550609.8),(28 1529517.3),(29 1522482.8),(30 1546074),(31 1550449.8),(32 1556017.1),(33 1576903),(34 1608336.1),(35 1623578.8),(36 1657465.1),(37 1682679.5),(38 1708756.8),(39 1722715.3),(40 1756305.9),(41 1777510.1),(42 1818416.3),(43 1833244.4),(44 1846586.9),(45 1863007.3),(46 1841273),(47 1819382),(48 1818313.8),(49 1789398.6),(50 1777000.3),(51 1739832.3),(52 1718726.3),(53 1691282.1),(54 1685332.1),(55 1663150.4),(56 1690381.4),(57 1710319.3),(58 1726978.3),(59 1746299.8),(60 1809448.5),(61 1818043.8),(62 1828025.5),(63 1835776.5),(64 1870559.6),(65 1906695.6),(66 1917370.3),(67 1922845.5),(68 1953383.1),(69 1968133.3),(70 1973119),(71 1952737.1),(72 1984591.1),(73 2020010),(74 2013916.1),(75 2006855.9),(76 2005921.8),(77 2002515.4),(78 1991895),(79 1981013.1),
(1 251832.4),(2 485162.16),(3 680086.8),(4 882567.1),(5 1062002.8),(6 1151307),(7 1240698.8),(8 1324352),(9 1358311.8),(10 1363644.4),(11 1371113.1),(12 1384158.3),(13 1386659.9),(14 1379420.4),(15 1383084.6),(16 1405753),(17 1410072.1),(18 1422215.6),(19 1393181.5),(20 1423874.4),(21 1410141.4),(22 1441500.3),(23 1476051.9),(24 1515234.1),(25 1533352),(26 1533446),(27 1524349.6),(28 1523099.5),(29 1508054.6),(30 1473631.9),(31 1458401),(32 1469797.4),(33 1491800),(34 1497370.9),(35 1493855),(36 1515184),(37 1529185.1),(38 1563373.9),(39 1579802.8),(40 1619032.1),(41 1660396.6),(42 1686792),(43 1705623.3),(44 1731954.6),(45 1750289),(46 1691469.8),(47 1666690),(48 1656663.1),(49 1596948.4),(50 1527370.4),(51 1478776.6),(52 1464747.1),(53 1453783.8),(54 1453776),(55 1459125.6),(56 1504136.9),(57 1593690.9),(58 1599212.4),(59 1615633.8),(60 1654235.5),(61 1623626),(62 1606271.3),(63 1593466.4),(64 1590850.1),(65 1558833.5),(66 1553158.3),(67 1552328.5),(68 1557603.9),(69 1593155.3),(70 1625848.5),(71 1639926.6),(72 1673852.8),(73 1715000),(74 1763281.3),(75 1757860.5),(76 1799488.6),(77 1802870.4),(78 1805586.1),(79 1779740.1),
(1 241191.08),(2 460893.1),(3 625272.4),(4 806613.8),(5 938028.25),(6 991066.3),(7 1050343.5),(8 1105257.5),(9 1137566.6),(10 1136708.6),(11 1134070.4),(12 1135176.9),(13 1134658.1),(14 1135322),(15 1159316.4),(16 1184200.6),(17 1175129.4),(18 1148900.1),(19 1095237.8),(20 1068407.5),(21 1031501.94),(22 1032137.7),(23 1043728.94),(24 1091507.9),(25 1115678),(26 1149595.6),(27 1155533.8),(28 1155879.8),(29 1171855.4),(30 1161243.9),(31 1153958.4),(32 1161530),(33 1149878),(34 1142691),(35 1134389.9),(36 1131199.6),(37 1156404.6),(38 1155815.4),(39 1156042.5),(40 1193708.6),(41 1226103.6),(42 1251463.1),(43 1261958.6),(44 1297907),(45 1334371.1),(46 1341336.5),(47 1323510.8),(48 1320434),(49 1304947.4),(50 1251388.4),(51 1215798.6),(52 1193312.9),(53 1188140.6),(54 1194868.6),(55 1211366.4),(56 1237738.1),(57 1303755.6),(58 1326968.9),(59 1327162.8),(60 1339364.4),(61 1329393.3),(62 1310479.5),(63 1285726.9),(64 1278922.3),(65 1254262.6),(66 1247629.5),(67 1220449.1),(68 1183268.6),(69 1180017.1),(70 1185825.9),(71 1179074),(72 1175129.3),(73 1168318.6),(74 1176987),(75 1179526.8),(76 1196777.4),(77 1185046.4),(78 1196856.3),(79 1210706),
(1 263430.63),(2 481658.16),(3 628914.56),(4 777257.75),(5 862964.9),(6 934862),(7 980149.44),(8 1024831.7),(9 1047603.1),(10 1063834.9),(11 1079673.3),(12 1099458.1),(13 1059841.4),(14 1082708.6),(15 1072005.5),(16 1080800.4),(17 1083428.6),(18 1052868.5),(19 1024858.9),(20 1019803.3),(21 1009050.75),(22 980896.3),(23 972049.3),(24 997234.75),(25 1007551),(26 1044397.9),(27 1049784),(28 1051175.3),(29 1047835.44),(30 1045765.75),(31 1040728.75),(32 1038974.1),(33 1018046.44),(34 1009746.25),(35 983517.56),(36 967763.9),(37 966083),(38 961605.1),(39 957000),(40 965017.44),(41 983743),(42 976746.75),(43 974853.3),(44 1024028.7),(45 1027573.44),(46 999204.75),(47 983120.44),(48 997363.9),(49 945287.75),(50 905257.8),(51 870662.3),(52 862709.9),(53 886070.75),(54 934180.44),(55 947385.9),(56 977129.1),(57 1059783.6),(58 1098206.5),(59 1136610.6),(60 1158629.6),(61 1156650.9),(62 1161220.3),(63 1153287.1),(64 1145792.5),(65 1112432.3),(66 1090396.9),(67 1062589.3),(68 1040055.75),(69 1051237.3),(70 1079140.9),(71 1077746.5),(72 1102864.3),(73 1146897.3),(74 1189894.6),(75 1206620.5),(76 1217356.8),(77 1234760.9),(78 1204068.4),(79 1188301),
(1 228112.14),(2 439268.78),(3 580517.2),(4 731605.94),(5 864537.1),(6 941193.56),(7 990842.9),(8 1033565.2),(9 1031160.56),(10 1029988.44),(11 1033859.44),(12 1048234.44),(13 1068143.9),(14 1077804.3),(15 1076936.9),(16 1085662.5),(17 1081502.5),(18 1078138.1),(19 1053794.1),(20 1058930.4),(21 1065690.9),(22 1048824.6),(23 1035963.4),(24 1043914.25),(25 1040970.9),(26 1038854.8),(27 1025577.3),(28 1019092.4),(29 999864.56),(30 983009.1),(31 969464.75),(32 966356),(33 982189),(34 976474.06),(35 975916.06),(36 995825.7),(37 989794.44),(38 977244.25),(39 970437.94),(40 970265.3),(41 976333.1),(42 956819.4),(43 944456.25),(44 949576.94),(45 952663.44),(46 933941.7),(47 924758.3),(48 945649.4),(49 935059.8),(50 932800.75),(51 935154.25),(52 955295.25),(53 966631.8),(54 989952.94),(55 983619.56),(56 987503.06),(57 981963.56),(58 1011405.4),(59 1015598.1),(60 1011559.56),(61 1020040.2),(62 1023230.25),(63 1031506.9),(64 1043345.56),(65 1009079.94),(66 1010375.56),(67 1014897.3),(68 1028294.5),(69 1027846.1),(70 1061138.1),(71 1068198),(72 1098659.5),(73 1138202.4),(74 1182209.3),(75 1201078.5),(76 1226819.8),(77 1240080.9),(78 1213314.4),(79 1186137.9),
(1 209771.1),(2 417427.34),(3 565791.2),(4 702697.7),(5 814839.44),(6 880631.8),(7 920958.25),(8 962459.6),(9 972427.56),(10 976533.1),(11 970452.4),(12 975236),(13 995431.44),(14 1010262.1),(15 1017185.06),(16 1025114.9),(17 1014456.56),(18 1000626.1),(19 965768.7),(20 951189.75),(21 949995.2),(22 956058.3),(23 932218.75),(24 922908),(25 910431.94),(26 904891.3),(27 889235.2),(28 884584.44),(29 875212.2),(30 865510.1),(31 856867.56),(32 863938.94),(33 871626.25),(34 907212.4),(35 920147.2),(36 919832.6),(37 922884.8),(38 911683.94),(39 901933.06),(40 903482.3),(41 886370.7),(42 866014.9),(43 850470.75),(44 852662.75),(45 855235.75),(46 884336.6),(47 893201.06),(48 912292),(49 936432.7),(50 941962.06),(51 945117.3),(52 958378.1),(53 970989.94),(54 983915.1),(55 979604.2),(56 982263.3),(57 963415.75),(58 956042.3),(59 952748.25),(60 969945.9),(61 967316.6),(62 984539.1),(63 997923.1),(64 1005697),(65 1011069.7),(66 1018242.06),(67 1034655.8),(68 1055722.4),(69 1052437.8),(70 1068898.6),(71 1071852.4),(72 1088307.8),(73 1116629.6),(74 1136225.4),(75 1144665.4),(76 1156236.8),(77 1148214),(78 1148906.4),(79 1130067.9),
(1 181748.28),(2 387727.34),(3 537233.44),(4 660668.44),(5 739271.44),(6 770928.7),(7 772216.2),(8 770989.75),(9 786581.1),(10 804757.94),(11 811996.06),(12 839156.44),(13 859113.75),(14 860191.75),(15 866389.3),(16 875977.44),(17 873685),(18 858894.75),(19 834285.75),(20 826926.94),(21 833685.3),(22 838042.9),(23 846960.9),(24 871444.44),(25 887844.4),(26 885811.56),(27 886199.3),(28 881873.3),(29 880151.56),(30 849671.56),(31 809438.4),(32 788319.44),(33 770497),(34 768005.25),(35 762586.7),(36 774481.5),(37 795729.06),(38 801055.4),(39 808040.9),(40 817243.4),(41 809416.25),(42 791569.1),(43 768414.94),(44 759601.9),(45 752166.4),(46 762318.4),(47 766983.3),(48 783272.44),(49 806283.6),(50 823710.9),(51 829426.06),(52 854009.6),(53 894283.4),(54 921091.75),(55 926161.94),(56 939891.75),(57 918786.7),(58 903456.44),(59 886386.5),(60 890553.06),(61 889509.94),(62 899046.75),(63 889563.2),(64 885665.7),(65 870953.94),(66 867540.9),(67 865014.9),(68 879935.75),(69 896176.7),(70 908954.9),(71 908669.7),(72 928982.94),(73 930628.56),(74 948797.75),(75 961148.06),(76 973155.3),(77 969651.56),(78 979639.8),(79 992624.25),
(1 164369.42),(2 356210.44),(3 493464.38),(4 608656.44),(5 695396.8),(6 742244.75),(7 767549.1),(8 785706.7),(9 798911.5),(10 796039.3),(11 785977.9),(12 793619.06),(13 806343.25),(14 821156),(15 813962.3),(16 813670.5),(17 792554.2),(18 768646.6),(19 740170.7),(20 735432.3),(21 746914),(22 779780.9),(23 812888.94),(24 847951.25),(25 859017.1),(26 872949.44),(27 876913.06),(28 877180.75),(29 859432),(30 834298.1),(31 805959.06),(32 783472.5),(33 766221.06),(34 758025.9),(35 750408.7),(36 752485.7),(37 770246.9),(38 783989.9),(39 795137.1),(40 827308.94),(41 829457.6),(42 842832),(43 823405.5),(44 809581.9),(45 794903.75),(46 780771.3),(47 768352.1),(48 770735),(49 783266.6),(50 792733.5),(51 801343.3),(52 822877.44),(53 857087.25),(54 874385.1),(55 877972.7),(56 887618.2),(57 877728.4),(58 866815.7),(59 853406.1),(60 847297.7),(61 833447.9),(62 841815.6),(63 829131.6),(64 831392.94),(65 809886.3),(66 818321.1),(67 813277.9),(68 822554),(69 840869.5),(70 856132.5),(71 863561.5),(72 877022.5),(73 895991.6),(74 902314.9),(75 915691.3),(76 944009.7),(77 968089.7),(78 978666.1),(79 995953.06),
(1 149033.3),(2 326360.66),(3 455410.84),(4 551741.44),(5 634751.94),(6 677080.7),(7 686847.6),(8 690217.5),(9 710865.94),(10 717369.75),(11 734731.94),(12 756701.94),(13 769156.06),(14 767448.4),(15 761708.44),(16 752030.06),(17 749057),(18 729692.25),(19 723042.75),(20 727451.06),(21 742654.25),(22 767158.1),(23 771434.06),(24 783433.75),(25 800288.44),(26 799429.7),(27 796912.8),(28 801118.56),(29 788876.25),(30 780839.4),(31 774174.06),(32 769439.56),(33 760328.9),(34 760129.1),(35 759179.6),(36 761673.5),(37 775222.4),(38 812317),(39 834673.7),(40 858844.56),(41 872309.7),(42 904989.3),(43 909080.7),(44 908494.06),(45 913399.8),(46 901215.6),(47 881174.25),(48 869996.44),(49 876795.3),(50 858848),(51 845856.25),(52 851374.56),(53 863801.06),(54 889731.44),(55 911053.1),(56 933084.06),(57 958561.44),(58 971063.6),(59 967331.75),(60 945412.6),(61 911128),(62 884661.1),(63 855555.1),(64 839433.44),(65 828328.6),(66 828839.1),(67 834889.75),(68 856388.6),(69 871650.4),(70 872527.3),(71 879071.3),(72 893411.2),(73 904945.6),(74 913601.6),(75 919124.25),(76 943514.06),(77 957005.1),(78 962160.2),(79 974997.1),
(1 133971.8),(2 319346.72),(3 466401.75),(4 581564.8),(5 662678.75),(6 722647.4),(7 749061.2),(8 759370.06),(9 775500.25),(10 797562.7),(11 808565),(12 815826.4),(13 807330.4),(14 796239.7),(15 772582.25),(16 748340.56),(17 719447.4),(18 694227.44),(19 686962.44),(20 699552.2),(21 727487.75),(22 779629.94),(23 813427.5),(24 843539.1),(25 856098.06),(26 858495.7),(27 844553.25),(28 826362.2),(29 809664),(30 801817.5),(31 785672.6),(32 777112),(33 784224),(34 789081.1),(35 797814.4),(36 821538.7),(37 838594.7),(38 860867.44),(39 881335.8),(40 906322.7),(41 925388.06),(42 947650.1),(43 955349),(44 966241.44),(45 970269.25),(46 958974.9),(47 949518.25),(48 956692.56),(49 953318.1),(50 932389.5),(51 917578.1),(52 919657.44),(53 944663.06),(54 980945.9),(55 1019882.4),(56 1064738.5),(57 1099937.1),(58 1137683.8),(59 1160065),(60 1174332.6),(61 1176589.8),(62 1173372.1),(63 1163333.8),(64 1159065.4),(65 1138721.1),(66 1124273.4),(67 1108269),(68 1093648.4),(69 1079475.8),(70 1071482.4),(71 1072103.3),(72 1096474.6),(73 1122221),(74 1133966.1),(75 1138899.3),(76 1142054.9),(77 1131534.6),(78 1115910.1),(79 1091021.3),
