1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 35743.23),(2 98789.54),(3 168930.11),(4 258892.58),(5 369556.22),(6 451583.4),(7 538595.56),(8 628524.3),(9 692866.5),(10 727929),(11 762758.06),(12 817670.3),(13 853348.44),(14 894308.3),(15 945578.25),(16 999408.8),(17 1030121.8),(18 1053802),(19 1098626.9),(20 1123214.1),(21 1144571.9),(22 1147932.9),(23 1166932.9),(24 1157092.5),(25 1141526.6),(26 1149904.1),(27 1174470.5),(28 1169530.4),(29 1186531.5),(30 1217129.3),(31 1254209.5),(32 1334595.6),(33 1406774),(34 1467367.4),(35 1502769),(36 1566995),(37 1653533.9),(38 1730602.4),(39 1835855.4),(40 1964802.4),(41 2054592),(42 2149555),(43 2211270.3),(44 2309677),(45 2369492.5),(46 2424202.3),(47 2449697.8),(48 2504796.3),(49 2510439),(50 2539962.3),(51 2572880.5),(52 2621299.3),(53 2647377.5),(54 2731169),(55 2840482.3),(56 2933530.3),(57 3045830.3),(58 3204482),(59 3378081.3),(60 3539474.8),(61 3652608.8),(62 3795036.8),(63 3913239.3),(64 4039266.8),(65 4135471),(66 4203498.5),(67 4266993.5),(68 4367585.5),(69 4477463.5),(70 4584557.5),(71 4677721),(72 4783538.5),(73 4883433.5),(74 4996182),(75 5105633.5),(76 5208387.5),(77 5269212.5),(78 5294791.5),(79 5327500.5),
(1 51.525944),(2 60.4636),(3 64.44632),(4 65.37797),(5 67.31841),(6 68.64615),(7 70.672165),(8 71.28654),(9 72.16822),(10 72.83301),(11 72.47593),(12 73.360016),(13 74.692406),(14 74.56965),(15 74.38759),(16 75.19755),(17 75.990326),(18 77.06437),(19 76.905846),(20 76.83919),(21 77.00826),(22 76.56081),(23 76.23456),(24 77.01273),(25 78.495155),(26 78.32041),(27 78.311325),(28 78.43806),(29 78.271286),(30 77.65348),(31 77.79606),(32 78.40379),(33 78.84493),(34 78.7403),(35 79.03342),(36 79.90705),(37 80.18143),(38 81.21087),(39 80.56267),(40 80.900856),(41 81.15371),(42 82.20237),(43 82.02799),(44 82.405464),(45 81.87395),(46 82.1048),(47 81.90621),(48 81.509735),(49 81.644966),(50 81.69744),(51 81.68976),(52 82.52677),(53 81.63286),(54 81.94487),(55 82.79152),(56 82.58784),(57 82.84031),(58 82.34937),(59 82.71607),(60 82.66531),(61 82.579056),(62 82.51566),(63 82.67706),(64 83.00314),(65 81.72133),(66 81.55866),(67 81.39046),(68 81.08997),(69 81.78746),(70 81.67883),(71 81.477196),(72 81.4982),(73 81.97651),(74 82.90872),(75 82.92662),(76 82.17103),(77 82.55561),(78 82.36785),(79 81.92745),
(1 51.75691),(2 60.95202),(3 65.80082),(4 67.55371),(5 68.75777),(6 70.21101),(7 71.752525),(8 72.70928),(9 74.00919),(10 74.05342),(11 74.58113),(12 76.34087),(13 76.69547),(14 77.03819),(15 76.59984),(16 76.846954),(17 78.05766),(18 78.842735),(19 78.46911),(20 78.39785),(21 78.46349),(22 79.44542),(23 80.06899),(24 80.31841),(25 81.04131),(26 80.68726),(27 81.088684),(28 81.06508),(29 80.36475),(30 80.20285),(31 80.02974),(32 80.33116),(33 80.78244),(34 81.80869),(35 82.38701),(36 82.67001),(37 83.16225),(38 82.7181),(39 81.71036),(40 81.8),(41 82.0695),(42 81.605415),(43 81.778755),(44 81.62785),(45 81.26557),(46 81.414505),(47 80.91086),(48 80.86691),(49 80.293015),(50 80.55946),(51 80.1864),(52 79.14721),(53 79.24089),(54 79.89272),(55 80.33342),(56 80.03903),(57 79.235535),(58 80.36073),(59 79.74719),(60 80.09525),(61 79.50092),(62 79.00941),(63 78.88237),(64 79.17223),(65 78.618744),(66 78.369125),(67 77.983376),(68 78.555534),(69 78.77207),(70 80.1642),(71 80.19837),(72 80.357414),(73 80.83047),(74 80.77364),(75 80.08617),(76 78.95899),(77 79.50007),(78 79.56298),(79 79.52057),
(1 50.293213),(2 59.462036),(3 62.717606),(4 65.01996),(5 66.175064),(6 67.05863),(7 68.01859),(8 69.10808),(9 69.96544),(10 70.29198),(11 70.585724),(12 71.45048),(13 72.48487),(14 73.27564),(15 73.448845),(16 73.2215),(17 73.57182),(18 73.904854),(19 75.35197),(20 74.6983),(21 75.538734),(22 75.81405),(23 75.86651),(24 76.22683),(25 76.668724),(26 76.98125),(27 76.42638),(28 76.29687),(29 76.079544),(30 76.81358),(31 77.08883),(32 76.71974),(33 78.080414),(34 78.58231),(35 78.992935),(36 78.88082),(37 79.19099),(38 78.426575),(39 77.835915),(40 77.73033),(41 78.623795),(42 79.03898),(43 78.20863),(44 77.95738),(45 77.37254),(46 77.66424),(47 77.71342),(48 78.77709),(49 79.64548),(50 79.75587),(51 78.676956),(52 79.35761),(53 79.90123),(54 79.62999),(55 79.71177),(56 80.36717),(57 80.019806),(58 80.5014),(59 79.57565),(60 80.33622),(61 80.2013),(62 80.11984),(63 80.508995),(64 80.337006),(65 80.320206),(66 80.24843),(67 80.18592),(68 80.73522),(69 80.83933),(70 80.17948),(71 80.370605),(72 80.51968),(73 81.17072),(74 81.37906),(75 80.96825),(76 80.23553),(77 80.640594),(78 81.11512),(79 80.67955),
(1 51.300484),(2 60.495117),(3 63.935627),(4 66.21347),(5 67.27928),(6 68.277725),(7 70.84343),(8 71.02375),(9 71.45723),(10 72.05198),(11 71.02461),(12 71.93398),(13 72.87489),(14 72.91605),(15 73.05706),(16 73.644516),(17 74.74216),(18 74.9281),(19 74.8518),(20 74.77779),(21 74.67839),(22 75.39914),(23 75.78001),(24 76.632095),(25 77.21644),(26 77.20633),(27 77.47076),(28 76.87736),(29 76.79655),(30 77.242676),(31 77.26071),(32 77.50608),(33 77.82816),(34 78.72606),(35 78.6504),(36 78.858925),(37 78.56055),(38 78.444466),(39 77.5477),(40 77.406906),(41 78.60384),(42 78.832375),(43 79.53803),(44 79.73171),(45 78.86189),(46 79.530365),(47 79.839424),(48 79.5885),(49 80.81259),(50 81.176094),(51 80.53361),(52 81.10542),(53 81.85277),(54 80.94757),(55 81.27696),(56 80.87773),(57 80.74353),(58 80.809166),(59 80.683876),(60 80.4227),(61 81.44972),(62 81.33429),(63 80.617935),(64 80.39641),(65 80.56076),(66 80.99322),(67 80.30503),(68 79.72589),(69 79.768585),(70 80.615654),(71 79.96129),(72 79.44195),(73 80.00768),(74 80.32102),(75 79.079475),(76 79.39838),(77 79.05615),(78 79.08008),(79 79.580635),
(1 50.06067),(2 59.442997),(3 62.729),(4 64.82938),(5 65.61206),(6 67.03322),(7 67.98071),(8 69.75679),(9 70.22182),(10 71.1744),(11 71.65141),(12 72.62264),(13 72.92905),(14 73.91509),(15 74.34203),(16 75.708244),(17 76.206474),(18 77.22154),(19 77.757385),(20 78.35556),(21 77.52752),(22 78.09653),(23 77.59389),(24 77.57237),(25 78.12734),(26 78.199875),(27 78.55693),(28 79.22662),(29 79.15437),(30 78.98573),(31 79.47388),(32 79.80488),(33 80.01937),(34 80.647934),(35 80.18436),(36 80.38534),(37 81.11656),(38 81.15008),(39 80.12204),(40 79.645805),(41 79.70232),(42 80.042),(43 79.52123),(44 79.469025),(45 78.29233),(46 79.00028),(47 79.271164),(48 79.161285),(49 80.1938),(50 80.19562),(51 79.43046),(52 79.45717),(53 79.60917),(54 79.108475),(55 78.40623),(56 78.469795),(57 79.111435),(58 79.30785),(59 79.35698),(60 80.004715),(61 80.504074),(62 79.98969),(63 80.71498),(64 80.72883),(65 79.94926),(66 80.55598),(67 80.77969),(68 80.22174),(69 80.2213),(70 80.81627),(71 80.18008),(72 80.16503),(73 81.06949),(74 82.026535),(75 80.80198),(76 80.41755),(77 80.35708),(78 80.03545),(79 79.838234),
(1 49.79925),(2 59.11624),(3 61.8478),(4 64.47922),(5 66.329475),(6 66.38856),(7 67.93946),(8 69.288536),(9 69.019135),(10 70.28621),(11 70.4709),(12 71.28164),(13 72.843765),(14 73.049446),(15 73.0537),(16 72.96429),(17 73.59505),(18 74.21745),(19 73.94907),(20 74.30753),(21 73.87551),(22 74.62243),(23 75.14293),(24 75.50516),(25 75.93336),(26 75.99839),(27 75.86238),(28 74.817474),(29 75.52506),(30 75.65217),(31 76.84371),(32 76.69693),(33 77.66505),(34 77.78164),(35 78.35015),(36 78.930244),(37 79.368416),(38 79.99722),(39 79.65661),(40 79.54815),(41 79.324715),(42 79.25327),(43 79.31925),(44 79.79522),(45 79.34157),(46 79.03581),(47 78.4143),(48 79.18375),(49 80.2283),(50 80.670074),(51 80.78908),(52 79.63486),(53 79.42186),(54 79.15803),(55 79.64049),(56 79.457),(57 78.37436),(58 78.043755),(59 78.41057),(60 79.22817),(61 79.93184),(62 79.56798),(63 79.26581),(64 79.33017),(65 78.27482),(66 78.58724),(67 78.58854),(68 78.68263),(69 79.13529),(70 79.3047),(71 79.51036),(72 79.367775),(73 79.25842),(74 79.761566),(75 79.118324),(76 78.495605),(77 78.504524),(78 78.42003),(79 78.15477),
(1 50.521355),(2 59.75724),(3 63.005016),(4 64.27969),(5 65.70383),(6 66.72673),(7 68.33812),(8 69.91921),(9 69.3924),(10 69.98639),(11 69.88457),(12 70.91032),(13 71.89352),(14 73.00132),(15 72.82967),(16 72.65321),(17 72.838905),(18 74.34723),(19 74.68371),(20 75.589035),(21 75.3832),(22 75.61644),(23 75.38407),(24 76.42862),(25 76.37177),(26 76.62329),(27 75.94431),(28 76.24213),(29 76.03766),(30 76.59672),(31 76.57884),(32 76.698204),(33 77.48107),(34 77.25348),(35 77.10911),(36 77.97116),(37 77.97619),(38 78.58441),(39 77.50577),(40 77.872444),(41 78.372795),(42 77.81626),(43 77.941),(44 78.52217),(45 78.65008),(46 79.087975),(47 78.0646),(48 77.92848),(49 77.85394),(50 78.34168),(51 77.82773),(52 78.16888),(53 78.37581),(54 77.66988),(55 78.912926),(56 79.24052),(57 78.672424),(58 79.03313),(59 79.24503),(60 79.74977),(61 80.26567),(62 80.603966),(63 79.37387),(64 79.4228),(65 78.67888),(66 78.45541),(67 79.21088),(68 80.040085),(69 80.47287),(70 80.2682),(71 80.61234),(72 81.13087),(73 81.116035),(74 80.61966),(75 80.68169),(76 80.22741),(77 80.03512),(78 79.95395),(79 80.16552),
(1 50.222775),(2 59.45065),(3 62.46096),(4 64.3071),(5 65.28122),(6 66.39065),(7 67.91411),(8 69.00071),(9 69.48315),(10 69.757965),(11 69.79309),(12 70.1085),(13 71.103226),(14 71.676384),(15 71.65653),(16 71.113525),(17 72.17738),(18 73.27288),(19 73.43707),(20 74.15772),(21 74.04874),(22 74.32576),(23 75.59371),(24 75.02307),(25 74.99609),(26 75.105034),(27 75.47445),(28 75.67277),(29 76.65865),(30 76.063896),(31 76.72399),(32 77.297554),(33 77.69014),(34 78.92269),(35 78.13758),(36 78.12638),(37 78.830376),(38 79.5687),(39 78.40374),(40 77.85649),(41 77.642296),(42 77.77481),(43 78.030304),(44 77.30952),(45 77.161095),(46 77.32741),(47 76.82648),(48 76.50026),(49 75.81999),(50 76.42294),(51 75.6963),(52 75.78718),(53 76.26966),(54 77.110985),(55 76.821686),(56 76.50589),(57 76.61408),(58 76.58608),(59 76.773186),(60 76.70998),(61 77.750656),(62 76.90144),(63 75.69233),(64 75.82656),(65 76.40599),(66 75.877594),(67 75.95641),(68 76.60382),(69 76.68523),(70 77.67627),(71 77.285324),(72 77.83268),(73 77.26996),(74 77.382225),(75 76.84002),(76 76.50762),(77 76.31949),(78 76.66475),(79 76.162476),
(1 49.54957),(2 58.717125),(3 61.770714),(4 64.03223),(5 64.83874),(6 66.194115),(7 68.0209),(8 69.27903),(9 69.86263),(10 70.70531),(11 70.590996),(12 71.09808),(13 72.0942),(14 72.30198),(15 71.94433),(16 72.279396),(17 73.10486),(18 73.39095),(19 73.17224),(20 74.13166),(21 74.54529),(22 73.82989),(23 74.434),(24 75.02299),(25 74.545944),(26 75.111855),(27 75.005394),(28 75.835),(29 75.49536),(30 75.967766),(31 75.759766),(32 76.645515),(33 77.86082),(34 77.80824),(35 77.41013),(36 77.442635),(37 76.94069),(38 77.7302),(39 77.63479),(40 78.52141),(41 78.091484),(42 77.9754),(43 77.88102),(44 77.49569),(45 77.58595),(46 77.921745),(47 77.854485),(48 77.74175),(49 77.94916),(50 78.453285),(51 77.76386),(52 78.67243),(53 78.85584),(54 78.26675),(55 78.29868),(56 77.82056),(57 78.9822),(58 78.49651),(59 78.852715),(60 78.922615),(61 79.15057),(62 78.94615),(63 78.94562),(64 79.13993),(65 79.94864),(66 79.03167),(67 79.00895),(68 79.618004),(69 79.08029),(70 79.315155),(71 79.07523),(72 78.99611),(73 78.85449),(74 78.71452),(75 78.84331),(76 78.76526),(77 78.627144),(78 78.980034),(79 78.90388),
(1 49.854454),(2 58.859604),(3 61.848877),(4 63.8756),(5 65.58426),(6 66.091606),(7 67.87123),(8 68.89394),(9 69.07413),(10 69.539635),(11 69.20274),(12 69.77396),(13 70.55515),(14 70.559006),(15 70.72315),(16 70.37378),(17 70.95742),(18 71.775055),(19 71.62504),(20 71.28768),(21 71.80683),(22 72.64418),(23 72.63308),(24 72.89436),(25 73.34813),(26 73.2121),(27 73.284836),(28 74.238396),(29 74.03397),(30 73.94755),(31 73.99467),(32 74.204346),(33 74.81523),(34 74.99482),(35 74.62552),(36 74.97549),(37 75.696945),(38 75.3142),(39 75.37436),(40 75.45517),(41 75.67054),(42 76.477104),(43 75.70254),(44 76.1817),(45 76.01607),(46 76.09162),(47 76.10547),(48 77.30157),(49 77.72542),(50 77.35195),(51 77.248695),(52 77.68011),(53 77.59323),(54 77.51292),(55 77.01279),(56 77.70499),(57 77.598564),(58 77.833466),(59 77.66808),(60 77.77605),(61 77.655464),(62 77.63544),(63 77.096344),(64 77.103836),(65 77.95588),(66 78.52878),(67 78.06177),(68 77.89277),(69 78.628174),(70 78.41728),(71 78.686356),(72 78.89987),(73 78.566185),(74 77.70478),(75 78.05715),(76 78.234184),(77 78.16665),(78 78.09595),(79 78.48341),
(1 49.033108),(2 57.958004),(3 61.512962),(4 62.578056),(5 64.14295),(6 65.84502),(7 66.93432),(8 68.08559),(9 69.07634),(10 69.507225),(11 69.45486),(12 70.307274),(13 71.6593),(14 71.616806),(15 71.73534),(16 71.89904),(17 72.323166),(18 73.23208),(19 74.20349),(20 74.19853),(21 73.622),(22 73.892715),(23 75.085266),(24 75.666275),(25 75.52308),(26 75.440414),(27 75.56248),(28 75.59717),(29 75.4474),(30 75.793594),(31 76.29142),(32 77.04572),(33 77.41043),(34 77.927155),(35 77.46359),(36 77.3556),(37 77.6448),(38 77.898155),(39 77.361534),(40 77.82465),(41 76.900444),(42 76.59197),(43 76.59257),(44 75.53749),(45 76.10217),(46 75.38079),(47 74.66403),(48 74.96361),(49 75.653946),(50 75.66653),(51 75.75741),(52 75.38585),(53 75.16779),(54 74.98532),(55 75.395035),(56 75.60819),(57 75.1894),(58 75.83323),(59 75.61608),(60 75.35017),(61 75.50462),(62 75.97696),(63 75.241104),(64 75.56711),(65 75.6987),(66 75.264206),(67 75.0815),(68 75.44693),(69 75.1108),(70 76.0128),(71 76.18329),(72 76.46614),(73 76.70014),(74 76.91351),(75 75.930046),(76 75.6824),(77 75.63483),(78 75.43187),(79 76.41818),
(1 48.695244),(2 57.63889),(3 61.10457),(4 62.674744),(5 64.63719),(6 65.37736),(7 66.73694),(8 68.170044),(9 68.48949),(10 68.47284),(11 68.87779),(12 68.99376),(13 70.2376),(14 70.66885),(15 70.08859),(16 70.63458),(17 70.90655),(18 71.60877),(19 72.03697),(20 72.55948),(21 73.011375),(22 73.51024),(23 74.073746),(24 74.02251),(25 74.44613),(26 75.05361),(27 74.90008),(28 74.807976),(29 75.062195),(30 75.29682),(31 75.63148),(32 76.19192),(33 76.61099),(34 77.22495),(35 77.088585),(36 77.53294),(37 77.6739),(38 77.48021),(39 77.03363),(40 77.23186),(41 77.30761),(42 77.03608),(43 76.86576),(44 76.95321),(45 76.79679),(46 76.525185),(47 76.313774),(48 76.18351),(49 76.72912),(50 76.9693),(51 76.67284),(52 76.99491),(53 77.20364),(54 76.75981),(55 77.18387),(56 77.53992),(57 76.909294),(58 76.679405),(59 76.64013),(60 76.88788),(61 77.20438),(62 77.908394),(63 76.57822),(64 77.49916),(65 77.46794),(66 77.31218),(67 77.166275),(68 77.90272),(69 78.10462),(70 78.48427),(71 78.476746),(72 78.5969),(73 78.61408),(74 78.03777),(75 78.073425),(76 77.92959),(77 77.93874),(78 77.85939),(79 77.49982),
(1 48.04442),(2 56.694202),(3 59.83159),(4 61.92329),(5 63.279037),(6 65.336784),(7 66.31331),(8 67.10908),(9 67.10532),(10 67.24255),(11 66.60025),(12 67.400734),(13 68.75507),(14 69.14697),(15 68.602875),(16 69.12872),(17 70.10659),(18 70.35718),(19 70.415),(20 70.29492),(21 70.15027),(22 71.509895),(23 71.960655),(24 72.34442),(25 71.91178),(26 72.47998),(27 72.39604),(28 73.221664),(29 73.43148),(30 72.58779),(31 72.02307),(32 72.39418),(33 72.940994),(34 73.456024),(35 73.24986),(36 73.39459),(37 74.12232),(38 73.92104),(39 73.84435),(40 73.56662),(41 74.25115),(42 73.79898),(43 73.6397),(44 73.91816),(45 73.821205),(46 74.41913),(47 74.29107),(48 74.41423),(49 74.6617),(50 74.90951),(51 74.46175),(52 74.68067),(53 74.68044),(54 74.42751),(55 75.4898),(56 75.64717),(57 75.86242),(58 75.690735),(59 76.25422),(60 76.567),(61 77.02284),(62 76.47065),(63 76.2491),(64 76.24776),(65 76.441635),(66 76.42135),(67 76.274704),(68 76.21983),(69 76.00673),(70 76.80554),(71 76.41393),(72 76.09487),(73 76.57991),(74 76.057465),(75 75.518936),(76 75.56299),(77 75.7431),(78 75.95015),(79 75.8008),
(1 48.49492),(2 57.048065),(3 61.425674),(4 63.175713),(5 64.859955),(6 65.51847),(7 66.57378),(8 68.015785),(9 68.47653),(10 69.24998),(11 68.89123),(12 69.96471),(13 70.92712),(14 71.124405),(15 72.40039),(16 73.46911),(17 73.19926),(18 73.60097),(19 74.4662),(20 75.38957),(21 75.36535),(22 75.53918),(23 75.11088),(24 75.602394),(25 75.78353),(26 75.60911),(27 76.28005),(28 76.731995),(29 77.368324),(30 77.78837),(31 78.31761),(32 78.830956),(33 79.07476),(34 79.30315),(35 79.52587),(36 79.77804),(37 79.79713),(38 79.40735),(39 78.69615),(40 78.352974),(41 78.26044),(42 77.830505),(43 77.575745),(44 77.669975),(45 77.41718),(46 77.10999),(47 76.39167),(48 76.49113),(49 75.49533),(50 76.26193),(51 75.69043),(52 75.88548),(53 76.10457),(54 76.03699),(55 76.494675),(56 76.080986),(57 76.828926),(58 76.015274),(59 76.50603),(60 76.53956),(61 76.47459),(62 75.939445),(63 75.5775),(64 75.55044),(65 75.70076),(66 75.74689),(67 75.36016),(68 75.29283),(69 75.69009),(70 76.71042),(71 75.5961),(72 75.977005),(73 75.68127),(74 75.20442),(75 74.80995),(76 74.709236),(77 74.23417),(78 74.26992),(79 74.69738),
(1 48.7047),(2 57.38225),(3 61.27753),(4 63.185772),(5 64.18555),(6 65.00081),(7 66.58027),(8 67.599045),(9 67.77498),(10 68.812614),(11 68.76786),(12 69.398415),(13 69.7771),(14 70.17533),(15 70.67),(16 71.512024),(17 72.504295),(18 71.99452),(19 72.03731),(20 72.40904),(21 73.12526),(22 73.309105),(23 73.325134),(24 73.00936),(25 73.04135),(26 72.62051),(27 73.23797),(28 73.43254),(29 74.45747),(30 74.68281),(31 73.989204),(32 74.67223),(33 75.063644),(34 75.94205),(35 75.38733),(36 76.07386),(37 75.6611),(38 75.76781),(39 75.24458),(40 75.93744),(41 75.79879),(42 76.603195),(43 76.713745),(44 76.37199),(45 75.25343),(46 75.037415),(47 75.34101),(48 75.22397),(49 75.71709),(50 75.684525),(51 75.00373),(52 75.11158),(53 75.70293),(54 75.57033),(55 75.99102),(56 76.49077),(57 75.70235),(58 75.814255),(59 76.08309),(60 75.7897),(61 76.22864),(62 76.421326),(63 75.04909),(64 75.38538),(65 75.894104),(66 76.37337),(67 76.52899),(68 76.4797),(69 76.24293),(70 76.81885),(71 76.11141),(72 76.77526),(73 77.138),(74 76.749985),(75 76.12037),(76 75.970535),(77 76.522934),(78 76.06955),(79 76.04289),
(1 46.82388),(2 55.2017),(3 58.167137),(4 60.12221),(5 61.4061),(6 63.222485),(7 63.500015),(8 64.54604),(9 64.72364),(10 65.56661),(11 65.943054),(12 66.25338),(13 67.16115),(14 68.2988),(15 67.968636),(16 67.99964),(17 68.32998),(18 67.84743),(19 67.91559),(20 68.722115),(21 68.81713),(22 68.97678),(23 69.78384),(24 69.57134),(25 69.54456),(26 69.68708),(27 69.42677),(28 69.30815),(29 70.541336),(30 69.99508),(31 70.08239),(32 70.374535),(33 71.387215),(34 72.110596),(35 72.14838),(36 72.04081),(37 72.24865),(38 72.25964),(39 72.19853),(40 72.761826),(41 73.220215),(42 73.14247),(43 73.438065),(44 73.06775),(45 73.46004),(46 73.867874),(47 74.280876),(48 74.65109),(49 74.985054),(50 74.973495),(51 75.4063),(52 75.26445),(53 74.93608),(54 74.95074),(55 75.0024),(56 75.20414),(57 75.03155),(58 75.26692),(59 75.14715),(60 75.337616),(61 76.011154),(62 75.05687),(63 74.68344),(64 74.0635),(65 74.91256),(66 73.70013),(67 74.1307),(68 74.68248),(69 74.377884),(70 73.866615),(71 74.3073),(72 73.97398),(73 74.52414),(74 74.661606),(75 74.624245),(76 74.92328),(77 74.67359),(78 75.17435),(79 74.89604),
(1 47.486565),(2 55.47822),(3 59.6899),(4 60.820843),(5 62.13077),(6 63.86637),(7 64.87358),(8 66.09008),(9 66.993645),(10 67.9181),(11 67.75997),(12 68.46251),(13 69.70004),(14 71.00802),(15 71.001976),(16 71.08604),(17 71.90922),(18 73.37386),(19 73.78862),(20 74.42054),(21 74.78768),(22 74.00239),(23 74.883255),(24 75.03429),(25 75.24489),(26 75.83226),(27 76.03393),(28 76.271034),(29 76.51033),(30 76.384735),(31 76.17444),(32 76.313416),(33 76.82918),(34 76.61525),(35 76.80538),(36 76.53746),(37 77.377945),(38 77.41544),(39 77.17727),(40 76.97752),(41 76.448685),(42 76.237015),(43 75.84631),(44 75.50575),(45 75.0192),(46 74.84782),(47 75.03919),(48 74.53458),(49 74.92723),(50 74.72969),(51 73.49039),(52 73.47033),(53 73.71718),(54 73.46981),(55 73.98913),(56 74.27471),(57 74.479126),(58 74.424545),(59 74.61259),(60 74.06301),(61 74.23501),(62 74.03907),(63 73.904076),(64 74.29272),(65 74.41474),(66 73.84405),(67 74.7158),(68 75.10016),(69 74.70588),(70 74.79584),(71 73.98728),(72 74.67034),(73 75.16726),(74 76.28533),(75 75.67255),(76 75.49106),(77 75.96667),(78 74.3739),(79 74.347595),
