1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 103994.445),(2 362362.72),(3 677445.6),(4 1070107.6),(5 1510648.4),(6 1965279.5),(7 2414337.5),(8 2840175.5),(9 3240761.8),(10 3610268.5),(11 3941021.3),(12 4247320.5),(13 4517012.5),(14 4789289.5),(15 5045882.5),(16 5274119.5),(17 5501777),(18 5735390.5),(19 5948265),(20 6157771),(21 6358896),(22 6524648.5),(23 6662317),(24 6754818),(25 6821543),(26 6815725),(27 6770792.5),(28 6667933),(29 6519002.5),(30 6377095),(31 6234097.5),(32 6103143),(33 5957449.5),(34 5850668.5),(35 5773607),(36 5701665.5),(37 5647734.5),(38 5621348.5),(39 5628051.5),(40 5693057.5),(41 5795488.5),(42 5923993.5),(43 6098243),(44 6239830.5),(45 6331955.5),(46 6382505.5),(47 6400191.5),(48 6403135.5),(49 6321669),(50 6185477.5),(51 6079133),(52 5891815),(53 5691614.5),(54 5537305.5),(55 5433051),(56 5386665),(57 5357745.5),(58 5328057),(59 5296970.5),(60 5286962.5),(61 5281838.5),(62 5289924),(63 5281621.5),(64 5248046),(65 5212405),(66 5165943.5),(67 5109457.5),(68 5023698),(69 4967331.5),(70 4904254.5),(71 4864798.5),(72 4850520.5),(73 4882152.5),(74 4966111.5),(75 5057682),(76 5206668),(77 5374244),(78 5565434.5),(79 5716077),
(1 119532.15),(2 412253.72),(3 781332.2),(4 1215290),(5 1667691),(6 2101375),(7 2500836),(8 2867022.3),(9 3178599.3),(10 3444105),(11 3693671),(12 3910738.8),(13 4099270),(14 4276779),(15 4431519),(16 4591073),(17 4786564.5),(18 4968154.5),(19 5130741.5),(20 5272454.5),(21 5397484.5),(22 5506732.5),(23 5599412),(24 5646397.5),(25 5676850.5),(26 5674416.5),(27 5659078.5),(28 5583315.5),(29 5470800.5),(30 5348754.5),(31 5229536),(32 5109894),(33 5002569.5),(34 4914551.5),(35 4870080),(36 4852501),(37 4859704.5),(38 4885057.5),(39 4934901.5),(40 5009082),(41 5070291.5),(42 5120808),(43 5164976),(44 5189799.5),(45 5205524.5),(46 5218568.5),(47 5227884.5),(48 5224164.5),(49 5191635.5),(50 5181175.5),(51 5166944),(52 5159692),(53 5147551.5),(54 5138775.5),(55 5144690.5),(56 5175938.5),(57 5186008),(58 5173256.5),(59 5138163.5),(60 5085916),(61 5016780.5),(62 4946554),(63 4915119.5),(64 4908421.5),(65 4921466),(66 4955960.5),(67 4978943.5),(68 4984066.5),(69 5018962.5),(70 5070998.5),(71 5129088.5),(72 5162304),(73 5231107.5),(74 5328689.5),(75 5395875.5),(76 5499698),(77 5607797.5),(78 5724074),(79 5801380),
(1 121830.34),(2 418689.13),(3 783476.56),(4 1203039),(5 1618388.8),(6 1999107.4),(7 2320866.5),(8 2575431),(9 2781869),(10 2955972.5),(11 3116725.5),(12 3273361.3),(13 3427960.3),(14 3584381),(15 3743941.5),(16 3890661),(17 4022761),(18 4131090.5),(19 4187880.3),(20 4215177),(21 4223742.5),(22 4216159.5),(23 4215002),(24 4211693),(25 4195616.5),(26 4152038.8),(27 4108432.3),(28 4027573),(29 3939792.8),(30 3859721.3),(31 3787223),(32 3741420.8),(33 3711950.8),(34 3710408.8),(35 3732525.5),(36 3780576),(37 3872133),(38 3980642.5),(39 4086387.5),(40 4194738),(41 4301294.5),(42 4393281),(43 4468103),(44 4502050),(45 4520475),(46 4513478),(47 4490159),(48 4438884),(49 4389470.5),(50 4384078.5),(51 4407052),(52 4465782.5),(53 4536391.5),(54 4629200.5),(55 4724969),(56 4808413),(57 4835189),(58 4817258),(59 4758701.5),(60 4682832.5),(61 4595543.5),(62 4511968.5),(63 4454171),(64 4414467),(65 4400771),(66 4424224),(67 4450320.5),(68 4493906.5),(69 4594132),(70 4759736.5),(71 4945059),(72 5109220.5),(73 5243380),(74 5327913),(75 5374263),(76 5345282),(77 5279518),(78 5224230.5),(79 5179600.5),
(1 108287.23),(2 359123.63),(3 641312.25),(4 954366),(5 1252337.3),(6 1513868.5),(7 1733852.1),(8 1915883.5),(9 2071071.9),(10 2221142.3),(11 2365847),(12 2503247.8),(13 2636899.3),(14 2771147),(15 2910037),(16 3028473.5),(17 3136367),(18 3213827.5),(19 3259188.8),(20 3282045.5),(21 3316794),(22 3371712.3),(23 3432914.5),(24 3484684.8),(25 3552893),(26 3615955.3),(27 3685377.3),(28 3753601.3),(29 3809180.8),(30 3866784.3),(31 3914542.8),(32 3970290),(33 4024742.8),(34 4068257.5),(35 4104137.5),(36 4150344.3),(37 4203159),(38 4271110),(39 4333491.5),(40 4383824),(41 4423120),(42 4437185.5),(43 4413155),(44 4383965),(45 4342431.5),(46 4321387),(47 4322281.5),(48 4338451),(49 4340774.5),(50 4330578),(51 4318048.5),(52 4293258.5),(53 4274117.5),(54 4277246.5),(55 4293017),(56 4317067),(57 4345352.5),(58 4378229),(59 4389699),(60 4353111.5),(61 4288200),(62 4207300),(63 4127316.3),(64 4059872),(65 3997747.8),(66 3954122),(67 3898847),(68 3808097.3),(69 3724843.5),(70 3688901.8),(71 3703863.3),(72 3715800.8),(73 3729803.8),(74 3747429),(75 3753766.8),(76 3740583),(77 3703891.5),(78 3659658.5),(79 3615632),
(1 135933.2),(2 468638.88),(3 858973.94),(4 1307749.5),(5 1737556.9),(6 2115984),(7 2419056.5),(8 2667691.8),(9 2854126.3),(10 2999745),(11 3118478),(12 3243871.5),(13 3377435.3),(14 3517777.8),(15 3645159),(16 3756476.5),(17 3852558.8),(18 3924686),(19 4002067.8),(20 4066240.5),(21 4152396.3),(22 4227791),(23 4301826.5),(24 4352327),(25 4399683.5),(26 4405703.5),(27 4405582.5),(28 4354632.5),(29 4288182.5),(30 4215704.5),(31 4127287.5),(32 4043897.5),(33 3957193.5),(34 3895516.8),(35 3835162.8),(36 3794338.8),(37 3766208.3),(38 3738613.3),(39 3707756.8),(40 3667746.3),(41 3640555.3),(42 3622218),(43 3595057.8),(44 3569483),(45 3543251.3),(46 3542889.3),(47 3542924.5),(48 3510876.5),(49 3481201.3),(50 3442412.3),(51 3441227.3),(52 3431233.8),(53 3450030.3),(54 3515306.8),(55 3594549),(56 3685951),(57 3795935.5),(58 3916680),(59 4033900.5),(60 4140816),(61 4240856),(62 4326459.5),(63 4376966.5),(64 4380216.5),(65 4359858.5),(66 4334241.5),(67 4289836),(68 4196823),(69 4102861),(70 4032635),(71 4011597),(72 3984992),(73 3979760.3),(74 3983259),(75 3981513),(76 3984147),(77 3968080),(78 3952451.3),(79 3913838),
(1 124012.5),(2 420363.66),(3 765935.9),(4 1157689.6),(5 1535538.9),(6 1879751.3),(7 2165827.8),(8 2396128.5),(9 2574119.5),(10 2697975),(11 2795717.8),(12 2902543.5),(13 2985979.5),(14 3066850.3),(15 3132528),(16 3180791.8),(17 3212803.8),(18 3252440.3),(19 3293495),(20 3326440),(21 3364368.8),(22 3407698.3),(23 3450666.5),(24 3498360.5),(25 3538456.8),(26 3550561.5),(27 3574759.5),(28 3560343),(29 3557919),(30 3530528.5),(31 3499425.8),(32 3487492.3),(33 3479766.3),(34 3482746.3),(35 3494999.8),(36 3516380.5),(37 3535844.8),(38 3556100.8),(39 3561434.3),(40 3545000.5),(41 3506154.3),(42 3495977.5),(43 3484301.8),(44 3457060.8),(45 3416889.8),(46 3393213.8),(47 3371423.3),(48 3333547.8),(49 3291886.8),(50 3229723.5),(51 3172748.5),(52 3110266.3),(53 3075837.8),(54 3062291.8),(55 3077312),(56 3104220.8),(57 3161771.5),(58 3233440.5),(59 3307944.5),(60 3369811),(61 3388817),(62 3384334.8),(63 3377474.8),(64 3338775.3),(65 3297997),(66 3241721),(67 3182445.5),(68 3142340),(69 3137002.5),(70 3169992.5),(71 3229565.3),(72 3269169.5),(73 3316562.8),(74 3355877.3),(75 3386494.5),(76 3411402.8),(77 3416171.3),(78 3388749.3),(79 3335435),
(1 129567.32),(2 427629.78),(3 769556.6),(4 1146715.4),(5 1502722.9),(6 1817388.1),(7 2079401.9),(8 2299150.5),(9 2476678.3),(10 2608997.3),(11 2718049),(12 2802562),(13 2875418.8),(14 2922968.5),(15 2947066),(16 2938806.3),(17 2924334.8),(18 2920608.5),(19 2937096),(20 2972405.5),(21 3023183),(22 3059278),(23 3067826.5),(24 3051693.5),(25 3014500.3),(26 2980338),(27 2956543.8),(28 2921356.5),(29 2909091.8),(30 2906086.3),(31 2918770.5),(32 2936904.3),(33 2959099.8),(34 2988933.8),(35 3030193),(36 3074687),(37 3126502.8),(38 3185070.3),(39 3225561.8),(40 3250791.3),(41 3261378.3),(42 3281400.5),(43 3299611.8),(44 3302283),(45 3300658),(46 3293670.8),(47 3275235.8),(48 3244166.8),(49 3229886.5),(50 3212967.3),(51 3191621.8),(52 3175607.8),(53 3162182.3),(54 3182009.5),(55 3238134.8),(56 3304384.8),(57 3360370),(58 3398726.3),(59 3416759.8),(60 3407183),(61 3383361.5),(62 3354240),(63 3339602.8),(64 3325193.3),(65 3313654.5),(66 3298892.8),(67 3281075.8),(68 3259502.5),(69 3276585.8),(70 3303665),(71 3365562.3),(72 3413399.3),(73 3444050.5),(74 3463307.5),(75 3459504),(76 3451758),(77 3426671.3),(78 3377015.3),(79 3303858.5),
(1 112764.805),(2 379810.84),(3 676331),(4 1005135.75),(5 1316235.9),(6 1593571.9),(7 1829370.5),(8 2018218.9),(9 2163306.3),(10 2266509.5),(11 2343993.8),(12 2396870.3),(13 2440515.5),(14 2464892),(15 2484848.8),(16 2506990.5),(17 2538857.8),(18 2566525),(19 2596370),(20 2623313.8),(21 2650496.3),(22 2686517.8),(23 2713667.5),(24 2696464),(25 2665986.3),(26 2630501.3),(27 2618835),(28 2594327.3),(29 2581961.8),(30 2578819.5),(31 2566501),(32 2544913.5),(33 2517856.5),(34 2495438.5),(35 2481450.3),(36 2488267.8),(37 2494656.5),(38 2503445),(39 2500932.3),(40 2496839.8),(41 2499226),(42 2501551),(43 2503571.5),(44 2516932.8),(45 2540978.8),(46 2559939.8),(47 2564277.8),(48 2545781.8),(49 2508957),(50 2481964.5),(51 2461882.8),(52 2446204),(53 2439561.8),(54 2453187),(55 2471644),(56 2502747),(57 2550257.3),(58 2585684.5),(59 2622409.3),(60 2651312.5),(61 2641436.8),(62 2601089.5),(63 2567440.5),(64 2542203),(65 2541441.3),(66 2567415.8),(67 2611339),(68 2675047.5),(69 2757167.5),(70 2821222),(71 2900080.5),(72 2951715.3),(73 2970991.3),(74 2943239.8),(75 2909988.8),(76 2854461.3),(77 2805597.3),(78 2751869.5),(79 2700625.5),
(1 117723.1),(2 397516.28),(3 708457.2),(4 1044218.5),(5 1349461.1),(6 1607230.3),(7 1823127),(8 1980691.4),(9 2102541),(10 2189316),(11 2251052.5),(12 2298566),(13 2348880.5),(14 2417889.8),(15 2494853),(16 2559929),(17 2603159.5),(18 2618506),(19 2611953.3),(20 2586637),(21 2549154),(22 2520477.5),(23 2494491),(24 2465051.8),(25 2455717.3),(26 2456893.5),(27 2465985.5),(28 2480467),(29 2514541.5),(30 2554470.8),(31 2578120),(32 2580604.5),(33 2570733.3),(34 2562557.3),(35 2546929.5),(36 2536978.3),(37 2531832),(38 2528628.5),(39 2523169.5),(40 2519812.5),(41 2532994),(42 2552479),(43 2577922.5),(44 2617333.8),(45 2656440.5),(46 2686456.5),(47 2692675.5),(48 2677256.8),(49 2627004),(50 2571625.5),(51 2519677),(52 2501189.3),(53 2502945.8),(54 2509578.5),(55 2519701.5),(56 2542671.5),(57 2561101.5),(58 2554351.5),(59 2538584),(60 2502966),(61 2458489.3),(62 2425092.3),(63 2415785),(64 2440164.5),(65 2493303),(66 2583065.5),(67 2694742.5),(68 2816615),(69 2929506),(70 3003513),(71 3052521),(72 3067153.3),(73 3069096.8),(74 3046956),(75 3018373.5),(76 2997334.8),(77 2991359.3),(78 2981472),(79 2944791),
(1 123488.08),(2 409236.1),(3 707816.56),(4 1008259),(5 1253766.9),(6 1445029.3),(7 1585157.5),(8 1697643),(9 1780985.4),(10 1861308.5),(11 1948481.1),(12 2055579.5),(13 2158299.3),(14 2265201.8),(15 2359715.3),(16 2429702.5),(17 2466754.3),(18 2452975.5),(19 2417513),(20 2376909),(21 2341253.3),(22 2317606.8),(23 2306355.5),(24 2322036.3),(25 2363985.3),(26 2422237.8),(27 2481829.8),(28 2540036),(29 2587764.3),(30 2613255),(31 2616443.3),(32 2594535.3),(33 2561109.5),(34 2549185.3),(35 2540314),(36 2535075.3),(37 2527919.3),(38 2507794.3),(39 2496933.5),(40 2490263.5),(41 2487703),(42 2481873.3),(43 2481127.8),(44 2488026.5),(45 2506183),(46 2522845),(47 2542494.5),(48 2559074.3),(49 2564480.8),(50 2544386.5),(51 2493550.3),(52 2460314),(53 2426914.8),(54 2409598.8),(55 2403124),(56 2428016),(57 2469285.5),(58 2516129.3),(59 2552508.8),(60 2542123),(61 2506011.3),(62 2449357),(63 2385426.5),(64 2330201.5),(65 2293586.5),(66 2262106.8),(67 2261205.5),(68 2281852.5),(69 2332599.8),(70 2382030.5),(71 2427534.8),(72 2463993.5),(73 2487689.5),(74 2483163.8),(75 2470069.3),(76 2441453.5),(77 2411846),(78 2382575.3),(79 2341834.5),
(1 124251.914),(2 411292.25),(3 719766.75),(4 1046231.75),(5 1325850.4),(6 1535723.4),(7 1699202.4),(8 1815196.8),(9 1894267),(10 1965290),(11 2032192.9),(12 2099102.5),(13 2166211.8),(14 2215358),(15 2234037.5),(16 2232244.5),(17 2220747.8),(18 2178012),(19 2108378.8),(20 2033287.4),(21 1969333.3),(22 1946656.5),(23 1956480.5),(24 1991125.5),(25 2062331),(26 2146082),(27 2195417),(28 2244254.8),(29 2277365.5),(30 2292575.5),(31 2278102.8),(32 2264213.3),(33 2256221.5),(34 2268609.5),(35 2281056.5),(36 2283464.8),(37 2267318),(38 2238935.5),(39 2207493.5),(40 2177334.3),(41 2170622),(42 2186801.3),(43 2218551),(44 2264061.5),(45 2321411.8),(46 2375125.3),(47 2409182.8),(48 2412639),(49 2391436.3),(50 2337889.3),(51 2285023),(52 2235045),(53 2205902.5),(54 2201027.8),(55 2223174),(56 2263262),(57 2319661),(58 2377943.8),(59 2405125.8),(60 2394227.3),(61 2371644),(62 2353520.3),(63 2359654.5),(64 2380560),(65 2423013.5),(66 2459310.8),(67 2490259.3),(68 2513357.8),(69 2533059.5),(70 2529452.3),(71 2525080.8),(72 2509261.8),(73 2490320),(74 2470253),(75 2466965.3),(76 2462957.3),(77 2471296.5),(78 2470000.3),(79 2462075),
(1 127251.984),(2 409101.66),(3 709767.25),(4 1014854.1),(5 1277752.5),(6 1483198.5),(7 1630389),(8 1727663.6),(9 1799604.5),(10 1878204.6),(11 1968183.1),(12 2069055.8),(13 2165505.5),(14 2239215.3),(15 2283508.5),(16 2301608.8),(17 2275300.8),(18 2205339),(19 2121143.3),(20 2042294.5),(21 1989968.5),(22 1984304.6),(23 2032718.3),(24 2106423.8),(25 2184813),(26 2259198.3),(27 2303308),(28 2332430.8),(29 2336093.8),(30 2310064.5),(31 2279693.5),(32 2268308.5),(33 2293830.5),(34 2333499.8),(35 2353583.5),(36 2358563),(37 2343247.3),(38 2320353.8),(39 2286369),(40 2245979.8),(41 2220797),(42 2217473.5),(43 2221145.3),(44 2245520),(45 2278871),(46 2312798),(47 2318826),(48 2309020.8),(49 2266918.3),(50 2215186.8),(51 2185826.5),(52 2163399.3),(53 2163541.8),(54 2199919.3),(55 2255225.5),(56 2311172),(57 2357770.8),(58 2390985),(59 2414478.5),(60 2420836.3),(61 2432443.8),(62 2439409.8),(63 2440493.5),(64 2440684.3),(65 2458192),(66 2483447.3),(67 2525808.8),(68 2552508),(69 2558411.3),(70 2523907.8),(71 2488819.5),(72 2424389.8),(73 2355679.3),(74 2286310.8),(75 2229490.8),(76 2196104.8),(77 2177642),(78 2163755.8),(79 2142520),
(1 126461.164),(2 411393.97),(3 697851.25),(4 981271.8),(5 1217222.5),(6 1391529.8),(7 1489014),(8 1547500.3),(9 1613767.6),(10 1700230.1),(11 1800964.6),(12 1911234.3),(13 2019413.3),(14 2108632.3),(15 2161484.8),(16 2167861.8),(17 2136023),(18 2086961.3),(19 2024151.9),(20 1967145.5),(21 1931619.1),(22 1949316.5),(23 2004047.5),(24 2077512),(25 2162975.5),(26 2224910),(27 2256314.5),(28 2252589.8),(29 2229570.8),(30 2208308),(31 2189543),(32 2200906.5),(33 2236712.5),(34 2287370),(35 2337817.8),(36 2372312.5),(37 2390621.3),(38 2380403.8),(39 2353717.5),(40 2327400.3),(41 2332944.8),(42 2359102.5),(43 2390508.8),(44 2404612.5),(45 2373636.8),(46 2324502.3),(47 2258394.8),(48 2194047.8),(49 2144434.3),(50 2110443),(51 2084092.5),(52 2098497),(53 2121596),(54 2121864.3),(55 2096007.3),(56 2067322),(57 2027885),(58 1993661.3),(59 1992025.3),(60 2015401.1),(61 2047920),(62 2086091),(63 2103902.3),(64 2106087.3),(65 2086383.6),(66 2071122.3),(67 2075798.5),(68 2080806.5),(69 2120653),(70 2155538.8),(71 2197057),(72 2219452.8),(73 2208620.3),(74 2205648.8),(75 2196358.5),(76 2190598),(77 2179690.5),(78 2173126.3),(79 2171255.8),
(1 142683.28),(2 461673.7),(3 783989.25),(4 1085688.5),(5 1292842.1),(6 1417722.9),(7 1478125.8),(8 1531561.6),(9 1605492.6),(10 1695357.1),(11 1787001.6),(12 1883868.1),(13 1958340.6),(14 1978159.1),(15 1945304.5),(16 1861585.1),(17 1762759.9),(18 1687408),(19 1647451),(20 1654995.5),(21 1707361.3),(22 1769323.8),(23 1812234),(24 1835415.1),(25 1843864.4),(26 1842696.5),(27 1846176.8),(28 1850767.3),(29 1866130.5),(30 1893708.8),(31 1927548.6),(32 1966261),(33 1982014.9),(34 1983167.9),(35 1978747.8),(36 1976185.3),(37 1976963),(38 1983898.5),(39 1992700.8),(40 2006083),(41 2047764.6),(42 2094011.5),(43 2116217.5),(44 2120180),(45 2102847.8),(46 2061665.1),(47 1999921.6),(48 1948645.4),(49 1931106.3),(50 1949743.6),(51 1969298.5),(52 1998377.1),(53 2008011.9),(54 1969028.8),(55 1904622.6),(56 1856990.6),(57 1833350),(58 1836461.1),(59 1873771.9),(60 1918113.1),(61 1966227.5),(62 1972658.9),(63 1951930),(64 1916945.8),(65 1866817.1),(66 1821708.5),(67 1806418),(68 1815110.4),(69 1843515.4),(70 1871122.5),(71 1903666.9),(72 1915590.4),(73 1919785.1),(74 1924271.9),(75 1934056.1),(76 1943113.3),(77 1946496.8),(78 1962156.1),(79 1967328.9),
(1 140186.64),(2 441144.1),(3 723097.1),(4 986113.25),(5 1166540.5),(6 1279370.1),(7 1353200.5),(8 1435947.1),(9 1541111.6),(10 1656214.4),(11 1765906.3),(12 1869340.1),(13 1926238.8),(14 1931048.9),(15 1908092.6),(16 1883841.4),(17 1855293.4),(18 1814532.8),(19 1779384.4),(20 1764026.9),(21 1774498.5),(22 1789504),(23 1790005.8),(24 1776351.9),(25 1746781.1),(26 1721447.3),(27 1704296),(28 1688798.6),(29 1669085.5),(30 1659336.5),(31 1648143.9),(32 1631486.9),(33 1608587.4),(34 1586265.4),(35 1565456.9),(36 1553542.4),(37 1552156.5),(38 1560390.8),(39 1577957.4),(40 1603938),(41 1620245.4),(42 1625441.8),(43 1629039.1),(44 1639603.3),(45 1659711.3),(46 1688258.1),(47 1703955.4),(48 1712429.4),(49 1717900.1),(50 1735203),(51 1750821),(52 1772227.4),(53 1797789.5),(54 1818273.6),(55 1829846.6),(56 1842038.9),(57 1851989.5),(58 1870273.8),(59 1901956.1),(60 1938090.3),(61 1978646.4),(62 2009941),(63 2012747),(64 2008126.9),(65 1993577.3),(66 1974747.9),(67 1955167.5),(68 1948495.3),(69 1949553.1),(70 1946764.5),(71 1948518.9),(72 1936331.3),(73 1909531.9),(74 1874898.1),(75 1847279.6),(76 1840154.9),(77 1844201.1),(78 1842267),(79 1824507.4),
(1 133985.78),(2 415328.84),(3 686512.3),(4 933187.25),(5 1105956.9),(6 1221769.9),(7 1290341.1),(8 1339261.5),(9 1397306),(10 1465596),(11 1520576.9),(12 1565246.8),(13 1569924.1),(14 1549422.6),(15 1506676.8),(16 1453802.5),(17 1421603.4),(18 1422475.6),(19 1449536.3),(20 1502036.4),(21 1571033.6),(22 1632385),(23 1674414.6),(24 1697120.4),(25 1694961.5),(26 1681054.3),(27 1669710.9),(28 1661582.9),(29 1662434.3),(30 1676740.8),(31 1681413.4),(32 1666436.6),(33 1635006.9),(34 1598362.5),(35 1564424.8),(36 1547585.8),(37 1540446.1),(38 1545569),(39 1552142.9),(40 1564183.4),(41 1562533.3),(42 1540424.3),(43 1505907),(44 1473624.4),(45 1461783),(46 1463804),(47 1469843.4),(48 1463611.4),(49 1464677.1),(50 1488997.1),(51 1492396.1),(52 1486926.6),(53 1476389),(54 1468827.4),(55 1457111),(56 1461243.8),(57 1495335.6),(58 1547919.5),(59 1602927.4),(60 1647161.9),(61 1678973.4),(62 1697655.6),(63 1714392.4),(64 1728962.1),(65 1733714.3),(66 1736011.4),(67 1745523.4),(68 1751919.3),(69 1758830.9),(70 1745678.1),(71 1720464.6),(72 1697608),(73 1680485.8),(74 1655694.9),(75 1631601.5),(76 1614830.5),(77 1611489.9),(78 1606185),(79 1587508.8),
(1 130025.81),(2 398126.94),(3 654695.9),(4 892230.4),(5 1054256.5),(6 1161333.6),(7 1245134.9),(8 1336806.3),(9 1418587.9),(10 1486348.8),(11 1529685.4),(12 1559960.1),(13 1575173.8),(14 1587987.5),(15 1597354),(16 1578069),(17 1539089.8),(18 1516917.5),(19 1522843.8),(20 1559523.3),(21 1605786.5),(22 1636372.8),(23 1644797.8),(24 1637747.5),(25 1633163.3),(26 1623723.4),(27 1638919.9),(28 1641358.9),(29 1646710.6),(30 1656685.8),(31 1666293),(32 1660550),(33 1643172.8),(34 1608462.9),(35 1571168.1),(36 1527931),(37 1493288.8),(38 1487321.1),(39 1502714.1),(40 1516010.5),(41 1504720.5),(42 1473765.4),(43 1442369.6),(44 1427905.8),(45 1434946.1),(46 1479599),(47 1539011),(48 1567148.1),(49 1551656.5),(50 1521663.3),(51 1484314.8),(52 1453689),(53 1449623.4),(54 1471028.8),(55 1501390.3),(56 1519966.9),(57 1518445),(58 1502937.8),(59 1480692.6),(60 1456013.4),(61 1435733.1),(62 1440689.4),(63 1477105.8),(64 1518405.1),(65 1534486.6),(66 1533459.9),(67 1512080.4),(68 1499290.1),(69 1503130.6),(70 1518434),(71 1522745.4),(72 1529778.3),(73 1525752),(74 1499804.6),(75 1482022.9),(76 1456825.8),(77 1456368.8),(78 1475619.8),(79 1497473.8),
