1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64233.54),(2 237922),(3 499553.2),(4 819490.2),(5 1174696.5),(6 1557610.4),(7 1946954.8),(8 2342293.3),(9 2729629),(10 3117772.8),(11 3498103),(12 3865449.8),(13 4217061.5),(14 4556839),(15 4881618),(16 5200377.5),(17 5503667.5),(18 5793752),(19 6083930.5),(20 6359481.5),(21 6639399.5),(22 6913674.5),(23 7182704.5),(24 7440005.5),(25 7691275),(26 7935898.5),(27 8165341),(28 8392878),(29 8594238),(30 8800505),(31 8995217),(32 9192675),(33 9417377),(34 9644824),(35 9867178),(36 10082139),(37 10279741),(38 10458979),(39 10609192),(40 10736047),(41 10823434),(42 10872965),(43 10913618),(44 10935084),(45 10954230),(46 10961857),(47 10945925),(48 10920761),(49 10871641),(50 10827956),(51 10793500),(52 10779510),(53 10783014),(54 10796797),(55 10824400),(56 10860744),(57 10899043),(58 10954024),(59 11010702),(60 11062389),(61 11110349),(62 11146522),(63 11168074),(64 11208365),(65 11250979),(66 11296922),(67 11308365),(68 11307539),(69 11292319),(70 11257837),(71 11212721),(72 11165126),(73 11099222),(74 11037922),(75 10987101),(76 10941025),(77 10910438),(78 10907567),(79 10912888),
(1 53426.03),(2 195211.73),(3 405088.16),(4 660641.06),(5 942932.3),(6 1244804.1),(7 1551826),(8 1868958.4),(9 2191193.8),(10 2523031.5),(11 2857810),(12 3187049.3),(13 3534014.3),(14 3890525.3),(15 4256561.5),(16 4643146),(17 5037109.5),(18 5419236.5),(19 5767684),(20 6092661.5),(21 6412157.5),(22 6726496),(23 7036128.5),(24 7308075.5),(25 7527310.5),(26 7726396),(27 7905987.5),(28 8057388.5),(29 8173332.5),(30 8283499.5),(31 8367564),(32 8425681),(33 8473783),(34 8493367),(35 8466584),(36 8427059),(37 8362634.5),(38 8290239.5),(39 8207521.5),(40 8122392),(41 8052358),(42 7977220.5),(43 7914736),(44 7879270),(45 7866056.5),(46 7863981.5),(47 7860624.5),(48 7864473.5),(49 7862978),(50 7876604),(51 7889792.5),(52 7916531.5),(53 7957415.5),(54 8008944.5),(55 8078464),(56 8166668),(57 8277426.5),(58 8398055),(59 8515441),(60 8622346),(61 8713756),(62 8770144),(63 8817739),(64 8848657),(65 8859117),(66 8841227),(67 8809040),(68 8767245),(69 8738552),(70 8732789),(71 8742864),(72 8759599),(73 8777153),(74 8791492),(75 8815129),(76 8852755),(77 8887819),(78 8944272),(79 9012597),
(1 59599.24),(2 219763.23),(3 454648.4),(4 741907.8),(5 1062534.9),(6 1410475.4),(7 1770044.8),(8 2142831.3),(9 2521770.3),(10 2898117.8),(11 3270971.3),(12 3636272),(13 3996986.3),(14 4350972),(15 4719134),(16 5088339),(17 5440670.5),(18 5784320.5),(19 6080608.5),(20 6353290),(21 6597022.5),(22 6808239.5),(23 7006320.5),(24 7170546),(25 7313518),(26 7436553),(27 7535892.5),(28 7627490.5),(29 7710812),(30 7780709),(31 7849465.5),(32 7901207),(33 7940865.5),(34 7966231),(35 7996606.5),(36 8027332),(37 8043515),(38 8039018),(39 8010393.5),(40 7961249.5),(41 7929719.5),(42 7904216.5),(43 7896719.5),(44 7928700),(45 7993046),(46 8066072.5),(47 8149815),(48 8249732),(49 8333963),(50 8423043),(51 8515310),(52 8598157),(53 8677958),(54 8751856),(55 8828202),(56 8908239),(57 8994940),(58 9090797),(59 9179463),(60 9262194),(61 9346340),(62 9412897),(63 9473199),(64 9508100),(65 9537896),(66 9551404),(67 9529431),(68 9486138),(69 9423154),(70 9366804),(71 9319309),(72 9278721),(73 9250933),(74 9234567),(75 9220450),(76 9229692),(77 9238066),(78 9247383),(79 9252705),
(1 58516.49),(2 212681.86),(3 438264.44),(4 709097.75),(5 1008853.4),(6 1334624.1),(7 1674565.3),(8 2023805.3),(9 2377220.3),(10 2726874),(11 3064256),(12 3399683.3),(13 3728483),(14 4056745.3),(15 4373776.5),(16 4668400.5),(17 4933670),(18 5176959),(19 5389014.5),(20 5579678.5),(21 5756700),(22 5915632.5),(23 6051910),(24 6149054),(25 6198278),(26 6220602),(27 6218193.5),(28 6209337),(29 6197694),(30 6189891),(31 6193266),(32 6209572.5),(33 6263664),(34 6330656),(35 6417222.5),(36 6516018.5),(37 6599851),(38 6672573.5),(39 6728598),(40 6766065.5),(41 6804374.5),(42 6826969.5),(43 6850417.5),(44 6875963.5),(45 6907622),(46 6937383),(47 6972226.5),(48 7033200.5),(49 7080882),(50 7135853.5),(51 7171860),(52 7215214.5),(53 7241858.5),(54 7264596),(55 7297865.5),(56 7322377.5),(57 7342483),(58 7359396),(59 7369623),(60 7373899),(61 7376272.5),(62 7379403),(63 7374965),(64 7352315),(65 7325134.5),(66 7295392),(67 7249663.5),(68 7206001.5),(69 7156716),(70 7122128.5),(71 7107025.5),(72 7095175.5),(73 7100473),(74 7114496),(75 7125876.5),(76 7150379),(77 7179438),(78 7201408),(79 7215929),
(1 53101.31),(2 189078.31),(3 383934.75),(4 614687.25),(5 866659.44),(6 1148093.4),(7 1450491.5),(8 1781534.9),(9 2119848.3),(10 2441481.8),(11 2735129),(12 3002238.3),(13 3256390),(14 3488031.8),(15 3703858.3),(16 3900726.3),(17 4074164.3),(18 4219253.5),(19 4332822),(20 4428258),(21 4502243.5),(22 4559961),(23 4594773.5),(24 4619416.5),(25 4631629.5),(26 4656554.5),(27 4701754.5),(28 4776469.5),(29 4866074),(30 4970470.5),(31 5091437),(32 5223806),(33 5369679),(34 5521055),(35 5675315.5),(36 5835020),(37 5977641.5),(38 6086866),(39 6156701),(40 6198131),(41 6224087),(42 6225660.5),(43 6204744.5),(44 6167859),(45 6130037.5),(46 6090598),(47 6046659.5),(48 6013538.5),(49 5969551),(50 5931010),(51 5891714.5),(52 5869793),(53 5858115.5),(54 5853532.5),(55 5859978),(56 5880690),(57 5916666),(58 5960342),(59 6013352.5),(60 6069472),(61 6140506.5),(62 6220908),(63 6320410.5),(64 6426966),(65 6529427),(66 6630957),(67 6731468),(68 6833891.5),(69 6946028),(70 7070905),(71 7193266),(72 7318286),(73 7429017),(74 7515446),(75 7569724.5),(76 7617736.5),(77 7642274),(78 7648159),(79 7653083.5),
(1 57330.984),(2 209666.97),(3 437637.4),(4 721320.7),(5 1035999.1),(6 1363009.3),(7 1697056),(8 2029109.6),(9 2351667.5),(10 2671932.8),(11 2967778.3),(12 3238137.5),(13 3483275.5),(14 3702818.8),(15 3898890.8),(16 4073767.5),(17 4224330),(18 4354939),(19 4461141.5),(20 4555908.5),(21 4634303.5),(22 4689371),(23 4734581),(24 4764550),(25 4783755.5),(26 4805426.5),(27 4829633.5),(28 4857746),(29 4891378),(30 4923033.5),(31 4959832.5),(32 5000205),(33 5034720.5),(34 5074342.5),(35 5115513),(36 5175439),(37 5240872.5),(38 5281726),(39 5305998),(40 5314759.5),(41 5321529.5),(42 5321005),(43 5318538.5),(44 5328217),(45 5359347.5),(46 5414592),(47 5469695),(48 5546266.5),(49 5622444.5),(50 5708990.5),(51 5811946),(52 5943147.5),(53 6070403),(54 6188962),(55 6302837),(56 6411920),(57 6510615.5),(58 6611615),(59 6715254),(60 6816554),(61 6909718),(62 6991240),(63 7075821.5),(64 7149965),(65 7216578.5),(66 7267560),(67 7310406.5),(68 7362401),(69 7422365.5),(70 7489057),(71 7561497.5),(72 7634449),(73 7695186.5),(74 7748542.5),(75 7803926),(76 7863385.5),(77 7918169.5),(78 7950011.5),(79 7966575),
(1 52763.316),(2 190553.6),(3 391217.53),(4 633471.75),(5 894548.4),(6 1155148.4),(7 1416012.9),(8 1674196),(9 1914412.5),(10 2144166.8),(11 2358843.8),(12 2560219),(13 2752048),(14 2943201),(15 3116912.5),(16 3266539.8),(17 3395166),(18 3497717),(19 3577800),(20 3642324.5),(21 3687642.5),(22 3715494.3),(23 3744490.8),(24 3784050),(25 3830508.5),(26 3880970.8),(27 3948881.3),(28 4026201.8),(29 4118158.8),(30 4210920),(31 4303573),(32 4394390.5),(33 4481698.5),(34 4579117),(35 4690343),(36 4823746),(37 4958491),(38 5081461),(39 5190449),(40 5298290.5),(41 5400163),(42 5495827.5),(43 5590745.5),(44 5686413),(45 5782108),(46 5879705),(47 5965909),(48 6061270.5),(49 6134632.5),(50 6201825),(51 6250220),(52 6298913.5),(53 6339994),(54 6376061),(55 6411079.5),(56 6449516),(57 6489497.5),(58 6528052),(59 6566774.5),(60 6606719),(61 6644904.5),(62 6678865.5),(63 6717156.5),(64 6762128.5),(65 6815891.5),(66 6849614.5),(67 6861543),(68 6852916),(69 6822139),(70 6770521),(71 6721930.5),(72 6661354.5),(73 6597206.5),(74 6527532),(75 6469878.5),(76 6421413),(77 6389909),(78 6361891.5),(79 6333161),
(1 55011.457),(2 196648.44),(3 397238.78),(4 631076.1),(5 880043),(6 1132811.6),(7 1381798),(8 1625536.5),(9 1849629.1),(10 2053182),(11 2241386.3),(12 2411134),(13 2567203.8),(14 2711724.3),(15 2849353.3),(16 2980217.5),(17 3100490.8),(18 3199837),(19 3285313.3),(20 3364460.5),(21 3436857.3),(22 3513215),(23 3601391.5),(24 3696027.3),(25 3787868),(26 3866554.8),(27 3950259),(28 4032908),(29 4117259.8),(30 4207835),(31 4313951.5),(32 4419328),(33 4529901),(34 4642840),(35 4747481),(36 4845335.5),(37 4929047.5),(38 4987211.5),(39 5027803.5),(40 5046809),(41 5056095),(42 5068366.5),(43 5077147.5),(44 5084548),(45 5098238),(46 5117499.5),(47 5144218.5),(48 5180149.5),(49 5200991),(50 5209482.5),(51 5221356),(52 5226541),(53 5221923),(54 5212520.5),(55 5210377),(56 5214927),(57 5225590.5),(58 5242414),(59 5262226.5),(60 5297042.5),(61 5340237.5),(62 5394504.5),(63 5454798.5),(64 5529709.5),(65 5598219),(66 5653640),(67 5707181.5),(68 5758687),(69 5790878.5),(70 5812626.5),(71 5823370),(72 5821879.5),(73 5798767.5),(74 5751979),(75 5696211),(76 5635029),(77 5583899.5),(78 5541567),(79 5506528),
(1 55715.836),(2 200715.06),(3 405550.13),(4 647471.25),(5 911858.9),(6 1189083.3),(7 1465189.3),(8 1736862.9),(9 1978114.3),(10 2186701),(11 2372740.8),(12 2538571),(13 2679882),(14 2807822.5),(15 2935677.5),(16 3065447),(17 3197698.5),(18 3315196),(19 3425099),(20 3529983.5),(21 3622512),(22 3703934.5),(23 3780895.3),(24 3850408),(25 3906580.8),(26 3941395.3),(27 3961571.8),(28 3970807.5),(29 3976303),(30 3979950.3),(31 3975648.5),(32 3971323.5),(33 3972310),(34 3979941.3),(35 4000267),(36 4024053),(37 4052596),(38 4083290),(39 4125169),(40 4178544.5),(41 4230155.5),(42 4289344),(43 4329655.5),(44 4358387.5),(45 4379643),(46 4396657),(47 4418879.5),(48 4445072.5),(49 4466028),(50 4475775.5),(51 4475017),(52 4474395),(53 4470828),(54 4470916),(55 4471124),(56 4480837),(57 4501327),(58 4534021),(59 4575057.5),(60 4623431.5),(61 4676719),(62 4732571),(63 4788975.5),(64 4839391),(65 4875579),(66 4908021.5),(67 4936206),(68 4955275),(69 4951552),(70 4940755),(71 4922346.5),(72 4915159),(73 4917746.5),(74 4911625.5),(75 4898366),(76 4895466),(77 4899878.5),(78 4908706),(79 4933402),
(1 52570.406),(2 189739.48),(3 386244),(4 619761.6),(5 871027),(6 1130545.5),(7 1387942),(8 1644937.1),(9 1886878.5),(10 2113087),(11 2312972.5),(12 2494845.8),(13 2658763.8),(14 2812067.8),(15 2949085.5),(16 3072879.8),(17 3180097.3),(18 3286855.5),(19 3392275),(20 3495468),(21 3591464.8),(22 3678886),(23 3762161.3),(24 3846004.3),(25 3927547.8),(26 3999370.8),(27 4074799.5),(28 4141377.8),(29 4194060),(30 4233814),(31 4264419.5),(32 4291478.5),(33 4313962.5),(34 4335022),(35 4352010.5),(36 4364289.5),(37 4380094.5),(38 4395921.5),(39 4411181),(40 4430721.5),(41 4440413),(42 4443294),(43 4427206),(44 4397643),(45 4357275.5),(46 4324737),(47 4302239),(48 4291529),(49 4296250.5),(50 4321683),(51 4368226.5),(52 4443114.5),(53 4526898),(54 4627180.5),(55 4729927),(56 4833017.5),(57 4945536),(58 5041125),(59 5126956),(60 5191887),(61 5241706),(62 5284686),(63 5326444),(64 5359084),(65 5380158.5),(66 5403288),(67 5432390),(68 5458473),(69 5483470.5),(70 5514913),(71 5552446.5),(72 5595715.5),(73 5629000),(74 5662112),(75 5687665),(76 5704984),(77 5709605),(78 5704715),(79 5691844.5),
(1 50228.85),(2 178403.34),(3 360459.94),(4 572879.44),(5 797193.94),(6 1020523.9),(7 1242768.8),(8 1461676),(9 1671389.8),(10 1865381.3),(11 2045486.6),(12 2204799.8),(13 2346110.5),(14 2460746),(15 2558894.3),(16 2636598.5),(17 2695127),(18 2745966.8),(19 2785117.8),(20 2812407.3),(21 2827066.8),(22 2833440),(23 2838385.8),(24 2858012.8),(25 2877850.3),(26 2904881.3),(27 2946597.8),(28 2999557.3),(29 3057077.5),(30 3118535),(31 3180755.3),(32 3236761.5),(33 3284508),(34 3316591.5),(35 3337103.5),(36 3349198.8),(37 3363434.5),(38 3380388.5),(39 3403215),(40 3423011.3),(41 3435844.3),(42 3445615.3),(43 3451254.8),(44 3455637.3),(45 3463935),(46 3482590.5),(47 3521300.8),(48 3562473.3),(49 3622355.3),(50 3696427.5),(51 3768330.5),(52 3836828.8),(53 3899611),(54 3950765.3),(55 3990095.5),(56 4027973),(57 4066906.5),(58 4106006.8),(59 4142001.3),(60 4160066.8),(61 4172114.3),(62 4180974.8),(63 4201010.5),(64 4232073),(65 4265546),(66 4304061),(67 4335840),(68 4357809.5),(69 4376884.5),(70 4393490.5),(71 4403686.5),(72 4410241),(73 4417602),(74 4428594.5),(75 4443772),(76 4467310),(77 4505247),(78 4539876.5),(79 4555559.5),
(1 44435.05),(2 154681.94),(3 303978.22),(4 468985),(5 636373.6),(6 803802.9),(7 970548.25),(8 1131556.6),(9 1285923.5),(10 1432294),(11 1569031.1),(12 1693119.5),(13 1806609.8),(14 1912248.6),(15 2020820),(16 2129907),(17 2244306.8),(18 2362035.8),(19 2473401.8),(20 2575296),(21 2675147.3),(22 2779521.5),(23 2878617.3),(24 2963987),(25 3032243),(26 3088155),(27 3140001),(28 3186411.8),(29 3233056.5),(30 3279408.5),(31 3324303),(32 3364909),(33 3392367),(34 3412886),(35 3434251.5),(36 3455953),(37 3470309.8),(38 3462677.8),(39 3434976.5),(40 3405141.5),(41 3376286.3),(42 3357057),(43 3324932.8),(44 3292885.8),(45 3260257),(46 3231304.8),(47 3215231.5),(48 3213486.3),(49 3228374.5),(50 3260093),(51 3294576.8),(52 3326210.8),(53 3352089),(54 3372341.3),(55 3387796),(56 3393389.3),(57 3392579),(58 3378891.8),(59 3363269),(60 3348327),(61 3343980),(62 3342125.3),(63 3347358),(64 3359720),(65 3374194.5),(66 3390195.5),(67 3414430),(68 3437177.5),(69 3468665.3),(70 3499121),(71 3518827.8),(72 3534002.3),(73 3535864.3),(74 3529573.3),(75 3515431.8),(76 3495248.5),(77 3473551),(78 3452920.3),(79 3429984.5),
(1 45308.164),(2 156498.34),(3 310296.4),(4 490955.7),(5 689116.56),(6 899431.06),(7 1108971.5),(8 1312944.4),(9 1495671.9),(10 1653401.5),(11 1785514.8),(12 1895283.4),(13 1988841.1),(14 2071808.4),(15 2153596),(16 2241259.5),(17 2336313.3),(18 2432363.5),(19 2526238.3),(20 2613930.5),(21 2704519.8),(22 2800222.5),(23 2882674.5),(24 2949033.3),(25 2998151.3),(26 3034848),(27 3059401.8),(28 3072516),(29 3074924),(30 3074264.5),(31 3072061.8),(32 3064860),(33 3051047.8),(34 3041074.8),(35 3048006.3),(36 3068219.3),(37 3091074.3),(38 3108863.5),(39 3123609.3),(40 3145421.5),(41 3164841),(42 3189386.5),(43 3210933.5),(44 3242046.5),(45 3276166),(46 3316118.8),(47 3353096.3),(48 3389953.8),(49 3426362.5),(50 3464871.5),(51 3488544.3),(52 3504327.5),(53 3524743.5),(54 3554961.8),(55 3588088.5),(56 3629700.8),(57 3680006.8),(58 3720403),(59 3757268.5),(60 3787159),(61 3807401),(62 3811951),(63 3804918),(64 3783281.5),(65 3753806.5),(66 3714825),(67 3676282.8),(68 3632735.8),(69 3594385.8),(70 3552731.3),(71 3519276.8),(72 3495738.8),(73 3478484.5),(74 3460556),(75 3442361.3),(76 3423305),(77 3411321.8),(78 3401759.8),(79 3397519.8),
(1 45960.754),(2 161764.56),(3 324916.13),(4 513709.66),(5 715192.7),(6 920164.25),(7 1117953.1),(8 1308088.5),(9 1476390.9),(10 1629788.3),(11 1767732.6),(12 1885732.3),(13 1982102.8),(14 2066440.5),(15 2143185),(16 2218642),(17 2289965.3),(18 2347521.8),(19 2389129.8),(20 2422263.8),(21 2450064),(22 2481363.5),(23 2512162),(24 2550454.3),(25 2588888),(26 2626868.3),(27 2666722.3),(28 2705030),(29 2733352.5),(30 2754190.5),(31 2766093.3),(32 2766249.5),(33 2752663),(34 2730278),(35 2710030.5),(36 2693978.8),(37 2681288.8),(38 2677442.8),(39 2675761.3),(40 2681279.3),(41 2686986),(42 2703266.3),(43 2717727.3),(44 2732589.5),(45 2748668),(46 2764117.8),(47 2780709.3),(48 2795899.8),(49 2808383.3),(50 2817542.8),(51 2823088.3),(52 2821794.3),(53 2823325.3),(54 2835337.5),(55 2854606.5),(56 2874716.8),(57 2895701.3),(58 2909449.5),(59 2919768.8),(60 2918874.3),(61 2906211),(62 2884732),(63 2858578),(64 2836802.5),(65 2825867.3),(66 2822865.8),(67 2825564),(68 2825025.5),(69 2825052.8),(70 2820511.8),(71 2820711.8),(72 2822713),(73 2828040.3),(74 2832576.3),(75 2838812.5),(76 2845235.8),(77 2859337),(78 2882572),(79 2909052),
(1 43571.17),(2 153082.88),(3 304823.34),(4 479059.25),(5 665015.44),(6 852151.6),(7 1033132.25),(8 1199661.1),(9 1333828),(10 1447911.6),(11 1551348.8),(12 1646837.5),(13 1726545.1),(14 1797432.8),(15 1864972.1),(16 1927126.3),(17 1982411.9),(18 2026891.8),(19 2056795.8),(20 2084392.5),(21 2104931.3),(22 2123520.3),(23 2143673.5),(24 2172806.3),(25 2211338.8),(26 2249647.3),(27 2287557.8),(28 2332494.5),(29 2374401),(30 2411015.8),(31 2434786.3),(32 2445999.3),(33 2453616.3),(34 2463609.5),(35 2476354.3),(36 2491081),(37 2508958.5),(38 2530470.8),(39 2553848.8),(40 2571572.5),(41 2586852),(42 2590044),(43 2586472.5),(44 2574704.3),(45 2555099.5),(46 2535001.5),(47 2521290.8),(48 2515078.5),(49 2519948),(50 2533584.3),(51 2544781),(52 2555466),(53 2557257.3),(54 2549106.8),(55 2530095),(56 2504959.8),(57 2481834.3),(58 2458015),(59 2439028.5),(60 2424816),(61 2420028.5),(62 2415418.8),(63 2405386.8),(64 2394328.5),(65 2387234.3),(66 2378645.8),(67 2369255.5),(68 2356311),(69 2343263),(70 2335071),(71 2319392),(72 2305747.5),(73 2298260.8),(74 2301073.8),(75 2314338.3),(76 2326994.8),(77 2342105),(78 2359685.3),(79 2382552.5),
(1 42879.773),(2 147619.17),(3 290766),(4 450678.75),(5 616607.7),(6 784143.5),(7 946133.5),(8 1091509.3),(9 1220984.4),(10 1336859.4),(11 1437643.4),(12 1526694.3),(13 1593564.9),(14 1648597),(15 1699763.6),(16 1745200.3),(17 1788733.8),(18 1827695.6),(19 1859229.9),(20 1886811.4),(21 1913654.9),(22 1940612),(23 1966181.4),(24 1990723.4),(25 2014063.6),(26 2039309.9),(27 2068233.9),(28 2104067),(29 2142915.5),(30 2179582),(31 2202160.5),(32 2223276.5),(33 2239566.5),(34 2256634),(35 2273649.3),(36 2290252.5),(37 2308021.3),(38 2324684.8),(39 2340765),(40 2349010),(41 2356384.8),(42 2362174.8),(43 2363091.5),(44 2363010.8),(45 2361599.3),(46 2363803.3),(47 2371322.5),(48 2386490.3),(49 2413654.5),(50 2445912.5),(51 2480480.5),(52 2510816.8),(53 2527597.3),(54 2535346),(55 2541889.3),(56 2554118.8),(57 2578404.3),(58 2605023.5),(59 2629083.5),(60 2656594),(61 2683662),(62 2703512.3),(63 2711292.5),(64 2714483.5),(65 2716098.5),(66 2709704.5),(67 2696282.8),(68 2680521.3),(69 2664364.5),(70 2649250.8),(71 2638475.8),(72 2623899.8),(73 2608949.8),(74 2593796.3),(75 2578449),(76 2565606.5),(77 2548744),(78 2527737.3),(79 2506150.3),
(1 42833.766),(2 148016.75),(3 290057.25),(4 451157.6),(5 620807.4),(6 795759.94),(7 965168.7),(8 1118887.5),(9 1257239.6),(10 1382793.5),(11 1493912.5),(12 1589485.1),(13 1670364.1),(14 1735528.5),(15 1797198.3),(16 1858910.9),(17 1923288.9),(18 1988238.9),(19 2041207.1),(20 2094628.8),(21 2141648),(22 2178513.3),(23 2200841.5),(24 2213117.3),(25 2226012.8),(26 2240258.8),(27 2254686.3),(28 2275816),(29 2301350.8),(30 2328788.5),(31 2352957.3),(32 2373501.8),(33 2381275.3),(34 2382661.5),(35 2375022.3),(36 2359928),(37 2347922.3),(38 2337920),(39 2333956.5),(40 2329860.3),(41 2333455.8),(42 2345392),(43 2369236.3),(44 2406393.3),(45 2444480.3),(46 2481217),(47 2503339.8),(48 2524060.5),(49 2548051.5),(50 2571048.5),(51 2583471),(52 2585681),(53 2575188.5),(54 2559365.8),(55 2552268),(56 2556974),(57 2564357.8),(58 2566678),(59 2571109.8),(60 2573700.5),(61 2579466.8),(62 2586081.8),(63 2592996.5),(64 2592989.8),(65 2583531),(66 2563732),(67 2549048),(68 2538901.3),(69 2523280.3),(70 2498433.5),(71 2474948.5),(72 2469510.8),(73 2467943.8),(74 2472243.3),(75 2484395),(76 2489164.8),(77 2496935),(78 2506660),(79 2516428.8),
(1 43492.81),(2 154373.38),(3 310659.06),(4 489318.4),(5 674545.25),(6 849632.6),(7 1004592.4),(8 1138497.3),(9 1249552.6),(10 1340885.5),(11 1413582),(12 1464844.5),(13 1506071.6),(14 1538787.8),(15 1572373.4),(16 1601691.5),(17 1633312.6),(18 1664934.3),(19 1691652.4),(20 1721094),(21 1748531.9),(22 1769070.9),(23 1781056.4),(24 1790206.1),(25 1798966.8),(26 1810639),(27 1826027.8),(28 1843960.5),(29 1856206.4),(30 1863674.5),(31 1867416.4),(32 1865960.1),(33 1859918.8),(34 1848452.4),(35 1830568.6),(36 1802370),(37 1779082.6),(38 1757983.3),(39 1745924.9),(40 1735802),(41 1731678.8),(42 1727275.9),(43 1729867.9),(44 1738175.4),(45 1749476.5),(46 1764112.8),(47 1780213.6),(48 1801589.5),(49 1824773.5),(50 1846754.6),(51 1869457.9),(52 1891289.4),(53 1917476.1),(54 1938529.1),(55 1956348.3),(56 1967116.1),(57 1973482.6),(58 1970916.8),(59 1971278.9),(60 1971659.1),(61 1971444.4),(62 1964322.9),(63 1950191.3),(64 1931637),(65 1915324.3),(66 1898323.1),(67 1889405.1),(68 1886653.5),(69 1884142.4),(70 1879915.6),(71 1874014.3),(72 1871947.1),(73 1873990.9),(74 1880567.9),(75 1886622.1),(76 1887954.3),(77 1886697.4),(78 1886132.1),(79 1889706.3),
