1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 420805.34),(2 1433481),(3 2935397.3),(4 4769583.5),(5 6951569.5),(6 9403123),(7 12019819),(8 14632881),(9 17268510),(10 19960576),(11 22653710),(12 25205066),(13 27553974),(14 29793850),(15 31766650),(16 33708468),(17 35458252),(18 37111628),(19 38463404),(20 39715332),(21 40796380),(22 41787024),(23 42596772),(24 43342990),(25 44046172),(26 44627676),(27 45364736),(28 46109516),(29 47127412),(30 49297804),(31 51061788),(32 52860880),(33 55320096),(34 57205972),(35 59111070),(36 62110308),(37 66123700),(38 70791464),(39 76143970),(40 81980580),(41 88493240),(42 95721090),(43 104167770),(44 113328100),(45 123472540),(46 134338000),(47 146081570),(48 158136820),(49 170852420),(50 182569920),(51 195077440),(52 207363580),(53 220438270),(54 233673600),(55 247750030),(56 262726140),(57 277888700),(58 293130900),(59 308309400),(60 323069340),(61 338661340),(62 352963970),(63 362245020),(64 368793950),(65 372919140),(66 374772960),(67 373862240),(68 372307550),(69 369794400),(70 364530270),(71 359186900),(72 351288960),(73 343694560),(74 334071140),(75 324518820),(76 313422530),(77 300970600),(78 288543520),(79 274788830),
(1 315240.4),(2 1141757.4),(3 2249676.5),(4 3396600.3),(5 4430736.5),(6 5317389),(7 6063493.5),(8 6726171),(9 7325255),(10 7859582.5),(11 8329925.5),(12 8719382),(13 9013578),(14 9244877),(15 9441656),(16 9582805),(17 9642049),(18 9604241),(19 9487130),(20 9324392),(21 9162877),(22 9044630),(23 8999407),(24 9018721),(25 9105497),(26 9231663),(27 9353714),(28 9460856),(29 9525514),(30 9538294),(31 9486649),(32 9358666),(33 9176771),(34 8962584),(35 8738057),(36 8486426),(37 8346351.5),(38 8330200.5),(39 8392917),(40 8433838),(41 8402379),(42 8285782.5),(43 8159342),(44 8108844.5),(45 8168076.5),(46 8311439.5),(47 8513806),(48 8692725),(49 8820312),(50 8926887),(51 8927638),(52 8836124),(53 8825931),(54 8927741),(55 9032796),(56 9022998),(57 8934013),(58 8771791),(59 8597690),(60 8486460),(61 8432717),(62 8520154),(63 8708828),(64 8839572),(65 8814867),(66 8642375),(67 8434673),(68 8363107.5),(69 8574218),(70 9031106),(71 9574287),(72 9962794),(73 10086031),(74 10002018),(75 9896054),(76 9943026),(77 10256326),(78 10806414),(79 11450150),
(1 331149.5),(2 1175904.9),(3 2259641.3),(4 3329162.8),(5 4248345.5),(6 5029033.5),(7 5712314),(8 6377060.5),(9 7015639.5),(10 7619038),(11 8147804.5),(12 8561523),(13 8846527),(14 9028185),(15 9154169),(16 9267719),(17 9323676),(18 9272283),(19 9127255),(20 8924266),(21 8721611),(22 8559567),(23 8441164),(24 8360320),(25 8299272.5),(26 8264504),(27 8234679.5),(28 8217192),(29 8209630),(30 8218314.5),(31 8238113.5),(32 8255826),(33 8273960),(34 8322384),(35 8365252.5),(36 8410145),(37 8528120),(38 8704035),(39 8890087),(40 9030165),(41 9066467),(42 9048889),(43 9034349),(44 9044847),(45 9098583),(46 9166867),(47 9187714),(48 9156261),(49 9072355),(50 8945206),(51 8813871),(52 8735999),(53 8713987),(54 8697538),(55 8651709),(56 8519681),(57 8337338.5),(58 8172356),(59 8080122),(60 8087477.5),(61 8196050.5),(62 8367733.5),(63 8559547),(64 8641553),(65 8613401),(66 8521912),(67 8509175),(68 8676300),(69 9043760),(70 9499680),(71 9901844),(72 10120015),(73 10139286),(74 10029701),(75 9951323),(76 10013112),(77 10287168),(78 10706503),(79 11153035),
(1 333924.88),(2 1180534.6),(3 2224675.5),(4 3164387.8),(5 3863219.3),(6 4371172),(7 4772171),(8 5157540),(9 5526903.5),(10 5867398.5),(11 6155768.5),(12 6381688.5),(13 6548310.5),(14 6693223.5),(15 6825556.5),(16 6973833.5),(17 7125593.5),(18 7229709.5),(19 7242962),(20 7169907),(21 7063390.5),(22 6976526),(23 6926402.5),(24 6930743),(25 6966314),(26 7019647.5),(27 7077144.5),(28 7141435.5),(29 7224647.5),(30 7336225.5),(31 7472487.5),(32 7610365.5),(33 7739465),(34 7855031),(35 7923250.5),(36 7917138),(37 7917397),(38 7940752.5),(39 8002973.5),(40 8050655.5),(41 8051877),(42 8017174),(43 8049298),(44 8143365),(45 8292430),(46 8402661),(47 8438782),(48 8409441),(49 8332411),(50 8278438.5),(51 8188886),(52 8147814),(53 8274607.5),(54 8489331),(55 8648012),(56 8660785),(57 8557324),(58 8394414),(59 8247205),(60 8216176.5),(61 8286637.5),(62 8422708),(63 8554901),(64 8580611),(65 8408511),(66 8122519.5),(67 7881426.5),(68 7855277),(69 8055910.5),(70 8378418),(71 8684229),(72 8864449),(73 8910227),(74 8839955),(75 8757683),(76 8751584),(77 8811796),(78 8880040),(79 8921033),
(1 307991.8),(2 1074862.8),(3 1989135.5),(4 2768912.8),(5 3311185),(6 3668200.8),(7 3950254.5),(8 4235252.5),(9 4518310.5),(10 4772181),(11 4978731),(12 5151915.5),(13 5302083),(14 5472464),(15 5664138),(16 5862857.5),(17 6040251.5),(18 6149261),(19 6166586),(20 6102278.5),(21 6013997.5),(22 5948027),(23 5932292.5),(24 5958658.5),(25 5990633),(26 6009186),(27 5997303.5),(28 5972309),(29 5956614),(30 5989294),(31 6091777.5),(32 6254896),(33 6439681.5),(34 6609886),(35 6775612),(36 6972334),(37 7142226.5),(38 7239902.5),(39 7272976),(40 7260010),(41 7226599),(42 7178331.5),(43 7161594),(44 7183573),(45 7219559),(46 7225609),(47 7186606.5),(48 7105246),(49 7037282),(50 7071872.5),(51 7195337),(52 7272358.5),(53 7306976.5),(54 7350043),(55 7385156),(56 7336145.5),(57 7193786),(58 7009735),(59 6858281.5),(60 6794816.5),(61 6815297.5),(62 6865343.5),(63 6865486.5),(64 6841120),(65 6775586.5),(66 6731757),(67 6745400.5),(68 6818290),(69 6949564),(70 7073946),(71 7118167),(72 7099539),(73 7090196),(74 7144558),(75 7269248),(76 7432162.5),(77 7579596),(78 7622802),(79 7597261.5),
(1 275070.53),(2 931824.9),(3 1663162.4),(4 2236919.5),(5 2605827.5),(6 2835339),(7 3018800),(8 3192294.5),(9 3334092.3),(10 3423189.8),(11 3474714.3),(12 3527142),(13 3617039),(14 3743372.8),(15 3890962),(16 4027851.8),(17 4139479.5),(18 4223293.5),(19 4270094.5),(20 4290075),(21 4313691.5),(22 4385357.5),(23 4530357.5),(24 4738378.5),(25 4948709),(26 5112503.5),(27 5199806),(28 5192140.5),(29 5144908.5),(30 5105733.5),(31 5117247),(32 5190424.5),(33 5292385),(34 5390889.5),(35 5449362),(36 5462442),(37 5486606),(38 5520697),(39 5538422),(40 5512765.5),(41 5418035),(42 5332849),(43 5292067),(44 5292837.5),(45 5309766.5),(46 5341821),(47 5376759),(48 5386359.5),(49 5377787.5),(50 5360047.5),(51 5412096),(52 5583303),(53 5749712.5),(54 5795584),(55 5759619),(56 5735283.5),(57 5725063.5),(58 5668122),(59 5572405.5),(60 5495832.5),(61 5481952),(62 5528873),(63 5571998),(64 5548851),(65 5449699.5),(66 5358355.5),(67 5384185.5),(68 5531245),(69 5698930.5),(70 5808578),(71 5814617),(72 5781348),(73 5761152),(74 5765842),(75 5836488.5),(76 5968020.5),(77 6120605.5),(78 6234727),(79 6317420),
(1 272845.03),(2 910312.3),(3 1589973.6),(4 2102395.8),(5 2434641.5),(6 2681646.5),(7 2901699.5),(8 3094283.5),(9 3207834.5),(10 3231429.8),(11 3211769.3),(12 3218714.8),(13 3301648.3),(14 3438762.3),(15 3591832.5),(16 3700163.5),(17 3737343.3),(18 3738783),(19 3761042.8),(20 3821385),(21 3916613.5),(22 4038859.5),(23 4188740.8),(24 4374492),(25 4571480),(26 4738797.5),(27 4839667.5),(28 4862037),(29 4838668.5),(30 4825470),(31 4860261.5),(32 4964227),(33 5117656.5),(34 5270616),(35 5398892.5),(36 5509182.5),(37 5582264),(38 5601370.5),(39 5585502),(40 5536590),(41 5465126.5),(42 5405696),(43 5389623),(44 5403229.5),(45 5410350.5),(46 5411050.5),(47 5426401),(48 5447635.5),(49 5474093.5),(50 5526207),(51 5578088.5),(52 5638065),(53 5724078),(54 5764931),(55 5735261),(56 5683129.5),(57 5669272),(58 5682221),(59 5675861.5),(60 5663013.5),(61 5613449.5),(62 5559332.5),(63 5459269),(64 5345730.5),(65 5243996.5),(66 5180963),(67 5175997.5),(68 5213325.5),(69 5245908.5),(70 5231767),(71 5154668.5),(72 5098230),(73 5143046),(74 5261293),(75 5375652.5),(76 5463099),(77 5519247),(78 5544532.5),(79 5595549.5),
(1 269352.75),(2 887464.06),(3 1521397.4),(4 1981529.6),(5 2283173.3),(6 2519282.8),(7 2741373),(8 2915054),(9 2990879.5),(10 2979501),(11 2947821.5),(12 2977346),(13 3110029.5),(14 3311836.5),(15 3517775),(16 3660726.8),(17 3722156.5),(18 3763791.8),(19 3838171.8),(20 3964491.5),(21 4119020.5),(22 4269226.5),(23 4413416.5),(24 4574714.5),(25 4755264),(26 4936203.5),(27 5086281),(28 5159100),(29 5172066.5),(30 5152363),(31 5122905.5),(32 5121444.5),(33 5156042.5),(34 5204144.5),(35 5222450.5),(36 5185869),(37 5152578),(38 5145218.5),(39 5137972.5),(40 5100706),(41 5010757),(42 4916046.5),(43 4859995),(44 4830055),(45 4796317),(46 4716050.5),(47 4588137.5),(48 4433934.5),(49 4338180.5),(50 4290866.5),(51 4319807.5),(52 4398081),(53 4490335.5),(54 4507025),(55 4476692.5),(56 4466966),(57 4478403.5),(58 4459910),(59 4424116),(60 4371761.5),(61 4339666),(62 4339868),(63 4353524),(64 4314220),(65 4194689.5),(66 4088763.8),(67 4088725.8),(68 4198426),(69 4312079.5),(70 4350239.5),(71 4290925),(72 4215559),(73 4191981.3),(74 4235366),(75 4306591),(76 4400409),(77 4485638),(78 4586692.5),(79 4708025.5),
(1 278864.9),(2 909582.44),(3 1525042),(4 1924583.8),(5 2155409.5),(6 2348992),(7 2558373.5),(8 2739022),(9 2815885),(10 2784303),(11 2715824.5),(12 2687902.3),(13 2736058),(14 2850859.3),(15 2982803.5),(16 3081194.3),(17 3123937.8),(18 3157051),(19 3228594),(20 3337146.3),(21 3437469.3),(22 3482330.8),(23 3486890),(24 3521684.5),(25 3621081),(26 3772308.8),(27 3928218.3),(28 4017286),(29 4044481),(30 4040492),(31 4049998),(32 4107037),(33 4212162),(34 4331290),(35 4430996.5),(36 4480707),(37 4441246),(38 4364713),(39 4336162),(40 4356734),(41 4374136),(42 4354241.5),(43 4335392),(44 4330461),(45 4333177.5),(46 4331767.5),(47 4317611.5),(48 4286839),(49 4240184),(50 4230050.5),(51 4264346),(52 4347786.5),(53 4451832),(54 4492279),(55 4464215.5),(56 4435142),(57 4429972),(58 4416573.5),(59 4352003),(60 4238291.5),(61 4126956),(62 4060620),(63 4026529.3),(64 4043490.5),(65 4027022),(66 3961028.5),(67 3904867.3),(68 3924427.3),(69 4008446.8),(70 4087021),(71 4098845),(72 4072020),(73 4053647.3),(74 4033941.3),(75 3986476.8),(76 3922868),(77 3882148),(78 3907445.8),(79 3992614.5),
(1 279604.28),(2 903321.1),(3 1494383.8),(4 1837425.5),(5 1978163.3),(6 2076592.8),(7 2208861.8),(8 2338269.8),(9 2387429),(10 2361732.3),(11 2316064.5),(12 2309723.5),(13 2360360.5),(14 2450556.3),(15 2561972),(16 2652050),(17 2722329),(18 2802256.8),(19 2939004.3),(20 3106491.8),(21 3233581.3),(22 3257728.5),(23 3210222.5),(24 3167423.5),(25 3205073.5),(26 3325964.5),(27 3471062),(28 3566687.8),(29 3584257.5),(30 3563244.3),(31 3565626.3),(32 3627068.3),(33 3738229.3),(34 3845257.5),(35 3913877.8),(36 3962113),(37 3940340.5),(38 3829809),(39 3721686.5),(40 3668023.5),(41 3643575),(42 3615596.5),(43 3599929),(44 3602727.8),(45 3607762.3),(46 3587603.5),(47 3549838.5),(48 3520136.8),(49 3481594),(50 3448980),(51 3431790),(52 3452141),(53 3509277),(54 3512394),(55 3448894.3),(56 3379450),(57 3338213.5),(58 3324715.5),(59 3302322.5),(60 3256089.3),(61 3199176.5),(62 3176060),(63 3180393),(64 3294679.8),(65 3382739.3),(66 3349742.5),(67 3258580),(68 3232155.5),(69 3306867.5),(70 3352461.5),(71 3314538),(72 3246966.5),(73 3187144.8),(74 3142640.5),(75 3121039.8),(76 3097601.8),(77 3083981.3),(78 3099186.5),(79 3149985.8),
(1 270891.34),(2 871173.5),(3 1441579.9),(4 1788516.9),(5 1941343.8),(6 2027267),(7 2123215.8),(8 2207698),(9 2241831.3),(10 2232331.3),(11 2224871.3),(12 2244055.5),(13 2289374.5),(14 2333700.5),(15 2385227.3),(16 2442614.5),(17 2490359),(18 2552536.8),(19 2658773.5),(20 2793818.8),(21 2892125.5),(22 2912412),(23 2873822),(24 2845759.5),(25 2874031.5),(26 2951676.8),(27 3027404),(28 3045861),(29 3007430.5),(30 2956192.3),(31 2944490),(32 2997542.8),(33 3094423.3),(34 3190197),(35 3258871),(36 3294268.5),(37 3277207.8),(38 3213883.8),(39 3164526.3),(40 3147420.5),(41 3154768.5),(42 3164757),(43 3176650.8),(44 3196261.5),(45 3229845.8),(46 3260616.8),(47 3283945.5),(48 3292236.5),(49 3295155),(50 3288717.8),(51 3285088),(52 3290836.8),(53 3280493.5),(54 3261953),(55 3273507),(56 3276349),(57 3244067.5),(58 3232949.5),(59 3256858.8),(60 3238760.8),(61 3213939.5),(62 3185383),(63 3152416.3),(64 3153238.8),(65 3162041.5),(66 3128935.3),(67 3076232.3),(68 3047143.8),(69 3045523),(70 3069857),(71 3118529.3),(72 3164324),(73 3177457),(74 3149614.3),(75 3142702.8),(76 3200331.3),(77 3308319.8),(78 3410719.3),(79 3488780),
(1 261055.34),(2 817899),(3 1317292.3),(4 1611419.9),(5 1759181.8),(6 1854273.9),(7 1937025.6),(8 1990393.6),(9 1991108.6),(10 1982260.6),(11 2008253.5),(12 2073527.8),(13 2145226.8),(14 2186311.5),(15 2201544.8),(16 2216033.3),(17 2228931.5),(18 2259467.8),(19 2343320.3),(20 2471451.3),(21 2565021.8),(22 2569402),(23 2530873.3),(24 2537767.3),(25 2619853.8),(26 2735052.8),(27 2808745),(28 2785405.8),(29 2687275),(30 2569137.3),(31 2474778),(32 2439145.5),(33 2457879),(34 2512640.5),(35 2586974.8),(36 2650197.5),(37 2628288.5),(38 2557715.3),(39 2516841.3),(40 2519630.8),(41 2511383.3),(42 2502594.5),(43 2531362.3),(44 2597584.3),(45 2673366.8),(46 2719668),(47 2761412.5),(48 2802941.3),(49 2831346),(50 2840085),(51 2830179),(52 2850648),(53 2858575),(54 2789534.8),(55 2745942.8),(56 2750045.3),(57 2754662.8),(58 2751966.5),(59 2761249.8),(60 2761926.5),(61 2769452),(62 2812578.5),(63 2843195.5),(64 2928885),(65 2954781.8),(66 2906081),(67 2874217.3),(68 2919761.5),(69 3002976.3),(70 3022903.5),(71 3042702.5),(72 3126258.8),(73 3227863.8),(74 3258345.5),(75 3240417.3),(76 3260589.3),(77 3358715),(78 3476044.3),(79 3558669.3),
(1 262172.72),(2 819252.4),(3 1318799.1),(4 1611677.9),(5 1765273.1),(6 1879308.5),(7 1974524.3),(8 2036944),(9 2049089.1),(10 2046327.8),(11 2072953.1),(12 2135726.3),(13 2203742.5),(14 2236507.8),(15 2216551.3),(16 2169251),(17 2120095.8),(18 2098427),(19 2154919.3),(20 2289987),(21 2415379.3),(22 2442035),(23 2407759.5),(24 2403280.8),(25 2492147.5),(26 2626733.5),(27 2715378.5),(28 2702337.8),(29 2610212.3),(30 2494475),(31 2401606.5),(32 2350896.3),(33 2332263),(34 2327453.5),(35 2346291),(36 2424558.8),(37 2459446.5),(38 2411848),(39 2375283),(40 2393081.3),(41 2403182.3),(42 2393913.8),(43 2402256.8),(44 2443487.3),(45 2493470),(46 2517125.8),(47 2522651),(48 2532639),(49 2553830.3),(50 2567962.3),(51 2583742),(52 2600365),(53 2599250.8),(54 2569384.3),(55 2555767.5),(56 2542987),(57 2542935.5),(58 2591562.5),(59 2645749.5),(60 2656806.3),(61 2680125.3),(62 2713675),(63 2731774),(64 2819585),(65 2902683.3),(66 2896018),(67 2853568.8),(68 2855830),(69 2892687.8),(70 2898186.3),(71 2899918.5),(72 2928579.5),(73 2952420.8),(74 2916382.5),(75 2841005.8),(76 2802760.3),(77 2832285.3),(78 2882639),(79 2917631),
(1 228852.53),(2 713026.44),(3 1154304.9),(4 1426704.4),(5 1558960.4),(6 1624205.4),(7 1680689.5),(8 1738980.6),(9 1772330),(10 1806287.3),(11 1861521.5),(12 1929437.3),(13 1979028.9),(14 2006796.6),(15 2010837.8),(16 1999955.8),(17 1971060.5),(18 1948932.6),(19 1982001.1),(20 2066488.9),(21 2141009.8),(22 2145757.8),(23 2108860.8),(24 2101334.3),(25 2165507.5),(26 2273012.5),(27 2342521),(28 2330343.8),(29 2254826.5),(30 2161760),(31 2090289.1),(32 2064566.4),(33 2066633.5),(34 2074388.5),(35 2084267.4),(36 2123844.8),(37 2158022.5),(38 2124840),(39 2083477),(40 2078170.4),(41 2076081.3),(42 2078976),(43 2119838.8),(44 2190410.3),(45 2249792.8),(46 2263017.8),(47 2257905.3),(48 2257934.8),(49 2261200.3),(50 2244751.8),(51 2203122.5),(52 2191405),(53 2205460.5),(54 2220802.5),(55 2261669.5),(56 2287389.5),(57 2302182.3),(58 2342755.8),(59 2390922.3),(60 2393563.8),(61 2387641.8),(62 2430176.3),(63 2456985.8),(64 2516338.8),(65 2571868.8),(66 2560655.8),(67 2547815.8),(68 2583014.3),(69 2632212.5),(70 2648086),(71 2662647.3),(72 2708005),(73 2764223.8),(74 2783522.8),(75 2752327.3),(76 2722718.5),(77 2741125.5),(78 2785302.3),(79 2818178.3),
(1 218588.16),(2 651019.44),(3 1019702.5),(4 1259540.5),(5 1385192.5),(6 1425805.4),(7 1453718.4),(8 1515483.8),(9 1590283.3),(10 1658422.4),(11 1725256.8),(12 1784658.3),(13 1817114),(14 1828874),(15 1848148.3),(16 1888798.4),(17 1938317.4),(18 1980955.8),(19 2045773.8),(20 2139794.3),(21 2210124.5),(22 2187849.5),(23 2096086),(24 2022326),(25 2025222),(26 2085639.1),(27 2139141),(28 2145112.8),(29 2113999.3),(30 2072255.5),(31 2039765.8),(32 2024648.4),(33 2020558.9),(34 2022986.6),(35 2029704.9),(36 2041728.5),(37 2041789),(38 1998165.5),(39 1950862.8),(40 1930881.3),(41 1929406.9),(42 1941405.1),(43 1979926.4),(44 2035619.9),(45 2082981),(46 2092162.6),(47 2082992.1),(48 2078444.1),(49 2082050.6),(50 2073534.4),(51 2060104.8),(52 2052263.1),(53 2045566.6),(54 2075122),(55 2137431.8),(56 2157550.3),(57 2157481.3),(58 2202393.5),(59 2233217),(60 2199164.3),(61 2195800.5),(62 2249446.3),(63 2295874.3),(64 2321849.8),(65 2350807),(66 2353994.5),(67 2381743.5),(68 2438601),(69 2463499.8),(70 2479870.5),(71 2519152.3),(72 2541434.5),(73 2540740),(74 2532764),(75 2506812.3),(76 2464415.8),(77 2423356.8),(78 2403070),(79 2421252.3),
(1 231906.06),(2 665750.3),(3 993084.7),(4 1210547.1),(5 1358585.3),(6 1416461.4),(7 1431314.9),(8 1476011.3),(9 1555705.4),(10 1635579.3),(11 1701634.6),(12 1737107.3),(13 1734893.8),(14 1703916.6),(15 1666177.1),(16 1653378),(17 1664530.5),(18 1692206.3),(19 1768264.1),(20 1892725.8),(21 2007225.6),(22 2035104.8),(23 1976320.1),(24 1912454),(25 1907250.5),(26 1953095.9),(27 1990857.6),(28 1988400),(29 1966723.3),(30 1951293.5),(31 1947388.8),(32 1933549.1),(33 1913795.8),(34 1890397.1),(35 1875347.8),(36 1877122.1),(37 1847020.6),(38 1811964.1),(39 1836592.8),(40 1866583.9),(41 1854186.1),(42 1864176.1),(43 1928324.6),(44 1974470.9),(45 1986595.9),(46 1989594),(47 2001583.5),(48 2016946.5),(49 2018055.1),(50 1990037.8),(51 1960930),(52 1988796.1),(53 1990952.1),(54 1965321.1),(55 1985604.8),(56 1997631.3),(57 1996591.5),(58 2046848.4),(59 2090732.8),(60 2063435.5),(61 2053117.1),(62 2102174.3),(63 2139304.3),(64 2218645.3),(65 2244808.3),(66 2193191.8),(67 2208255.5),(68 2274092),(69 2263586.3),(70 2215137.8),(71 2242001.5),(72 2274738),(73 2232730),(74 2168292),(75 2129470.5),(76 2130652),(77 2132796.8),(78 2111384.8),(79 2126562.8),
(1 238004.6),(2 659806.9),(3 931904.2),(4 1074556.4),(5 1170244.6),(6 1199261.9),(7 1187497.6),(8 1207758.1),(9 1272350.5),(10 1347917),(11 1406864.6),(12 1452807.5),(13 1489832.9),(14 1512004.6),(15 1505152.3),(16 1479020.1),(17 1471591.8),(18 1475258.9),(19 1495383.6),(20 1551971),(21 1625094.3),(22 1658943.4),(23 1651402.9),(24 1667719.8),(25 1739222.5),(26 1827886.3),(27 1864464.6),(28 1833541.5),(29 1779791.6),(30 1752430.1),(31 1757900.3),(32 1771385.5),(33 1787216.8),(34 1795331),(35 1797405.9),(36 1804792.6),(37 1778246.9),(38 1718414.1),(39 1701315.6),(40 1718175.3),(41 1696441),(42 1669524.6),(43 1694456.8),(44 1726010.9),(45 1725503.6),(46 1713027.8),(47 1722332.6),(48 1751863.8),(49 1761561.8),(50 1752409.8),(51 1765028),(52 1788257.9),(53 1804234.5),(54 1787112.6),(55 1790939),(56 1815735.3),(57 1844816.4),(58 1901042.1),(59 1944231.4),(60 1955334.1),(61 1982671.8),(62 2015777.8),(63 2029031.4),(64 2092334.9),(65 2147899.5),(66 2144362),(67 2172202),(68 2241777.3),(69 2276864.8),(70 2293102.5),(71 2351842.5),(72 2381134.3),(73 2319030.5),(74 2245991.3),(75 2202974.5),(76 2176568),(77 2163795.8),(78 2125245.3),(79 2097422.5),
(1 225056.22),(2 615882.7),(3 856635.8),(4 966480.4),(5 1019276.8),(6 1012988.44),(7 999453.94),(8 1042555.75),(9 1132215.3),(10 1227696.9),(11 1301248),(12 1342281.3),(13 1360744.9),(14 1366267.8),(15 1361545.8),(16 1335724.1),(17 1320524.5),(18 1349192.1),(19 1396978.4),(20 1435210.4),(21 1452583.5),(22 1440987.3),(23 1410454.6),(24 1414878.3),(25 1487442.6),(26 1594518),(27 1662401.8),(28 1658105.6),(29 1615510.9),(30 1571426.3),(31 1546624.5),(32 1538174.6),(33 1552179.5),(34 1567764.1),(35 1601873.3),(36 1673603.9),(37 1678701.9),(38 1612057.3),(39 1578860.8),(40 1560734.3),(41 1513667.9),(42 1503615.6),(43 1541310.8),(44 1555211),(45 1538454.6),(46 1538716.5),(47 1557678),(48 1583315.9),(49 1582531),(50 1585406),(51 1621478),(52 1686714.1),(53 1696286),(54 1687693.9),(55 1714590),(56 1733185.6),(57 1746526.8),(58 1767756.6),(59 1766064.4),(60 1755283.8),(61 1778112.4),(62 1784273.8),(63 1764841.3),(64 1816646),(65 1829846.3),(66 1767800.1),(67 1798049.4),(68 1901133),(69 1929853.9),(70 1922317.8),(71 1977066.1),(72 2043414),(73 2014402.3),(74 1941167.6),(75 1898751.6),(76 1882048.5),(77 1880283.8),(78 1863297.8),(79 1870923.4),
