1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7576.91),(2 21768.705),(3 45630.387),(4 70960.73),(5 101285.48),(6 136511.03),(7 175540.95),(8 225951.8),(9 283540.72),(10 340751.16),(11 406329.5),(12 473646.75),(13 564699.3),(14 656580.44),(15 763811),(16 865850.56),(17 975373.8),(18 1082824),(19 1205350.1),(20 1322107.9),(21 1444901),(22 1558679.9),(23 1671198.5),(24 1774918.9),(25 1886094),(26 1995419.9),(27 2123185),(28 2246086.8),(29 2354830.8),(30 2455114.8),(31 2521281.8),(32 2576751),(33 2657502.3),(34 2730145.3),(35 2812722),(36 2890453.8),(37 2971611.3),(38 3042280.8),(39 3128059),(40 3197452.8),(41 3285604.8),(42 3362763),(43 3464036.8),(44 3580076.3),(45 3699278.8),(46 3825633.3),(47 3978969.3),(48 4150686.8),(49 4361102),(50 4546998),(51 4787552),(52 4995018.5),(53 5295973.5),(54 5562700.5),(55 5843246.5),(56 6115394.5),(57 6396952.5),(58 6689878),(59 6991916),(60 7298752),(61 7667769.5),(62 8066513.5),(63 8469143),(64 8839437),(65 9209713),(66 9549711),(67 9873103),(68 10157612),(69 10467191),(70 10796734),(71 11149065),(72 11486380),(73 11827972),(74 12150493),(75 12474912),(76 12736947),(77 12977875),(78 13210663),(79 13426781),
(1 47606.684),(2 128218.35),(3 173330.2),(4 203483.94),(5 238674.97),(6 252250.38),(7 258442.34),(8 285973.13),(9 309022.78),(10 315439.47),(11 327575.72),(12 342611.44),(13 351736.28),(14 357742.78),(15 361971.8),(16 364335.6),(17 362429.7),(18 367193),(19 374098.44),(20 378979),(21 395495.06),(22 425717.72),(23 444830.97),(24 453054.13),(25 457848.1),(26 456293.7),(27 464810.2),(28 477732.94),(29 488784.7),(30 496085.34),(31 494612.34),(32 491872.88),(33 495694.6),(34 503492.28),(35 510988.13),(36 516313.22),(37 520965.7),(38 524254.78),(39 527994.4),(40 529629.56),(41 530222.4),(42 535572.2),(43 540048.8),(44 539598.4),(45 535300),(46 524224),(47 514223.88),(48 510181.8),(49 505365),(50 500473.34),(51 500429.8),(52 503002.44),(53 507673.9),(54 515022.9),(55 522142.6),(56 520973.4),(57 515605.75),(58 520683.38),(59 538578.9),(60 559351.06),(61 566446.94),(62 558608),(63 549984.25),(64 548560.9),(65 549406.8),(66 545867.9),(67 538794.44),(68 531019.1),(69 529185.2),(70 533908.4),(71 539164.1),(72 535863.6),(73 525591.56),(74 517139.6),(75 515487.6),(76 518554.25),(77 518716.4),(78 514391.78),(79 509557.9),
(1 47834.11),(2 129025.305),(3 178375.77),(4 213348.34),(5 241460.77),(6 248701.5),(7 259825.63),(8 290701.44),(9 311441.38),(10 323179.66),(11 338016.03),(12 350629.8),(13 359809.88),(14 368535.72),(15 377181.9),(16 376437.44),(17 374582.7),(18 378255.2),(19 377552.22),(20 379419),(21 397599.53),(22 423579.5),(23 441592.13),(24 449121.5),(25 448159.72),(26 449518.5),(27 455851.94),(28 467695.38),(29 477471.47),(30 480888.75),(31 482750.28),(32 478229.75),(33 471919.16),(34 470784.9),(35 476767.25),(36 479674.2),(37 478818.03),(38 475366.1),(39 471424.22),(40 469655.03),(41 471278.78),(42 475630.03),(43 481414.94),(44 485197.44),(45 485834.66),(46 484452.38),(47 486475.9),(48 486950.1),(49 479502.5),(50 471371.53),(51 465049.5),(52 460657.9),(53 461282.5),(54 466353),(55 475908.7),(56 482731.94),(57 484750.56),(58 488593.06),(59 492201.88),(60 492323.2),(61 487692.84),(62 485916.47),(63 491198.1),(64 499498.25),(65 503332.47),(66 499408.28),(67 492070.5),(68 483890.1),(69 480717.88),(70 483029.34),(71 482343.84),(72 477454.2),(73 476675.7),(74 485192.16),(75 494735.4),(76 499849.2),(77 499831.03),(78 497201.72),(79 495222.4),
(1 44079.617),(2 124290.11),(3 181551.81),(4 225753.02),(5 258465.3),(6 269028.72),(7 281355.3),(8 304436.88),(9 316061.38),(10 322268.88),(11 328662.53),(12 329095.2),(13 332135.72),(14 341116.94),(15 347513.3),(16 346424.9),(17 345518.5),(18 350527.78),(19 354304.1),(20 364606.4),(21 381763.6),(22 396578.16),(23 411386.16),(24 422449.72),(25 434254),(26 443944.22),(27 454457.47),(28 458953.03),(29 455675.34),(30 455770.28),(31 450824.56),(32 443999.47),(33 439494.88),(34 444003.47),(35 451813.5),(36 454534.28),(37 454010.3),(38 453014.06),(39 457257.56),(40 466289.5),(41 472030.9),(42 471882.8),(43 469451.7),(44 470212),(45 469262.28),(46 466792.53),(47 472661.94),(48 478654.16),(49 481233.34),(50 489991.5),(51 500752),(52 505849.2),(53 511548.53),(54 522934.9),(55 532048.2),(56 531093.4),(57 525459.4),(58 526812.44),(59 531707.5),(60 534844.3),(61 533860.3),(62 531773),(63 534035.25),(64 536159.44),(65 533144.2),(66 530683.56),(67 529325.56),(68 530257.75),(69 532581.3),(70 532446.06),(71 530529.94),(72 530705.3),(73 534486.06),(74 535997.6),(75 535238),(76 532209.06),(77 530292.75),(78 527048.6),(79 521333.56),
(1 44823.2),(2 125350.15),(3 182602.39),(4 224679.83),(5 249312),(6 255966.81),(7 275588.06),(8 304056.25),(9 317509.28),(10 324986.84),(11 328986.88),(12 327114.34),(13 327697.16),(14 334867.72),(15 342353.1),(16 340694.4),(17 340217.66),(18 338494.4),(19 337084.66),(20 345426.25),(21 358825.03),(22 368194.38),(23 373008.7),(24 372019.94),(25 374262.06),(26 382477.88),(27 393533.75),(28 404163.16),(29 410292.88),(30 410765.06),(31 410927.75),(32 410592.88),(33 415538.88),(34 424275.3),(35 429062.38),(36 428964.66),(37 429838.06),(38 436396.34),(39 448169.66),(40 456740.88),(41 457384.66),(42 455413.66),(43 457245.8),(44 460329.8),(45 461809.53),(46 463966.34),(47 471336.16),(48 478689.22),(49 482173.66),(50 483850.13),(51 490332.25),(52 495487.6),(53 495621.97),(54 499219.5),(55 503762.03),(56 501868.75),(57 500155.66),(58 502654.94),(59 508511.1),(60 516230.03),(61 518964.16),(62 521159.66),(63 522990.53),(64 518745.66),(65 511909.28),(66 510176.2),(67 507235.7),(68 502252.75),(69 500079.5),(70 502955.28),(71 505884.25),(72 502787.6),(73 497395.66),(74 497338.03),(75 499852.9),(76 499979.4),(77 498842.13),(78 496471.9),(79 494428.56),
(1 48550.055),(2 129022.1),(3 177188.63),(4 216703.53),(5 242226.9),(6 243908.42),(7 257952.98),(8 283965.34),(9 295181.7),(10 304298.06),(11 315073.16),(12 322212.22),(13 332774.1),(14 343618.2),(15 350212.3),(16 345733.13),(17 342695),(18 339305.28),(19 342289.28),(20 356742.03),(21 370876.34),(22 382284.4),(23 391006.44),(24 394884.44),(25 405938.3),(26 417557.7),(27 428130.4),(28 431975.9),(29 432334.72),(30 434693.2),(31 439428.78),(32 448913.47),(33 467015.4),(34 482637.47),(35 493415.3),(36 496820.06),(37 497146.63),(38 500666.28),(39 504677.88),(40 506378.56),(41 505193.94),(42 505880.4),(43 511940.1),(44 521996.1),(45 525276.1),(46 518795.75),(47 515268.94),(48 515883.47),(49 513196.66),(50 510060.66),(51 512274.53),(52 513117.6),(53 509759.34),(54 508033.2),(55 514214.47),(56 520688.7),(57 518316.7),(58 515528.75),(59 517776.1),(60 519599.84),(61 515656.94),(62 510246.03),(63 509477.25),(64 509986.2),(65 509216.5),(66 507621.38),(67 502278.63),(68 493347),(69 491299.06),(70 495226.3),(71 492434.72),(72 482704.78),(73 476401.7),(74 479643.9),(75 487817),(76 491199.6),(77 487905.28),(78 483462.06),(79 481049.47),
(1 44652.336),(2 118210.32),(3 166744.77),(4 203969.67),(5 224645.86),(6 230598.94),(7 248648.4),(8 268096.34),(9 278875.4),(10 291843.3),(11 307219.38),(12 319253.53),(13 328474.63),(14 340423.75),(15 343244.1),(16 343005.63),(17 342553.97),(18 334737.38),(19 339130.38),(20 353120.28),(21 367431.25),(22 376077.97),(23 384648.7),(24 392433.06),(25 401566.13),(26 406010.06),(27 405205.78),(28 412206.34),(29 419564.2),(30 424593.28),(31 424610.13),(32 429738.53),(33 436207.53),(34 438732.5),(35 440933.25),(36 440719.6),(37 438734.94),(38 441324.2),(39 447970.75),(40 452593.7),(41 452443.72),(42 453242.06),(43 459098.47),(44 464736.28),(45 467165),(46 469952.1),(47 467077.7),(48 461352.6),(49 456424.9),(50 452600.66),(51 453517.84),(52 454171.03),(53 451962.9),(54 451072.03),(55 451907.88),(56 446829),(57 435337.47),(58 429503.34),(59 432752.03),(60 436092.3),(61 435974.25),(62 436400.03),(63 440922.94),(64 445117.28),(65 444706.94),(66 444509.97),(67 443113.25),(68 443060.03),(69 446780.4),(70 448529.78),(71 443123.2),(72 438722.44),(73 441637.75),(74 446260.78),(75 446098.75),(76 442185.28),(77 438421.7),(78 435977.6),(79 433889.53),
(1 40545.242),(2 111077.41),(3 161862.77),(4 198966.69),(5 217751.38),(6 224367.23),(7 242163.64),(8 258371.92),(9 264481.56),(10 272615.34),(11 277017.66),(12 280445.4),(13 288289.7),(14 296059.2),(15 300514.7),(16 306971.9),(17 311984.9),(18 314964.8),(19 326950.56),(20 338337.84),(21 348260.72),(22 352267.78),(23 354213.75),(24 359431.7),(25 364823.1),(26 364989.75),(27 356884.25),(28 353567.44),(29 354172.63),(30 356923.13),(31 365267.16),(32 375350.94),(33 382306.94),(34 385480.72),(35 390079.72),(36 396476.84),(37 402368.38),(38 404792.44),(39 407607.25),(40 413037),(41 419262.63),(42 424135.38),(43 430275.28),(44 440955.72),(45 454007.06),(46 458529.44),(47 461774.44),(48 464962.56),(49 458700.34),(50 453669.25),(51 457097.47),(52 468527.34),(53 478785),(54 483439.56),(55 487950.38),(56 487804.38),(57 477420.16),(58 466460.25),(59 461014.44),(60 457853.56),(61 454430.1),(62 459398.44),(63 463719.16),(64 460336.38),(65 455749.06),(66 454971.25),(67 448981.63),(68 444338),(69 442329.25),(70 437547.44),(71 433162.1),(72 435874.75),(73 444036.47),(74 451138.9),(75 452779),(76 451479.25),(77 448262.75),(78 440297.94),(79 429468.8),
(1 41977.88),(2 111155.3),(3 154221.48),(4 180349.7),(5 186403.2),(6 189566.77),(7 207582.3),(8 220174.84),(9 221198.44),(10 222285.03),(11 225468.55),(12 232318.9),(13 247235.1),(14 262568.66),(15 267034.6),(16 264513.7),(17 262891.5),(18 267905.78),(19 280442.13),(20 289005.44),(21 291182.66),(22 288816.4),(23 289166.13),(24 294777.47),(25 303378.8),(26 306796.47),(27 304088),(28 302668.1),(29 303302.97),(30 305892.84),(31 315496.2),(32 323432.66),(33 321753.28),(34 321790.13),(35 331126.75),(36 342787.22),(37 346550.8),(38 344905.63),(39 343043.5),(40 347376.7),(41 356636.22),(42 366773.25),(43 375102.34),(44 379695.03),(45 382288.78),(46 384102.38),(47 392409.53),(48 401428.06),(49 404139.88),(50 406753.47),(51 417523.34),(52 426377.2),(53 430091.3),(54 433158.66),(55 432903.8),(56 427312.25),(57 423496.78),(58 424937.6),(59 425110.4),(60 422953.7),(61 417210.66),(62 418995.22),(63 418434.28),(64 415321),(65 415295.84),(66 415972.5),(67 415901.2),(68 414047.1),(69 414016.78),(70 413247.28),(71 410100.06),(72 403470.94),(73 398616.8),(74 398117.66),(75 401397.9),(76 405148.44),(77 404675.6),(78 399535.47),(79 392344.44),
(1 39178.254),(2 100785.93),(3 139551.34),(4 169258.72),(5 180730.4),(6 188087.55),(7 209744.14),(8 219402.69),(9 214791.17),(10 215111.84),(11 220637.89),(12 231686.11),(13 252466.02),(14 268068),(15 269696.75),(16 267846.75),(17 263610.9),(18 271972.9),(19 283937.97),(20 294477.75),(21 301721.16),(22 309801.25),(23 322034.75),(24 333995.8),(25 341315.3),(26 341442.3),(27 339956.9),(28 342107.9),(29 343453.16),(30 348063.1),(31 355115.78),(32 360602.22),(33 363472.88),(34 366710.66),(35 372608.94),(36 379636.97),(37 383727.22),(38 384803.13),(39 386572.5),(40 391934.66),(41 394740.4),(42 391562.9),(43 388804.28),(44 391548.2),(45 398793.7),(46 405526.06),(47 411148.13),(48 416183.1),(49 417719.6),(50 417952.56),(51 418421.16),(52 419140.88),(53 416946.94),(54 414911.34),(55 412366.25),(56 408801.06),(57 408052.22),(58 408855.7),(59 405837),(60 400235.88),(61 397924.78),(62 401447.25),(63 403496.7),(64 402087.53),(65 402500.4),(66 402425.47),(67 402968),(68 405396.97),(69 405691.8),(70 399696.28),(71 394980.9),(72 394305.53),(73 392310.53),(74 390557.66),(75 392369.75),(76 393224.47),(77 392536.47),(78 395099.03),(79 397425.56),
(1 40666.17),(2 104643.734),(3 145629.34),(4 173781.05),(5 184599.73),(6 197261.28),(7 214678.73),(8 216244.72),(9 214466.14),(10 217876.77),(11 223367.92),(12 234024.19),(13 250953.64),(14 258813.36),(15 257649.72),(16 249522.36),(17 243948.86),(18 251814.47),(19 263973.94),(20 268390.47),(21 264162.1),(22 265042.5),(23 274152.94),(24 282729.38),(25 283931.63),(26 277738.38),(27 275803.72),(28 274362.34),(29 274413.75),(30 285992.94),(31 295916.53),(32 299020.78),(33 295270.56),(34 295847.94),(35 306256.56),(36 320518.25),(37 331064.66),(38 333126.2),(39 333482.72),(40 337631.94),(41 341316.53),(42 340129.2),(43 342639.25),(44 352026.8),(45 362224.63),(46 369499.1),(47 375340.5),(48 380484.1),(49 386371.25),(50 392415.5),(51 396771.56),(52 398854),(53 395366.53),(54 393762.6),(55 394440.94),(56 392547.75),(57 387434.97),(58 387712.72),(59 391383.1),(60 390238.66),(61 389101.16),(62 390464.25),(63 392775.44),(64 397378.56),(65 401515.53),(66 403488.34),(67 407531.47),(68 406292.2),(69 397799.72),(70 389159.47),(71 385207.2),(72 385935.78),(73 387966.16),(74 384101.4),(75 376710.53),(76 371685.84),(77 370518.6),(78 370743.16),(79 371927.84),
(1 34810.094),(2 93554.84),(3 133131.63),(4 160476.98),(5 172832.9),(6 185319.83),(7 201642.66),(8 201805.64),(9 200771.28),(10 204056.44),(11 207566.6),(12 218364.05),(13 232044.14),(14 241514.14),(15 240690.02),(16 231973.86),(17 226397.53),(18 233590.44),(19 243456.97),(20 251026.4),(21 258436.38),(22 269233.75),(23 281405.47),(24 291361.6),(25 294162.03),(26 295064.84),(27 294847.6),(28 293305.9),(29 300620.47),(30 313067.88),(31 320343.2),(32 319433.84),(33 319734.34),(34 325814.7),(35 331092.4),(36 331096.47),(37 333079.25),(38 336923.78),(39 343659.63),(40 351884.84),(41 357611.2),(42 356338.8),(43 354210.2),(44 356607.4),(45 362031.5),(46 365406.88),(47 367661.66),(48 369605.53),(49 372215),(50 374579.3),(51 376841.78),(52 381010.94),(53 382115.25),(54 380528.94),(55 381232.16),(56 380623.4),(57 377194.3),(58 373014.28),(59 371120.7),(60 371175.5),(61 371325.38),(62 371848),(63 370148.8),(64 372832.94),(65 374467.13),(66 374492.1),(67 377138.03),(68 376238.75),(69 376933.06),(70 380665.1),(71 382213.1),(72 381807.88),(73 377313.25),(74 368037.7),(75 359258.4),(76 358029.06),(77 360488.97),(78 363715.38),(79 368755.72),
(1 35755.074),(2 91185.016),(3 127447.49),(4 154000.8),(5 165786.67),(6 184691.88),(7 205601.7),(8 207351.75),(9 204735.75),(10 201670.53),(11 204477.03),(12 214422.94),(13 225638.02),(14 224261.31),(15 223830.44),(16 220993.23),(17 225953.6),(18 235774.33),(19 242064.84),(20 246868.98),(21 253343.94),(22 260618.83),(23 269342.75),(24 277368.06),(25 279606.72),(26 281893.25),(27 286261.34),(28 290560.47),(29 295608.03),(30 300307.44),(31 306200.47),(32 314684.8),(33 327006.13),(34 339846.03),(35 345687.4),(36 348323.88),(37 351003.44),(38 354275.22),(39 358029.53),(40 362739.38),(41 364210.25),(42 361422.3),(43 357443.1),(44 356948.2),(45 359930.5),(46 364540.16),(47 367554.3),(48 368408.47),(49 370149.53),(50 373476.56),(51 376909.4),(52 376725.34),(53 373963.66),(54 373949.06),(55 374794.13),(56 373511.4),(57 374846.4),(58 380272.22),(59 380624.6),(60 375548.56),(61 371399.72),(62 371223.78),(63 373853.7),(64 376257.8),(65 378326.9),(66 380819.34),(67 382067.47),(68 378417.6),(69 374810.8),(70 375828.56),(71 377437.16),(72 375310.28),(73 371426.5),(74 368761.88),(75 366847.2),(76 363914.72),(77 360745.3),(78 361940.34),(79 366343),
(1 37383.3),(2 92521.87),(3 122504.13),(4 142078.95),(5 153983.56),(6 174070.67),(7 193541.88),(8 193052.22),(9 191786.11),(10 197564),(11 203529.36),(12 212528.69),(13 220309.1),(14 221188.13),(15 220232.56),(16 216550.19),(17 220686.44),(18 227273.33),(19 230426.53),(20 235310.33),(21 246800.78),(22 260614.63),(23 269592.88),(24 270215.16),(25 267575.9),(26 268126.4),(27 269533.7),(28 277493.22),(29 288312.25),(30 297935.97),(31 305357.7),(32 309687.84),(33 319771.63),(34 327855.88),(35 331413.7),(36 334733.6),(37 338649.06),(38 343839.03),(39 348421.66),(40 350438.94),(41 351876.78),(42 354045.8),(43 356075.8),(44 360524.94),(45 364955.44),(46 370349.63),(47 378396.8),(48 383056.53),(49 376582.1),(50 368631.7),(51 366942.06),(52 364675.97),(53 363972.78),(54 370043.97),(55 378615.63),(56 380033.13),(57 380931.7),(58 384082.5),(59 382287.2),(60 378415.66),(61 377036.03),(62 378789.8),(63 381469.6),(64 380318.03),(65 377671.7),(66 377095.47),(67 376551.8),(68 372281.13),(69 365361.8),(70 362416),(71 359601.97),(72 357978.66),(73 359972.16),(74 360658.88),(75 357684.1),(76 352639.34),(77 349214.13),(78 349799.75),(79 349091.34),
(1 31973.918),(2 80752.56),(3 110933.555),(4 128995.31),(5 140187.14),(6 162051.06),(7 179708.1),(8 182354.33),(9 186095.44),(10 190963.66),(11 195893.02),(12 204360.77),(13 207664.34),(14 202674.5),(15 195206.61),(16 191508),(17 202867.02),(18 213262.34),(19 213340.5),(20 210978.66),(21 218237.88),(22 230968.22),(23 238296.45),(24 236817.39),(25 235832.48),(26 236896.22),(27 238263.73),(28 241343),(29 247776.13),(30 249461.33),(31 249469.27),(32 254050.34),(33 264179.7),(34 270722.1),(35 271079.9),(36 269207.28),(37 272455.22),(38 278067.28),(39 278897.34),(40 277175.22),(41 282149.03),(42 289328.56),(43 293100.1),(44 295640),(45 297414.5),(46 298621.47),(47 300432.44),(48 300538.13),(49 299585.25),(50 296764.97),(51 294004.22),(52 294139.47),(53 298950.38),(54 307815.44),(55 315885.3),(56 321441.66),(57 324358.9),(58 324882.7),(59 324065.9),(60 325397.5),(61 328316.53),(62 329426.78),(63 330428.38),(64 330522.1),(65 328208.1),(66 327078.34),(67 327930.25),(68 323376.88),(69 317665.8),(70 315980.8),(71 317476.25),(72 317171.4),(73 314925.34),(74 314492.06),(75 314109.75),(76 312395.47),(77 309638.47),(78 305994.7),(79 304498.34),
(1 31471.387),(2 80496.33),(3 111103.125),(4 130701.234),(5 142853.08),(6 158738.02),(7 169129.45),(8 172516.66),(9 180127.89),(10 183389.03),(11 188122.77),(12 197146.66),(13 203617.86),(14 203269.64),(15 196677.95),(16 195867.27),(17 206388.42),(18 213313.33),(19 215879.47),(20 220032.89),(21 228088.25),(22 234704.92),(23 235197.22),(24 232886.95),(25 232091.75),(26 227728.23),(27 228940.25),(28 236363.5),(29 242430.42),(30 241213.98),(31 240157.6),(32 246302.17),(33 253322.6),(34 255751.08),(35 256387.92),(36 258586.02),(37 266384.63),(38 274859.5),(39 278935.16),(40 282441.1),(41 286515.56),(42 286396.22),(43 285689.2),(44 290137.94),(45 295161.94),(46 298214.34),(47 301138.94),(48 302519.78),(49 302891.2),(50 300582.25),(51 297937.88),(52 299112.5),(53 303275.03),(54 304077.72),(55 303527.13),(56 304690.38),(57 306124.28),(58 306551.3),(59 305484.28),(60 304277.22),(61 303562.97),(62 304904.63),(63 307111.4),(64 309201.6),(65 310986.16),(66 313909.25),(67 314385.56),(68 309790),(69 305684.47),(70 302363.5),(71 298568.25),(72 295235.3),(73 293250.8),(74 292368.72),(75 294158.97),(76 295410.94),(77 294045.06),(78 291238.2),(79 288531.9),
(1 33029.625),(2 80585.36),(3 108391.92),(4 126809.42),(5 135843.86),(6 148708.77),(7 154610.58),(8 158495.23),(9 166970.58),(10 170833.58),(11 176330.67),(12 183141.61),(13 183905.86),(14 184387.31),(15 183800.16),(16 185214.42),(17 186163.77),(18 184313.23),(19 189543.13),(20 202832.38),(21 212657.7),(22 216321.31),(23 214698.17),(24 209171.27),(25 205534.1),(26 208351.72),(27 217064.9),(28 223062.55),(29 223378.73),(30 225517.8),(31 233096.47),(32 241074.8),(33 242817.83),(34 245605.5),(35 249325.69),(36 250380.34),(37 251768.36),(38 258460.52),(39 264765.03),(40 268093.3),(41 267774.3),(42 265543.75),(43 261935.28),(44 263310.63),(45 270413.16),(46 275600.63),(47 281039.56),(48 282766.38),(49 281294.63),(50 277509),(51 275411.22),(52 276480.3),(53 278371.75),(54 280442.94),(55 283044.5),(56 284440.16),(57 282847.63),(58 281260.47),(59 280491.16),(60 278728.72),(61 276256.84),(62 275962.66),(63 278484.66),(64 279852.97),(65 281664.63),(66 282285.75),(67 280069.1),(68 275610.78),(69 273906.22),(70 274914.94),(71 274523.9),(72 272484),(73 271153.56),(74 270721.06),(75 269824.88),(76 267388.2),(77 266194.94),(78 265090.34),(79 264985.88),
(1 34300.73),(2 82095.41),(3 106672.06),(4 120041.02),(5 131392.89),(6 146897.78),(7 150203.08),(8 149661.39),(9 155332.47),(10 162742.77),(11 171317.75),(12 176898.06),(13 178824.11),(14 179099.55),(15 174775.16),(16 173105.98),(17 173889.52),(18 175223.58),(19 179486.58),(20 188957.94),(21 199100.39),(22 205256.08),(23 209359.39),(24 209871.27),(25 208315.52),(26 209195.52),(27 213891.52),(28 218614.05),(29 218897.33),(30 221163.94),(31 231098.95),(32 237345.19),(33 236969.19),(34 240762.73),(35 249971.84),(36 258335.42),(37 263574.72),(38 266959.2),(39 270313.34),(40 274914.25),(41 276100.13),(42 274028.28),(43 273995.22),(44 279754.84),(45 287457.44),(46 290299.72),(47 295167.1),(48 299605.22),(49 298544.2),(50 297934.97),(51 301687.56),(52 305097.75),(53 308562.38),(54 312799.22),(55 315456.4),(56 317223.06),(57 315908.6),(58 314101.03),(59 315824.25),(60 316112.4),(61 315607.7),(62 321226.56),(63 322360.28),(64 319263.1),(65 315642.5),(66 309427.9),(67 305073.38),(68 304400.22),(69 308534.94),(70 307299.72),(71 303511.06),(72 300683.6),(73 295064),(74 288783.25),(75 284946.25),(76 285086.28),(77 286389.1),(78 284991.34),(79 283413.5),
(1 31514.354),(2 75762.72),(3 100287.86),(4 115635.09),(5 128167.85),(6 142010),(7 145864.98),(8 148128.06),(9 151889.36),(10 155955.63),(11 160477.6),(12 163385.19),(13 165605.64),(14 162421.19),(15 160273.56),(16 167290.64),(17 173599.19),(18 173514.22),(19 179168.77),(20 188909.8),(21 197410.14),(22 196349.94),(23 197446.44),(24 202946.22),(25 205936.89),(26 206094.84),(27 208732.81),(28 210375.56),(29 210726.9),(30 215395.84),(31 226501.17),(32 232481.05),(33 234848.33),(34 240474.39),(35 249962.42),(36 256673.5),(37 259736.28),(38 264408.66),(39 268765.1),(40 267674.2),(41 265743.03),(42 269106.03),(43 272861.28),(44 276079.88),(45 276719.34),(46 277766.9),(47 285022.5),(48 288352.8),(49 286650.56),(50 286787.34),(51 288116),(52 289150.16),(53 292921.84),(54 294933.63),(55 295063.34),(56 294302.94),(57 290485.4),(58 287117.25),(59 286992.6),(60 289241.13),(61 295251.03),(62 296226.88),(63 291348.38),(64 285854.38),(65 280644.16),(66 277982.94),(67 277096.6),(68 276747.63),(69 277429),(70 278103),(71 274902.94),(72 270528.7),(73 270172.16),(74 270357.4),(75 269144.25),(76 266428.7),(77 264150.8),(78 264515.97),(79 266018.13),
