1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 178205.83),(2 650349.94),(3 1333162.6),(4 2165616),(5 3068778.5),(6 4001759.3),(7 4951762),(8 5889335.5),(9 6796873.5),(10 7665149),(11 8430468),(12 9114979),(13 9698165),(14 10158682),(15 10542191),(16 10819564),(17 11032058),(18 11241595),(19 11455290),(20 11672850),(21 11930869),(22 12221240),(23 12542976),(24 12878809),(25 13224557),(26 13646859),(27 14091534),(28 14584722),(29 15116152),(30 15697380),(31 16322387),(32 16963780),(33 17604378),(34 18191168),(35 18684160),(36 19082484),(37 19421898),(38 19678462),(39 19854466),(40 19943654),(41 19956850),(42 19873748),(43 19781972),(44 19672500),(45 19615590),(46 19522024),(47 19460112),(48 19436178),(49 19450630),(50 19549630),(51 19713680),(52 19854628),(53 19940332),(54 19985068),(55 19930798),(56 19783642),(57 19600524),(58 19345948),(59 19051134),(60 18718246),(61 18362800),(62 18014470),(63 17786660),(64 17679654),(65 17720920),(66 17824902),(67 18010356),(68 18285662),(69 18593534),(70 18929712),(71 19165576),(72 19248470),(73 19153506),(74 18873376),(75 18417274),(76 17858896),(77 17206028),(78 16396232),(79 15528701),
(1 280373.34),(2 1047909.5),(3 2182307.8),(4 3600750),(5 5180346.5),(6 6833033.5),(7 8473144),(8 10004612),(9 11420857),(10 12681152),(11 13715195),(12 14530392),(13 15113312),(14 15452896),(15 15610039),(16 15583232),(17 15477035),(18 15417493),(19 15393461),(20 15423524),(21 15524691),(22 15679869),(23 15884128),(24 16093915),(25 16326539),(26 16602268),(27 16911514),(28 17218174),(29 17564460),(30 17929748),(31 18229854),(32 18465778),(33 18689822),(34 18878190),(35 19012450),(36 19096366),(37 19174582),(38 19315280),(39 19448152),(40 19587202),(41 19740930),(42 19870000),(43 19939626),(44 20025256),(45 20075718),(46 20011240),(47 19889022),(48 19735842),(49 19517456),(50 19209532),(51 18849770),(52 18498234),(53 18225794),(54 18018858),(55 17821870),(56 17660564),(57 17579512),(58 17530314),(59 17479896),(60 17416334),(61 17335312),(62 17192650),(63 16972794),(64 16745129),(65 16515389),(66 16255699),(67 16022475),(68 15841216),(69 15665411),(70 15453352),(71 15242683),(72 15045773),(73 14839075),(74 14639656),(75 14408999),(76 14185156),(77 14009944),(78 13887896),(79 13865443),
(1 213742.84),(2 771925.25),(3 1570234.8),(4 2502619.3),(5 3487111),(6 4493729.5),(7 5484089.5),(8 6430036.5),(9 7321918.5),(10 8152677),(11 8892995),(12 9536980),(13 10022065),(14 10397955),(15 10705042),(16 10887005),(17 11018712),(18 11136320),(19 11236859),(20 11376916),(21 11578358),(22 11814067),(23 12082199),(24 12388905),(25 12790720),(26 13296210),(27 13857475),(28 14456157),(29 15083487),(30 15642107),(31 16085683),(32 16413302),(33 16639841),(34 16744901),(35 16749517),(36 16761190),(37 16770783),(38 16794796),(39 16826304),(40 16815720),(41 16809034),(42 16787742),(43 16743974),(44 16671900),(45 16559720),(46 16364063),(47 16099469),(48 15795543),(49 15441952),(50 15068017),(51 14632817),(52 14204076),(53 13849571),(54 13589412),(55 13442272),(56 13394099),(57 13446826),(58 13564394),(59 13715813),(60 13921453),(61 14177935),(62 14435524),(63 14679351),(64 14763756),(65 14777219),(66 14764588),(67 14682115),(68 14555302),(69 14391890),(70 14229960),(71 14124174),(72 14112411),(73 14170925),(74 14279566),(75 14407729),(76 14551823),(77 14710034),(78 14877412),(79 15007145),
(1 212002.36),(2 782624.5),(3 1610694.5),(4 2617304.8),(5 3674247),(6 4742435),(7 5795653),(8 6784718),(9 7660324),(10 8414193),(11 8997971),(12 9388707),(13 9580495),(14 9621153),(15 9543593),(16 9447809),(17 9409703),(18 9455619),(19 9621822),(20 9915567),(21 10339761),(22 10858950),(23 11487004),(24 12196485),(25 12968268),(26 13780863),(27 14556726),(28 15204835),(29 15719350),(30 15953741),(31 15947649),(32 15733537),(33 15431816),(34 15075049),(35 14788744),(36 14645833),(37 14610144),(38 14671962),(39 14790184),(40 14924924),(41 15103149),(42 15291423),(43 15474170),(44 15655391),(45 15807427),(46 15881926),(47 15890755),(48 15754929),(49 15524529),(50 15171804),(51 14785203),(52 14465846),(53 14240966),(54 14082879),(55 14005467),(56 14013363),(57 14120801),(58 14231855),(59 14340690),(60 14421427),(61 14462144),(62 14487711),(63 14505427),(64 14462209),(65 14369583),(66 14223785),(67 14017599),(68 13782327),(69 13544289),(70 13312273),(71 13129841),(72 13047046),(73 13008356),(74 13059400),(75 13164803),(76 13318158),(77 13551127),(78 13790625),(79 13999556),
(1 206392.97),(2 747315.06),(3 1516737.8),(4 2415665.3),(5 3337200),(6 4228474),(7 5043304.5),(8 5721724.5),(9 6218397.5),(10 6527033),(11 6643859),(12 6587203.5),(13 6418223),(14 6178866.5),(15 5930713),(16 5748402),(17 5701610),(18 5828098.5),(19 6134533.5),(20 6623734.5),(21 7258080),(22 7968363.5),(23 8730200),(24 9476627),(25 10128396),(26 10681406),(27 11064923),(28 11280661),(29 11350643),(30 11210788),(31 10929426),(32 10574739),(33 10247662),(34 9960520),(35 9773229),(36 9745838),(37 9814588),(38 9999634),(39 10303631),(40 10670556),(41 11048270),(42 11410556),(43 11657562),(44 11820651),(45 11950760),(46 11959315),(47 11862878),(48 11715259),(49 11514285),(50 11299359),(51 11154942),(52 11075575),(53 11017536),(54 10980489),(55 10952533),(56 10915265),(57 10848556),(58 10743132),(59 10595064),(60 10361029),(61 10036661),(62 9659227),(63 9281445),(64 8981697),(65 8788059),(66 8707832),(67 8767977),(68 8955544),(69 9253773),(70 9655180),(71 10104066),(72 10600562),(73 11091767),(74 11574464),(75 12010385),(76 12330752),(77 12569073),(78 12711035),(79 12766268),
(1 214319.31),(2 782365.44),(3 1585428.8),(4 2528310.8),(5 3500686.5),(6 4439153),(7 5284019),(8 6006385),(9 6576075.5),(10 6938115),(11 7105384.5),(12 7075406),(13 6912569.5),(14 6696430),(15 6500260.5),(16 6362738.5),(17 6345352.5),(18 6436282.5),(19 6651389),(20 6994341.5),(21 7421563),(22 7845584),(23 8289737),(24 8734177),(25 9105936),(26 9400075),(27 9562030),(28 9598073),(29 9534938),(30 9332501),(31 9064740),(32 8837375),(33 8713382),(34 8709455),(35 8820468),(36 9016858),(37 9247382),(38 9496356),(39 9763877),(40 9991684),(41 10130908),(42 10192746),(43 10090825),(44 9873679),(45 9517971),(46 9110502),(47 8721427),(48 8381157),(49 8132888.5),(50 7961530.5),(51 7880022),(52 7856770),(53 7868631.5),(54 7907232),(55 7927705),(56 7898865),(57 7780457.5),(58 7607508.5),(59 7391680.5),(60 7132631.5),(61 6885465),(62 6702563.5),(63 6582755),(64 6602621.5),(65 6768672),(66 7051424.5),(67 7379382),(68 7729105),(69 8070920.5),(70 8370151.5),(71 8605340),(72 8808422),(73 8961817),(74 9128786),(75 9276506),(76 9389975),(77 9555219),(78 9736573),(79 9928318),
(1 191387.4),(2 691024.4),(3 1382438.6),(4 2168243.8),(5 2964464),(6 3739955.5),(7 4478792.5),(8 5146566),(9 5701249),(10 6082102),(11 6290790.5),(12 6314269),(13 6199834),(14 6016296.5),(15 5871025.5),(16 5807580),(17 5871015),(18 6073825),(19 6414485.5),(20 6865628),(21 7404292),(22 7959211.5),(23 8513723),(24 9007112),(25 9344835),(26 9573675),(27 9658151),(28 9629170),(29 9536782),(30 9485183),(31 9519921),(32 9661516),(33 9905998),(34 10171409),(35 10430757),(36 10683194),(37 10880138),(38 11020375),(39 11083700),(40 11021638),(41 10845394),(42 10582215),(43 10242828),(44 9886575),(45 9527639),(46 9230922),(47 9017709),(48 8888906),(49 8835554),(50 8830574),(51 8883585),(52 8951801),(53 9010979),(54 9048768),(55 9069751),(56 9058820),(57 9039079),(58 9013686),(59 8993566),(60 9022353),(61 9062962),(62 9134377),(63 9250297),(64 9417145),(65 9571947),(66 9700611),(67 9797682),(68 9855868),(69 9881939),(70 9850124),(71 9809107),(72 9759864),(73 9681325),(74 9600937),(75 9545237),(76 9462988),(77 9390222),(78 9314366),(79 9201846),
(1 194810.27),(2 698930.06),(3 1388680.8),(4 2174852),(5 2957394),(6 3680201.3),(7 4324906.5),(8 4861197.5),(9 5264673),(10 5536880.5),(11 5686076),(12 5748837),(13 5779242.5),(14 5774672.5),(15 5797510),(16 5873811.5),(17 6007894),(18 6159057.5),(19 6294684),(20 6387993),(21 6439028),(22 6441979),(23 6409297.5),(24 6323278.5),(25 6182812),(26 6043185.5),(27 5937100),(28 5895326),(29 5939213.5),(30 6052045),(31 6242854.5),(32 6510725),(33 6805130),(34 7074893),(35 7250989.5),(36 7323894),(37 7302984.5),(38 7182353.5),(39 6991611),(40 6767946.5),(41 6538795),(42 6332941.5),(43 6148531),(44 6020036),(45 5980358),(46 6043406.5),(47 6168529.5),(48 6335400),(49 6510083),(50 6678183.5),(51 6786312.5),(52 6852580.5),(53 6883959),(54 6869871.5),(55 6833716.5),(56 6770275),(57 6704257.5),(58 6683578),(59 6705032.5),(60 6767801),(61 6851754),(62 6952983.5),(63 7068224.5),(64 7182128.5),(65 7295142),(66 7430204.5),(67 7553057),(68 7693782.5),(69 7836627.5),(70 7921381),(71 7987023),(72 8030118),(73 8035674),(74 8062290.5),(75 8068039),(76 8053659.5),(77 8037916),(78 8023582),(79 8031942.5),
(1 203010.72),(2 725766.2),(3 1433203.3),(4 2210685),(5 2954110),(6 3620975),(7 4173603.5),(8 4591082.5),(9 4878784),(10 5051526),(11 5138623),(12 5175374),(13 5202566.5),(14 5209336.5),(15 5271999),(16 5411183.5),(17 5597095),(18 5790248.5),(19 5960985),(20 6098925),(21 6181894),(22 6232178),(23 6277130.5),(24 6314899),(25 6338201),(26 6368088),(27 6438022),(28 6536535),(29 6639019),(30 6758391.5),(31 6892468),(32 7030588),(33 7172135.5),(34 7289217),(35 7397616),(36 7462791),(37 7485499),(38 7466604),(39 7406316.5),(40 7298829),(41 7171427),(42 7012156),(43 6806215),(44 6573682.5),(45 6339122),(46 6122417),(47 5926901.5),(48 5752539.5),(49 5607096),(50 5503175),(51 5447028),(52 5429266.5),(53 5439031.5),(54 5462416),(55 5509593),(56 5586996),(57 5720693.5),(58 5907508.5),(59 6155302),(60 6430622),(61 6669622),(62 6807168.5),(63 6825474),(64 6775166.5),(65 6733228),(66 6753382.5),(67 6859124.5),(68 7067584),(69 7360837),(70 7684578),(71 7979774),(72 8233922.5),(73 8397450),(74 8476170),(75 8478772),(76 8413651),(77 8292068.5),(78 8098459),(79 7911611),
(1 185758.17),(2 657351.7),(3 1264845.4),(4 1920243),(5 2564735),(6 3148040.5),(7 3641503.3),(8 4000365),(9 4236010.5),(10 4385793.5),(11 4476714.5),(12 4533948),(13 4569459.5),(14 4630091),(15 4779572.5),(16 5010290),(17 5275934.5),(18 5543701.5),(19 5772347.5),(20 5941597.5),(21 6044132.5),(22 6102162.5),(23 6130827),(24 6178859.5),(25 6268054),(26 6393882.5),(27 6561412.5),(28 6724174),(29 6890709),(30 7052072.5),(31 7153704),(32 7184270),(33 7141307),(34 7048383),(35 6955604),(36 6896439.5),(37 6860687.5),(38 6814373.5),(39 6755875.5),(40 6681060.5),(41 6595113.5),(42 6506283),(43 6415479),(44 6300184.5),(45 6140945.5),(46 5959440.5),(47 5758843),(48 5547170),(49 5340480),(50 5163312),(51 5013025.5),(52 4902792.5),(53 4825583),(54 4766976.5),(55 4734935.5),(56 4733578.5),(57 4750357.5),(58 4800579),(59 4866898),(60 4952933),(61 5026233.5),(62 5106369),(63 5183256),(64 5265390),(65 5343838.5),(66 5432619),(67 5508605),(68 5574248.5),(69 5637485),(70 5691561),(71 5749994),(72 5814730.5),(73 5887215.5),(74 5936066.5),(75 5974267.5),(76 5976148),(77 5959584),(78 5924286),(79 5881516),
(1 203173.55),(2 705643.06),(3 1352601.1),(4 2049309.3),(5 2691558.8),(6 3228379.8),(7 3636651.3),(8 3889085.8),(9 4016975.5),(10 4083765.5),(11 4127156),(12 4188996),(13 4318902),(14 4535626),(15 4847618),(16 5199191),(17 5555131.5),(18 5856621),(19 6039436),(20 6107556),(21 6096683),(22 6042567.5),(23 6000590.5),(24 5998000.5),(25 6058830.5),(26 6184889.5),(27 6327432),(28 6491080.5),(29 6650898.5),(30 6780529),(31 6871947.5),(32 6912448),(33 6889569.5),(34 6808498.5),(35 6712944.5),(36 6636730.5),(37 6581295.5),(38 6538654),(39 6496776.5),(40 6430662),(41 6355746),(42 6267344.5),(43 6145868),(44 5996176.5),(45 5843992),(46 5706518),(47 5580514.5),(48 5480225),(49 5392045.5),(50 5327024),(51 5296967.5),(52 5284778),(53 5297530.5),(54 5346207.5),(55 5415033),(56 5491213.5),(57 5554984),(58 5593560),(59 5640872.5),(60 5695746.5),(61 5755067.5),(62 5845068),(63 5941675),(64 6040462.5),(65 6114766),(66 6176794.5),(67 6203666.5),(68 6210402.5),(69 6206917.5),(70 6212955),(71 6205629.5),(72 6200199.5),(73 6189440),(74 6134583),(75 6046140.5),(76 5924962),(77 5789268),(78 5646521.5),(79 5516528.5),
(1 196164.89),(2 690871.25),(3 1343799.6),(4 2044608.9),(5 2691433.3),(6 3212517),(7 3551029.3),(8 3700775.8),(9 3683909.8),(10 3581716.3),(11 3486405.8),(12 3457507.8),(13 3536675),(14 3740438.3),(15 4034738.8),(16 4363189.5),(17 4676262),(18 4915190),(19 5069696.5),(20 5128757),(21 5130906),(22 5104889),(23 5088330),(24 5088583),(25 5101373),(26 5129009.5),(27 5163667),(28 5194762.5),(29 5227716.5),(30 5262458.5),(31 5327346.5),(32 5402800),(33 5460368),(34 5500892.5),(35 5532593.5),(36 5528303),(37 5477341.5),(38 5369965),(39 5211363),(40 5029876),(41 4861715.5),(42 4737542.5),(43 4650633.5),(44 4599866),(45 4582506),(46 4586320),(47 4579867),(48 4566866),(49 4573582.5),(50 4582752),(51 4597138.5),(52 4586876),(53 4582374),(54 4594109),(55 4613160),(56 4647818.5),(57 4682540),(58 4686119),(59 4669099.5),(60 4646641),(61 4651852.5),(62 4698083),(63 4780262),(64 4856652),(65 4916556.5),(66 4933237),(67 4904001.5),(68 4833270),(69 4753778),(70 4682798.5),(71 4645064),(72 4678621),(73 4770406),(74 4882023),(75 5008604.5),(76 5062087.5),(77 5066730),(78 5025644.5),(79 4941451.5),
(1 148641.8),(2 509016.3),(3 956755.06),(4 1408645.6),(5 1822212.1),(6 2187982.8),(7 2485229.5),(8 2692374.3),(9 2806810),(10 2857340),(11 2889971.8),(12 2923980.8),(13 2964292.8),(14 3029878.5),(15 3135103),(16 3267075),(17 3404157.5),(18 3563925.5),(19 3729527.5),(20 3893455),(21 4064050.5),(22 4240107),(23 4403443.5),(24 4536697.5),(25 4641900.5),(26 4688978),(27 4708069),(28 4673677.5),(29 4598744),(30 4534244.5),(31 4498889),(32 4462443),(33 4415810),(34 4356063.5),(35 4289264),(36 4233450.5),(37 4178515.3),(38 4118361.3),(39 4053505.8),(40 3994101.3),(41 3936032.8),(42 3880784.3),(43 3831276),(44 3793194.8),(45 3750115),(46 3699698.5),(47 3671445.3),(48 3696576),(49 3767504),(50 3867784.3),(51 4010712.5),(52 4165158.8),(53 4322220.5),(54 4443235),(55 4492556.5),(56 4505665.5),(57 4501856.5),(58 4491132.5),(59 4493799),(60 4518078),(61 4574303),(62 4649270),(63 4726191),(64 4800980),(65 4869167),(66 4930214),(67 4971176),(68 4984837),(69 4977230),(70 4932160.5),(71 4852194),(72 4777947),(73 4712301),(74 4664566),(75 4657172),(76 4659449),(77 4704166.5),(78 4748936),(79 4744758),
(1 166105.33),(2 567437.75),(3 1052222.8),(4 1540746),(5 1991809.6),(6 2362507.3),(7 2620048),(8 2768080.3),(9 2846388.5),(10 2920121.5),(11 3016045.5),(12 3134991),(13 3288369.8),(14 3476344.3),(15 3673629.8),(16 3863390.5),(17 4017286.8),(18 4132229.3),(19 4232248),(20 4323696.5),(21 4411029),(22 4483791),(23 4548503.5),(24 4604221),(25 4643784),(26 4657049),(27 4648467.5),(28 4631752),(29 4629279.5),(30 4648425),(31 4671922),(32 4659525),(33 4624823),(34 4598803),(35 4602237),(36 4643776),(37 4727885.5),(38 4840538.5),(39 4947858.5),(40 5028371),(41 5056748),(42 5065157.5),(43 5062874),(44 5040517),(45 5004479.5),(46 4967388.5),(47 4939211),(48 4933540),(49 4934277.5),(50 4947748),(51 4979182.5),(52 5025551.5),(53 5086296),(54 5148196),(55 5194033),(56 5230959),(57 5252214),(58 5279202),(59 5304866),(60 5300219.5),(61 5234441),(62 5120187),(63 4988863.5),(64 4873543),(65 4789209),(66 4723902),(67 4678322.5),(68 4635580.5),(69 4601790),(70 4573454.5),(71 4535471.5),(72 4491476),(73 4408202),(74 4314817),(75 4238333),(76 4169313.5),(77 4143953.8),(78 4157141),(79 4188228),
(1 182003.05),(2 616606.56),(3 1141684.1),(4 1641294.4),(5 2029121.1),(6 2272126),(7 2375339),(8 2374805),(9 2318617),(10 2255910.5),(11 2249377.3),(12 2321812),(13 2466037.8),(14 2640696.5),(15 2830441.5),(16 2974530.3),(17 3041228),(18 3039896.3),(19 3008787.3),(20 2988449.5),(21 3007846.5),(22 3074671.8),(23 3179476.5),(24 3314428.8),(25 3448287.3),(26 3552377.5),(27 3617578),(28 3667734.8),(29 3680282.3),(30 3676993.5),(31 3656983.5),(32 3599287.5),(33 3535647),(34 3497820.8),(35 3468556.5),(36 3457246.5),(37 3459766.5),(38 3457100),(39 3447450.3),(40 3397169),(41 3311269),(42 3199230.3),(43 3082868.3),(44 2993373.8),(45 2925231.8),(46 2889402.8),(47 2900736.3),(48 2954606.5),(49 3042559.8),(50 3164308),(51 3310038),(52 3458194.8),(53 3588075.5),(54 3667759.8),(55 3677351),(56 3622351),(57 3535067.8),(58 3462885.8),(59 3443701.3),(60 3496555.5),(61 3617851),(62 3755604.5),(63 3868190.3),(64 3916587.5),(65 3893910.5),(66 3823226.3),(67 3757089),(68 3722826.8),(69 3740396.8),(70 3803349),(71 3866091.5),(72 3893726.5),(73 3875774.5),(74 3834699),(75 3783868),(76 3737005.5),(77 3697120.3),(78 3668156.5),(79 3637295),
(1 142979.34),(2 487109.56),(3 904254.5),(4 1304107.4),(5 1620039.6),(6 1842141.8),(7 1968079.4),(8 2019072.4),(9 2032144.8),(10 2044381.8),(11 2070894.6),(12 2125226),(13 2196479.5),(14 2289224.5),(15 2417743.8),(16 2553175.5),(17 2660958),(18 2744995),(19 2806577.5),(20 2850354.3),(21 2880637.8),(22 2885137.3),(23 2867380.5),(24 2853006.8),(25 2855649.3),(26 2888204.3),(27 2958280.5),(28 3038235.5),(29 3093436.8),(30 3120536),(31 3112912),(32 3065062.8),(33 3008718.8),(34 2961325.3),(35 2948687.3),(36 2971245.8),(37 3000079.3),(38 3012602.8),(39 3009086.8),(40 2975742.3),(41 2934208.5),(42 2878063.8),(43 2800087.8),(44 2742591.5),(45 2724536.3),(46 2747349.3),(47 2818157),(48 2916029.8),(49 3024826),(50 3126655.5),(51 3212638),(52 3287622),(53 3332022),(54 3360471.5),(55 3376312.8),(56 3352043.8),(57 3287529.3),(58 3222955.5),(59 3161982.8),(60 3125227.8),(61 3119077.8),(62 3143059.8),(63 3202602.8),(64 3269430),(65 3317568),(66 3335597.8),(67 3315615.3),(68 3271702),(69 3225509.8),(70 3183671.5),(71 3158680),(72 3171990),(73 3195197.5),(74 3215557.8),(75 3228810),(76 3251870.5),(77 3301556.5),(78 3337508.5),(79 3332259),
(1 136046.67),(2 451670.22),(3 820645.5),(4 1171850.9),(5 1477573.6),(6 1715514),(7 1869388.8),(8 1950507.3),(9 1983975.9),(10 2027952),(11 2104635.3),(12 2210079),(13 2328410),(14 2442787.5),(15 2551312),(16 2634052.3),(17 2660151.5),(18 2647044.3),(19 2622480.5),(20 2581965.3),(21 2538525.8),(22 2499827.5),(23 2491544.5),(24 2503491.5),(25 2506307.5),(26 2495095),(27 2456959.3),(28 2392714.3),(29 2340506),(30 2298266.8),(31 2271510),(32 2259302.8),(33 2278312.3),(34 2311898.5),(35 2345001),(36 2364809.5),(37 2349559.3),(38 2312011.5),(39 2285458.8),(40 2283477.8),(41 2305635.5),(42 2351179.8),(43 2415388.5),(44 2506515.5),(45 2599193.3),(46 2675613.3),(47 2760092),(48 2866780.8),(49 2986177.5),(50 3100151),(51 3197041.8),(52 3246215),(53 3263911),(54 3253702.5),(55 3240256.8),(56 3224146.5),(57 3197531.5),(58 3153127.5),(59 3116275.3),(60 3094177.8),(61 3099851.5),(62 3105736.3),(63 3116550),(64 3133459.5),(65 3171266.8),(66 3242173.8),(67 3319020.8),(68 3371507.3),(69 3395099),(70 3381743.3),(71 3340202),(72 3297700),(73 3264197),(74 3240947.5),(75 3232835.5),(76 3230198.8),(77 3223692.8),(78 3209047.5),(79 3196559),
(1 139590.63),(2 452982.9),(3 808634.1),(4 1150927.9),(5 1452230.9),(6 1665124.4),(7 1773366.6),(8 1810236.5),(9 1816854.6),(10 1843789.5),(11 1898056.5),(12 1946985.1),(13 1991343.4),(14 2039391.4),(15 2083675),(16 2098981.3),(17 2098912.3),(18 2100218),(19 2124178),(20 2185676),(21 2264976.5),(22 2333927),(23 2386804.3),(24 2410029.8),(25 2392345.8),(26 2346562.3),(27 2294271.8),(28 2258670.5),(29 2237396.5),(30 2227602.3),(31 2235079),(32 2263787.3),(33 2305453.8),(34 2339906),(35 2348445.3),(36 2324745),(37 2283711),(38 2254851.8),(39 2262839.8),(40 2293212.5),(41 2334945),(42 2378474.3),(43 2425844.8),(44 2483565.8),(45 2561580.5),(46 2625049),(47 2661825.3),(48 2676847),(49 2664227.3),(50 2624717.5),(51 2582769.8),(52 2554399.3),(53 2532965.3),(54 2514571.8),(55 2492016),(56 2449230.8),(57 2407258),(58 2385057),(59 2383449.3),(60 2386188.5),(61 2395833.5),(62 2404240.3),(63 2426119.3),(64 2478647.8),(65 2561689),(66 2643551.3),(67 2698997.3),(68 2706758.5),(69 2684869),(70 2655870),(71 2634063),(72 2610658),(73 2592810),(74 2573016),(75 2558796.3),(76 2504011.5),(77 2466698.3),(78 2465558.3),(79 2482501.3),
(1 147758.36),(2 478847.84),(3 852505.7),(4 1197956.4),(5 1454524.6),(6 1600821.6),(7 1655311),(8 1668519),(9 1692209.6),(10 1753505),(11 1845915.5),(12 1938196.6),(13 2021722),(14 2082226.4),(15 2105266.8),(16 2083699.6),(17 2035111),(18 1991002.4),(19 1981490.4),(20 2011349),(21 2073368.6),(22 2123164.8),(23 2143277.8),(24 2135703.8),(25 2095416.4),(26 2043586.4),(27 1987296.4),(28 1963755.5),(29 1988674.5),(30 2034914.4),(31 2094399.6),(32 2134094.3),(33 2146480.8),(34 2123227),(35 2087365.4),(36 2056064.4),(37 2030083.5),(38 2020752.6),(39 2036730.1),(40 2081302.4),(41 2148067.5),(42 2233102),(43 2310071.5),(44 2376242),(45 2429863),(46 2444116.3),(47 2426149.3),(48 2392061.3),(49 2349868.3),(50 2300359.8),(51 2258470.3),(52 2230478.3),(53 2221769),(54 2222043.3),(55 2214590),(56 2195932.8),(57 2164305.3),(58 2155674.8),(59 2183872),(60 2235793.3),(61 2288935.8),(62 2337270.8),(63 2353643),(64 2335125.3),(65 2300417.3),(66 2281375.8),(67 2293736.3),(68 2347967.3),(69 2466394),(70 2609297.8),(71 2727950.8),(72 2796484.3),(73 2791188.8),(74 2748578.8),(75 2701441),(76 2654268),(77 2636563.5),(78 2636392.3),(79 2651745.8),
