1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 60828.26),(2 194573.88),(3 441969.66),(4 722235.3),(5 1094955.9),(6 1534794),(7 2055939.9),(8 2661674.3),(9 3387317),(10 4261489),(11 5169142.5),(12 6160847.5),(13 7271282.5),(14 8478819),(15 9775812),(16 11160460),(17 12673383),(18 14308249),(19 16113435),(20 18048820),(21 20138574),(22 22367074),(23 24794224),(24 27348714),(25 30136618),(26 33084506),(27 36118492),(28 39405276),(29 42690704),(30 46221020),(31 49699980),(32 53265748),(33 56783404),(34 60308624),(35 63854320),(36 67352184),(37 70893260),(38 74398250),(39 77971910),(40 81573090),(41 85310696),(42 88740470),(43 92146616),(44 95483656),(45 98760510),(46 101910180),(47 104954070),(48 107785976),(49 110407900),(50 112793830),(51 115004610),(52 117039944),(53 118989080),(54 120868490),(55 122657210),(56 124312584),(57 126085944),(58 127531784),(59 129023990),(60 130399450),(61 131863416),(62 133126744),(63 134355860),(64 135498510),(65 136604430),(66 137564050),(67 138471790),(68 139396370),(69 140362990),(70 141290820),(71 142234690),(72 143122220),(73 144015120),(74 144900540),(75 145681680),(76 146420510),(77 147116830),(78 147573380),(79 148042770),
(1 86954.17),(2 330538.8),(3 697902.56),(4 1171143),(5 1731238.6),(6 2364114.5),(7 3058627.5),(8 3798172.5),(9 4573269.5),(10 5350798),(11 6107299),(12 6837257.5),(13 7501024.5),(14 8101251),(15 8622193),(16 9061956),(17 9425423),(18 9706687),(19 9931794),(20 10109448),(21 10231951),(22 10306304),(23 10325585),(24 10301485),(25 10231746),(26 10129487),(27 9999893),(28 9835297),(29 9649029),(30 9433917),(31 9229373),(32 9020533),(33 8839486),(34 8671992),(35 8522993),(36 8394042),(37 8286485),(38 8204000),(39 8155335),(40 8126937),(41 8133295.5),(42 8153889.5),(43 8190401.5),(44 8253376.5),(45 8326547.5),(46 8398536),(47 8471584),(48 8554350),(49 8642074),(50 8724522),(51 8819057),(52 8906159),(53 8985142),(54 9047765),(55 9084807),(56 9105237),(57 9109590),(58 9109696),(59 9104535),(60 9100566),(61 9093183),(62 9093235),(63 9115059),(64 9150978),(65 9210315),(66 9283690),(67 9378013),(68 9480252),(69 9592851),(70 9713370),(71 9825670),(72 9940256),(73 10045847),(74 10142820),(75 10240312),(76 10339268),(77 10440184),(78 10542567),(79 10638409),
(1 89023.836),(2 340195.34),(3 720963.06),(4 1211191.9),(5 1794568.1),(6 2459288.3),(7 3184172.3),(8 3953096.8),(9 4749782),(10 5533437.5),(11 6283092),(12 6989902.5),(13 7626981.5),(14 8205467.5),(15 8710218),(16 9107591),(17 9404689),(18 9602819),(19 9739697),(20 9839331),(21 9908104),(22 9948747),(23 9954276),(24 9923908),(25 9858646),(26 9769545),(27 9657505),(28 9521939),(29 9379183),(30 9213308),(31 9055847),(32 8895229),(33 8755659),(34 8632125),(35 8519670),(36 8418333),(37 8335964),(38 8271264),(39 8217261.5),(40 8158645.5),(41 8107272.5),(42 8069207.5),(43 8027275.5),(44 7995082.5),(45 7976977.5),(46 7968444),(47 7971270.5),(48 7983457.5),(49 7999782),(50 8001939.5),(51 8002301.5),(52 7994384),(53 7986595.5),(54 7974821.5),(55 7956846.5),(56 7929885.5),(57 7897437.5),(58 7865916.5),(59 7823829.5),(60 7769574.5),(61 7711464),(62 7650670.5),(63 7597550.5),(64 7553600),(65 7526373.5),(66 7502064),(67 7478008),(68 7445017.5),(69 7411485.5),(70 7376648),(71 7343233.5),(72 7309371.5),(73 7282137.5),(74 7256476),(75 7242120),(76 7231256.5),(77 7220540.5),(78 7217325.5),(79 7217129.5),
(1 81515.92),(2 303475.56),(3 626165.6),(4 1025589.75),(5 1486142.3),(6 1999929.6),(7 2544535),(8 3108516.5),(9 3673458.5),(10 4225103.5),(11 4753662.5),(12 5228424.5),(13 5638596),(14 5978585.5),(15 6239243),(16 6417526.5),(17 6528338),(18 6583522.5),(19 6592911.5),(20 6576092),(21 6545300.5),(22 6499420),(23 6451766),(24 6394196.5),(25 6337995),(26 6289303),(27 6254261),(28 6228073.5),(29 6220727),(30 6218718.5),(31 6233602.5),(32 6250075),(33 6282481.5),(34 6322931),(35 6359654.5),(36 6390011),(37 6420168.5),(38 6434701),(39 6452379),(40 6470665),(41 6495086.5),(42 6527974.5),(43 6559366),(44 6583853),(45 6596390.5),(46 6591764.5),(47 6566039),(48 6520381),(49 6448690),(50 6345058.5),(51 6222361.5),(52 6094450),(53 5974884),(54 5863635),(55 5769629.5),(56 5692262),(57 5636855),(58 5604102.5),(59 5574117),(60 5556676),(61 5547092.5),(62 5558050),(63 5575123),(64 5596440.5),(65 5624438),(66 5653648.5),(67 5671401.5),(68 5676186),(69 5674253.5),(70 5666153),(71 5654656),(72 5639169.5),(73 5613998),(74 5582715.5),(75 5538701),(76 5486208),(77 5429152.5),(78 5362518),(79 5289174.5),
(1 67350.17),(2 247412.16),(3 506735.7),(4 824298.6),(5 1182205.3),(6 1565724),(7 1961510.9),(8 2358881.3),(9 2745280.8),(10 3114188.3),(11 3454005),(12 3755520.8),(13 4007560),(14 4218058.5),(15 4382964),(16 4496099),(17 4566878),(18 4596362),(19 4594238),(20 4580539),(21 4553774),(22 4511186.5),(23 4450992.5),(24 4367187),(25 4267937.5),(26 4164490.3),(27 4065172.5),(28 3971199.3),(29 3882022.8),(30 3797943.8),(31 3730814.8),(32 3683569.5),(33 3644546),(34 3622629),(35 3612801.5),(36 3626339.8),(37 3663368),(38 3713132.8),(39 3780580.8),(40 3857625),(41 3934457),(42 4019700.8),(43 4102228.3),(44 4173374.8),(45 4233594),(46 4282352.5),(47 4311529.5),(48 4319490),(49 4306206.5),(50 4278199.5),(51 4245102),(52 4212406),(53 4192180.3),(54 4186452.5),(55 4201977.5),(56 4227691),(57 4259580),(58 4293839.5),(59 4309457),(60 4319543),(61 4313409),(62 4291079),(63 4258233.5),(64 4218438.5),(65 4173226),(66 4123924.3),(67 4073808.8),(68 4027429.5),(69 3986613.8),(70 3949980.3),(71 3913576),(72 3869938.5),(73 3819700.5),(74 3758930.5),(75 3692150.5),(76 3621033.5),(77 3550948.3),(78 3478529),(79 3413468.3),
(1 62747.008),(2 229584.53),(3 467069.6),(4 753411.7),(5 1066755.9),(6 1392412.1),(7 1711866.4),(8 2017644.1),(9 2296247.8),(10 2545815.5),(11 2766830.8),(12 2952413.3),(13 3093380.8),(14 3197708.5),(15 3267449.5),(16 3306670.3),(17 3326473),(18 3322617.5),(19 3315862.8),(20 3313454.3),(21 3324281),(22 3344303.8),(23 3375998.3),(24 3420785.3),(25 3484042),(26 3569123),(27 3668227.5),(28 3761817.3),(29 3853517),(30 3937382.5),(31 4024107.3),(32 4104502.3),(33 4188491),(34 4271483.5),(35 4352810),(36 4438445.5),(37 4529337),(38 4625381.5),(39 4725563.5),(40 4828163.5),(41 4938652.5),(42 5052061),(43 5154356),(44 5251105),(45 5330496),(46 5389507.5),(47 5410674.5),(48 5407248.5),(49 5379306.5),(50 5334739.5),(51 5284313.5),(52 5232181.5),(53 5175313),(54 5114711.5),(55 5050326.5),(56 4970879.5),(57 4886194.5),(58 4794883),(59 4693307.5),(60 4592279),(61 4486916),(62 4380354.5),(63 4267036),(64 4151435.8),(65 4028621.3),(66 3901368.3),(67 3769685.3),(68 3641701.3),(69 3522372.3),(70 3413990.3),(71 3314702.8),(72 3220062.8),(73 3126428.8),(74 3033858),(75 2951254),(76 2881759),(77 2831310.8),(78 2796157),(79 2769541.3),
(1 59440.582),(2 215716.77),(3 436224.13),(4 699482.56),(5 986448.94),(6 1280829.6),(7 1566542.8),(8 1832966.9),(9 2063663.5),(10 2254408),(11 2403812.3),(12 2509409.3),(13 2590048.8),(14 2647630.5),(15 2679401),(16 2685100.5),(17 2667521.3),(18 2639259.3),(19 2616588.3),(20 2600573),(21 2589390.5),(22 2590267.8),(23 2598690.5),(24 2613238.5),(25 2626353.5),(26 2638677.3),(27 2645954.8),(28 2656278.3),(29 2671715.8),(30 2690086.5),(31 2710619.8),(32 2730031.3),(33 2749601.5),(34 2768236.8),(35 2783845.8),(36 2804275.8),(37 2832287.5),(38 2868538.3),(39 2915265.8),(40 2972884.5),(41 3040560.8),(42 3104739.3),(43 3162325.8),(44 3220350.5),(45 3273012.3),(46 3322066.8),(47 3363012.8),(48 3400985.5),(49 3429180.8),(50 3451081),(51 3474055),(52 3500335.5),(53 3530799.5),(54 3560067.3),(55 3585235.5),(56 3601135),(57 3612457),(58 3630516.3),(59 3637520.5),(60 3639840),(61 3636831),(62 3627336.8),(63 3612726.3),(64 3591081),(65 3564719.5),(66 3539203.5),(67 3513925.3),(68 3492264),(69 3472607),(70 3456995.8),(71 3440053),(72 3421559.3),(73 3403607.5),(74 3377196),(75 3345348.3),(76 3314642.8),(77 3290537.3),(78 3269232),(79 3248323.3),
(1 53702.082),(2 196204.28),(3 394682.56),(4 623857.9),(5 866017.56),(6 1107147.1),(7 1335225.1),(8 1542333.6),(9 1712322.1),(10 1843330.1),(11 1945227.6),(12 2018859.6),(13 2069436.6),(14 2095043.9),(15 2106918.3),(16 2104276),(17 2091632.6),(18 2080635),(19 2077704),(20 2087438.1),(21 2114063.8),(22 2157853.3),(23 2215153.5),(24 2279980.5),(25 2339943.3),(26 2394618),(27 2434874.8),(28 2468676.5),(29 2500416.5),(30 2527962),(31 2561343.8),(32 2597257.3),(33 2630959),(34 2669514),(35 2706044.8),(36 2748158.5),(37 2788611),(38 2823703.3),(39 2853592.3),(40 2873489.5),(41 2882440),(42 2884745),(43 2873261.5),(44 2855677.8),(45 2833945.3),(46 2811624.5),(47 2788437.8),(48 2763150.8),(49 2734331.8),(50 2705337.8),(51 2681774),(52 2661651),(53 2653656.8),(54 2652834),(55 2662310.8),(56 2683065.8),(57 2712990.5),(58 2755867),(59 2806003.8),(60 2854187.8),(61 2902714.8),(62 2949447.5),(63 2983501.5),(64 3014340.8),(65 3041036.3),(66 3068865),(67 3096615.5),(68 3127000.8),(69 3158842.8),(70 3191357.8),(71 3222257.8),(72 3247877.8),(73 3268147.8),(74 3279021.8),(75 3280069.3),(76 3277379.5),(77 3283080.3),(78 3292908.5),(79 3308287.5),
(1 50243.402),(2 180348.77),(3 354490.13),(4 549108.56),(5 748304.8),(6 937161.7),(7 1103416.6),(8 1239902.3),(9 1342334),(10 1410902.8),(11 1451526.5),(12 1476310.5),(13 1489348.1),(14 1497947.6),(15 1499029.6),(16 1495532.4),(17 1495236.5),(18 1501085.4),(19 1520621.6),(20 1555487.6),(21 1603148.5),(22 1664636.4),(23 1733223.3),(24 1803520.8),(25 1871303.3),(26 1937050.6),(27 2003049.3),(28 2068649.3),(29 2127232.3),(30 2176463.3),(31 2214785.3),(32 2242080.3),(33 2259348),(34 2272984.8),(35 2286518.8),(36 2303663.8),(37 2332152.3),(38 2364306),(39 2400281.3),(40 2429444.8),(41 2445985.5),(42 2459380.3),(43 2461627.5),(44 2455117),(45 2446588.5),(46 2433522.5),(47 2417555.5),(48 2400414),(49 2379502.5),(50 2354156.3),(51 2327935.5),(52 2302827),(53 2275798),(54 2255940.8),(55 2242067.3),(56 2236177),(57 2241369.5),(58 2248514),(59 2262359.3),(60 2274934.3),(61 2290196.5),(62 2308289.8),(63 2320909.8),(64 2332483.3),(65 2338622.3),(66 2340087.5),(67 2337944),(68 2329371.8),(69 2318872.8),(70 2304425.5),(71 2286766.5),(72 2263010.8),(73 2233548.8),(74 2198369),(75 2159975.3),(76 2120638),(77 2084621.9),(78 2052274.9),(79 2025163.1),
(1 50751.883),(2 180356.86),(3 351894.06),(4 542406.1),(5 734642.75),(6 917295.6),(7 1083767.1),(8 1230313),(9 1346699),(10 1426981.5),(11 1475074),(12 1496160.5),(13 1496777.5),(14 1486787.6),(15 1472985.6),(16 1451386.3),(17 1426141),(18 1403188),(19 1392135.3),(20 1399099),(21 1426197.8),(22 1473566.9),(23 1533269.3),(24 1600329.3),(25 1671950.3),(26 1749357.1),(27 1832423.1),(28 1913714.8),(29 1980957.4),(30 2028646.1),(31 2057761),(32 2065786.8),(33 2059298.9),(34 2045333.5),(35 2027801),(36 2011920.4),(37 2000128.5),(38 1989367.6),(39 1981840),(40 1969235),(41 1956888.8),(42 1947059.6),(43 1934640),(44 1924793.1),(45 1920834),(46 1920251.3),(47 1925511.8),(48 1931970),(49 1938850),(50 1947839.9),(51 1958814.1),(52 1975273.8),(53 1998504.5),(54 2030803.9),(55 2068398.3),(56 2106634.5),(57 2142375),(58 2175696.3),(59 2212339.5),(60 2248008),(61 2284563.5),(62 2326694.3),(63 2359815),(64 2390260.3),(65 2415504),(66 2437379.5),(67 2461546.3),(68 2482297),(69 2499948.3),(70 2512940.5),(71 2524540.5),(72 2531985.3),(73 2534694.8),(74 2531975),(75 2525365.5),(76 2518513.3),(77 2515765),(78 2516976),(79 2521328.3),
(1 52906.824),(2 186083.89),(3 360135.7),(4 554781.9),(5 753478.56),(6 939960),(7 1098999.4),(8 1221915.5),(9 1306125.9),(10 1358608.9),(11 1385898.6),(12 1391807.4),(13 1382592.4),(14 1365902.8),(15 1353556.6),(16 1343970),(17 1339792.9),(18 1345212.9),(19 1361207.6),(20 1387357.9),(21 1423286.4),(22 1468091.1),(23 1517666),(24 1565543.5),(25 1608017.8),(26 1642815.6),(27 1673000.4),(28 1691140.1),(29 1697556.6),(30 1695776.3),(31 1686058.1),(32 1665027.6),(33 1636269.9),(34 1601600.4),(35 1571067.3),(36 1548337.8),(37 1530372.6),(38 1515791.4),(39 1506237.4),(40 1503110.6),(41 1505844.5),(42 1514103.6),(43 1523760.3),(44 1533907.8),(45 1544853.3),(46 1564424.6),(47 1588400.9),(48 1611375.4),(49 1631987.3),(50 1649754.3),(51 1665856.4),(52 1680751),(53 1692746.8),(54 1701100.9),(55 1706108.4),(56 1710375.3),(57 1707935.6),(58 1703654.4),(59 1691816.4),(60 1675393),(61 1659673.4),(62 1648074),(63 1636015.4),(64 1623248),(65 1613631),(66 1606370.5),(67 1602594.8),(68 1603091.6),(69 1611334.9),(70 1621450.4),(71 1630748.8),(72 1635283.4),(73 1633257.5),(74 1628169),(75 1619478),(76 1610372.8),(77 1607000.3),(78 1608037.4),(79 1618690.8),
(1 58035.67),(2 202900.84),(3 396228.44),(4 612827.8),(5 829517.9),(6 1026126.5),(7 1188887.4),(8 1313836.6),(9 1403519.5),(10 1464022.1),(11 1505457.6),(12 1531081.1),(13 1543897.1),(14 1545712.9),(15 1543736),(16 1543386.5),(17 1546620.8),(18 1555181.4),(19 1562519.1),(20 1567775.4),(21 1573359.5),(22 1581936.6),(23 1595035.5),(24 1611760.4),(25 1628651.6),(26 1645385.3),(27 1661908),(28 1677765.5),(29 1686423),(30 1689948.8),(31 1684541.5),(32 1667462),(33 1646472.9),(34 1621030),(35 1600196.9),(36 1580780.1),(37 1565229.8),(38 1552235.4),(39 1541619.4),(40 1534661.3),(41 1531135.3),(42 1529760.5),(43 1530638.3),(44 1528611.9),(45 1529669.8),(46 1539176.8),(47 1555060.9),(48 1575993.5),(49 1595552),(50 1619201.3),(51 1643103.1),(52 1665104.9),(53 1684683.1),(54 1700270.9),(55 1709387.9),(56 1708397.6),(57 1697270.9),(58 1681871.4),(59 1664010.1),(60 1651186.3),(61 1644756.1),(62 1647058.6),(63 1655354.5),(64 1664492.9),(65 1679274.8),(66 1688269.8),(67 1692749.3),(68 1693448.3),(69 1693429.3),(70 1691200.9),(71 1685602.5),(72 1680154.3),(73 1673479.5),(74 1666598.5),(75 1663854.9),(76 1659651.1),(77 1655222),(78 1651153.1),(79 1646572),
(1 58575.805),(2 203439.2),(3 392556.1),(4 596638.1),(5 794628.5),(6 969677.75),(7 1108115.9),(8 1203910.9),(9 1262875),(10 1294474.6),(11 1305162.9),(12 1294297.5),(13 1266031.5),(14 1234648.1),(15 1206430.5),(16 1189985.9),(17 1185572.3),(18 1195601.6),(19 1213560.5),(20 1236469.5),(21 1263685.1),(22 1295374.6),(23 1330155),(24 1362978.5),(25 1381871.5),(26 1391490.3),(27 1392230.5),(28 1384739.5),(29 1365744.9),(30 1335023),(31 1297126.8),(32 1258952.4),(33 1229048.5),(34 1206274.1),(35 1196268.5),(36 1195133.1),(37 1197561.8),(38 1201628.8),(39 1205626.3),(40 1211264.5),(41 1220157.3),(42 1233763.5),(43 1253620.4),(44 1284287.5),(45 1324316.1),(46 1369921.9),(47 1413949.5),(48 1448647.6),(49 1473756.5),(50 1495981.9),(51 1520027.6),(52 1540202.3),(53 1555148.8),(54 1562184.5),(55 1557339.1),(56 1543516.9),(57 1518581),(58 1483416),(59 1442645.3),(60 1403798.3),(61 1371277.5),(62 1353438),(63 1353181.8),(64 1363139.1),(65 1382800.1),(66 1398918.5),(67 1409589.5),(68 1412006.5),(69 1408459.4),(70 1406856.5),(71 1409158.5),(72 1423145.5),(73 1449075.6),(74 1476602.3),(75 1505400.3),(76 1530149.9),(77 1550793.9),(78 1566768.1),(79 1579905.4),
(1 62487.895),(2 218016.42),(3 419056.3),(4 633996.44),(5 839102.3),(6 1016013),(7 1143620.5),(8 1224450),(9 1271268.3),(10 1293407.5),(11 1301359.5),(12 1295280.4),(13 1279230.5),(14 1259440.6),(15 1239585),(16 1217288.8),(17 1195989.3),(18 1182635),(19 1179249.5),(20 1184000.1),(21 1198663.3),(22 1222728.9),(23 1250599.5),(24 1273120.3),(25 1291582.5),(26 1309639.3),(27 1324119.4),(28 1333198),(29 1329144.5),(30 1314453.3),(31 1291319.1),(32 1265287.6),(33 1237093.8),(34 1215554.3),(35 1200352.9),(36 1192799.3),(37 1189523.1),(38 1188472.9),(39 1192325.8),(40 1201960.4),(41 1216379.1),(42 1236630.4),(43 1254237),(44 1272166.6),(45 1291141.8),(46 1309748.1),(47 1325064.5),(48 1336450.3),(49 1344468),(50 1353985.5),(51 1365950.5),(52 1379581.6),(53 1394949.4),(54 1412636.9),(55 1434486),(56 1457514.6),(57 1479814.9),(58 1495966),(59 1503940),(60 1506898),(61 1508694),(62 1517108.1),(63 1525137.8),(64 1531174.3),(65 1534860.5),(66 1536874.4),(67 1532803.9),(68 1524462.9),(69 1512429),(70 1500947.4),(71 1497774.1),(72 1505554.8),(73 1523156.3),(74 1538695.3),(75 1553771.9),(76 1564705.3),(77 1575948.3),(78 1586169.1),(79 1594887.1),
(1 63028.688),(2 219431.33),(3 417814.28),(4 620911.94),(5 802888.9),(6 952074.5),(7 1057262),(8 1117969.8),(9 1146081.4),(10 1149504.5),(11 1130005.6),(12 1091897.6),(13 1045490.4),(14 997153.6),(15 954521.06),(16 918088.56),(17 895465.94),(18 894221.75),(19 909395.4),(20 933910.94),(21 963171.2),(22 994640.25),(23 1024391.8),(24 1045426.94),(25 1056439),(26 1061346.6),(27 1059934.8),(28 1051211.9),(29 1036159.8),(30 1017356.4),(31 999634.1),(32 985207.3),(33 975279.6),(34 967530.75),(35 961011.56),(36 959763.75),(37 961473.75),(38 962985.44),(39 967989.1),(40 978528.56),(41 996717.5),(42 1020533.94),(43 1041880.44),(44 1065711.5),(45 1090026.3),(46 1112840),(47 1128748.4),(48 1137300.1),(49 1139012.8),(50 1133630.8),(51 1120583.5),(52 1101257.3),(53 1083992.1),(54 1075062.9),(55 1074950.8),(56 1079278.6),(57 1081880.3),(58 1081913.8),(59 1080198.5),(60 1080052.4),(61 1081221.8),(62 1086797.1),(63 1095144.3),(64 1109749.8),(65 1125483.9),(66 1139090.6),(67 1148385.8),(68 1152657.4),(69 1154641),(70 1155910.8),(71 1165325),(72 1184500),(73 1208091.9),(74 1228308.5),(75 1245815.1),(76 1258931.4),(77 1276461.8),(78 1301701.9),(79 1334804.3),
(1 64487.477),(2 222551.94),(3 417568.97),(4 608461.75),(5 772733.94),(6 903017.7),(7 991594.94),(8 1042360),(9 1063891.8),(10 1063783.8),(11 1046806.3),(12 1018206.56),(13 994695.1),(14 981273.44),(15 979148.25),(16 987892.06),(17 1000627.94),(18 1020874.3),(19 1048663.8),(20 1080880),(21 1109552.5),(22 1132962.5),(23 1150907.5),(24 1158857.5),(25 1158386.4),(26 1153134.6),(27 1149478.9),(28 1146682.8),(29 1145164.5),(30 1140336.8),(31 1134877.9),(32 1132518),(33 1133250.8),(34 1136349.8),(35 1139395.9),(36 1147743.1),(37 1158901),(38 1172414.4),(39 1193488.3),(40 1218560.5),(41 1246464.9),(42 1273971.1),(43 1295935.8),(44 1315868.5),(45 1332459.4),(46 1338423.3),(47 1332876.8),(48 1322907.8),(49 1306295.5),(50 1283445.6),(51 1258060),(52 1232465.4),(53 1210805.9),(54 1200067.9),(55 1199728.9),(56 1208733.4),(57 1218602),(58 1224985),(59 1227265),(60 1221512.1),(61 1210757),(62 1205847.3),(63 1206097.3),(64 1213375.9),(65 1221587.1),(66 1228126.9),(67 1228065),(68 1221811.5),(69 1215885.1),(70 1211842.5),(71 1215772.5),(72 1226102.9),(73 1237562.3),(74 1249038.4),(75 1259312),(76 1271366.4),(77 1285322.5),(78 1299124),(79 1314127.3),
(1 65819.16),(2 228194.28),(3 428608.1),(4 626170.75),(5 797294.2),(6 933819.7),(7 1035675.7),(8 1103725.8),(9 1142241),(10 1158417.5),(11 1156419.6),(12 1143823.6),(13 1134652.3),(14 1136729.4),(15 1150628.4),(16 1171585.3),(17 1192026.6),(18 1213282.5),(19 1241480.3),(20 1269350.3),(21 1293567),(22 1311862.6),(23 1317424.3),(24 1307109.4),(25 1282033.4),(26 1249141.6),(27 1210963.4),(28 1174668),(29 1142276.6),(30 1116438.3),(31 1098120),(32 1087579.4),(33 1084630.8),(34 1087874.3),(35 1093449.8),(36 1098922.8),(37 1100516.6),(38 1101266),(39 1103488.8),(40 1105383.8),(41 1102954.4),(42 1099083.6),(43 1095737.9),(44 1094705),(45 1096304),(46 1100013.8),(47 1102782.5),(48 1106336.6),(49 1110020.1),(50 1112315.3),(51 1116345.5),(52 1120167.8),(53 1122445.9),(54 1128512.9),(55 1137862),(56 1152020.4),(57 1168413),(58 1185838.6),(59 1196456.3),(60 1200146.5),(61 1196185.4),(62 1191360.6),(63 1189925.8),(64 1189772.1),(65 1189074.4),(66 1190165.4),(67 1189267.6),(68 1187511.9),(69 1187979.4),(70 1196910.9),(71 1216050.3),(72 1239368),(73 1264841.3),(74 1283357.4),(75 1296236.4),(76 1304033),(77 1310321.4),(78 1319950),(79 1331124.1),
(1 62066.04),(2 213167.95),(3 396728.63),(4 574576.7),(5 723108.2),(6 837740.06),(7 924797.9),(8 991541.06),(9 1042868.44),(10 1076924.3),(11 1087178),(12 1076325),(13 1055718.9),(14 1034244.25),(15 1015701.7),(16 1003107.8),(17 999440.06),(18 1009659.4),(19 1032380.44),(20 1057511.1),(21 1076189.1),(22 1085003.9),(23 1081795.9),(24 1069980),(25 1055451.4),(26 1044673.06),(27 1040243),(28 1037469),(29 1031165.44),(30 1026047.8),(31 1020558.25),(32 1014525.5),(33 1006777.7),(34 998691.56),(35 992885.06),(36 984816.8),(37 974535),(38 965361.6),(39 956730.1),(40 949817.7),(41 945709),(42 940055.3),(43 936317.6),(44 935418.06),(45 927563.4),(46 912371.4),(47 892844.7),(48 878100.8),(49 871443),(50 873089.94),(51 878950.3),(52 885922.1),(53 892499.6),(54 901299.4),(55 910690.3),(56 923541.94),(57 939415.44),(58 954747.1),(59 964674.5),(60 965611.94),(61 958660.25),(62 951538.3),(63 946055.8),(64 946572.25),(65 950120.44),(66 955151.6),(67 958669),(68 961888.8),(69 965342.25),(70 974969.44),(71 991904.2),(72 1011662.75),(73 1028594.56),(74 1039438.4),(75 1050061.9),(76 1064759.5),(77 1080700.3),(78 1095601.1),(79 1108294.9),
