1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 85.11877),(2 90.766624),(3 94.917915),(4 96.333786),(5 99.257545),(6 98.700676),(7 103.16635),(8 105.95672),(9 106.96428),(10 107.96719),(11 111.785446),(12 113.67435),(13 114.58747),(14 116.15579),(15 115.75837),(16 117.60304),(17 118.31731),(18 119.815895),(19 121.10244),(20 122.16333),(21 124.91948),(22 125.05884),(23 125.33685),(24 124.82512),(25 125.38908),(26 125.33414),(27 127.44762),(28 127.25977),(29 127.73459),(30 126.10741),(31 127.00828),(32 127.80697),(33 127.24306),(34 128.6573),(35 126.77992),(36 129.19496),(37 130.15762),(38 132.55502),(39 131.93279),(40 131.90424),(41 133.63141),(42 133.14456),(43 134.6471),(44 133.62424),(45 133.48045),(46 135.29839),(47 133.54352),(48 132.00069),(49 131.62555),(50 131.19206),(51 131.56049),(52 130.10583),(53 130.18512),(54 130.17957),(55 130.76001),(56 130.12128),(57 129.98575),(58 132.87056),(59 133.27658),(60 133.06352),(61 132.71301),(62 132.08218),(63 133.80536),(64 134.57515),(65 134.8295),(66 134.69646),(67 135.19283),(68 136.13849),(69 137.14815),(70 138.22572),(71 138.87515),(72 139.39932),(73 142.24385),(74 145.32068),(75 146.5129),(76 148.53572),(77 149.10048),(78 148.87206),(79 148.46729),
(1 85.599464),(2 89.558266),(3 95.31642),(4 96.45404),(5 97.7586),(6 97.67846),(7 101.90079),(8 104.61346),(9 106.58091),(10 107.85582),(11 108.90902),(12 111.291115),(13 112.81909),(14 114.03876),(15 113.336105),(16 115.65028),(17 116.35463),(18 117.62601),(19 119.07509),(20 120.585495),(21 120.622765),(22 121.67649),(23 122.72606),(24 122.644684),(25 124.035835),(26 124.96266),(27 126.01842),(28 126.23129),(29 126.063126),(30 123.96197),(31 126.273735),(32 126.67188),(33 125.65501),(34 127.17754),(35 127.37791),(36 126.62329),(37 129.01154),(38 129.72794),(39 129.93083),(40 130.14131),(41 131.43336),(42 131.57753),(43 132.67395),(44 133.68408),(45 133.53488),(46 135.50328),(47 135.07892),(48 134.84099),(49 134.25642),(50 135.08795),(51 132.93292),(52 132.47533),(53 132.1029),(54 131.38652),(55 132.4253),(56 132.31454),(57 131.57727),(58 134.23969),(59 134.29916),(60 132.58444),(61 133.11458),(62 133.75632),(63 135.71928),(64 135.8459),(65 136.85211),(66 136.03555),(67 136.61908),(68 138.25087),(69 139.18335),(70 139.51462),(71 139.94469),(72 141.97722),(73 144.78072),(74 147.89215),(75 147.17003),(76 149.02156),(77 150.03664),(78 150.01448),(79 149.95232),
(1 82.67999),(2 87.25324),(3 92.98078),(4 93.49624),(5 95.42879),(6 95.25541),(7 98.891884),(8 100.23578),(9 103.63043),(10 103.95334),(11 105.54423),(12 106.91564),(13 109.063095),(14 110.9422),(15 111.98709),(16 111.858284),(17 113.02485),(18 113.76437),(19 115.59004),(20 115.881645),(21 116.75637),(22 117.021065),(23 117.20902),(24 118.44725),(25 118.21268),(26 120.61577),(27 121.25947),(28 121.72985),(29 120.632225),(30 120.51005),(31 121.3316),(32 121.33616),(33 121.37315),(34 121.62387),(35 120.839485),(36 122.89271),(37 125.0212),(38 126.45153),(39 125.50022),(40 126.828285),(41 127.93687),(42 128.5587),(43 128.98172),(44 129.2637),(45 129.83115),(46 130.04636),(47 130.41432),(48 130.76163),(49 130.31993),(50 129.77702),(51 130.80592),(52 129.2235),(53 129.37434),(54 129.37488),(55 130.47397),(56 129.78139),(57 129.70663),(58 131.67372),(59 132.99106),(60 132.05594),(61 131.54779),(62 130.86082),(63 132.74257),(64 133.19374),(65 133.13683),(66 133.35945),(67 134.76875),(68 134.39815),(69 134.24702),(70 135.39578),(71 136.19298),(72 137.03783),(73 139.81792),(74 142.91179),(75 141.52277),(76 143.63246),(77 143.12454),(78 145.31076),(79 144.86389),
(1 85.49373),(2 90.42526),(3 94.529495),(4 95.82064),(5 97.058205),(6 97.79223),(7 101.68994),(8 102.8928),(9 104.35563),(10 104.72408),(11 106.15998),(12 107.31344),(13 108.69078),(14 112.140175),(15 111.610085),(16 114.31693),(17 114.34312),(18 114.24221),(19 116.41802),(20 117.01872),(21 116.964455),(22 119.045425),(23 119.47418),(24 119.21665),(25 120.46661),(26 121.55017),(27 123.277084),(28 123.515465),(29 123.6022),(30 123.580765),(31 125.13215),(32 125.073906),(33 125.41665),(34 126.27678),(35 126.11674),(36 126.7868),(37 127.26565),(38 128.50629),(39 130.44481),(40 130.65987),(41 130.64034),(42 131.20053),(43 133.84521),(44 132.12096),(45 133.36967),(46 134.73737),(47 134.34308),(48 133.62488),(49 132.79486),(50 133.45084),(51 132.82002),(52 131.45604),(53 131.4005),(54 132.44095),(55 133.02182),(56 131.07115),(57 132.44075),(58 134.29356),(59 134.64719),(60 134.47266),(61 135.32484),(62 135.08266),(63 136.90536),(64 135.87029),(65 137.50589),(66 135.80394),(67 137.2414),(68 137.03566),(69 136.1411),(70 137.64722),(71 137.96164),(72 140.9947),(73 142.45143),(74 143.85147),(75 143.7835),(76 145.91917),(77 147.65677),(78 147.61128),(79 147.96774),
(1 82.63032),(2 87.958405),(3 92.31405),(4 92.82552),(5 93.29897),(6 94.13961),(7 97.4828),(8 98.84602),(9 100.90658),(10 102.21781),(11 103.8573),(12 105.26686),(13 108.10752),(14 108.88139),(15 109.63628),(16 110.094025),(17 111.3957),(18 112.3035),(19 112.590004),(20 114.319855),(21 114.005005),(22 114.55084),(23 114.872665),(24 116.231346),(25 116.14533),(26 118.052925),(27 120.54963),(28 118.983315),(29 120.39657),(30 120.525894),(31 122.25137),(32 122.45399),(33 121.20519),(34 121.440285),(35 121.98625),(36 121.28927),(37 122.79521),(38 124.12328),(39 125.63325),(40 125.425545),(41 126.597626),(42 126.44211),(43 127.754395),(44 127.22052),(45 127.845146),(46 129.25168),(47 131.60605),(48 130.63747),(49 129.77943),(50 130.24797),(51 130.23662),(52 127.144905),(53 127.77551),(54 127.84908),(55 127.22995),(56 129.76314),(57 129.38599),(58 132.5991),(59 132.43155),(60 131.4007),(61 133.12341),(62 132.27614),(63 132.98932),(64 131.8506),(65 133.96783),(66 132.82053),(67 134.48596),(68 134.68675),(69 137.02788),(70 137.20256),(71 136.71188),(72 138.25177),(73 142.34108),(74 143.95549),(75 145.15982),(76 146.0306),(77 146.31326),(78 146.79843),(79 145.79385),
(1 83.789154),(2 87.09528),(3 92.98647),(4 93.20552),(5 95.09931),(6 95.159225),(7 99.552345),(8 100.93721),(9 102.60486),(10 104.26848),(11 104.79965),(12 106.24987),(13 108.037735),(14 111.07272),(15 110.2483),(16 112.20505),(17 111.59713),(18 113.865135),(19 114.37899),(20 117.8159),(21 116.76158),(22 115.90083),(23 116.71471),(24 116.647224),(25 116.99243),(26 118.469925),(27 121.81944),(28 121.10188),(29 121.25261),(30 120.15534),(31 122.04639),(32 121.61066),(33 121.97244),(34 121.34082),(35 121.62104),(36 122.87195),(37 123.59609),(38 125.30722),(39 125.8511),(40 126.594124),(41 126.26113),(42 127.602776),(43 128.97037),(44 130.50731),(45 130.13748),(46 131.01868),(47 130.82602),(48 129.53215),(49 129.99005),(50 130.59848),(51 129.4618),(52 127.92116),(53 128.09795),(54 127.640175),(55 127.44033),(56 128.44795),(57 129.32185),(58 130.79901),(59 131.57166),(60 130.0791),(61 131.24306),(62 130.69412),(63 131.28604),(64 130.86444),(65 131.72389),(66 130.70932),(67 131.36108),(68 131.55296),(69 132.49063),(70 132.30745),(71 132.878),(72 133.44281),(73 136.4386),(74 139.836),(75 140.90028),(76 141.40862),(77 142.58011),(78 142.63327),(79 140.9985),
(1 83.36332),(2 88.042885),(3 92.81816),(4 93.33306),(5 94.940544),(6 96.0545),(7 99.28641),(8 100.90261),(9 101.63323),(10 105.205605),(11 107.369934),(12 107.3784),(13 110.73309),(14 111.233376),(15 112.081245),(16 112.562004),(17 113.245285),(18 115.366684),(19 115.58405),(20 118.64563),(21 118.45384),(22 117.96317),(23 118.35003),(24 121.10997),(25 121.83026),(26 122.13754),(27 124.626236),(28 124.41349),(29 123.174164),(30 122.8376),(31 123.6637),(32 124.49068),(33 122.73226),(34 124.60709),(35 125.535545),(36 124.73906),(37 126.35725),(38 126.68711),(39 127.43112),(40 127.66697),(41 128.15115),(42 127.19742),(43 129.2025),(44 129.45476),(45 130.4307),(46 131.44168),(47 131.73146),(48 131.41414),(49 131.7963),(50 131.40904),(51 129.62668),(52 130.05202),(53 129.38843),(54 129.13248),(55 129.03012),(56 128.59312),(57 128.79373),(58 131.92079),(59 133.30264),(60 130.83037),(61 132.36057),(62 130.81906),(63 131.7822),(64 131.80739),(65 135.01826),(66 135.93372),(67 135.11906),(68 136.18486),(69 135.97539),(70 135.24953),(71 137.05019),(72 139.08315),(73 141.41539),(74 143.57256),(75 144.4456),(76 145.58316),(77 146.52962),(78 145.51479),(79 147.41524),
(1 83.279144),(2 88.11132),(3 92.84591),(4 93.73686),(5 95.31712),(6 95.29325),(7 98.570366),(8 101.640884),(9 102.58511),(10 103.175224),(11 104.513954),(12 106.938576),(13 107.10299),(14 109.35605),(15 109.7686),(16 110.95598),(17 112.52669),(18 113.9559),(19 114.016975),(20 115.64102),(21 117.230965),(22 116.80001),(23 116.24295),(24 116.74433),(25 118.5714),(26 119.64942),(27 120.270966),(28 120.43355),(29 119.95106),(30 119.68576),(31 120.800865),(32 121.11636),(33 120.963554),(34 122.12893),(35 122.650276),(36 122.12602),(37 123.96345),(38 125.24308),(39 126.703674),(40 126.973175),(41 126.69583),(42 127.93158),(43 127.86164),(44 129.53525),(45 128.89085),(46 130.11002),(47 131.11334),(48 130.78337),(49 132.10027),(50 130.10442),(51 129.76959),(52 128.39975),(53 128.72862),(54 128.8534),(55 128.38393),(56 128.36516),(57 128.30505),(58 130.81409),(59 130.79404),(60 130.84886),(61 130.02635),(62 131.06403),(63 131.2085),(64 132.46161),(65 131.33333),(66 131.25656),(67 132.30374),(68 132.0215),(69 134.47264),(70 134.21432),(71 135.39835),(72 135.8879),(73 140.3512),(74 140.13205),(75 139.61005),(76 140.4024),(77 141.65202),(78 142.43625),(79 142.43964),
(1 81.22938),(2 86.3545),(3 90.70229),(4 90.43864),(5 92.805466),(6 92.97827),(7 96.00505),(8 99.05806),(9 100.41061),(10 101.6614),(11 102.83237),(12 105.191345),(13 106.56122),(14 108.3102),(15 110.10568),(16 110.20288),(17 110.70831),(18 112.21835),(19 112.79571),(20 115.20202),(21 116.062614),(22 114.51048),(23 116.45469),(24 116.48018),(25 117.01788),(26 118.608986),(27 120.27721),(28 119.06332),(29 118.42143),(30 118.272964),(31 118.91654),(32 120.41977),(33 118.405106),(34 120.52231),(35 121.1133),(36 121.39989),(37 122.64408),(38 124.55109),(39 124.80316),(40 125.23582),(41 125.41053),(42 126.53729),(43 126.99194),(44 128.1856),(45 129.98515),(46 129.56248),(47 129.44757),(48 129.88603),(49 131.14821),(50 130.44041),(51 128.7766),(52 128.72585),(53 129.94829),(54 129.91588),(55 129.30734),(56 129.0848),(57 129.07474),(58 132.31801),(59 130.23961),(60 131.99284),(61 131.8005),(62 131.45503),(63 133.49904),(64 133.08333),(65 134.01323),(66 133.36888),(67 133.10077),(68 134.47116),(69 134.90265),(70 136.59485),(71 136.79314),(72 137.01868),(73 140.81163),(74 142.79515),(75 142.23077),(76 143.35231),(77 145.39561),(78 146.54471),(79 147.40652),
(1 79.65846),(2 85.10601),(3 90.51219),(4 90.0842),(5 91.63468),(6 93.07991),(7 95.62737),(8 97.882545),(9 100.21243),(10 100.92713),(11 101.71697),(12 103.38697),(13 104.70659),(14 105.659584),(15 106.70971),(16 108.079865),(17 108.513466),(18 109.602066),(19 111.0518),(20 112.1523),(21 113.00494),(22 113.065865),(23 112.636284),(24 113.48902),(25 114.89331),(26 115.20911),(27 115.96109),(28 114.416275),(29 114.7755),(30 113.64137),(31 115.72333),(32 116.57036),(33 116.85575),(34 116.80698),(35 116.106834),(36 117.28454),(37 118.56095),(38 120.725334),(39 118.44366),(40 120.69574),(41 121.21514),(42 122.01942),(43 122.118034),(44 123.13234),(45 124.23139),(46 124.59001),(47 125.013626),(48 125.512566),(49 125.55751),(50 125.75008),(51 127.044044),(52 125.549225),(53 125.90182),(54 126.28685),(55 125.94155),(56 125.93774),(57 126.72006),(58 128.9645),(59 127.55093),(60 127.51709),(61 128.63194),(62 128.33385),(63 129.18964),(64 128.79875),(65 129.0794),(66 130.18806),(67 130.28926),(68 130.5333),(69 131.81767),(70 131.94536),(71 132.15979),(72 133.32971),(73 135.32726),(74 137.10489),(75 136.78299),(76 138.98482),(77 139.94287),(78 140.51254),(79 139.00444),
(1 80.123055),(2 85.717674),(3 89.46558),(4 90.3829),(5 91.69214),(6 93.282135),(7 95.51958),(8 97.193825),(9 98.1928),(10 99.37201),(11 102.025826),(12 103.25991),(13 104.36163),(14 105.73404),(15 106.3621),(16 106.32623),(17 107.127495),(18 108.29265),(19 108.984474),(20 110.57026),(21 112.06302),(22 114.28723),(23 113.70587),(24 114.016174),(25 115.5367),(26 115.65785),(27 117.35696),(28 116.8199),(29 116.980255),(30 117.484436),(31 118.38475),(32 119.46183),(33 117.63329),(34 120.31027),(35 119.82732),(36 120.339134),(37 122.09325),(38 123.15268),(39 122.057236),(40 124.04847),(41 124.79596),(42 124.88659),(43 126.04254),(44 125.40326),(45 126.1072),(46 126.783585),(47 127.73453),(48 126.94366),(49 128.62633),(50 126.915085),(51 127.849915),(52 126.699165),(53 126.57702),(54 126.414894),(55 126.046455),(56 126.34477),(57 127.46797),(58 130.46413),(59 128.5952),(60 129.30556),(61 129.705),(62 129.3208),(63 130.13646),(64 130.69254),(65 131.84732),(66 129.79546),(67 131.43361),(68 130.27185),(69 132.18742),(70 133.07187),(71 132.59888),(72 131.78383),(73 135.38899),(74 135.49333),(75 136.45738),(76 138.28912),(77 139.76176),(78 140.35748),(79 140.35826),
(1 78.69865),(2 83.62105),(3 87.582436),(4 88.94318),(5 92.25882),(6 92.131386),(7 95.118454),(8 96.68962),(9 96.94877),(10 98.67023),(11 99.9309),(12 100.47269),(13 102.66598),(14 103.39978),(15 104.13031),(16 106.149254),(17 106.89994),(18 108.16332),(19 107.80337),(20 109.45284),(21 111.96991),(22 111.88761),(23 112.3566),(24 113.15013),(25 114.37204),(26 114.75457),(27 115.582115),(28 115.037704),(29 114.91992),(30 115.164185),(31 116.493454),(32 116.344635),(33 114.50014),(34 116.455574),(35 117.49315),(36 118.080696),(37 119.16033),(38 120.23446),(39 119.962715),(40 122.203995),(41 122.291275),(42 123.670074),(43 122.749725),(44 123.60301),(45 124.11244),(46 124.75386),(47 125.21842),(48 124.78625),(49 126.25121),(50 125.25015),(51 125.184074),(52 123.907196),(53 123.26841),(54 122.66136),(55 123.25199),(56 123.88438),(57 126.25384),(58 128.68146),(59 129.50294),(60 129.31935),(61 128.34235),(62 127.96439),(63 128.4322),(64 127.820755),(65 127.57684),(66 129.4287),(67 129.25896),(68 129.89604),(69 130.29189),(70 131.99432),(71 131.0166),(72 132.61563),(73 135.78815),(74 136.88145),(75 136.56639),(76 137.61736),(77 140.1377),(78 141.17824),(79 139.5548),
(1 78.96608),(2 83.87262),(3 88.96245),(4 89.33536),(5 90.73821),(6 91.40936),(7 94.5254),(8 96.12753),(9 96.94485),(10 98.66864),(11 99.759384),(12 101.706055),(13 101.4861),(14 103.561165),(15 103.150604),(16 104.63955),(17 105.57802),(18 107.27822),(19 108.2293),(20 110.36041),(21 111.36091),(22 110.8716),(23 112.7611),(24 112.03883),(25 113.832016),(26 113.84595),(27 114.83347),(28 116.09461),(29 116.70427),(30 115.18177),(31 117.49556),(32 116.834236),(33 117.14784),(34 117.70946),(35 118.22636),(36 119.73879),(37 120.354385),(38 121.51878),(39 120.33978),(40 121.76754),(41 122.51457),(42 121.94973),(43 123.29178),(44 122.78684),(45 124.4009),(46 125.09492),(47 124.82804),(48 125.691864),(49 125.42943),(50 124.318825),(51 124.69765),(52 122.618965),(53 122.63859),(54 121.70834),(55 121.88761),(56 122.6995),(57 121.97254),(58 124.816734),(59 124.564644),(60 125.82489),(61 124.94678),(62 124.98505),(63 126.35651),(64 126.47542),(65 126.79472),(66 127.20177),(67 127.050446),(68 127.08682),(69 128.65115),(70 128.93327),(71 130.11035),(72 131.07133),(73 133.44804),(74 133.00789),(75 134.32172),(76 135.68417),(77 137.09607),(78 137.60234),(79 138.28876),
(1 78.22925),(2 83.989105),(3 87.579704),(4 88.2448),(5 90.04747),(6 90.34786),(7 94.98677),(8 96.0131),(9 96.86782),(10 98.53668),(11 101.3922),(12 100.698875),(13 102.90818),(14 103.58369),(15 105.95688),(16 106.6063),(17 107.46592),(18 110.41033),(19 109.71522),(20 112.251495),(21 112.39631),(22 112.06329),(23 112.8009),(24 111.21253),(25 112.84603),(26 113.68677),(27 115.058685),(28 115.33667),(29 114.08952),(30 114.77937),(31 115.30876),(32 114.59005),(33 114.499695),(34 116.18882),(35 116.18309),(36 118.06267),(37 117.27051),(38 119.983406),(39 119.488075),(40 120.302864),(41 121.06034),(42 120.964676),(43 121.52875),(44 123.048996),(45 124.3475),(46 124.84159),(47 123.94452),(48 124.312706),(49 124.35684),(50 123.15016),(51 123.724014),(52 123.84853),(53 122.346985),(54 121.583),(55 123.30306),(56 123.309494),(57 124.23966),(58 126.196144),(59 126.50636),(60 125.410225),(61 125.428894),(62 125.57437),(63 127.05991),(64 125.89799),(65 126.92583),(66 128.05183),(67 127.60858),(68 127.77111),(69 128.43494),(70 127.90837),(71 129.23541),(72 130.26189),(73 131.86745),(74 133.66081),(75 133.4869),(76 135.43483),(77 136.5819),(78 137.10426),(79 136.65579),
(1 77.36431),(2 82.89811),(3 87.01839),(4 86.71476),(5 88.7593),(6 89.37946),(7 91.81364),(8 92.7849),(9 94.81926),(10 95.79958),(11 98.21151),(12 99.072716),(13 101.145836),(14 102.13846),(15 102.72902),(16 103.024765),(17 102.50641),(18 105.18014),(19 106.151115),(20 107.70935),(21 106.902824),(22 107.818275),(23 108.3873),(24 108.14693),(25 109.55052),(26 109.54991),(27 111.58244),(28 111.73967),(29 112.39408),(30 112.23575),(31 113.72765),(32 113.31266),(33 113.81188),(34 114.10017),(35 114.40873),(36 115.52722),(37 116.01806),(38 115.82528),(39 116.960075),(40 117.19904),(41 117.6708),(42 118.77506),(43 119.12884),(44 119.43192),(45 121.19609),(46 121.26149),(47 120.98203),(48 120.83207),(49 121.56555),(50 121.12754),(51 122.76115),(52 121.991135),(53 120.85094),(54 121.44996),(55 121.27135),(56 122.720985),(57 122.73557),(58 123.82802),(59 124.48986),(60 122.69602),(61 124.4407),(62 123.59018),(63 124.89152),(64 123.58877),(65 123.77436),(66 124.35693),(67 125.00616),(68 125.93223),(69 127.17515),(70 126.85445),(71 127.2635),(72 127.928085),(73 130.57744),(74 132.39528),(75 132.21165),(76 133.61592),(77 134.56021),(78 134.93639),(79 135.67747),
(1 76.30654),(2 82.76449),(3 87.23893),(4 87.84886),(5 89.06898),(6 88.13893),(7 92.63023),(8 93.788),(9 95.7188),(10 97.003845),(11 98.4409),(12 99.72314),(13 101.02664),(14 102.84516),(15 103.074135),(16 104.686966),(17 103.2103),(18 107.02489),(19 107.8012),(20 108.76218),(21 109.12466),(22 110.551834),(23 109.825676),(24 110.24885),(25 111.628815),(26 113.007866),(27 113.364525),(28 113.9333),(29 114.02008),(30 114.17396),(31 114.89671),(32 116.13758),(33 113.98332),(34 114.91277),(35 115.70461),(36 115.53555),(37 116.99482),(38 118.68273),(39 118.855095),(40 121.27948),(41 120.540764),(42 119.34176),(43 119.34195),(44 119.82032),(45 121.19967),(46 121.766556),(47 121.56952),(48 121.798134),(49 123.15426),(50 121.29969),(51 123.20926),(52 121.45281),(53 120.26611),(54 120.60048),(55 121.499725),(56 122.52956),(57 122.54733),(58 125.416695),(59 124.99892),(60 124.36819),(61 124.25792),(62 123.82006),(63 125.4559),(64 125.92892),(65 126.25472),(66 126.10617),(67 125.89192),(68 125.82171),(69 127.32233),(70 127.567314),(71 127.963394),(72 129.52579),(73 133.1529),(74 133.40773),(75 134.2999),(76 135.13515),(77 136.43799),(78 136.01807),(79 135.68906),
(1 76.22285),(2 81.25667),(3 86.33729),(4 86.717384),(5 87.438324),(6 88.253),(7 91.33381),(8 92.93915),(9 95.017426),(10 95.628845),(11 97.75338),(12 98.034325),(13 99.86393),(14 101.18089),(15 101.531136),(16 101.79885),(17 102.922615),(18 104.93994),(19 105.63293),(20 107.24151),(21 107.728065),(22 108.59457),(23 108.15176),(24 110.4443),(25 111.81005),(26 113.7056),(27 115.00259),(28 114.172585),(29 112.743576),(30 113.36238),(31 115.045395),(32 115.45373),(33 114.90927),(34 116.573715),(35 117.78767),(36 117.029366),(37 118.64636),(38 119.18681),(39 120.293015),(40 119.996956),(41 120.50245),(42 120.83341),(43 122.47683),(44 122.02155),(45 122.69118),(46 123.82961),(47 123.871544),(48 123.9969),(49 123.13078),(50 123.39865),(51 123.66573),(52 121.690674),(53 121.72743),(54 121.83189),(55 121.5497),(56 122.79618),(57 123.46403),(58 125.31039),(59 124.9924),(60 123.61138),(61 123.74687),(62 124.67808),(63 125.59443),(64 125.548546),(65 125.48824),(66 125.45974),(67 124.97083),(68 126.07903),(69 126.217415),(70 127.11313),(71 127.31604),(72 128.55447),(73 131.25578),(74 132.85559),(75 134.0212),(76 134.75914),(77 135.55116),(78 136.81668),(79 135.72203),
(1 75.267426),(2 80.94068),(3 85.19849),(4 87.15354),(5 87.70862),(6 88.92025),(7 91.02467),(8 93.02328),(9 95.49398),(10 97.148125),(11 98.013756),(12 98.87293),(13 99.58783),(14 100.85356),(15 100.77834),(16 102.96794),(17 102.16101),(18 103.13742),(19 105.31818),(20 106.14276),(21 105.90144),(22 107.11531),(23 108.1015),(24 109.02475),(25 109.292755),(26 110.73272),(27 112.29297),(28 112.983604),(29 113.56742),(30 114.49994),(31 115.0831),(32 114.85637),(33 115.48376),(34 116.64763),(35 116.52229),(36 116.056),(37 117.07652),(38 118.25479),(39 120.169655),(40 118.23655),(41 119.38202),(42 120.30782),(43 120.68525),(44 121.040855),(45 122.65599),(46 122.874435),(47 123.30536),(48 123.12347),(49 123.66714),(50 124.56192),(51 122.94202),(52 122.12412),(53 121.56377),(54 121.544205),(55 123.33087),(56 122.48053),(57 122.25045),(58 124.43974),(59 125.33273),(60 122.67682),(61 123.02453),(62 122.70904),(63 126.14733),(64 126.177765),(65 127.257126),(66 125.97851),(67 125.47311),(68 125.48036),(69 125.9387),(70 127.84196),(71 126.72907),(72 127.597145),(73 130.77386),(74 133.25822),(75 134.00067),(76 134.763),(77 135.1903),(78 135.35463),(79 135.29303),
