1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88917.37),(2 272410.25),(3 573039.75),(4 932303),(5 1345503),(6 1771057),(7 2261737.3),(8 2797396.3),(9 3350852.8),(10 3933190.3),(11 4436184.5),(12 4948993),(13 5496287.5),(14 6073665.5),(15 6807194.5),(16 7613162.5),(17 8389167),(18 9181328),(19 9987395),(20 10792154),(21 11512547),(22 12303016),(23 12986232),(24 13768025),(25 14624884),(26 15607603),(27 16622495),(28 17740066),(29 18885926),(30 20039846),(31 21144438),(32 22265380),(33 23508274),(34 24779926),(35 26005510),(36 27143766),(37 28201130),(38 29108800),(39 30039370),(40 30970560),(41 31989530),(42 33100162),(43 34134276),(44 35286690),(45 36356572),(46 37342756),(47 38295636),(48 39220796),(49 40013456),(50 40691756),(51 41381330),(52 41937732),(53 42421844),(54 42878240),(55 43265028),(56 43575870),(57 43894576),(58 44195132),(59 44453880),(60 44923892),(61 45397376),(62 46035412),(63 46528404),(64 47071196),(65 47498484),(66 48017540),(67 48510050),(68 49148276),(69 49866260),(70 50545984),(71 51474892),(72 52455136),(73 53817492),(74 55200196),(75 56716428),(76 58305570),(77 60071892),(78 61823516),(79 63797332),
(1 229.42366),(2 277.26572),(3 300.60956),(4 311.01907),(5 308.71243),(6 321.3609),(7 328.0212),(8 338.6722),(9 332.96805),(10 335.70374),(11 331.02237),(12 337.84634),(13 334.722),(14 341.26962),(15 335.49542),(16 343.52463),(17 341.34775),(18 343.3149),(19 350.0427),(20 347.43823),(21 352.69528),(22 348.86618),(23 355.05017),(24 351.04593),(25 351.214),(26 349.7922),(27 355.644),(28 348.57098),(29 350.2705),(30 349.2814),(31 357.15503),(32 353.0958),(33 361.03015),(34 357.6866),(35 361.38132),(36 360.45242),(37 364.2173),(38 359.2612),(39 362.60803),(40 354.60156),(41 359.04468),(42 354.72906),(43 351.99316),(44 354.5212),(45 351.59537),(46 353.82617),(47 350.355),(48 351.7592),(49 348.25873),(50 353.80606),(51 347.69543),(52 347.51056),(53 341.58005),(54 346.015),(55 342.10876),(56 349.97708),(57 343.03525),(58 348.3271),(59 345.7836),(60 345.01453),(61 343.54617),(62 349.6989),(63 347.96918),(64 356.02435),(65 350.11682),(66 354.4705),(67 352.77737),(68 351.9607),(69 357.833),(70 350.5911),(71 356.7063),(72 352.12903),(73 355.3436),(74 360.78986),(75 365.88748),(76 362.3938),(77 360.72415),(78 365.98154),(79 357.59595),
(1 229.31482),(2 279.46143),(3 299.9541),(4 309.8467),(5 312.1059),(6 321.82816),(7 329.44617),(8 340.08405),(9 333.039),(10 341.24872),(11 337.02237),(12 338.02267),(13 338.97995),(14 343.78854),(15 336.09772),(16 344.15268),(17 339.1621),(18 341.09525),(19 348.87903),(20 349.8977),(21 353.41016),(22 350.15714),(23 349.71243),(24 348.4042),(25 350.75058),(26 347.19324),(27 352.32397),(28 343.34143),(29 350.41452),(30 352.71558),(31 357.30234),(32 356.8963),(33 364.01608),(34 357.15747),(35 365.50952),(36 362.30545),(37 366.81873),(38 364.2686),(39 369.58737),(40 362.36755),(41 369.00366),(42 361.16983),(43 359.19775),(44 364.87082),(45 360.2368),(46 363.59412),(47 357.41983),(48 354.37018),(49 353.14072),(50 360.02353),(51 355.2737),(52 356.30896),(53 354.57455),(54 355.67657),(55 349.44867),(56 354.4501),(57 355.67947),(58 362.39725),(59 355.75586),(60 356.6455),(61 353.79556),(62 356.83203),(63 352.61142),(64 361.43356),(65 349.94608),(66 358.4453),(67 358.70758),(68 358.79047),(69 361.38333),(70 357.51776),(71 366.25842),(72 361.3621),(73 364.8796),(74 369.90912),(75 376.70285),(76 376.4483),(77 374.43243),(78 381.32813),(79 374.43567),
(1 218.09564),(2 266.10626),(3 287.94095),(4 297.3539),(5 298.43793),(6 309.69556),(7 315.63992),(8 330.53787),(9 324.59348),(10 325.70526),(11 318.44705),(12 326.6067),(13 322.52945),(14 329.8387),(15 325.11783),(16 329.4946),(17 329.6038),(18 328.89432),(19 338.39087),(20 338.36905),(21 341.2898),(22 336.6091),(23 338.92496),(24 335.80643),(25 336.5356),(26 331.57965),(27 335.3294),(28 332.7385),(29 335.28568),(30 334.0245),(31 342.79544),(32 337.92242),(33 342.60904),(34 339.94046),(35 346.37167),(36 343.32507),(37 349.45334),(38 342.7695),(39 348.9736),(40 342.35577),(41 350.20224),(42 342.69592),(43 344.2201),(44 347.50244),(45 345.9341),(46 344.73965),(47 341.86652),(48 341.58908),(49 339.59537),(50 341.44394),(51 337.89883),(52 340.2661),(53 335.9511),(54 340.4117),(55 337.21634),(56 345.72668),(57 343.79587),(58 345.12347),(59 340.23383),(60 344.13565),(61 344.0372),(62 346.45074),(63 340.79602),(64 348.19632),(65 339.22037),(66 347.10852),(67 345.16275),(68 342.95642),(69 347.59088),(70 347.15695),(71 351.06747),(72 343.85242),(73 352.8168),(74 349.16913),(75 356.67816),(76 357.07965),(77 354.93286),(78 361.18466),(79 351.72794),
(1 216.76266),(2 267.24857),(3 290.1955),(4 299.1883),(5 294.4612),(6 301.6101),(7 310.908),(8 324.2148),(9 322.7112),(10 324.79022),(11 321.41275),(12 326.42035),(13 324.7846),(14 329.17926),(15 327.59708),(16 328.51218),(17 325.7257),(18 327.76608),(19 336.29086),(20 336.53024),(21 344.19604),(22 340.98035),(23 344.4255),(24 341.74384),(25 343.595),(26 339.4326),(27 340.1342),(28 341.74625),(29 342.29794),(30 338.40625),(31 351.47845),(32 348.38498),(33 353.90402),(34 351.42584),(35 356.851),(36 353.64847),(37 355.63687),(38 352.98032),(39 355.9809),(40 348.50232),(41 351.37082),(42 347.0326),(43 347.00665),(44 348.79147),(45 342.4597),(46 349.0174),(47 345.53647),(48 346.29202),(49 344.8424),(50 346.27795),(51 337.3751),(52 338.0179),(53 332.21255),(54 336.48697),(55 336.2412),(56 344.52298),(57 342.34457),(58 348.7205),(59 338.3482),(60 341.395),(61 338.3276),(62 345.61572),(63 338.96658),(64 346.50342),(65 340.09933),(66 344.23193),(67 340.5797),(68 339.4833),(69 346.65637),(70 340.5994),(71 347.19824),(72 340.44662),(73 346.54462),(74 347.03024),(75 356.6632),(76 352.13904),(77 349.17743),(78 353.71613),(79 347.35947),
(1 209.46927),(2 254.13734),(3 276.31924),(4 290.21667),(5 289.83585),(6 295.81854),(7 304.72604),(8 313.3879),(9 312.47095),(10 317.06296),(11 312.92575),(12 315.5928),(13 312.32892),(14 320.6488),(15 318.56445),(16 325.65024),(17 317.70526),(18 322.0476),(19 325.19388),(20 323.83847),(21 328.4704),(22 327.71762),(23 330.90335),(24 327.18442),(25 328.01144),(26 326.25516),(27 330.02008),(28 326.4011),(29 328.27728),(30 325.17267),(31 332.2126),(32 328.601),(33 331.9777),(34 331.70898),(35 338.1896),(36 333.86142),(37 340.25644),(38 338.2092),(39 340.93085),(40 333.68497),(41 337.364),(42 335.5503),(43 337.60437),(44 342.37634),(45 338.70914),(46 343.92395),(47 337.3844),(48 338.30457),(49 334.57263),(50 335.13812),(51 328.6823),(52 331.19556),(53 327.61087),(54 330.1101),(55 327.2109),(56 329.9607),(57 327.4764),(58 337.6388),(59 331.16956),(60 337.20514),(61 330.8257),(62 337.8113),(63 331.7623),(64 340.48798),(65 334.0197),(66 340.8946),(67 335.3569),(68 334.6016),(69 342.5245),(70 338.05734),(71 345.52658),(72 336.83786),(73 342.69952),(74 343.58887),(75 352.2781),(76 350.49503),(77 347.12003),(78 351.58017),(79 348.24393),
(1 206.93773),(2 248.14197),(3 268.58823),(4 276.2616),(5 281.61877),(6 288.14258),(7 293.6259),(8 303.88245),(9 303.03778),(10 302.41602),(11 302.00232),(12 311.69382),(13 306.3519),(14 312.9168),(15 312.28503),(16 316.82855),(17 312.3048),(18 314.43317),(19 318.5218),(20 320.8524),(21 323.99634),(22 319.54507),(23 323.63007),(24 320.00787),(25 322.47034),(26 321.77917),(27 328.35306),(28 323.35516),(29 322.2565),(30 322.99976),(31 331.50684),(32 330.53595),(33 334.27747),(34 334.18674),(35 336.32767),(36 331.3446),(37 337.35953),(38 330.83292),(39 335.1212),(40 328.08917),(41 332.45126),(42 327.75543),(43 328.86734),(44 330.31375),(45 326.41278),(46 327.62106),(47 324.12082),(48 325.78027),(49 325.70123),(50 322.19348),(51 314.1373),(52 318.55276),(53 319.11874),(54 323.82208),(55 317.83527),(56 325.12558),(57 318.95715),(58 327.68692),(59 319.91156),(60 327.1447),(61 321.24307),(62 327.4465),(63 321.4114),(64 327.1565),(65 319.97092),(66 326.58603),(67 323.65063),(68 321.08218),(69 327.3526),(70 326.56375),(71 331.20447),(72 327.5525),(73 334.2499),(74 330.07492),(75 336.40262),(76 329.6529),(77 327.69437),(78 333.85687),(79 328.88498),
(1 209.8728),(2 251.4412),(3 273.7626),(4 284.61456),(5 283.18915),(6 291.60526),(7 294.13705),(8 306.69772),(9 304.54776),(10 302.75186),(11 299.57788),(12 302.9732),(13 300.11765),(14 312.25543),(15 309.81357),(16 315.53516),(17 310.57968),(18 310.37497),(19 316.90134),(20 318.387),(21 324.5484),(22 323.52252),(23 324.73456),(24 322.99548),(25 321.45096),(26 318.09717),(27 322.3897),(28 320.8578),(29 323.90128),(30 320.49902),(31 328.12344),(32 326.4202),(33 332.58218),(34 334.92114),(35 337.20782),(36 332.03333),(37 336.9521),(38 330.5179),(39 336.7772),(40 326.7268),(41 333.21384),(42 328.8126),(43 326.7793),(44 332.76965),(45 330.0207),(46 329.14435),(47 326.82343),(48 328.79547),(49 324.00702),(50 328.0906),(51 322.49313),(52 325.62592),(53 323.42596),(54 323.32303),(55 318.16803),(56 321.28455),(57 318.54312),(58 322.721),(59 321.7512),(60 323.6056),(61 321.49014),(62 323.87897),(63 318.5404),(64 324.55676),(65 316.26868),(66 322.0461),(67 318.93835),(68 319.52725),(69 322.90463),(70 320.4034),(71 327.76334),(72 321.43164),(73 326.87448),(74 322.94638),(75 332.5858),(76 326.97675),(77 326.4532),(78 331.01727),(79 325.4115),
(1 196.02155),(2 240.68329),(3 256.90228),(4 266.4802),(5 271.2876),(6 281.3067),(7 281.27032),(8 291.28976),(9 292.3162),(10 293.1169),(11 290.97946),(12 300.06815),(13 297.81363),(14 304.70233),(15 301.45172),(16 304.53482),(17 298.11948),(18 302.75797),(19 311.43396),(20 312.11392),(21 316.4536),(22 316.2093),(23 317.67017),(24 315.34174),(25 312.1477),(26 310.94135),(27 311.03326),(28 308.69043),(29 310.40628),(30 308.59024),(31 310.77734),(32 310.4831),(33 313.32596),(34 314.43002),(35 318.73282),(36 317.53098),(37 319.47742),(38 314.7072),(39 321.90396),(40 314.14838),(41 314.35858),(42 313.51694),(43 311.7652),(44 317.0129),(45 314.95663),(46 316.55133),(47 313.14),(48 315.14606),(49 312.0463),(50 311.45453),(51 305.46054),(52 310.53058),(53 304.5138),(54 306.19794),(55 306.66724),(56 310.5244),(57 304.971),(58 310.98965),(59 308.96237),(60 314.03885),(61 312.06927),(62 317.55624),(63 314.03656),(64 316.30243),(65 312.42926),(66 318.87357),(67 313.70306),(68 314.60944),(69 316.55533),(70 312.82596),(71 317.67633),(72 319.31033),(73 324.3319),(74 326.63043),(75 331.84894),(76 327.04446),(77 327.9693),(78 329.1849),(79 323.61987),
(1 198.14346),(2 234.14778),(3 253.54083),(4 266.8135),(5 270.74768),(6 280.72058),(7 282.09048),(8 292.0264),(9 289.95612),(10 290.88525),(11 289.76752),(12 292.74048),(13 293.6596),(14 298.66986),(15 297.65976),(16 303.25525),(17 300.2477),(18 299.23755),(19 309.64706),(20 308.34924),(21 312.94357),(22 311.59436),(23 314.4855),(24 310.07193),(25 307.10223),(26 305.26688),(27 311.33405),(28 310.7252),(29 313.62363),(30 312.85248),(31 316.8935),(32 314.75183),(33 320.17056),(34 315.78033),(35 320.8994),(36 317.92227),(37 317.62936),(38 317.0097),(39 320.86798),(40 312.35983),(41 317.28665),(42 312.31775),(43 308.78253),(44 312.90048),(45 308.68155),(46 314.52463),(47 311.4707),(48 311.60214),(49 307.26),(50 308.8301),(51 305.66656),(52 308.54626),(53 302.2756),(54 303.3423),(55 303.1332),(56 309.25528),(57 305.76666),(58 314.40594),(59 307.8713),(60 314.27097),(61 309.18918),(62 316.4749),(63 313.62604),(64 319.54364),(65 309.50854),(66 314.77844),(67 309.3807),(68 310.3518),(69 314.56116),(70 310.92474),(71 315.2442),(72 312.03885),(73 321.17474),(74 316.62808),(75 323.61047),(76 319.05957),(77 317.5135),(78 322.0452),(79 317.4551),
(1 195.88492),(2 238.37477),(3 254.57063),(4 266.70148),(5 268.2318),(6 279.8381),(7 279.8377),(8 286.70004),(9 287.50192),(10 292.8191),(11 291.00327),(12 297.99072),(13 295.16074),(14 300.66452),(15 296.953),(16 298.98694),(17 292.93207),(18 300.76144),(19 306.42874),(20 306.3989),(21 309.8232),(22 306.23804),(23 307.5817),(24 306.2121),(25 307.76358),(26 305.07733),(27 304.24597),(28 302.61075),(29 304.6584),(30 306.36478),(31 311.45035),(32 308.72302),(33 310.33932),(34 307.68924),(35 312.0888),(36 311.83417),(37 315.7604),(38 315.14636),(39 315.5986),(40 309.19818),(41 312.0512),(42 309.0958),(43 308.38766),(44 309.24124),(45 305.19635),(46 309.42786),(47 304.17276),(48 307.7823),(49 304.56848),(50 308.26434),(51 300.548),(52 303.87018),(53 297.31903),(54 296.7776),(55 298.7132),(56 306.16028),(57 303.9175),(58 310.192),(59 304.23065),(60 310.17877),(61 308.353),(62 315.33987),(63 307.95135),(64 313.81335),(65 307.13354),(66 310.25897),(67 305.65512),(68 307.99112),(69 311.50797),(70 308.90805),(71 312.48337),(72 310.5703),(73 316.40985),(74 315.31152),(75 318.6164),(76 316.6898),(77 314.82498),(78 324.33563),(79 317.94244),
(1 191.81715),(2 232.11862),(3 249.55359),(4 260.9483),(5 262.4329),(6 271.41818),(7 273.54327),(8 281.88373),(9 284.30136),(10 287.85315),(11 288.24298),(12 290.43182),(13 289.93436),(14 293.97803),(15 294.225),(16 298.7307),(17 293.36685),(18 296.10095),(19 303.9412),(20 305.24478),(21 306.63345),(22 303.68784),(23 307.13843),(24 300.55597),(25 301.5771),(26 296.67654),(27 301.46854),(28 296.01218),(29 301.30603),(30 298.92392),(31 309.2744),(32 305.22427),(33 308.03766),(34 305.34985),(35 310.3755),(36 306.68735),(37 311.87912),(38 312.64377),(39 315.65726),(40 307.22522),(41 309.91177),(42 305.06378),(43 300.82813),(44 306.3371),(45 301.80597),(46 305.47253),(47 302.44968),(48 300.75043),(49 302.25577),(50 302.63882),(51 296.8824),(52 298.5963),(53 296.30783),(54 294.10153),(55 294.20496),(56 299.65826),(57 296.28012),(58 302.46005),(59 297.73587),(60 300.1248),(61 299.00055),(62 302.13525),(63 299.7969),(64 305.44626),(65 299.11465),(66 304.7807),(67 302.0479),(68 305.32803),(69 311.16205),(70 309.6181),(71 314.23434),(72 309.35327),(73 315.53397),(74 313.92493),(75 319.11032),(76 313.82327),(77 313.40027),(78 316.99844),(79 314.54733),
(1 190.35362),(2 228.6754),(3 246.76898),(4 256.34106),(5 258.03308),(6 268.2171),(7 274.32822),(8 279.8039),(9 279.06006),(10 281.7994),(11 279.59442),(12 283.81),(13 282.78497),(14 288.86142),(15 285.77234),(16 291.41705),(17 288.48492),(18 293.55447),(19 299.1507),(20 299.48944),(21 296.11252),(22 292.59018),(23 296.7124),(24 294.48154),(25 292.40265),(26 290.57687),(27 293.948),(28 289.83075),(29 293.24026),(30 292.74243),(31 302.5389),(32 296.4387),(33 299.8981),(34 299.95877),(35 306.7578),(36 302.35214),(37 307.23224),(38 303.7573),(39 307.11166),(40 300.32224),(41 303.37744),(42 296.9865),(43 297.6961),(44 300.25775),(45 298.0883),(46 302.35568),(47 303.0281),(48 303.19437),(49 302.04053),(50 302.43915),(51 296.15625),(52 296.0184),(53 293.5446),(54 296.374),(55 289.4229),(56 292.4512),(57 289.7142),(58 292.86368),(59 290.3964),(60 296.5703),(61 293.03653),(62 293.36053),(63 290.49585),(64 298.29684),(65 293.03317),(66 298.01166),(67 294.81683),(68 295.8867),(69 302.74258),(70 298.8253),(71 304.4623),(72 299.32608),(73 303.1806),(74 303.09595),(75 306.87988),(76 303.66052),(77 303.06775),(78 308.05054),(79 304.45032),
(1 184.74767),(2 220.6684),(3 235.53932),(4 244.01563),(5 250.12831),(6 257.98303),(7 263.4827),(8 268.54037),(9 268.83313),(10 272.36368),(11 268.67804),(12 273.16925),(13 274.88193),(14 278.12924),(15 273.14267),(16 277.459),(17 273.02646),(18 277.9293),(19 286.8681),(20 283.9765),(21 286.02155),(22 284.5655),(23 286.73993),(24 283.88547),(25 285.43604),(26 283.70126),(27 284.32333),(28 282.46332),(29 283.02216),(30 286.1621),(31 292.69293),(32 288.89413),(33 289.1652),(34 289.01117),(35 295.1315),(36 292.61636),(37 296.62805),(38 294.22214),(39 297.2356),(40 289.81168),(41 296.51563),(42 289.56766),(43 288.86563),(44 289.68295),(45 288.27307),(46 288.07898),(47 288.9605),(48 289.20404),(49 288.05356),(50 291.11438),(51 283.24628),(52 284.7542),(53 281.73053),(54 282.71375),(55 281.3923),(56 286.16238),(57 281.15106),(58 285.60535),(59 283.45206),(60 286.6002),(61 281.55313),(62 286.1425),(63 285.18915),(64 290.6489),(65 287.11057),(66 292.2654),(67 288.08273),(68 287.23798),(69 290.43875),(70 285.69208),(71 292.88907),(72 288.72302),(73 291.43317),(74 290.20728),(75 296.40262),(76 291.34204),(77 292.9437),(78 292.19278),(79 289.95343),
(1 185.93307),(2 221.14874),(3 239.43515),(4 246.28511),(5 253.67734),(6 263.4897),(7 264.4753),(8 270.55283),(9 267.40216),(10 270.3706),(11 268.64612),(12 272.55942),(13 272.4539),(14 278.42426),(15 274.9777),(16 278.73425),(17 277.81897),(18 278.73773),(19 287.04996),(20 287.4189),(21 289.11472),(22 286.4574),(23 288.1877),(24 285.80276),(25 286.40982),(26 285.03528),(27 284.10022),(28 281.55667),(29 283.0413),(30 284.47418),(31 290.5158),(32 288.4055),(33 295.52985),(34 293.19278),(35 299.59802),(36 295.61426),(37 300.81775),(38 295.19687),(39 299.65158),(40 292.3558),(41 297.05627),(42 290.8594),(43 287.84058),(44 291.209),(45 289.32285),(46 296.472),(47 295.396),(48 294.19156),(49 291.94885),(50 293.92685),(51 286.05557),(52 286.41165),(53 285.19797),(54 289.43985),(55 283.4731),(56 287.63373),(57 283.94647),(58 291.00955),(59 287.56088),(60 291.8859),(61 288.72546),(62 291.40192),(63 291.78333),(64 298.80374),(65 291.39307),(66 297.70538),(67 292.8078),(68 293.42328),(69 294.25308),(70 292.58765),(71 298.22028),(72 294.40295),(73 297.1652),(74 299.55176),(75 303.6997),(76 298.48447),(77 297.54572),(78 299.58707),(79 296.46994),
(1 182.22687),(2 215.0346),(3 229.8906),(4 240.85417),(5 246.05325),(6 253.54045),(7 255.37195),(8 257.48676),(9 257.61636),(10 261.0022),(11 258.95645),(12 266.20303),(13 265.20163),(14 269.27393),(15 266.01825),(16 270.83243),(17 270.82428),(18 270.68866),(19 277.89334),(20 275.41806),(21 278.33423),(22 272.60956),(23 276.11243),(24 273.6335),(25 276.08243),(26 274.4934),(27 275.63956),(28 272.34256),(29 277.13388),(30 276.79883),(31 284.65244),(32 285.13257),(33 289.42694),(34 288.44226),(35 292.6931),(36 287.46838),(37 292.79382),(38 289.61365),(39 291.00928),(40 288.4539),(41 292.95016),(42 287.22736),(43 284.7779),(44 287.36823),(45 284.35977),(46 287.788),(47 285.14767),(48 287.7684),(49 285.576),(50 284.42014),(51 279.93652),(52 280.76675),(53 279.218),(54 279.67026),(55 280.0411),(56 282.89157),(57 276.6346),(58 285.02875),(59 281.82202),(60 283.50177),(61 280.8038),(62 284.65576),(63 283.63916),(64 289.94098),(65 285.7932),(66 290.58795),(67 286.49707),(68 288.70532),(69 293.9475),(70 290.55103),(71 295.13776),(72 291.9524),(73 295.81046),(74 296.34378),(75 299.5958),(76 295.8114),(77 294.1),(78 300.43387),(79 293.95667),
(1 178.62862),(2 210.63432),(3 226.60303),(4 238.94872),(5 241.43665),(6 249.52623),(7 251.12491),(8 257.6764),(9 256.2343),(10 258.48843),(11 256.28534),(12 262.68408),(13 260.70645),(14 264.0047),(15 259.3006),(16 265.56067),(17 265.89233),(18 267.52487),(19 270.75906),(20 272.10233),(21 276.20447),(22 271.5904),(23 275.49973),(24 272.8715),(25 271.37576),(26 270.52017),(27 271.41675),(28 267.52176),(29 271.59183),(30 270.8985),(31 278.72058),(32 277.13977),(33 280.2714),(34 279.56744),(35 283.63165),(36 279.1374),(37 283.57077),(38 276.7298),(39 280.88925),(40 276.96793),(41 280.80206),(42 275.9072),(43 276.25122),(44 279.68222),(45 278.3958),(46 282.19296),(47 280.08868),(48 282.70816),(49 279.14465),(50 280.40396),(51 276.527),(52 276.07477),(53 272.82437),(54 275.31665),(55 272.98114),(56 276.22668),(57 278.34268),(58 284.41626),(59 279.9428),(60 282.31702),(61 278.86313),(62 281.51883),(63 276.229),(64 284.86758),(65 282.41006),(66 282.6384),(67 280.1074),(68 280.7047),(69 283.35812),(70 282.26657),(71 286.92435),(72 284.56726),(73 291.0934),(74 290.13318),(75 299.39972),(76 293.41025),(77 289.9292),(78 293.6647),(79 285.49377),
(1 177.46033),(2 210.38934),(3 221.4255),(4 236.46666),(5 240.5639),(6 248.03082),(7 248.99568),(8 255.79312),(9 256.445),(10 262.5602),(11 260.2667),(12 266.66342),(13 263.5901),(14 268.14212),(15 265.458),(16 270.2391),(17 269.3225),(18 270.5921),(19 274.58563),(20 276.45413),(21 280.24567),(22 278.60812),(23 282.0021),(24 278.27933),(25 277.6766),(26 275.43118),(27 277.1661),(28 274.49478),(29 275.52524),(30 275.2725),(31 282.31952),(32 279.66528),(33 283.84134),(34 282.27795),(35 287.6781),(36 284.5339),(37 290.81714),(38 286.11646),(39 290.29626),(40 283.49045),(41 285.6074),(42 280.91116),(43 279.50906),(44 283.15445),(45 280.74188),(46 282.496),(47 280.8041),(48 283.55978),(49 281.0416),(50 283.05038),(51 277.5727),(52 278.65448),(53 274.1437),(54 276.91675),(55 274.15903),(56 274.5079),(57 273.39325),(58 281.993),(59 276.58093),(60 278.43842),(61 276.62753),(62 279.97372),(63 274.61908),(64 280.37625),(65 277.66608),(66 281.59943),(67 278.77115),(68 282.04968),(69 283.32782),(70 280.22382),(71 281.22125),(72 281.7092),(73 285.9598),(74 287.67114),(75 295.59363),(76 293.62427),(77 295.2152),(78 301.39206),(79 297.3793),
(1 172.67165),(2 207.78603),(3 220.57324),(4 231.19647),(5 234.18814),(6 242.8027),(7 243.9129),(8 251.79175),(9 246.19806),(10 251.2289),(11 250.07413),(12 254.57654),(13 252.93912),(14 257.6163),(15 255.14946),(16 259.0818),(17 256.23325),(18 259.36078),(19 263.92856),(20 261.90912),(21 269.4911),(22 267.37515),(23 270.01974),(24 265.5666),(25 265.83432),(26 265.70486),(27 267.0488),(28 262.61945),(29 268.07764),(30 265.86105),(31 271.00238),(32 270.0888),(33 273.18423),(34 271.54575),(35 273.12268),(36 270.33932),(37 272.79776),(38 269.8095),(39 274.16742),(40 269.72968),(41 272.7817),(42 269.923),(43 266.9498),(44 270.30792),(45 268.08752),(46 271.33032),(47 267.77075),(48 272.1382),(49 270.84766),(50 270.9498),(51 265.05423),(52 267.0762),(53 264.28442),(54 266.85068),(55 264.93942),(56 268.51257),(57 267.5593),(58 274.84155),(59 270.1105),(60 275.6345),(61 271.40103),(62 274.60214),(63 273.99255),(64 277.2885),(65 274.53552),(66 280.60425),(67 277.43387),(68 278.40176),(69 283.25458),(70 278.59116),(71 282.24747),(72 279.134),(73 280.33017),(74 279.7025),(75 285.817),(76 281.28635),(77 282.19287),(78 282.92508),(79 278.6314),
