1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1393605.9),(2 1511814.5),(3 374112.28),(4 1934726),(5 2210208),(6 1107958.5),(7 2812540.8),(8 3231832),(9 2063724),(10 3755719.3),(11 4322217.5),(12 3107745.8),(13 4768803.5),(14 5325405.5),(15 4037895.3),(16 5593736.5),(17 6322344),(18 5264838),(19 6824072),(20 7758256),(21 6994921.5),(22 8657192),(23 10044674),(24 9402572),(25 11056055),(26 12466557),(27 11812187),(28 13448600),(29 14852400),(30 14135221),(31 15787048),(32 17272550),(33 16410209),(34 18078062),(35 19549968),(36 18627886),(37 20227220),(38 22057984),(39 20803870),(40 22137742),(41 23674288),(42 22240904),(43 23325650),(44 24671824),(45 22956626),(46 23857494),(47 25377240),(48 23876688),(49 24886342),(50 26740742),(51 25330880),(52 26570606),(53 29195610),(54 27650138),(55 28974448),(56 31460040),(57 30147426),(58 31519702),(59 34131100),(60 32852342),(61 34377524),(62 37241180),(63 35894316),(64 37361044),(65 40287756),(66 39118068),(67 40523108),(68 43933740),(69 42438268),(70 43462412),(71 46508332),(72 44987236),(73 45815904),(74 48199092),(75 46207460),(76 46429732),(77 48845172),(78 46890990),(79 46919148),
(1 85.22601),(2 100.6363),(3 107.7409),(4 113.647095),(5 117.56862),(6 120.28982),(7 122.70629),(8 126.381454),(9 128.94525),(10 131.49222),(11 130.80011),(12 132.40602),(13 132.78539),(14 133.98477),(15 132.34796),(16 131.86603),(17 133.67995),(18 133.91982),(19 134.85004),(20 135.36989),(21 134.4966),(22 133.26332),(23 134.25635),(24 135.3617),(25 135.68185),(26 136.76546),(27 135.02626),(28 134.80644),(29 135.53416),(30 134.02982),(31 134.93181),(32 136.37956),(33 136.06216),(34 137.22899),(35 137.50131),(36 138.98889),(37 140.28595),(38 141.18274),(39 140.36061),(40 140.66985),(41 141.39975),(42 142.7858),(43 143.10286),(44 142.37541),(45 141.62874),(46 141.53635),(47 140.44576),(48 141.13562),(49 141.56436),(50 142.38911),(51 142.84454),(52 145.37196),(53 146.72353),(54 147.735),(55 150.25665),(56 152.12866),(57 154.00946),(58 155.25258),(59 155.86905),(60 159.05643),(61 158.80362),(62 157.78633),(63 157.17311),(64 157.63898),(65 157.44608),(66 157.29274),(67 157.39505),(68 158.81711),(69 157.13489),(70 157.66339),(71 157.5334),(72 156.2925),(73 155.12077),(74 153.97643),(75 151.2303),(76 150.74596),(77 150.7896),(78 150.69377),(79 149.51418),
(1 84.084236),(2 99.79974),(3 106.74649),(4 111.59893),(5 115.60502),(6 116.95554),(7 120.19684),(8 123.83233),(9 123.94253),(10 126.64039),(11 126.45156),(12 128.15381),(13 128.99847),(14 129.38487),(15 127.47761),(16 127.16512),(17 128.26775),(18 128.902),(19 128.11116),(20 131.0798),(21 129.01302),(22 130.24542),(23 131.6162),(24 131.45642),(25 131.09648),(26 130.8715),(27 130.39932),(28 129.92087),(29 130.45088),(30 130.39847),(31 130.97249),(32 133.75136),(33 132.74228),(34 133.34769),(35 133.73944),(36 135.41975),(37 136.22626),(38 137.25313),(39 136.65794),(40 138.20885),(41 139.80084),(42 141.20763),(43 143.84683),(44 143.36598),(45 139.67848),(46 141.8548),(47 140.0873),(48 139.93228),(49 141.02309),(50 141.7442),(51 143.66512),(52 144.06804),(53 145.67012),(54 147.71422),(55 147.65582),(56 149.03633),(57 149.75589),(58 150.9955),(59 151.71771),(60 155.0857),(61 154.65437),(62 156.69946),(63 154.03783),(64 152.82527),(65 152.87447),(66 151.77435),(67 151.93427),(68 153.10913),(69 151.30402),(70 151.27075),(71 151.01817),(72 149.58063),(73 150.04837),(74 148.69888),(75 146.64325),(76 147.4404),(77 145.47787),(78 145.43642),(79 146.0104),
(1 82.83947),(2 99.64747),(3 105.87976),(4 111.56315),(5 115.69432),(6 116.764175),(7 119.89269),(8 123.20761),(9 125.56763),(10 126.185265),(11 126.659744),(12 127.31428),(13 129.20006),(14 130.00607),(15 128.20915),(16 129.7934),(17 130.24635),(18 130.1517),(19 130.28174),(20 131.27745),(21 130.35547),(22 131.52458),(23 132.54535),(24 132.28299),(25 131.80067),(26 132.90799),(27 131.24576),(28 130.85713),(29 131.36943),(30 131.5967),(31 130.44374),(32 131.95595),(33 131.48795),(34 132.44423),(35 132.4128),(36 133.90636),(37 134.67046),(38 135.54773),(39 136.69412),(40 137.88937),(41 138.39665),(42 138.4589),(43 139.96277),(44 138.98521),(45 138.14676),(46 138.63048),(47 138.34424),(48 139.12987),(49 138.49199),(50 139.71117),(51 140.48598),(52 142.86491),(53 144.34366),(54 145.52153),(55 144.68692),(56 147.07806),(57 148.2003),(58 149.43968),(59 149.05367),(60 151.92351),(61 151.22423),(62 153.40733),(63 152.33762),(64 152.10664),(65 151.93178),(66 151.50352),(67 150.6198),(68 150.65747),(69 149.86063),(70 149.63641),(71 150.45909),(72 149.35286),(73 151.12546),(74 149.35559),(75 147.70074),(76 147.7611),(77 145.8904),(78 144.08397),(79 143.86308),
(1 82.92943),(2 98.66475),(3 104.84942),(4 110.81686),(5 114.964836),(6 117.63334),(7 119.86202),(8 122.68094),(9 124.989395),(10 127.063126),(11 127.1799),(12 128.70995),(13 129.66827),(14 131.79295),(15 129.16576),(16 130.22778),(17 130.88115),(18 130.77249),(19 131.0829),(20 133.03328),(21 131.45656),(22 131.48108),(23 134.32874),(24 133.02432),(25 133.2677),(26 132.95158),(27 131.95981),(28 132.04858),(29 131.7865),(30 130.8285),(31 131.62344),(32 131.85631),(33 130.78812),(34 132.88934),(35 133.07298),(36 133.41148),(37 135.58565),(38 136.32668),(39 136.69627),(40 138.14192),(41 138.47798),(42 138.37987),(43 140.90356),(44 140.29572),(45 140.93295),(46 140.76588),(47 139.55446),(48 140.6451),(49 140.32886),(50 139.5531),(51 142.14268),(52 143.79453),(53 145.42593),(54 147.43622),(55 147.5004),(56 146.87747),(57 148.98526),(58 149.09058),(59 151.40553),(60 152.14946),(61 153.30711),(62 154.81721),(63 153.44022),(64 152.88287),(65 153.34505),(66 154.26166),(67 153.49046),(68 152.74895),(69 152.25395),(70 151.75609),(71 151.55424),(72 150.75856),(73 149.39699),(74 149.5202),(75 146.87262),(76 146.00566),(77 146.32106),(78 144.78117),(79 144.78542),
(1 81.60338),(2 95.15528),(3 101.7768),(4 107.15196),(5 111.349846),(6 114.7028),(7 116.32171),(8 120.581024),(9 121.055374),(10 120.612175),(11 121.5482),(12 123.51182),(13 124.081924),(14 124.48323),(15 122.216385),(16 123.31948),(17 125.09496),(18 126.23877),(19 126.99535),(20 127.13962),(21 127.299385),(22 127.63586),(23 128.72093),(24 127.61496),(25 127.13672),(26 128.06113),(27 127.41434),(28 126.71957),(29 126.50317),(30 126.6787),(31 127.161415),(32 128.23798),(33 129.58699),(34 128.72148),(35 129.67584),(36 130.69946),(37 130.61353),(38 132.46361),(39 132.40736),(40 134.05766),(41 134.46718),(42 134.7627),(43 136.73587),(44 135.89336),(45 135.72658),(46 135.33717),(47 135.30833),(48 136.14496),(49 136.92242),(50 136.87819),(51 138.3581),(52 139.37033),(53 141.68745),(54 140.91782),(55 142.28119),(56 144.49654),(57 146.42036),(58 148.07666),(59 149.16992),(60 149.64597),(61 151.01424),(62 150.54384),(63 149.00102),(64 147.39973),(65 145.76907),(66 146.19478),(67 144.91217),(68 146.37589),(69 144.87735),(70 143.97183),(71 145.01715),(72 143.49837),(73 142.89146),(74 142.2532),(75 139.37639),(76 138.8933),(77 138.37074),(78 138.6003),(79 136.52217),
(1 80.79161),(2 94.04198),(3 100.782005),(4 106.782005),(5 109.57727),(6 112.075294),(7 115.55631),(8 116.64508),(9 117.23235),(10 119.45306),(11 119.87674),(12 121.8445),(13 122.089424),(14 122.53949),(15 121.05953),(16 123.157845),(17 123.105606),(18 124.149536),(19 124.6113),(20 126.217354),(21 126.269455),(22 126.22878),(23 127.49547),(24 126.835655),(25 126.552666),(26 126.72175),(27 124.65813),(28 125.12749),(29 125.85012),(30 125.58115),(31 127.0702),(32 128.75124),(33 129.11752),(34 128.71193),(35 130.48485),(36 131.22873),(37 131.24403),(38 134.41827),(39 133.13855),(40 134.7448),(41 134.30147),(42 135.28737),(43 136.91536),(44 135.54047),(45 133.60562),(46 134.70308),(47 135.38211),(48 134.98734),(49 134.71535),(50 136.56514),(51 138.08232),(52 139.57703),(53 139.76099),(54 140.97311),(55 142.07927),(56 141.77342),(57 144.29205),(58 145.65639),(59 146.53069),(60 147.57875),(61 147.16504),(62 146.33827),(63 146.69511),(64 145.90959),(65 145.3968),(66 145.60544),(67 143.64487),(68 144.34691),(69 142.62976),(70 142.06483),(71 142.10503),(72 142.6467),(73 140.72166),(74 140.33083),(75 138.13388),(76 139.06194),(77 138.8425),(78 138.35204),(79 137.5941),
(1 78.8284),(2 92.399025),(3 98.71038),(4 104.200134),(5 107.78567),(6 110.78478),(7 113.72988),(8 115.56175),(9 118.59521),(10 118.91556),(11 119.55552),(12 120.65962),(13 121.098915),(14 122.389984),(15 119.88321),(16 120.85314),(17 120.564255),(18 121.3722),(19 122.111084),(20 123.375206),(21 122.28223),(22 122.97867),(23 124.8186),(24 123.34492),(25 123.083206),(26 122.67297),(27 122.26851),(28 121.86362),(29 122.962975),(30 122.813126),(31 123.47061),(32 125.164116),(33 124.9375),(34 125.7088),(35 127.54167),(36 127.89456),(37 128.66533),(38 129.60371),(39 129.37817),(40 131.68855),(41 131.10495),(42 131.23895),(43 132.42358),(44 131.32124),(45 129.1685),(46 129.79948),(47 129.11276),(48 130.114),(49 132.07878),(50 132.56711),(51 132.87097),(52 134.17793),(53 135.36386),(54 136.65845),(55 137.08885),(56 138.34851),(57 139.45963),(58 141.26408),(59 142.58165),(60 143.88922),(61 144.28185),(62 143.93915),(63 142.82462),(64 141.98482),(65 142.88138),(66 143.30849),(67 142.94948),(68 141.77841),(69 141.24924),(70 140.72298),(71 141.24239),(72 139.64671),(73 140.53355),(74 139.94199),(75 137.5674),(76 136.38396),(77 136.31291),(78 136.19667),(79 134.89589),
(1 79.282906),(2 92.2449),(3 98.50111),(4 104.64633),(5 108.21636),(6 110.72015),(7 113.80252),(8 115.84729),(9 118.57507),(10 120.08508),(11 120.13077),(12 120.23052),(13 122.69548),(14 122.08403),(15 121.097755),(16 122.28494),(17 123.579315),(18 122.8836),(19 123.938286),(20 123.69702),(21 123.06441),(22 123.47516),(23 124.60542),(24 125.22889),(25 124.8464),(26 124.1483),(27 123.177826),(28 124.48705),(29 123.77334),(30 123.74822),(31 124.45716),(32 125.223625),(33 126.16002),(34 126.1076),(35 127.07246),(36 128.22972),(37 130.08363),(38 130.45389),(39 129.39374),(40 130.4009),(41 130.096),(42 131.30489),(43 132.63248),(44 131.87024),(45 130.1719),(46 130.18355),(47 130.67029),(48 130.70755),(49 131.58977),(50 131.70786),(51 132.83742),(52 134.03433),(53 135.9638),(54 135.9062),(55 137.61789),(56 139.29326),(57 140.11784),(58 141.64896),(59 142.04338),(60 143.73114),(61 144.90634),(62 145.57076),(63 145.39368),(64 144.42535),(65 146.01302),(66 145.16716),(67 145.50647),(68 144.17862),(69 143.51129),(70 141.71309),(71 141.45227),(72 140.42769),(73 139.90309),(74 138.84052),(75 137.38344),(76 135.84692),(77 135.421),(78 135.70242),(79 135.73753),
(1 78.929276),(2 91.642334),(3 96.43285),(4 101.555145),(5 106.31876),(6 109.03206),(7 112.26698),(8 114.67315),(9 116.52508),(10 117.876495),(11 118.17418),(12 119.22221),(13 121.313705),(14 120.76898),(15 121.21875),(16 121.36623),(17 121.60232),(18 120.907745),(19 121.684715),(20 120.97468),(21 120.38693),(22 121.06887),(23 121.268166),(24 120.66693),(25 120.59037),(26 121.55242),(27 120.57288),(28 121.53449),(29 120.52816),(30 120.90961),(31 121.826546),(32 122.30308),(33 122.25042),(34 123.452774),(35 123.21468),(36 123.56573),(37 125.09031),(38 126.237885),(39 125.46389),(40 126.516464),(41 128.07056),(42 127.7584),(43 129.16074),(44 128.62729),(45 127.876076),(46 127.992355),(47 127.73878),(48 128.76451),(49 130.2),(50 129.19969),(51 131.16678),(52 133.25682),(53 135.3516),(54 135.84035),(55 136.89171),(56 137.4463),(57 137.77632),(58 139.92621),(59 140.38834),(60 141.71603),(61 142.02136),(62 142.4914),(63 142.10742),(64 142.17136),(65 141.95952),(66 142.35017),(67 142.09721),(68 141.26433),(69 140.60829),(70 140.1004),(71 140.38242),(72 140.09949),(73 138.17313),(74 137.66042),(75 135.97404),(76 135.25607),(77 135.52011),(78 135.08464),(79 133.72977),
(1 77.869545),(2 90.39257),(3 95.254364),(4 100.27754),(5 104.392204),(6 107.61694),(7 110.73166),(8 113.615746),(9 115.01016),(10 116.48575),(11 116.97303),(12 117.96809),(13 118.25522),(14 119.57774),(15 117.30009),(16 117.83648),(17 119.05172),(18 118.79261),(19 119.81882),(20 120.34113),(21 120.08993),(22 120.29496),(23 121.2519),(24 122.315575),(25 122.40425),(26 122.02068),(27 121.874664),(28 122.261635),(29 121.56912),(30 120.330795),(31 121.26315),(32 122.71603),(33 121.76701),(34 122.586815),(35 122.50246),(36 123.25649),(37 124.02902),(38 125.19937),(39 124.566086),(40 125.57593),(41 125.40327),(42 126.85692),(43 128.64879),(44 126.85643),(45 125.62071),(46 125.6668),(47 126.854706),(48 127.48434),(49 127.20806),(50 128.3156),(51 129.43007),(52 129.48375),(53 131.78209),(54 132.71648),(55 134.08078),(56 135.15211),(57 136.27371),(58 137.19429),(59 137.47572),(60 138.74176),(61 138.93631),(62 139.23744),(63 138.98505),(64 138.506),(65 138.61795),(66 138.68849),(67 137.48187),(68 137.64372),(69 136.01428),(70 135.79887),(71 136.32988),(72 136.01205),(73 134.54042),(74 133.96176),(75 132.45143),(76 132.66045),(77 130.8046),(78 129.73315),(79 130.65617),
(1 77.232056),(2 89.45052),(3 96.39795),(4 102.265274),(5 106.02025),(6 109.65116),(7 113.43718),(8 115.25232),(9 116.2192),(10 118.459236),(11 119.15911),(12 119.45624),(13 118.97744),(14 119.782684),(15 117.18127),(16 119.23203),(17 118.20077),(18 118.99234),(19 119.45127),(20 119.46496),(21 119.11133),(22 119.23466),(23 119.27229),(24 119.12128),(25 121.03105),(26 119.78918),(27 118.810616),(28 117.76868),(29 118.57888),(30 117.0856),(31 118.90932),(32 119.63842),(33 119.34525),(34 119.934044),(35 120.60109),(36 121.31476),(37 122.83902),(38 123.93198),(39 124.283424),(40 126.05105),(41 126.190834),(42 127.12998),(43 127.01963),(44 126.50382),(45 124.22676),(46 125.58523),(47 125.89785),(48 126.35419),(49 127.18182),(50 128.29846),(51 129.60625),(52 132.33904),(53 133.70468),(54 134.93205),(55 136.9475),(56 137.21352),(57 138.95935),(58 139.64807),(59 138.52986),(60 139.57913),(61 140.39233),(62 142.29727),(63 140.08167),(64 141.26196),(65 140.45778),(66 140.98842),(67 139.8632),(68 139.68329),(69 139.32774),(70 139.05257),(71 139.00638),(72 138.32951),(73 135.96826),(74 134.96118),(75 133.37868),(76 132.08409),(77 131.74312),(78 130.9685),(79 130.906),
(1 75.65585),(2 87.50039),(3 93.13548),(4 99.085014),(5 103.28934),(6 105.219444),(7 108.15646),(8 110.793465),(9 111.509674),(10 113.150734),(11 114.27655),(12 115.38356),(13 115.18524),(14 115.66347),(15 114.29532),(16 115.47789),(17 117.054955),(18 116.57417),(19 116.062836),(20 117.5528),(21 115.78445),(22 117.00514),(23 117.133385),(24 115.46842),(25 115.772934),(26 116.06384),(27 113.61914),(28 114.87956),(29 114.399155),(30 114.21417),(31 114.50961),(32 115.39877),(33 117.04808),(34 117.29203),(35 118.47563),(36 117.98635),(37 120.30191),(38 121.95543),(39 120.63211),(40 121.44267),(41 121.979935),(42 122.829575),(43 123.8485),(44 124.26725),(45 123.741615),(46 124.0269),(47 123.841545),(48 123.56801),(49 124.54266),(50 126.75023),(51 125.6983),(52 125.82371),(53 128.46904),(54 128.47902),(55 128.51149),(56 130.25627),(57 132.18533),(58 132.36708),(59 133.33757),(60 133.46202),(61 134.75565),(62 135.67442),(63 134.60933),(64 135.0807),(65 134.89871),(66 133.86601),(67 134.86183),(68 133.89755),(69 132.93114),(70 132.32204),(71 131.56088),(72 130.36754),(73 129.10228),(74 129.55968),(75 127.63033),(76 127.331184),(77 127.558395),(78 127.6486),(79 127.94978),
(1 76.506134),(2 89.06156),(3 93.55411),(4 100.28125),(5 104.11002),(6 106.98817),(7 109.11569),(8 110.37877),(9 112.379),(10 114.01428),(11 113.29185),(12 114.15838),(13 115.92552),(14 115.750916),(15 114.236946),(16 114.758644),(17 114.962906),(18 115.544075),(19 115.83558),(20 117.61607),(21 115.57897),(22 116.82948),(23 117.34195),(24 116.36246),(25 116.446396),(26 117.016594),(27 116.03842),(28 115.665016),(29 116.08605),(30 116.6947),(31 116.944664),(32 116.765236),(33 117.5039),(34 117.54159),(35 117.30649),(36 119.84614),(37 120.82897),(38 122.09107),(39 122.15306),(40 123.96251),(41 123.83604),(42 123.19628),(43 125.56706),(44 125.201485),(45 122.48368),(46 123.88374),(47 123.5342),(48 123.68292),(49 125.66035),(50 127.514206),(51 126.85338),(52 127.190094),(53 129.54022),(54 130.15445),(55 131.21739),(56 131.8027),(57 132.23698),(58 133.11711),(59 133.88565),(60 134.58035),(61 136.65886),(62 136.26834),(63 134.6157),(64 135.58769),(65 135.41727),(66 135.38556),(67 135.2379),(68 133.83586),(69 134.06747),(70 134.21848),(71 132.87799),(72 132.9807),(73 131.73062),(74 131.87292),(75 129.27377),(76 127.87968),(77 128.33264),(78 126.822975),(79 126.113396),
(1 73.46596),(2 84.96578),(3 90.28405),(4 94.837135),(5 98.84344),(6 102.260765),(7 103.51883),(8 107.47345),(9 107.72013),(10 109.68888),(11 110.680466),(12 112.281235),(13 112.46837),(14 112.268745),(15 110.65114),(16 111.523186),(17 111.30653),(18 111.49382),(19 111.480354),(20 111.35477),(21 110.84451),(22 111.64002),(23 112.72957),(24 111.48447),(25 112.112366),(26 112.464966),(27 110.92523),(28 111.96509),(29 112.90854),(30 112.04506),(31 112.60761),(32 113.25653),(33 112.576965),(34 113.19002),(35 113.834595),(36 114.53224),(37 116.31326),(38 118.105354),(39 116.67612),(40 117.78379),(41 117.66613),(42 119.1039),(43 120.08717),(44 120.31025),(45 119.84134),(46 119.72132),(47 119.96041),(48 119.76676),(49 121.72394),(50 122.07981),(51 122.28839),(52 124.53345),(53 126.40513),(54 126.05046),(55 126.95247),(56 127.9536),(57 128.13464),(58 129.37155),(59 130.00827),(60 130.23824),(61 130.9865),(62 131.7285),(63 130.25803),(64 130.8065),(65 131.32707),(66 130.38745),(67 131.21814),(68 131.45631),(69 129.90898),(70 129.25923),(71 129.53043),(72 128.25038),(73 127.08674),(74 126.20213),(75 123.87808),(76 123.558235),(77 122.9054),(78 122.842514),(79 122.41664),
(1 72.0976),(2 84.70255),(3 90.44352),(4 94.21547),(5 98.83365),(6 101.884514),(7 103.714676),(8 107.31483),(9 108.032616),(10 108.83368),(11 109.41473),(12 110.4221),(13 111.99046),(14 112.37535),(15 110.41362),(16 111.06944),(17 110.729805),(18 111.13129),(19 111.41481),(20 113.15652),(21 112.599266),(22 113.40657),(23 114.9675),(24 114.800186),(25 114.74709),(26 115.15715),(27 113.97426),(28 113.77454),(29 112.56311),(30 111.00106),(31 112.23176),(32 113.56825),(33 114.04526),(34 115.42333),(35 116.73365),(36 116.74525),(37 117.99177),(38 119.85781),(39 118.57652),(40 120.46303),(41 121.286964),(42 122.17439),(43 122.56052),(44 123.04162),(45 121.68638),(46 121.78864),(47 120.5238),(48 120.06736),(49 120.884094),(50 121.227776),(51 121.84252),(52 124.105415),(53 124.97955),(54 125.21068),(55 126.393936),(56 128.04565),(57 128.46545),(58 129.36658),(59 129.77104),(60 130.34373),(61 130.8645),(62 131.82034),(63 130.73743),(64 131.1879),(65 130.84494),(66 131.23935),(67 131.79495),(68 131.77872),(69 129.82393),(70 130.9427),(71 130.9051),(72 129.29543),(73 129.35385),(74 129.2447),(75 126.92133),(76 126.66072),(77 125.543655),(78 125.67585),(79 126.06802),
(1 71.15275),(2 82.61899),(3 89.57306),(4 94.28905),(5 98.27523),(6 101.23574),(7 102.82588),(8 105.88788),(9 107.66741),(10 109.21007),(11 108.83688),(12 109.70193),(13 110.63079),(14 110.78431),(15 110.31885),(16 111.039444),(17 110.11589),(18 110.78557),(19 111.400475),(20 111.90139),(21 112.33706),(22 111.40231),(23 112.43467),(24 113.25567),(25 113.338066),(26 113.7737),(27 112.658676),(28 111.793396),(29 111.719765),(30 110.3942),(31 112.40069),(32 112.941734),(33 112.591),(34 114.56288),(35 114.3366),(36 114.585434),(37 116.67628),(38 117.00666),(39 116.51779),(40 117.91925),(41 118.23355),(42 118.19829),(43 120.78947),(44 119.3912),(45 118.10568),(46 117.63746),(47 117.71829),(48 117.51152),(49 118.118675),(50 120.41295),(51 119.71162),(52 122.59305),(53 124.469444),(54 124.98527),(55 126.86885),(56 127.59008),(57 128.17078),(58 127.88545),(59 128.55728),(60 129.72383),(61 129.6273),(62 129.51274),(63 130.00974),(64 129.87308),(65 130.54071),(66 130.78876),(67 130.62807),(68 130.02219),(69 128.21901),(70 128.44385),(71 127.36934),(72 126.58879),(73 125.666435),(74 126.98841),(75 124.61192),(76 123.731964),(77 124.177185),(78 122.83292),(79 122.43505),
(1 70.63197),(2 82.263695),(3 87.96738),(4 92.17813),(5 96.35635),(6 98.25836),(7 101.680534),(8 103.882866),(9 105.56635),(10 107.21028),(11 108.27981),(12 108.054184),(13 108.90452),(14 109.703156),(15 108.425995),(16 107.85751),(17 106.33047),(18 108.55657),(19 109.175285),(20 109.94087),(21 108.86661),(22 109.56182),(23 111.19031),(24 110.96338),(25 112.89967),(26 111.25588),(27 109.896194),(28 110.7146),(29 110.42797),(30 109.03371),(31 110.74561),(32 111.320404),(33 111.40992),(34 112.046036),(35 111.82086),(36 112.91117),(37 114.05198),(38 116.286896),(39 115.969185),(40 116.359795),(41 116.78269),(42 117.51114),(43 119.65985),(44 118.07785),(45 117.329735),(46 116.36537),(47 116.96629),(48 117.19354),(49 117.73109),(50 118.52979),(51 119.10605),(52 119.43311),(53 121.12886),(54 121.73808),(55 124.81676),(56 125.41129),(57 125.30133),(58 126.85977),(59 128.65454),(60 129.1479),(61 129.64587),(62 129.34395),(63 129.8089),(64 129.40984),(65 127.70288),(66 128.67311),(67 128.7909),(68 128.25548),(69 127.607414),(70 127.3762),(71 125.81922),(72 125.33393),(73 125.85452),(74 125.45143),(75 122.90116),(76 121.48604),(77 121.838394),(78 120.62505),(79 120.311424),
(1 70.60342),(2 82.29086),(3 87.451836),(4 93.140236),(5 95.04054),(6 98.83346),(7 100.51847),(8 102.843666),(9 104.16582),(10 105.4629),(11 106.096664),(12 105.94312),(13 106.59106),(14 107.598206),(15 107.10764),(16 107.15215),(17 107.02812),(18 107.33888),(19 106.527214),(20 107.300446),(21 106.741234),(22 107.66572),(23 107.92751),(24 108.12661),(25 109.12497),(26 108.94578),(27 107.85816),(28 109.04224),(29 108.55751),(30 107.970245),(31 108.30607),(32 108.005066),(33 108.60901),(34 110.51527),(35 111.81419),(36 112.10049),(37 112.41555),(38 114.74116),(39 114.665405),(40 114.59242),(41 114.90986),(42 115.73322),(43 116.48401),(44 115.88373),(45 115.81683),(46 116.03351),(47 115.82661),(48 116.51632),(49 117.18665),(50 118.34317),(51 117.24467),(52 117.62778),(53 120.48353),(54 120.67702),(55 121.84909),(56 124.181595),(57 124.2845),(58 124.56752),(59 124.53486),(60 125.199554),(61 125.8532),(62 128.06071),(63 127.15192),(64 127.04263),(65 126.521034),(66 127.21938),(67 126.66016),(68 127.12905),(69 126.0254),(70 126.28675),(71 125.72045),(72 124.27522),(73 125.50216),(74 123.7026),(75 121.894905),(76 121.364784),(77 119.76032),(78 119.39955),(79 119.809814),
