1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 53908.324),(2 176160.38),(3 358030.7),(4 555081.94),(5 765251.3),(6 980660.5),(7 1215918.4),(8 1429066.6),(9 1674852.4),(10 1921118.6),(11 2228488.3),(12 2564749.5),(13 2971614.5),(14 3377955.5),(15 3838675.5),(16 4274720),(17 4710300),(18 5122307.5),(19 5566324.5),(20 5974681.5),(21 6424220.5),(22 6833241),(23 7264988),(24 7675734.5),(25 8121637),(26 8531759),(27 8987462),(28 9419802),(29 9850454),(30 10258751),(31 10655878),(32 11034618),(33 11417134),(34 11758748),(35 12109821),(36 12423872),(37 12743635),(38 13035083),(39 13357337),(40 13641553),(41 13910478),(42 14152932),(43 14369450),(44 14558303),(45 14735969),(46 14910403),(47 15053592),(48 15186193),(49 15272200),(50 15360476),(51 15423043),(52 15480363),(53 15528914),(54 15588179),(55 15617978),(56 15618918),(57 15573679),(58 15516046),(59 15440554),(60 15351974),(61 15247185),(62 15160909),(63 15109636),(64 15088234),(65 15082827),(66 15105099),(67 15104991),(68 15104409),(69 15095929),(70 15079455),(71 15033710),(72 15028036),(73 15028121),(74 15048228),(75 15049547),(76 15047329),(77 15018336),(78 15007900),(79 14986237),
(1 53459.125),(2 170329.19),(3 347958.88),(4 539652.7),(5 748214.3),(6 949942.7),(7 1161157.9),(8 1347277),(9 1560164.9),(10 1766214.4),(11 2020920),(12 2284858.3),(13 2612567),(14 2936716),(15 3316725.8),(16 3697664),(17 4093237.8),(18 4476365.5),(19 4894829),(20 5273334.5),(21 5676905.5),(22 6043834.5),(23 6446806),(24 6849094.5),(25 7307598),(26 7774515.5),(27 8330769.5),(28 8877501),(29 9430935),(30 9955781),(31 10485665),(32 10953679),(33 11413583),(34 11825452),(35 12221045),(36 12568633),(37 12912624),(38 13234093),(39 13590272),(40 13942621),(41 14292205),(42 14619784),(43 14922899),(44 15170403),(45 15381387),(46 15576035),(47 15754091),(48 15913891),(49 16036925),(50 16166293),(51 16284559),(52 16351813),(53 16365829),(54 16374745),(55 16351971),(56 16296312),(57 16232136),(58 16161168),(59 16078756),(60 15980832),(61 15857173),(62 15731512),(63 15635875),(64 15553172),(65 15482631),(66 15421827),(67 15342237),(68 15226531),(69 15076660),(70 14898200),(71 14682196),(72 14476120),(73 14309035),(74 14198692),(75 14123149),(76 14060852),(77 14003984),(78 13912901),(79 13801189),
(1 59672),(2 191343.44),(3 398433.16),(4 618180.9),(5 853882.94),(6 1075910.4),(7 1311190.5),(8 1513271.4),(9 1749134.5),(10 1980259.9),(11 2273545),(12 2582998.3),(13 2947925),(14 3300090),(15 3716929.3),(16 4135499),(17 4572859),(18 4976984.5),(19 5425190.5),(20 5821085),(21 6250538),(22 6631019.5),(23 7039808),(24 7427565.5),(25 7854602),(26 8259823.5),(27 8710330),(28 9156735),(29 9624490),(30 10062614),(31 10493325),(32 10856511),(33 11213248),(34 11538661),(35 11873353),(36 12177011),(37 12490184),(38 12759150),(39 13064599),(40 13362007),(41 13653580),(42 13947960),(43 14250258),(44 14541814),(45 14825300),(46 15129011),(47 15426836),(48 15743505),(49 16020205),(50 16287816),(51 16517778),(52 16736169),(53 16944100),(54 17159500),(55 17359276),(56 17550946),(57 17679504),(58 17779910),(59 17870756),(60 17937456),(61 18000112),(62 18064766),(63 18131322),(64 18181726),(65 18184994),(66 18145060),(67 18076052),(68 17966580),(69 17805442),(70 17630798),(71 17446428),(72 17259602),(73 17096798),(74 16947444),(75 16796404),(76 16616064),(77 16433669),(78 16230644),(79 16025705),
(1 63592.094),(2 206086.44),(3 431003.97),(4 673371.25),(5 936736.5),(6 1188086.4),(7 1443929.3),(8 1646472.5),(9 1873388.8),(10 2085495.9),(11 2359585.8),(12 2649990.3),(13 3007465),(14 3365555.3),(15 3794754),(16 4201678),(17 4617222.5),(18 4983728),(19 5379502),(20 5725047.5),(21 6098540),(22 6413385),(23 6751576.5),(24 7067163),(25 7413984.5),(26 7732244.5),(27 8084665.5),(28 8412355),(29 8742224),(30 9048660),(31 9342311),(32 9581587),(33 9821324),(34 10033736),(35 10252180),(36 10437232),(37 10643046),(38 10823738),(39 11057912),(40 11292827),(41 11518415),(42 11747217),(43 11987160),(44 12196959),(45 12391323),(46 12589093),(47 12757381),(48 12958029),(49 13133514),(50 13317585),(51 13487103),(52 13657120),(53 13800989),(54 13969472),(55 14118170),(56 14242610),(57 14362094),(58 14440632),(59 14512823),(60 14584172),(61 14641766),(62 14724110),(63 14783578),(64 14820728),(65 14834506),(66 14831867),(67 14801852),(68 14744928),(69 14666042),(70 14587383),(71 14534131),(72 14494463),(73 14476383),(74 14486970),(75 14503492),(76 14488453),(77 14469178),(78 14409009),(79 14319740),
(1 62761.793),(2 200920.56),(3 419946.38),(4 659582.4),(5 915950.06),(6 1163264.5),(7 1422402.1),(8 1632732.6),(9 1868390.5),(10 2081941.8),(11 2347030),(12 2627687.5),(13 2977104),(14 3337608),(15 3757548.3),(16 4145030.3),(17 4543460.5),(18 4903202.5),(19 5286989),(20 5617597.5),(21 5991084.5),(22 6307881),(23 6660335),(24 6985453.5),(25 7341472.5),(26 7664614),(27 8033016.5),(28 8359808),(29 8681929),(30 8973072),(31 9257745),(32 9504301),(33 9770441),(34 10015604),(35 10285733),(36 10538849),(37 10781209),(38 10988809),(39 11196378),(40 11373496),(41 11522703),(42 11653856),(43 11761311),(44 11856836),(45 11933912),(46 12034911),(47 12136076),(48 12245160),(49 12344660),(50 12436375),(51 12504827),(52 12563263),(53 12584633),(54 12592429),(55 12598132),(56 12587635),(57 12583166),(58 12587255),(59 12591487),(60 12620591),(61 12649633),(62 12694297),(63 12719384),(64 12749548),(65 12763642),(66 12790497),(67 12824764),(68 12863098),(69 12892685),(70 12912920),(71 12953522),(72 12989805),(73 13040590),(74 13101363),(75 13138548),(76 13146362),(77 13139439),(78 13088794),(79 13030201),
(1 55690.363),(2 174049.9),(3 358524.94),(4 552831.06),(5 759447.94),(6 955881.9),(7 1162883.3),(8 1344439.1),(9 1572251.5),(10 1783532.5),(11 2050005.6),(12 2323733),(13 2648243.8),(14 2964460.8),(15 3327772),(16 3674202.3),(17 4032700.8),(18 4361901.5),(19 4733285),(20 5045731.5),(21 5400826),(22 5711685),(23 6047997.5),(24 6355946.5),(25 6702839.5),(26 7026814.5),(27 7385128),(28 7724041),(29 8076642),(30 8393943),(31 8726549),(32 9027775),(33 9344689),(34 9647568),(35 9966188),(36 10274474),(37 10589613),(38 10879479),(39 11163034),(40 11399009),(41 11617669),(42 11795387),(43 11956738),(44 12105107),(45 12252309),(46 12415559),(47 12593028),(48 12765776),(49 12902109),(50 13005461),(51 13072422),(52 13131662),(53 13172990),(54 13228308),(55 13278142),(56 13321493),(57 13355356),(58 13389450),(59 13400939),(60 13401811),(61 13398955),(62 13402338),(63 13418709),(64 13452406),(65 13479273),(66 13526714),(67 13579249),(68 13613557),(69 13628006),(70 13624899),(71 13632624),(72 13647314),(73 13679461),(74 13729274),(75 13763070),(76 13799469),(77 13828860),(78 13850967),(79 13872768),
(1 53945.746),(2 176092.61),(3 364303.7),(4 563902.3),(5 773185.44),(6 967867.3),(7 1157901.9),(8 1318479.3),(9 1504693.5),(10 1681935.6),(11 1901436.1),(12 2127559),(13 2402141.5),(14 2657628.8),(15 2947972.3),(16 3232725.8),(17 3512642),(18 3764337.8),(19 4036393.3),(20 4258590),(21 4501961.5),(22 4722998),(23 4979745),(24 5229612.5),(25 5508326),(26 5758032),(27 6026545.5),(28 6299562.5),(29 6568930.5),(30 6816997),(31 7056351.5),(32 7260123),(33 7459488.5),(34 7646523),(35 7853974),(36 8039595.5),(37 8240357),(38 8423736),(39 8581994),(40 8720223),(41 8834618),(42 8925513),(43 8998235),(44 9041823),(45 9066104),(46 9085960),(47 9111637),(48 9147487),(49 9165579),(50 9165822),(51 9155675),(52 9114664),(53 9045641),(54 8962269),(55 8879406),(56 8782631),(57 8679363),(58 8578750),(59 8470642),(60 8361349),(61 8244629.5),(62 8118211),(63 7990300.5),(64 7867058),(65 7741279.5),(66 7629362.5),(67 7529778.5),(68 7427150),(69 7327348.5),(70 7239433.5),(71 7153869.5),(72 7076783.5),(73 7006209),(74 6953011),(75 6923612.5),(76 6896196),(77 6876481),(78 6874725),(79 6888147),
(1 52060.688),(2 170508.05),(3 348435.7),(4 537147.2),(5 736500.7),(6 925616.6),(7 1109362),(8 1265057.8),(9 1437497.8),(10 1601394.4),(11 1800381.1),(12 2001170),(13 2232431.5),(14 2447941),(15 2688787.3),(16 2922759.3),(17 3161069),(18 3374665),(19 3589712.5),(20 3770116.5),(21 3952814.5),(22 4130787),(23 4334552),(24 4525172),(25 4726357.5),(26 4912864),(27 5077845.5),(28 5225471.5),(29 5357787),(30 5453989),(31 5555435.5),(32 5642961.5),(33 5741197.5),(34 5844721.5),(35 5954344),(36 6056123.5),(37 6157037.5),(38 6225741),(39 6280811),(40 6334023.5),(41 6369515),(42 6383800),(43 6391408),(44 6375558),(45 6341672),(46 6310754),(47 6286247),(48 6271552),(49 6260982),(50 6251136),(51 6241999.5),(52 6219621),(53 6185471.5),(54 6135091.5),(55 6076736),(56 6011924.5),(57 5933535),(58 5851892),(59 5779254.5),(60 5693719),(61 5604568),(62 5518532.5),(63 5437882.5),(64 5366408.5),(65 5308599.5),(66 5276137.5),(67 5269730),(68 5276774),(69 5301191),(70 5328249.5),(71 5346548),(72 5370394),(73 5399268),(74 5444720),(75 5496356.5),(76 5555141),(77 5620031),(78 5702507.5),(79 5806471),
(1 55409.33),(2 178699.23),(3 371117.5),(4 574840.75),(5 788373.3),(6 999334.8),(7 1208797.9),(8 1380443.1),(9 1576345.5),(10 1749617.4),(11 1953622.4),(12 2153651),(13 2382810),(14 2599743.3),(15 2843394.5),(16 3074101.5),(17 3307271.5),(18 3516468.8),(19 3724313.3),(20 3909200.5),(21 4108273),(22 4284235),(23 4475468.5),(24 4663877),(25 4856159),(26 5025526),(27 5177909.5),(28 5302308),(29 5400316.5),(30 5460435.5),(31 5522505),(32 5567607),(33 5630021),(34 5703464),(35 5787456),(36 5865155),(37 5946567),(38 5996745),(39 6038305.5),(40 6064140.5),(41 6092758),(42 6103755.5),(43 6142608),(44 6190061.5),(45 6242975),(46 6325228.5),(47 6400149),(48 6481960),(49 6560765),(50 6624180.5),(51 6682725.5),(52 6728987.5),(53 6765733),(54 6788624.5),(55 6816183),(56 6847473),(57 6878397),(58 6906512),(59 6951774.5),(60 6988976),(61 7028405),(62 7053035),(63 7061050),(64 7065601.5),(65 7075108),(66 7086753.5),(67 7100122),(68 7116940),(69 7135088),(70 7137811),(71 7129270.5),(72 7108383),(73 7069916.5),(74 7049771.5),(75 7029627),(76 7022592),(77 7019197.5),(78 7035588),(79 7071133),
(1 54535.277),(2 178591.23),(3 364045.1),(4 558145.75),(5 753408.44),(6 932985.2),(7 1101186.6),(8 1231366.1),(9 1374734.3),(10 1504948.8),(11 1669946),(12 1842063.1),(13 2049371.9),(14 2236941),(15 2446863.5),(16 2634009),(17 2815360.8),(18 2976100.3),(19 3152941.8),(20 3311060),(21 3505498.5),(22 3685895.3),(23 3885956),(24 4079084.5),(25 4277648),(26 4444030.5),(27 4596561.5),(28 4713935),(29 4812160.5),(30 4889515),(31 4951268),(32 5008539),(33 5069785),(34 5118010),(35 5169631.5),(36 5214606.5),(37 5246277.5),(38 5253914),(39 5235555.5),(40 5193354.5),(41 5131429),(42 5051519.5),(43 4972657.5),(44 4906919),(45 4866028.5),(46 4876979.5),(47 4917310.5),(48 4974924.5),(49 5026455.5),(50 5059490.5),(51 5063812.5),(52 5042078.5),(53 5002530.5),(54 4955170.5),(55 4920501.5),(56 4902100.5),(57 4897816),(58 4908341.5),(59 4937196),(60 4968451),(61 5008221.5),(62 5040699.5),(63 5068904.5),(64 5112249),(65 5167130),(66 5218909.5),(67 5264180),(68 5294459),(69 5312920),(70 5322026.5),(71 5332649.5),(72 5349816),(73 5362086.5),(74 5384682),(75 5413835.5),(76 5453565.5),(77 5492183),(78 5535163),(79 5582246),
(1 56958.52),(2 184501.8),(3 376392.1),(4 577238.44),(5 778366.3),(6 965630.2),(7 1142221.9),(8 1282297.4),(9 1432494.9),(10 1561747.1),(11 1713263.4),(12 1860663.3),(13 2036217.4),(14 2197458.5),(15 2388282.3),(16 2560586.5),(17 2737085.8),(18 2890947.5),(19 3062663.5),(20 3216806),(21 3390275.8),(22 3549803),(23 3723333.5),(24 3885315.3),(25 4034736.5),(26 4147457),(27 4251958),(28 4339093.5),(29 4411687.5),(30 4468144),(31 4530207.5),(32 4586850),(33 4643472.5),(34 4691042.5),(35 4741724),(36 4804690),(37 4880974.5),(38 4949743),(39 5021997),(40 5098408),(41 5167106),(42 5224129),(43 5277285.5),(44 5322956),(45 5358691.5),(46 5407325.5),(47 5465388.5),(48 5530384.5),(49 5579298),(50 5617581),(51 5640166.5),(52 5644460),(53 5630380),(54 5611456),(55 5606679),(56 5605591),(57 5611889.5),(58 5609095.5),(59 5617965.5),(60 5615463),(61 5605474),(62 5577449),(63 5529471.5),(64 5479784),(65 5433508.5),(66 5383404),(67 5335792),(68 5289825.5),(69 5243207.5),(70 5195545.5),(71 5135718.5),(72 5065966.5),(73 4987244),(74 4895800),(75 4805024),(76 4705530.5),(77 4625160.5),(78 4549092.5),(79 4483654.5),
(1 59351.98),(2 192110.47),(3 395005.4),(4 611795.8),(5 832420.25),(6 1036914.7),(7 1237174.1),(8 1396666.5),(9 1577668.1),(10 1745675.1),(11 1956535.8),(12 2184116.3),(13 2444870.3),(14 2690400.8),(15 2968149.8),(16 3213295),(17 3433645.5),(18 3624905.3),(19 3828121.8),(20 4002744.5),(21 4200422.5),(22 4373060),(23 4557987),(24 4732676),(25 4899144),(26 5024413.5),(27 5143739.5),(28 5227761),(29 5286350),(30 5321893.5),(31 5364615.5),(32 5396018),(33 5424276),(34 5437205),(35 5442739),(36 5440865),(37 5432794),(38 5407637),(39 5376098),(40 5341783.5),(41 5304319.5),(42 5265202),(43 5217422.5),(44 5180878),(45 5148732.5),(46 5107669.5),(47 5060891.5),(48 5006448.5),(49 4954276),(50 4903632.5),(51 4867436.5),(52 4830320),(53 4791915),(54 4750736),(55 4711174),(56 4687748.5),(57 4666886),(58 4644825.5),(59 4624023),(60 4610406.5),(61 4603118),(62 4599554.5),(63 4595345),(64 4596503),(65 4606972.5),(66 4618074),(67 4633769.5),(68 4642643.5),(69 4668014),(70 4676928.5),(71 4667593),(72 4641541.5),(73 4593794.5),(74 4543532.5),(75 4500617),(76 4464621.5),(77 4451010),(78 4445712.5),(79 4454917.5),
(1 48188.516),(2 157184.14),(3 318673.47),(4 490670.88),(5 674320.25),(6 846503.44),(7 1026227),(8 1190180.6),(9 1374905),(10 1546978),(11 1750443.4),(12 1958920.5),(13 2188830.5),(14 2393580),(15 2616030.3),(16 2814508.5),(17 2999544.3),(18 3152936.3),(19 3323853.5),(20 3478602.5),(21 3644822),(22 3801519.8),(23 3966003),(24 4117023.8),(25 4268633),(26 4395052),(27 4519583),(28 4608819.5),(29 4674995.5),(30 4724303.5),(31 4771456.5),(32 4814990.5),(33 4861778.5),(34 4902366),(35 4934625.5),(36 4956282),(37 4967576),(38 4972830),(39 4981791.5),(40 4973900),(41 4962703.5),(42 4938980.5),(43 4894136),(44 4846854),(45 4810351.5),(46 4774118.5),(47 4741086.5),(48 4707361),(49 4681798.5),(50 4657888.5),(51 4641953.5),(52 4620387.5),(53 4591757.5),(54 4554774.5),(55 4514964),(56 4475248.5),(57 4454819),(58 4441185.5),(59 4420640),(60 4397478.5),(61 4372130),(62 4349670.5),(63 4325554),(64 4314464.5),(65 4312707.5),(66 4315864.5),(67 4316999.5),(68 4330382),(69 4346038),(70 4359008.5),(71 4368076.5),(72 4379375.5),(73 4380352),(74 4389422.5),(75 4410153),(76 4434670),(77 4468885),(78 4505379.5),(79 4536515.5),
(1 50612.168),(2 162474.98),(3 325061.72),(4 492488.03),(5 662548.3),(6 820851.75),(7 981780.7),(8 1123506.6),(9 1280210.6),(10 1425362.9),(11 1598979.3),(12 1775206.4),(13 1976911.1),(14 2163142.5),(15 2364458.3),(16 2538687.5),(17 2704636),(18 2847542.5),(19 3002572.8),(20 3145553.5),(21 3298329),(22 3429881),(23 3566848.3),(24 3692125.5),(25 3808654.5),(26 3888156.5),(27 3957599.3),(28 4000387.3),(29 4039416.5),(30 4074758),(31 4119227.8),(32 4175740.8),(33 4244079.5),(34 4307489.5),(35 4372066),(36 4428388.5),(37 4466813.5),(38 4475373.5),(39 4478738),(40 4454433),(41 4431675.5),(42 4414800),(43 4394182),(44 4358444),(45 4326848.5),(46 4293045.5),(47 4257243),(48 4231545),(49 4214792),(50 4199036),(51 4186269.8),(52 4167135.3),(53 4145634.8),(54 4110202.8),(55 4071914),(56 4032416.3),(57 3996310.5),(58 3961191.5),(59 3928456.3),(60 3895737.5),(61 3870078.5),(62 3852985),(63 3837846),(64 3821117.8),(65 3805458.3),(66 3786826.8),(67 3773370.3),(68 3774603.5),(69 3789354.8),(70 3815405.5),(71 3838376.3),(72 3870791.8),(73 3911842.8),(74 3953742.3),(75 4006450.8),(76 4066503),(77 4127185),(78 4191089.5),(79 4251181),
(1 53502.62),(2 169269.9),(3 336190.75),(4 503930.84),(5 672765.8),(6 825944.2),(7 973876.6),(8 1095407.5),(9 1237919.5),(10 1374431.5),(11 1548939.8),(12 1732287.9),(13 1947212.5),(14 2141850.3),(15 2359366.3),(16 2544431.5),(17 2722068.8),(18 2881516),(19 3044368.8),(20 3183658),(21 3323286.8),(22 3440538.3),(23 3564261.8),(24 3681818.3),(25 3798705),(26 3899483.8),(27 3979087.8),(28 4031171.5),(29 4065470.5),(30 4090449),(31 4106942.5),(32 4119293.5),(33 4134474.8),(34 4146188),(35 4150140.5),(36 4142604),(37 4114464),(38 4068104.5),(39 4020102),(40 3981949.8),(41 3955037.5),(42 3948875.5),(43 3953513.3),(44 3947873.8),(45 3943850.3),(46 3931409),(47 3911624.5),(48 3890492),(49 3863851.5),(50 3833389.5),(51 3792856.3),(52 3757321.3),(53 3739444.5),(54 3732916.3),(55 3741011.3),(56 3757756.5),(57 3774030.3),(58 3790019.5),(59 3806654.3),(60 3828693.3),(61 3853438.5),(62 3893283.3),(63 3926842.3),(64 3965569.5),(65 4004833),(66 4048663.8),(67 4097170.3),(68 4155071.8),(69 4213555),(70 4271004.5),(71 4333790),(72 4404132.5),(73 4481260.5),(74 4554083),(75 4622564.5),(76 4695493.5),(77 4762640.5),(78 4816141.5),(79 4858546.5),
(1 57456.883),(2 180945.95),(3 362339.84),(4 543615.44),(5 734968.6),(6 911370.2),(7 1091765.8),(8 1242833.4),(9 1409942.3),(10 1567383.1),(11 1761517.5),(12 1962344.3),(13 2205318.5),(14 2421169.3),(15 2664392.8),(16 2874886.3),(17 3077755.5),(18 3246213.8),(19 3440478),(20 3607933.3),(21 3775042.3),(22 3913708.3),(23 4057139.5),(24 4175140.5),(25 4293750.5),(26 4398046.5),(27 4488748),(28 4554511.5),(29 4600797.5),(30 4627211.5),(31 4638352.5),(32 4628671),(33 4599263.5),(34 4568142),(35 4528713),(36 4477929),(37 4427751),(38 4379279),(39 4324084),(40 4261801),(41 4192362.8),(42 4126426),(43 4061242.3),(44 3996347),(45 3947649.3),(46 3901788.5),(47 3868939),(48 3855213.8),(49 3849304.5),(50 3844732.3),(51 3841513.3),(52 3827658.3),(53 3818697.5),(54 3821535.3),(55 3838617.3),(56 3865782.5),(57 3896524.3),(58 3922193.5),(59 3939026.3),(60 3950536.8),(61 3960100.3),(62 3980582),(63 4004187),(64 4040270),(65 4087270.8),(66 4135835.5),(67 4182727.5),(68 4213490.5),(69 4215754),(70 4213807),(71 4204655),(72 4196444.5),(73 4195019.5),(74 4190281.3),(75 4186037),(76 4190050.3),(77 4199216),(78 4196386.5),(79 4194207.3),
(1 57444.496),(2 182317.22),(3 358747.34),(4 539859.75),(5 715162.94),(6 871459.3),(7 1018699.6),(8 1148058),(9 1286245.5),(10 1418962.6),(11 1578223.9),(12 1742622.9),(13 1932604.8),(14 2107025.5),(15 2290463),(16 2441067.5),(17 2585020.5),(18 2707533.3),(19 2838029.3),(20 2956724.8),(21 3096118),(22 3222774.5),(23 3359070.5),(24 3498263),(25 3641280.8),(26 3769817.3),(27 3894981),(28 3988961.5),(29 4077745.8),(30 4154513),(31 4227796),(32 4292319.5),(33 4344962),(34 4392596.5),(35 4426674.5),(36 4446118.5),(37 4461945),(38 4474442.5),(39 4483156.5),(40 4479866),(41 4478948),(42 4475690),(43 4465343.5),(44 4468855),(45 4474627),(46 4483626.5),(47 4489086.5),(48 4492069.5),(49 4487400.5),(50 4471293),(51 4443530),(52 4418889),(53 4383038.5),(54 4351645),(55 4324073),(56 4307660),(57 4296481.5),(58 4286110),(59 4276816.5),(60 4271501.5),(61 4259244),(62 4246376),(63 4223203),(64 4192325),(65 4151322),(66 4116124.5),(67 4078666.8),(68 4044293.8),(69 4010268.5),(70 3983708.8),(71 3958439),(72 3941078),(73 3931404),(74 3921469.5),(75 3913722.3),(76 3905375.3),(77 3897806.5),(78 3886182.8),(79 3871484.8),
(1 51996.594),(2 168388.31),(3 342213.34),(4 525313.5),(5 705184.7),(6 869706.7),(7 1022845.6),(8 1148953.1),(9 1286734.4),(10 1412797.6),(11 1558214),(12 1701458.3),(13 1847901.1),(14 1974644.3),(15 2098622),(16 2203825),(17 2304754),(18 2388375.8),(19 2471714.3),(20 2552527),(21 2655098.8),(22 2754343.8),(23 2857934),(24 2950691.3),(25 3031304.3),(26 3091663),(27 3157133.5),(28 3208872.8),(29 3267101.5),(30 3319199.3),(31 3372443),(32 3432887.3),(33 3499816.5),(34 3574738.3),(35 3644714.8),(36 3711905.3),(37 3766885.8),(38 3823461),(39 3874136.8),(40 3923515.3),(41 3972071.8),(42 4012252),(43 4058883.3),(44 4103624.8),(45 4120262.3),(46 4131227.5),(47 4137335.8),(48 4135574),(49 4131874.3),(50 4118563.3),(51 4092224),(52 4063533.3),(53 4021457.3),(54 3982555),(55 3947097.8),(56 3919135.3),(57 3893727.8),(58 3881157.3),(59 3869362),(60 3848231.3),(61 3825451),(62 3795542.5),(63 3758462),(64 3712804.8),(65 3671182.5),(66 3640311.8),(67 3613964),(68 3594846),(69 3586238.8),(70 3590334.8),(71 3595888.8),(72 3598245.8),(73 3593623.8),(74 3576726.5),(75 3553144.5),(76 3532222.8),(77 3517518.8),(78 3499999.3),(79 3478289.3),
(1 58034.973),(2 185548.56),(3 371816.84),(4 563896.06),(5 757487.2),(6 930801.3),(7 1093807.9),(8 1226103),(9 1369492.1),(10 1509866),(11 1674069),(12 1836843.4),(13 2011191.6),(14 2161843.5),(15 2308387),(16 2425375.3),(17 2535172.8),(18 2632733.3),(19 2736827.8),(20 2841839),(21 2954297.8),(22 3057949.3),(23 3151701),(24 3221727.3),(25 3275430),(26 3316241.8),(27 3347480),(28 3373986.3),(29 3402179.3),(30 3418234.3),(31 3432894.8),(32 3448794),(33 3478549.8),(34 3514745.8),(35 3552830.8),(36 3583518.3),(37 3607826.3),(38 3614170),(39 3616984.8),(40 3626532),(41 3622044.8),(42 3610194.3),(43 3599356),(44 3591128.8),(45 3580488.3),(46 3586025.3),(47 3597916.8),(48 3616389.3),(49 3630468),(50 3636985.8),(51 3638221),(52 3635780),(53 3632666.8),(54 3635096),(55 3631744),(56 3629063),(57 3621617.3),(58 3612750),(59 3608646.8),(60 3594881),(61 3575653.3),(62 3550665),(63 3526436),(64 3495130),(65 3465741),(66 3437499),(67 3409910.3),(68 3389266),(69 3374046),(70 3362892.8),(71 3357514.8),(72 3355532),(73 3352902.8),(74 3344580.8),(75 3330432),(76 3301692),(77 3263807),(78 3223874.8),(79 3188537.3),
