1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11510.467),(2 25283.21),(3 40160.066),(4 49543.77),(5 59092.83),(6 65292),(7 74961.914),(8 80206.96),(9 88441.625),(10 91924.87),(11 97160.27),(12 99200.414),(13 104177.47),(14 105778.11),(15 109753.26),(16 109185.04),(17 111430.96),(18 110365.09),(19 112562.53),(20 112107.305),(21 114923.69),(22 113771.46),(23 115475.555),(24 113218.72),(25 113496.625),(26 110869.43),(27 111524.49),(28 108377.86),(29 108651.984),(30 106624.57),(31 107770.22),(32 106314.04),(33 108655.83),(34 107206.21),(35 110528.59),(36 109759.03),(37 112250.58),(38 111859.6),(39 114407),(40 113637.195),(41 116475.95),(42 115277.586),(43 117174.86),(44 115581.945),(45 117607.305),(46 116797.88),(47 119227.77),(48 117360.22),(49 118342.39),(50 116299.39),(51 118238.43),(52 117835.125),(53 120753.586),(54 120487.86),(55 123172.82),(56 123167.5),(57 127396.22),(58 128387.83),(59 132350.06),(60 132279.14),(61 135737.16),(62 135965.6),(63 139065.95),(64 138529.2),(65 141256.17),(66 140556.05),(67 143055.61),(68 142238.05),(69 145050.98),(70 144515.1),(71 147110.98),(72 145738.02),(73 147617),(74 147086.17),(75 150398.86),(76 149932.38),(77 151765.75),(78 149303.1),(79 150032.33),
(1 11624.761),(2 25409.105),(3 39857.703),(4 48628.367),(5 57673.457),(6 63682.613),(7 72873.055),(8 78092.24),(9 86529.59),(10 89948.41),(11 94558.66),(12 96742.43),(13 101773.57),(14 102840.664),(15 106080.445),(16 105204.73),(17 107551.95),(18 106373.914),(19 108929.35),(20 108972.69),(21 111221.95),(22 109411.35),(23 110659.69),(24 109211.164),(25 110268.11),(26 108041.44),(27 108806.34),(28 106606.6),(29 108223.45),(30 107282.664),(31 109179.13),(32 108022.7),(33 110300.54),(34 109669.37),(35 112845.26),(36 112368.32),(37 114943.81),(38 113948.734),(39 116743.05),(40 117090.22),(41 120161.13),(42 119158.766),(43 120325.77),(44 117948.805),(45 118637.26),(46 116366.94),(47 117127.23),(48 114345.35),(49 115241.984),(50 113514.766),(51 115493.37),(52 114756.43),(53 117672.1),(54 118163.9),(55 121577.83),(56 121785.88),(57 125360.49),(58 125941.984),(59 129289.61),(60 129130.734),(61 132211.56),(62 131335.4),(63 133560.83),(64 132659.23),(65 134598.53),(66 132726.14),(67 134589.73),(68 133531.88),(69 135881.64),(70 134472.14),(71 136071.52),(72 134705.36),(73 136743.67),(74 135639.56),(75 137267.19),(76 135571.61),(77 137133),(78 135886.97),(79 137416.02),
(1 11571.047),(2 24923.938),(3 39034.85),(4 48218.21),(5 57854.438),(6 64298.45),(7 74151.69),(8 80427.94),(9 89478.9),(10 92859.28),(11 97930.97),(12 100785.15),(13 105959.06),(14 107946.625),(15 111603.484),(16 110673.31),(17 112743.555),(18 111556.26),(19 113353.24),(20 112789.54),(21 114699.27),(22 113274.78),(23 114581.97),(24 112430.08),(25 113372.914),(26 112387.25),(27 115168.24),(28 114331.5),(29 116774.234),(30 115996.39),(31 118323.77),(32 117372.875),(33 119544.914),(34 118262.375),(35 120360.18),(36 118970.52),(37 120182.18),(38 118405.87),(39 120489.016),(40 118579.73),(41 119475.24),(42 117735.38),(43 118015.98),(44 115222.43),(45 115355.086),(46 112901.03),(47 113785.22),(48 112068.54),(49 112951.055),(50 111890.83),(51 115042.75),(52 114985.016),(53 118058.59),(54 118268.195),(55 120661.57),(56 120153.875),(57 123967.56),(58 124420.56),(59 127942.06),(60 127649.54),(61 129559.76),(62 128554.31),(63 131139.81),(64 130227.79),(65 131904.78),(66 129456.13),(67 130791.64),(68 130247.97),(69 132783.3),(70 131502.8),(71 133164.53),(72 132336.58),(73 135102.1),(74 134048.05),(75 136265.55),(76 135718.78),(77 138267.58),(78 137280.63),(79 138406.69),
(1 10814.713),(2 23574.719),(3 36754.33),(4 44683.406),(5 52951.53),(6 58848.7),(7 66548.36),(8 70868.25),(9 77594.38),(10 79411.32),(11 83293.3),(12 85122.19),(13 89147.07),(14 89937.61),(15 92500.39),(16 92505.016),(17 95780.55),(18 95423.92),(19 98275.81),(20 98501.21),(21 101145.44),(22 101033.77),(23 102863.43),(24 101742.97),(25 103176.3),(26 102049),(27 103553.516),(28 101142.94),(29 101608.164),(30 99343.74),(31 100089.37),(32 98223.76),(33 99890.57),(34 98918.85),(35 100673.61),(36 99812.37),(37 102786.16),(38 102578.31),(39 105119.27),(40 104356.86),(41 105857.02),(42 104534.03),(43 105697.61),(44 104230.48),(45 105211.016),(46 103300.92),(47 103941.49),(48 102816.25),(49 104995.14),(50 104594.6),(51 107264.445),(52 106542.1),(53 108882.76),(54 108129.664),(55 110062.18),(56 109227.26),(57 111514.234),(58 111227.01),(59 113732.836),(60 113531.74),(61 115637.79),(62 115555.125),(63 119261.2),(64 119642.66),(65 122047.82),(66 121317.516),(67 123416.72),(68 123365.88),(69 125550.9),(70 124410.46),(71 125767.3),(72 125620.14),(73 128167.34),(74 127379.53),(75 129202.97),(76 128306.7),(77 129493.71),(78 128145.45),(79 129068.76),
(1 11052.223),(2 23658.531),(3 37432.746),(4 46375.703),(5 55552.254),(6 61498.906),(7 68579.78),(8 71894.36),(9 78039.984),(10 79216),(11 83126.516),(12 84754.66),(13 88376.66),(14 89724.664),(15 92999.805),(16 93979.84),(17 97588.484),(18 97620.25),(19 100725.78),(20 100668.89),(21 102272.52),(22 101568.055),(23 102990.85),(24 101918.55),(25 103139.484),(26 100816.1),(27 101595.35),(28 100330.65),(29 101147.97),(30 99144.38),(31 99492.055),(32 97326.95),(33 98644.945),(34 97548.27),(35 99142.78),(36 98304.62),(37 99924.39),(38 99225.16),(39 100992.3),(40 99527.85),(41 100718.375),(42 100071.88),(43 102286.445),(44 102028.836),(45 104248.64),(46 103410.93),(47 104828.3),(48 103954.625),(49 106019.53),(50 105236.305),(51 106853.07),(52 105804.836),(53 107302.695),(54 106677.05),(55 109142.87),(56 109263.28),(57 112000.22),(58 111777.734),(59 114021.33),(60 113308.32),(61 115314.695),(62 114978.26),(63 117554.66),(64 117858.734),(65 121055.27),(66 120771.805),(67 122703.96),(68 121780.33),(69 123510.03),(70 122709.2),(71 124282.836),(72 123719.36),(73 125048.8),(74 123301.445),(75 125196.734),(76 124240.555),(77 126536.73),(78 125315.63),(79 125789.336),
(1 10338.16),(2 21800.588),(3 34372.41),(4 41573.74),(5 49756.24),(6 55122.082),(7 62190.8),(8 65412.758),(9 71870.46),(10 74191.42),(11 79064.71),(12 81422.445),(13 85544.59),(14 86489.82),(15 89346.08),(16 89397.266),(17 91947.03),(18 91293.32),(19 94406.31),(20 94159.42),(21 96242.5),(22 95097.11),(23 96452.59),(24 95365.33),(25 96633),(26 94453.51),(27 95822.78),(28 95124.336),(29 96534.98),(30 94795.68),(31 96046.97),(32 94764.73),(33 97656.54),(34 97545.78),(35 100039.016),(36 99557.75),(37 101372),(38 100615.734),(39 103134),(40 102409.625),(41 103805.695),(42 103116.664),(43 104691.74),(44 103256.76),(45 103875),(46 102177.39),(47 103244.75),(48 101759.73),(49 102922.195),(50 101818.195),(51 102915.56),(52 101824.04),(53 103818.79),(54 102942.51),(55 105028.8),(56 104514.03),(57 106002.734),(58 105054.69),(59 107242.07),(60 106669.3),(61 109497.62),(62 109449.125),(63 112215.23),(64 112193.125),(65 114692.26),(66 113648.94),(67 115118.59),(68 113686.51),(69 114607.59),(70 113158.72),(71 114259.55),(72 113205.336),(73 115174.94),(74 114123.99),(75 115846.195),(76 114886.42),(77 116673.37),(78 115957.086),(79 117203.39),
(1 10021.905),(2 21591.299),(3 34238.234),(4 42004.71),(5 50910.234),(6 56476.766),(7 63955.664),(8 68113.51),(9 74989.04),(10 77904.53),(11 83198.516),(12 84775.97),(13 87972.57),(14 88450.24),(15 91603.164),(16 91860.87),(17 95043.97),(18 94512.734),(19 96920.27),(20 95647.97),(21 98315.16),(22 97510.46),(23 99135.484),(24 97784.09),(25 98970.86),(26 97443.78),(27 99122.69),(28 97629.234),(29 99574.62),(30 98453.47),(31 100349.46),(32 99788.06),(33 102291.62),(34 101704.86),(35 103638.9),(36 102699.875),(37 104681.71),(38 103793.85),(39 105947.914),(40 105177.62),(41 106492.914),(42 104636.64),(43 106092.56),(44 104984.6),(45 106544.02),(46 105253.33),(47 107323.72),(48 105692.48),(49 106891.73),(50 105076.1),(51 106008.055),(52 104139.97),(53 105385.195),(54 103957.74),(55 105503.05),(56 104376.69),(57 105808.14),(58 104529.81),(59 107083.07),(60 106915.33),(61 109493.18),(62 108796.305),(63 111336.45),(64 110876.484),(65 113102.86),(66 112311.5),(67 113910.03),(68 113318.01),(69 115462.03),(70 114523.86),(71 116187),(72 115195.984),(73 117156.73),(74 116338.42),(75 118674.42),(76 117057.8),(77 118087.67),(78 116986.44),(79 118384.25),
(1 10119.412),(2 21385.86),(3 34051.734),(4 42424.508),(5 51298.082),(6 56968.137),(7 64935.88),(8 69483.24),(9 76413.17),(10 79414.67),(11 84993.52),(12 86266.086),(13 89544.164),(14 89815.19),(15 92253.98),(16 91735.1),(17 93538.88),(18 91753.85),(19 93770.72),(20 92231.51),(21 93974.55),(22 92812.445),(23 94305.164),(24 93137.62),(25 95270.53),(26 94318.76),(27 96093.836),(28 94803.04),(29 97395.91),(30 97050.5),(31 99007.08),(32 97989.56),(33 100100.34),(34 98285.766),(35 100006.445),(36 98489.39),(37 99611.99),(38 97870.82),(39 99882.586),(40 98829.46),(41 100832.016),(42 99923.5),(43 101735.64),(44 100264.65),(45 101251.164),(46 99432.05),(47 101315.43),(48 100024.11),(49 101460.22),(50 100380.64),(51 102907.375),(52 101552.234),(53 103297.76),(54 102028.87),(55 104078.33),(56 103479.51),(57 106350.52),(58 105859.984),(59 108355.51),(60 107892.22),(61 110435.41),(62 110414.164),(63 113318.31),(64 112548.01),(65 115102.66),(66 114163.66),(67 115495.6),(68 114206.72),(69 116038.97),(70 115618.13),(71 118845.54),(72 119279.766),(73 121817.08),(74 120665.7),(75 122961.8),(76 122072.26),(77 124210.31),(78 122867.7),(79 123199.1),
(1 9693.603),(2 19737.63),(3 31177.758),(4 38457.76),(5 46513.504),(6 52418.066),(7 60351.98),(8 64885.375),(9 71859.76),(10 75025.836),(11 80920.24),(12 82968.59),(13 87238.45),(14 88641.74),(15 92349.55),(16 92840.61),(17 95244.91),(18 94295.695),(19 96072.555),(20 94572.99),(21 96013.41),(22 93688.945),(23 94694.91),(24 92997.016),(25 94358.27),(26 92940.87),(27 94263.42),(28 92538.305),(29 94422.07),(30 93110.62),(31 94703.25),(32 93728.33),(33 95828.76),(34 95076.375),(35 98096.83),(36 98140.516),(37 100925.164),(38 101116.38),(39 104807.65),(40 104545.016),(41 106736.28),(42 106123.79),(43 106659.07),(44 104183.086),(45 104740.79),(46 103341.766),(47 104555.43),(48 102697.414),(49 103702.63),(50 102211.88),(51 104126.805),(52 103016.53),(53 104281.3),(54 102159.82),(55 103486.914),(56 102679.99),(57 104855.23),(58 103899.77),(59 105865.25),(60 104695.54),(61 107639.82),(62 107381.8),(63 110129.984),(64 109664.49),(65 111904.85),(66 111168.16),(67 113650.76),(68 113087.86),(69 115381.39),(70 114264.36),(71 115909.25),(72 114984.61),(73 116896.31),(74 115365.38),(75 117148.24),(76 115724.26),(77 117272.43),(78 115669.766),(79 117242.62),
(1 9419.292),(2 19152.799),(3 30651.068),(4 37417.125),(5 45074.848),(6 49927.32),(7 56739.887),(8 60076.984),(9 65804.73),(10 68491.98),(11 73552.586),(12 74683.74),(13 78004.26),(14 78461.625),(15 81423.82),(16 81332.9),(17 83220.76),(18 82221.695),(19 84085.02),(20 82885.53),(21 84647.92),(22 82708),(23 83926.85),(24 83132.27),(25 85590.17),(26 84813.984),(27 86236.91),(28 84298.75),(29 85243.516),(30 83417.62),(31 84529.44),(32 82954.99),(33 84182.86),(34 82380.58),(35 84087.71),(36 82863.336),(37 85439.836),(38 85998.53),(39 89112.586),(40 88215.195),(41 89947.58),(42 88577.12),(43 89787.28),(44 87930.74),(45 88688.81),(46 87159.766),(47 88672),(48 87400.53),(49 89111.29),(50 87718.93),(51 89894.82),(52 88945.9),(53 91364.21),(54 90501.555),(55 92312.45),(56 91360.86),(57 93289.414),(58 92067.78),(59 93833.75),(60 92956.58),(61 95427.45),(62 95245.06),(63 97822.14),(64 96519.75),(65 97908.336),(66 96559.41),(67 98352.63),(68 97171.31),(69 99927.984),(70 98849.5),(71 100464.37),(72 99605.805),(73 101747.195),(74 100614.55),(75 102114.17),(76 101115.5),(77 103239.586),(78 101782.53),(79 103964.71),
(1 9365.391),(2 19027.92),(3 30500.947),(4 37768.48),(5 45782.523),(6 50686.59),(7 57916.29),(8 62483.902),(9 68813.664),(10 71604.75),(11 76856.414),(12 78417.8),(13 81667.06),(14 82650.6),(15 85978.98),(16 86295.414),(17 88349.38),(18 87660.95),(19 89303.71),(20 88523.98),(21 89943.05),(22 88471.32),(23 89612.375),(24 88839.74),(25 90497.88),(26 90103.78),(27 92123.2),(28 91414.75),(29 92752.734),(30 91802.78),(31 93491.16),(32 93117.336),(33 95062.52),(34 94535.71),(35 96344.27),(36 95809.46),(37 97948.875),(38 97631.78),(39 100258.38),(40 99729.46),(41 101384.555),(42 100176.74),(43 101232.78),(44 100057.5),(45 101562.74),(46 100768.94),(47 102408.375),(48 101272.74),(49 102524.8),(50 100622.195),(51 101621.35),(52 100488.016),(53 102717.086),(54 102148.97),(55 104283.48),(56 104005.37),(57 106194.18),(58 105450.85),(59 107466.836),(60 106812.82),(61 109412.81),(62 109026.94),(63 111186.31),(64 110226.58),(65 112009.02),(66 111039.9),(67 112587.84),(68 111858.02),(69 113883.984),(70 112410.445),(71 113114.85),(72 111023.28),(73 111657.79),(74 110459.07),(75 112460.47),(76 111597.32),(77 113077.91),(78 112257.98),(79 114402.99),
(1 9480.833),(2 19102.473),(3 30489.84),(4 37259.086),(5 44504.64),(6 49206.832),(7 55983.7),(8 59837.906),(9 65276.895),(10 67273.45),(11 71780.305),(12 73181.234),(13 76886.64),(14 77601.234),(15 80511.05),(16 80651.29),(17 83047.97),(18 83045.016),(19 85068.484),(20 84374.06),(21 86024.18),(22 84210.984),(23 85162.92),(24 83806.695),(25 85191.41),(26 84361.05),(27 86196.08),(28 85398.59),(29 86743.99),(30 85716.89),(31 87727.79),(32 87053.8),(33 89065.85),(34 88177.67),(35 90211.695),(36 89751.21),(37 91487.695),(38 89842.445),(39 91041.414),(40 90290.74),(41 91381.12),(42 90114.1),(43 91068.6),(44 90271.41),(45 91941.09),(46 91441.914),(47 93097.95),(48 92126.37),(49 93386.33),(50 91973.484),(51 93357.984),(52 92685.45),(53 94787.52),(54 94326.89),(55 95514.58),(56 94761.73),(57 96349.81),(58 95537.52),(59 97457.24),(60 97213.47),(61 99198.39),(62 98707.53),(63 100969.26),(64 100242.34),(65 101779.21),(66 100866.13),(67 101801.65),(68 100942.46),(69 102760.15),(70 101549.75),(71 102712.58),(72 100751.27),(73 101927.62),(74 100719.04),(75 102211.305),(76 101290.695),(77 102897.93),(78 102394.67),(79 104599.59),
(1 9350.636),(2 18908.086),(3 30578.586),(4 36669.15),(5 43756.89),(6 48867.484),(7 55842.38),(8 59802.06),(9 66134),(10 69583.22),(11 75418.26),(12 77468.55),(13 80902),(14 81409.73),(15 84325.68),(16 84401.25),(17 87032.39),(18 86719.9),(19 88222.78),(20 87159.375),(21 89052.14),(22 87792.055),(23 89544.23),(24 89045.78),(25 91053.28),(26 90172.836),(27 92352.734),(28 91262.695),(29 92274.6),(30 90861.195),(31 92522.78),(32 91503.49),(33 93146.914),(34 91788.9),(35 93614.98),(36 93037.95),(37 95069.82),(38 94001.734),(39 95570.53),(40 94193.336),(41 95071.46),(42 93944.37),(43 95591.35),(44 94648.29),(45 95943.34),(46 94011.98),(47 95742.555),(48 94477.18),(49 95875.96),(50 94630.56),(51 96601.57),(52 95597.99),(53 97550.15),(54 97246.56),(55 99606.04),(56 99277.96),(57 101226.97),(58 100344.78),(59 102766.09),(60 102571.26),(61 106079.01),(62 106291.14),(63 108794.47),(64 108063.71),(65 109839.54),(66 109142.2),(67 110859.5),(68 110302.04),(69 112386.34),(70 111220.5),(71 112648.58),(72 110710.56),(73 112139.24),(74 111028.16),(75 112801.05),(76 111484.1),(77 113312.27),(78 113238.76),(79 115373.96),
(1 8824.094),(2 18045.424),(3 28977.945),(4 35493.953),(5 42375.63),(6 47237.19),(7 53825.008),(8 57432.8),(9 63080.01),(10 65531.242),(11 70367.68),(12 72618.42),(13 76316.805),(14 76524.44),(15 78952.984),(16 78859.21),(17 80869.17),(18 80450.75),(19 81862.8),(20 80880.04),(21 82697.73),(22 81499.48),(23 82930.31),(24 82196.48),(25 83360.87),(26 82411.875),(27 83498.11),(28 82114.83),(29 82929.016),(30 81946.68),(31 83788.73),(32 83651.65),(33 85443.19),(34 85239.62),(35 87702.734),(36 88048.57),(37 90172.734),(38 89949.516),(39 92620.96),(40 92316.84),(41 94053.875),(42 93471.95),(43 94853.22),(44 94151.76),(45 95474.44),(46 94605.96),(47 95939.7),(48 94855.516),(49 96187.33),(50 94883.82),(51 96101.1),(52 95827.516),(53 97842.195),(54 97553.95),(55 99588.23),(56 99545.09),(57 101638.35),(58 100739.34),(59 102445.02),(60 102245.484),(61 105136.04),(62 105093.09),(63 106901.695),(64 106126.4),(65 108028.086),(66 107273.53),(67 108635.086),(68 108292.914),(69 109994.84),(70 108980.914),(71 109917.93),(72 108813.734),(73 110349.67),(74 109980.2),(75 112136.27),(76 111591.91),(77 113496.64),(78 113275.33),(79 115113.46),
(1 9054.294),(2 17863.55),(3 29061.326),(4 35788.13),(5 43481.645),(6 48631.12),(7 55560.25),(8 59331.22),(9 65295.62),(10 68077.98),(11 73607.26),(12 75789.82),(13 79835.58),(14 80182.234),(15 82632.57),(16 81882.23),(17 83616.05),(18 82938.57),(19 84520.164),(20 84038.07),(21 85857.17),(22 85172.45),(23 87603.91),(24 86922.46),(25 88450.75),(26 87608.46),(27 89097.78),(28 87593.016),(29 88461.78),(30 86937.03),(31 88113.34),(32 86591.02),(33 87852.125),(34 86885.64),(35 89006.45),(36 88312.63),(37 90042.67),(38 89546.79),(39 90855.57),(40 89546.27),(41 90239.59),(42 88466.93),(43 88855.35),(44 88008.78),(45 89727.6),(46 88711.164),(47 89689.81),(48 88644.26),(49 90195.125),(50 88899.13),(51 89734.66),(52 88242.5),(53 89745.88),(54 89255.63),(55 91242.31),(56 91399.46),(57 93971.586),(58 93681.37),(59 95764.164),(60 96051.44),(61 99545.5),(62 99905.22),(63 102257.88),(64 101890.5),(65 103425.33),(66 103022.82),(67 105282),(68 104938.85),(69 106606.24),(70 105537.61),(71 107119.72),(72 106587.42),(73 108249.484),(74 107662.5),(75 109151.23),(76 108145.05),(77 109558.516),(78 109010.875),(79 110092.4),
(1 8776.919),(2 17673.084),(3 28568.563),(4 35284.367),(5 43037.566),(6 48451.53),(7 55203.97),(8 59411.977),(9 65240.01),(10 67931.625),(11 72839.016),(12 74813.7),(13 78511.59),(14 79488.89),(15 82259.91),(16 81947.13),(17 84121.42),(18 83347.97),(19 84556.086),(20 83299.21),(21 84783.38),(22 83527.08),(23 85044.234),(24 83972.375),(25 84975.98),(26 83346.625),(27 84796.3),(28 83518.81),(29 84808.62),(30 83679.81),(31 85489.45),(32 84325.234),(33 85531.02),(34 84447.11),(35 85641.414),(36 84432.22),(37 85874.75),(38 85559.52),(39 87197.24),(40 85981.45),(41 87235.18),(42 86083.2),(43 87461.445),(44 86879.52),(45 88546.43),(46 87384.75),(47 89150.51),(48 88264.695),(49 89615.94),(50 88020.98),(51 89368.44),(52 88309.45),(53 89779.89),(54 88946.805),(55 90745.41),(56 89921.28),(57 91488.016),(58 90838.55),(59 92859.07),(60 93201.54),(61 95379.04),(62 95035.17),(63 97362.32),(64 97199.41),(65 99003.99),(66 98689.766),(67 100831.84),(68 100529.1),(69 102888.13),(70 102434.625),(71 103612.39),(72 103007.57),(73 104412.39),(74 103432.484),(75 104912.32),(76 104286.74),(77 106284.35),(78 106215.81),(79 107735.33),
(1 8468.4795),(2 17099.754),(3 28044.176),(4 34647.04),(5 42441.652),(6 47819.35),(7 54803.63),(8 59238.965),(9 65625.695),(10 68298.086),(11 72848.72),(12 74426.21),(13 77676.516),(14 78100.836),(15 80314.875),(16 79094.8),(17 80553.664),(18 79333.95),(19 81295.92),(20 80604.836),(21 82321.07),(22 80823.164),(23 82170.22),(24 81007.4),(25 82518.14),(26 81432.63),(27 82973.984),(28 81684.37),(29 82801.31),(30 81240.11),(31 82801.836),(32 81198.81),(33 82058.664),(34 80145.28),(35 81571.875),(36 80551.445),(37 81955.484),(38 81150.484),(39 83304.37),(40 82740.22),(41 84604.12),(42 83624.625),(43 85256.19),(44 83982.625),(45 85949.44),(46 84852.1),(47 85779.75),(48 83915.67),(49 84730.805),(50 83331.625),(51 84283.13),(52 82492.83),(53 84175.56),(54 84260.65),(55 87057.05),(56 86974.61),(57 89567.33),(58 89327.63),(59 92098.6),(60 92261.484),(61 94761.19),(62 94193.43),(63 96905.17),(64 96435.59),(65 97643.19),(66 96039.22),(67 98071.81),(68 97858.336),(69 100371.96),(70 99591.78),(71 101440.25),(72 100654.3),(73 102716.75),(74 101988.84),(75 103387.3),(76 101969.484),(77 103966.13),(78 103009.23),(79 104512.75),
(1 8403.29),(2 16542.2),(3 26839.309),(4 32544.654),(5 39574.445),(6 44190.094),(7 50865.324),(8 54370.61),(9 60358.395),(10 62594.805),(11 66720.42),(12 67644.1),(13 70824.63),(14 71161.25),(15 73892.63),(16 73278.836),(17 75281.95),(18 74310.99),(19 76072.58),(20 75351.64),(21 77169.76),(22 75729.3),(23 77011.445),(24 75529.555),(25 76206.836),(26 74677.984),(27 76079.66),(28 74858.9),(29 76185.8),(30 74755.87),(31 75863.79),(32 74545.734),(33 76401.71),(34 75084.484),(35 76569.695),(36 75590.09),(37 77078.164),(38 76129),(39 77883.61),(40 77272.93),(41 79010.92),(42 77737.56),(43 78965.445),(44 77990.984),(45 79202.04),(46 77750.09),(47 79343.69),(48 78570.56),(49 79248.92),(50 77236.875),(51 78581.92),(52 78271.8),(53 80401.125),(54 80044.36),(55 81984.95),(56 81798.55),(57 84176.516),(58 83724.22),(59 86612.23),(60 86660.63),(61 89205.36),(62 89013.59),(63 90873.266),(64 89953.82),(65 91375.63),(66 90239.42),(67 91873.95),(68 91107.08),(69 92441.97),(70 90951.03),(71 92845.85),(72 91785.766),(73 93685.86),(74 92253.15),(75 93998.38),(76 92903.56),(77 94277.625),(78 93323.05),(79 95224.76),
(1 8310.214),(2 16341.814),(3 26163.365),(4 31640.566),(5 38233.938),(6 42487.02),(7 48852.008),(8 52712.777),(9 58532.754),(10 61524.32),(11 66131.37),(12 67888.01),(13 71232.71),(14 71820.164),(15 74586.76),(16 74234.234),(17 76041.81),(18 75192.45),(19 76414.49),(20 75425.77),(21 76855.36),(22 76063.9),(23 77741.77),(24 76917.45),(25 77724.22),(26 76804.62),(27 78221.79),(28 77584.54),(29 78966.48),(30 78260.8),(31 79772.445),(32 79484.53),(33 81674.164),(34 81355.336),(35 82991.32),(36 82003.945),(37 83170.664),(38 82690.01),(39 84896.234),(40 84795.38),(41 86333.74),(42 86373.305),(43 87967.17),(44 86996.125),(45 88068.8),(46 86956.68),(47 87236.18),(48 85529.266),(49 86511.62),(50 84966.16),(51 85982.5),(52 84918.15),(53 86288),(54 85993.66),(55 87461.62),(56 86725.79),(57 88415.42),(58 87690.25),(59 89131.7),(60 88310.516),(61 90095.086),(62 89824.24),(63 91155.23),(64 90600.56),(65 91866.734),(66 91094.24),(67 92485.57),(68 92153.7),(69 94131.41),(70 93552.62),(71 95488.734),(72 95018.78),(73 96791.34),(74 96588.836),(75 98593.29),(76 98182),(77 99279.055),(78 98862.96),(79 100647.98),
