1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 68.6736),(2 86.732574),(3 101.19833),(4 109.2663),(5 116.88398),(6 122.96209),(7 128.44046),(8 133.246),(9 138.4601),(10 141.4166),(11 142.464),(12 143.27026),(13 144.13933),(14 145.90822),(15 145.80312),(16 144.09799),(17 141.68268),(18 140.72733),(19 140.3082),(20 140.18967),(21 139.39606),(22 138.40384),(23 138.45201),(24 138.89127),(25 141.22055),(26 142.76755),(27 143.02863),(28 143.2839),(29 144.79442),(30 148.32205),(31 148.86568),(32 150.94803),(33 153.3728),(34 154.54442),(35 155.73068),(36 157.48991),(37 158.21085),(38 157.3032),(39 158.0522),(40 156.34604),(41 155.69858),(42 156.66722),(43 156.81851),(44 155.33583),(45 154.41829),(46 154.73883),(47 155.31741),(48 156.18149),(49 156.99919),(50 158.032),(51 159.05725),(52 160.82816),(53 162.60754),(54 161.5437),(55 162.23135),(56 162.22249),(57 162.31584),(58 162.59818),(59 162.87141),(60 162.95056),(61 162.19048),(62 161.53545),(63 163.5171),(64 161.70033),(65 161.30678),(66 160.74701),(67 160.49248),(68 161.50711),(69 161.84023),(70 162.30443),(71 161.86948),(72 162.00156),(73 161.2625),(74 161.91724),(75 163.7239),(76 163.50943),(77 164.55853),(78 163.52069),(79 164.21387),
(1 67.76277),(2 85.51382),(3 98.96042),(4 107.38567),(5 113.74352),(6 120.36829),(7 124.89469),(8 128.81096),(9 132.4829),(10 134.76501),(11 135.63155),(12 137.16672),(13 139.05113),(14 140.53468),(15 141.30482),(16 140.25746),(17 137.11754),(18 135.42621),(19 134.36902),(20 134.07896),(21 131.93732),(22 132.99628),(23 131.82999),(24 133.38354),(25 133.38678),(26 134.06465),(27 135.29584),(28 136.63396),(29 138.79332),(30 141.25682),(31 142.94649),(32 143.8386),(33 146.93207),(34 148.35924),(35 149.82138),(36 151.31763),(37 151.18149),(38 152.19228),(39 152.12018),(40 151.10045),(41 150.58124),(42 150.70938),(43 150.2262),(44 148.96588),(45 148.00964),(46 149.22289),(47 149.2323),(48 150.72408),(49 151.81258),(50 151.76212),(51 151.81416),(52 151.73337),(53 152.6858),(54 151.12724),(55 153.23306),(56 153.8156),(57 155.01828),(58 156.35422),(59 156.63593),(60 156.7948),(61 156.5164),(62 155.5404),(63 157.3982),(64 156.19966),(65 156.66162),(66 155.77672),(67 157.00638),(68 157.23131),(69 157.70436),(70 156.8208),(71 157.10687),(72 157.65999),(73 157.24632),(74 155.70013),(75 156.23787),(76 155.72714),(77 156.43425),(78 156.82536),(79 156.67354),
(1 66.76584),(2 84.89478),(3 98.83023),(4 107.50193),(5 113.68506),(6 119.63441),(7 124.45532),(8 127.65716),(9 130.00871),(10 132.93314),(11 133.59036),(12 135.21126),(13 136.59723),(14 138.01762),(15 137.89943),(16 136.82578),(17 134.39192),(18 132.82173),(19 132.86577),(20 132.3476),(21 131.92636),(22 131.5429),(23 132.01318),(24 130.97849),(25 132.67534),(26 132.93568),(27 133.86972),(28 134.18394),(29 135.42531),(30 138.06767),(31 140.68375),(32 141.28918),(33 143.27182),(34 144.91206),(35 145.53694),(36 146.885),(37 148.7704),(38 149.48985),(39 148.67236),(40 147.65134),(41 147.5266),(42 147.34161),(43 147.92961),(44 146.02068),(45 146.00865),(46 145.82683),(47 145.61964),(48 146.42192),(49 146.7725),(50 146.51395),(51 146.82283),(52 146.81789),(53 146.42934),(54 146.6462),(55 147.17867),(56 147.66344),(57 149.39995),(58 149.16498),(59 149.57373),(60 148.83527),(61 148.99725),(62 148.82182),(63 147.96725),(64 147.93793),(65 147.9697),(66 147.47696),(67 147.2579),(68 146.63202),(69 146.57155),(70 145.19019),(71 145.08101),(72 146.37138),(73 146.98764),(74 146.86664),(75 148.38693),(76 148.18982),(77 147.41777),(78 147.76149),(79 148.7508),
(1 66.37034),(2 84.20389),(3 97.499794),(4 105.26268),(5 112.51062),(6 118.18263),(7 122.70799),(8 127.825035),(9 130.67018),(10 133.45755),(11 134.13548),(12 136.42267),(13 137.14111),(14 137.54202),(15 136.51013),(16 134.86186),(17 133.24995),(18 132.50992),(19 131.86925),(20 132.50075),(21 130.22643),(22 129.3104),(23 129.78757),(24 129.84785),(25 132.72177),(26 133.56696),(27 133.71588),(28 135.0944),(29 136.36308),(30 138.08023),(31 140.4747),(32 141.39752),(33 143.75554),(34 145.46442),(35 147.70674),(36 150.16006),(37 151.32799),(38 150.95428),(39 149.67482),(40 149.45401),(41 148.75195),(42 149.01111),(43 149.60988),(44 147.8717),(45 148.96526),(46 149.13795),(47 148.97807),(48 148.52376),(49 148.27507),(50 147.94618),(51 149.70714),(52 149.37567),(53 148.7356),(54 149.58617),(55 150.4837),(56 151.06932),(57 151.5446),(58 152.22104),(59 153.25111),(60 153.27266),(61 152.82933),(62 151.79178),(63 151.12491),(64 150.54808),(65 151.8829),(66 150.75024),(67 149.48285),(68 149.89485),(69 148.49812),(70 148.39915),(71 148.28511),(72 148.0122),(73 147.43927),(74 148.17305),(75 149.4833),(76 150.23015),(77 150.77165),(78 151.58328),(79 151.70372),
(1 65.81576),(2 84.86008),(3 97.57455),(4 107.68227),(5 114.387245),(6 120.60745),(7 125.51167),(8 129.62363),(9 132.22914),(10 134.5677),(11 136.61174),(12 137.84056),(13 139.02933),(14 139.88638),(15 138.49446),(16 135.92023),(17 134.67162),(18 133.75288),(19 134.04987),(20 135.18314),(21 133.81891),(22 133.58438),(23 133.97768),(24 134.70143),(25 135.13895),(26 136.41083),(27 135.93344),(28 136.69992),(29 139.68314),(30 142.8857),(31 145.76251),(32 146.23138),(33 149.39578),(34 149.97015),(35 151.34256),(36 151.51149),(37 154.77246),(38 154.41653),(39 152.83209),(40 152.17935),(41 152.40695),(42 151.18028),(43 151.50226),(44 149.9856),(45 149.98389),(46 149.02333),(47 149.80124),(48 150.63667),(49 149.50264),(50 149.17885),(51 151.005),(52 151.15608),(53 152.08463),(54 152.70381),(55 154.12567),(56 154.12506),(57 153.50078),(58 154.04944),(59 153.54861),(60 153.50047),(61 152.285),(62 152.62083),(63 151.82307),(64 150.77583),(65 151.01389),(66 151.29063),(67 150.31578),(68 150.21422),(69 150.57501),(70 150.15646),(71 149.1562),(72 149.99336),(73 149.56967),(74 148.89189),(75 150.04967),(76 151.07822),(77 150.3008),(78 149.77217),(79 151.13358),
(1 64.56521),(2 82.34627),(3 94.24232),(4 101.1646),(5 107.54553),(6 112.561966),(7 116.46719),(8 119.72529),(9 123.448364),(10 125.002365),(11 126.78227),(12 129.72221),(13 130.88206),(14 130.44722),(15 130.41978),(16 128.50937),(17 127.17595),(18 127.079445),(19 127.20671),(20 126.93476),(21 126.77595),(22 125.68),(23 127.104385),(24 126.6553),(25 127.896034),(26 128.38567),(27 128.9708),(28 131.10687),(29 134.42827),(30 136.91771),(31 139.53305),(32 142.1388),(33 142.5067),(34 143.66873),(35 143.73412),(36 145.51364),(37 146.86421),(38 146.08461),(39 146.84135),(40 149.00145),(41 149.3694),(42 148.50798),(43 148.48763),(44 146.99585),(45 146.62578),(46 145.81694),(47 145.38696),(48 145.01228),(49 143.79237),(50 142.17422),(51 141.1825),(52 141.04137),(53 142.30528),(54 142.51323),(55 144.18477),(56 143.30768),(57 144.50237),(58 143.42134),(59 143.98727),(60 141.92374),(61 141.25964),(62 140.97986),(63 139.95583),(64 139.50832),(65 139.1063),(66 137.84106),(67 137.7331),(68 136.8412),(69 136.07271),(70 135.8317),(71 136.62851),(72 135.47842),(73 137.77536),(74 138.44273),(75 139.64941),(76 139.86256),(77 139.4233),(78 138.66211),(79 138.10295),
(1 64.93834),(2 82.33478),(3 95.71269),(4 102.698326),(5 109.84325),(6 115.874084),(7 120.700325),(8 125.67588),(9 128.03859),(10 131.34276),(11 132.76358),(12 135.74728),(13 136.88518),(14 137.46062),(15 137.19379),(16 136.18997),(17 136.53014),(18 137.55664),(19 136.21579),(20 135.64427),(21 135.69258),(22 134.49881),(23 135.11273),(24 134.52014),(25 135.62794),(26 136.24475),(27 137.84917),(28 139.33356),(29 141.41599),(30 143.14632),(31 144.58723),(32 146.90742),(33 147.99854),(34 149.14473),(35 149.85007),(36 152.4493),(37 153.56259),(38 151.31944),(39 152.78438),(40 153.55075),(41 152.93057),(42 153.46007),(43 153.11005),(44 151.29883),(45 150.90912),(46 150.65393),(47 149.97429),(48 151.64644),(49 150.79543),(50 151.15007),(51 152.33716),(52 150.4205),(53 152.21558),(54 151.94049),(55 153.25565),(56 153.21626),(57 152.49889),(58 152.47717),(59 152.04659),(60 151.4141),(61 151.18874),(62 149.65933),(63 149.89857),(64 149.1457),(65 148.38727),(66 147.73883),(67 148.52202),(68 148.70827),(69 147.26634),(70 146.85551),(71 145.80042),(72 145.62563),(73 146.89574),(74 146.91394),(75 147.46523),(76 147.4936),(77 147.3713),(78 148.50209),(79 147.98126),
(1 62.43492),(2 80.44418),(3 92.23697),(4 99.14777),(5 104.72966),(6 111.60506),(7 114.94062),(8 118.86344),(9 122.12195),(10 124.68211),(11 124.78521),(12 126.69669),(13 128.86325),(14 129.54999),(15 129.44623),(16 128.62451),(17 129.43817),(18 129.75883),(19 128.6808),(20 127.545425),(21 127.67052),(22 125.72495),(23 126.18683),(24 126.70503),(25 129.74088),(26 128.98613),(27 129.59096),(28 131.90121),(29 133.32837),(30 135.6144),(31 136.74458),(32 139.25429),(33 141.01476),(34 141.7642),(35 143.71031),(36 146.06444),(37 147.06572),(38 147.20322),(39 146.32683),(40 146.54898),(41 147.65457),(42 147.40977),(43 147.47397),(44 146.55547),(45 145.87991),(46 145.89612),(47 145.39876),(48 146.16022),(49 146.16571),(50 145.2241),(51 145.63559),(52 146.36894),(53 145.83714),(54 145.08147),(55 145.65602),(56 144.91101),(57 145.19116),(58 145.64687),(59 144.19438),(60 143.2934),(61 143.3459),(62 143.43518),(63 144.55193),(64 144.26988),(65 144.54402),(66 144.91385),(67 144.12213),(68 143.01385),(69 141.55208),(70 141.40582),(71 141.34593),(72 143.05545),(73 142.90259),(74 143.08292),(75 143.69658),(76 143.6349),(77 143.76324),(78 144.39511),(79 144.08096),
(1 61.79821),(2 79.07927),(3 90.63111),(4 97.070816),(5 101.28206),(6 108.22583),(7 111.63812),(8 115.84731),(9 119.20388),(10 122.51567),(11 124.3106),(12 125.85244),(13 127.59052),(14 129.20209),(15 128.8078),(16 128.1357),(17 129.14165),(18 129.14738),(19 129.49747),(20 130.44565),(21 128.84407),(22 126.97039),(23 126.94004),(24 126.669876),(25 127.50691),(26 128.43547),(27 129.09988),(28 130.7144),(29 131.384),(30 133.19853),(31 134.66995),(32 135.79799),(33 137.29019),(34 139.1784),(35 139.93549),(36 142.46347),(37 142.92351),(38 143.6747),(39 144.18524),(40 143.82979),(41 143.97928),(42 142.83542),(43 143.20139),(44 144.19035),(45 142.8878),(46 142.47537),(47 140.79724),(48 140.53853),(49 140.47296),(50 140.17871),(51 139.89362),(52 139.99742),(53 139.84045),(54 139.10945),(55 139.95882),(56 139.75758),(57 139.62567),(58 140.27107),(59 139.70605),(60 139.63818),(61 138.66078),(62 140.0077),(63 140.59035),(64 140.24684),(65 138.24815),(66 137.29251),(67 136.84555),(68 137.36133),(69 136.65468),(70 136.43156),(71 135.89767),(72 136.73007),(73 136.4105),(74 137.15366),(75 138.08218),(76 139.40147),(77 138.70248),(78 139.79297),(79 139.42363),
(1 61.56524),(2 78.555954),(3 90.88225),(4 97.299034),(5 101.844864),(6 107.84591),(7 110.95071),(8 114.4571),(9 116.72275),(10 119.358734),(11 120.65641),(12 121.98355),(13 123.43857),(14 125.7114),(15 125.08276),(16 125.00016),(17 124.98977),(18 124.49436),(19 125.12804),(20 124.16941),(21 122.68328),(22 122.33075),(23 122.68306),(24 121.992256),(25 123.249),(26 125.62484),(27 127.0059),(28 128.37033),(29 130.1808),(30 132.23808),(31 132.57),(32 133.97942),(33 136.88466),(34 136.8535),(35 137.78426),(36 139.19035),(37 140.5557),(38 140.7284),(39 141.807),(40 140.91849),(41 139.26273),(42 140.37923),(43 140.65076),(44 140.07521),(45 138.27707),(46 137.96439),(47 137.08484),(48 136.36977),(49 136.67244),(50 136.07767),(51 138.25337),(52 138.93263),(53 138.97516),(54 137.83191),(55 138.2736),(56 140.6875),(57 141.03082),(58 142.74577),(59 142.58736),(60 143.86104),(61 143.89285),(62 143.84804),(63 144.15419),(64 141.96638),(65 141.50745),(66 141.18628),(67 140.8052),(68 139.19164),(69 139.69785),(70 139.77464),(71 137.94038),(72 138.90488),(73 138.85844),(74 137.85306),(75 138.61739),(76 139.9242),(77 140.33089),(78 141.67085),(79 142.54999),
(1 61.336296),(2 77.8229),(3 89.60571),(4 95.89604),(5 100.70219),(6 106.773575),(7 110.94914),(8 114.847565),(9 117.63149),(10 119.25059),(11 120.62032),(12 122.70452),(13 124.76197),(14 127.52375),(15 126.274994),(16 125.38588),(17 126.15783),(18 125.899284),(19 126.56374),(20 126.5146),(21 125.375946),(22 123.25678),(23 123.43693),(24 122.36767),(25 124.91144),(26 125.36581),(27 125.12704),(28 126.41056),(29 127.023575),(30 129.09589),(31 130.21686),(32 131.52754),(33 133.26927),(34 134.91978),(35 134.81834),(36 136.13243),(37 136.14024),(38 137.94327),(39 138.02989),(40 137.36752),(41 136.91142),(42 137.95558),(43 138.81583),(44 139.40453),(45 138.36778),(46 138.0373),(47 136.54437),(48 136.67859),(49 136.98979),(50 136.58215),(51 136.16005),(52 135.86752),(53 135.75865),(54 134.44795),(55 134.02647),(56 133.7831),(57 134.32501),(58 133.95859),(59 133.88611),(60 134.46735),(61 134.40698),(62 134.90701),(63 135.36214),(64 134.03737),(65 133.12283),(66 132.82109),(67 133.10843),(68 133.5963),(69 132.01286),(70 132.21237),(71 132.55325),(72 133.86406),(73 132.92307),(74 132.71298),(75 133.37901),(76 135.43529),(77 134.45927),(78 135.2593),(79 136.45503),
(1 60.665276),(2 77.38846),(3 89.773094),(4 94.5525),(5 99.87017),(6 104.76885),(7 109.16093),(8 112.182594),(9 115.92349),(10 118.10504),(11 118.884155),(12 121.2247),(13 122.54066),(14 124.86173),(15 122.439316),(16 121.735176),(17 120.6915),(18 120.877106),(19 121.50509),(20 122.62521),(21 120.98403),(22 119.9692),(23 120.11639),(24 119.4251),(25 120.22435),(26 120.99563),(27 121.0376),(28 120.34806),(29 120.73883),(30 123.19912),(31 124.85398),(32 127.09959),(33 127.28432),(34 127.85615),(35 129.7757),(36 132.58434),(37 132.65079),(38 134.90488),(39 134.40005),(40 133.96562),(41 132.58617),(42 133.14148),(43 136.03157),(44 135.44405),(45 134.07263),(46 134.9249),(47 133.40347),(48 133.16876),(49 132.81009),(50 133.52762),(51 133.5244),(52 131.92828),(53 131.71439),(54 130.31665),(55 129.70209),(56 130.68898),(57 131.04796),(58 131.05794),(59 132.1456),(60 130.77266),(61 132.04137),(62 131.51202),(63 131.82558),(64 130.56659),(65 129.75629),(66 130.05652),(67 129.7046),(68 130.66418),(69 129.96179),(70 128.9529),(71 129.90353),(72 129.95305),(73 130.16238),(74 130.47343),(75 131.8372),(76 133.20558),(77 132.6498),(78 133.03635),(79 133.21674),
(1 59.01304),(2 76.21593),(3 87.39346),(4 93.60261),(5 99.14206),(6 103.41615),(7 107.44819),(8 111.81477),(9 114.82018),(10 115.95257),(11 117.87874),(12 119.23415),(13 121.66862),(14 122.11835),(15 122.31958),(16 121.72055),(17 121.71613),(18 122.679955),(19 122.38852),(20 121.8838),(21 121.55015),(22 120.478065),(23 120.36125),(24 119.2434),(25 120.25215),(26 120.61045),(27 120.36357),(28 120.59972),(29 119.87757),(30 122.279495),(31 123.87907),(32 125.76672),(33 127.5645),(34 128.06456),(35 129.70651),(36 131.20947),(37 131.5834),(38 132.13644),(39 130.6551),(40 131.04591),(41 131.04337),(42 130.86217),(43 131.90015),(44 131.10313),(45 129.31496),(46 130.01831),(47 129.51585),(48 129.23839),(49 127.79182),(50 128.47322),(51 128.49048),(52 127.306114),(53 128.46156),(54 127.221176),(55 128.95132),(56 129.41946),(57 129.90533),(58 130.62921),(59 130.56763),(60 129.62115),(61 130.01743),(62 131.05162),(63 132.01445),(64 130.95786),(65 130.48122),(66 130.56076),(67 129.30464),(68 130.28877),(69 128.16988),(70 129.64789),(71 129.80531),(72 131.53603),(73 129.99615),(74 130.4603),(75 131.72922),(76 132.53462),(77 132.55615),(78 132.84477),(79 133.11671),
(1 58.6045),(2 75.188545),(3 85.13599),(4 91.21393),(5 96.01932),(6 99.45803),(7 103.163635),(8 108.06834),(9 112.00526),(10 112.67055),(11 113.95683),(12 114.71628),(13 117.40701),(14 118.047676),(15 117.61497),(16 117.154564),(17 116.94661),(18 117.34061),(19 118.037025),(20 118.004814),(21 117.47441),(22 116.91708),(23 117.332146),(24 116.15638),(25 116.41977),(26 117.529205),(27 117.173874),(28 119.07222),(29 119.456985),(30 122.04085),(31 122.79831),(32 124.33266),(33 126.17233),(34 127.64907),(35 128.9006),(36 130.57022),(37 131.21481),(38 132.53365),(39 132.91116),(40 133.02234),(41 133.26991),(42 133.95816),(43 133.9102),(44 133.29048),(45 132.73077),(46 133.51833),(47 132.75691),(48 132.52686),(49 132.12843),(50 132.52007),(51 132.9498),(52 131.93814),(53 131.9679),(54 132.027),(55 132.13484),(56 132.6682),(57 133.6388),(58 133.3477),(59 132.63629),(60 132.41321),(61 133.19708),(62 132.73755),(63 132.27051),(64 131.24991),(65 130.84563),(66 129.12843),(67 129.66377),(68 130.61705),(69 129.91655),(70 129.3446),(71 128.38297),(72 127.98069),(73 127.55403),(74 127.798584),(75 128.31961),(76 129.05815),(77 128.8597),(78 128.34732),(79 127.84883),
(1 58.98065),(2 74.945435),(3 84.139885),(4 90.559074),(5 95.39177),(6 100.212296),(7 103.28135),(8 107.27736),(9 111.05368),(10 111.65701),(11 113.511),(12 114.57691),(13 115.82428),(14 116.10887),(15 115.2675),(16 116.235565),(17 115.388145),(18 115.675606),(19 115.79277),(20 115.88772),(21 115.36786),(22 114.2139),(23 114.01333),(24 113.18862),(25 114.18296),(26 114.141975),(27 113.78793),(28 114.95549),(29 115.80106),(30 118.114685),(31 119.57407),(32 121.80679),(33 124.294464),(34 125.24897),(35 126.03349),(36 125.99796),(37 126.46206),(38 127.32861),(39 128.09117),(40 128.82271),(41 128.92839),(42 129.45763),(43 129.22394),(44 128.74335),(45 128.23047),(46 128.34206),(47 127.40792),(48 126.85119),(49 126.48942),(50 126.45508),(51 125.724525),(52 125.36288),(53 126.26228),(54 125.59262),(55 125.759926),(56 125.2722),(57 126.01549),(58 126.46167),(59 126.06406),(60 125.489525),(61 125.61597),(62 125.39607),(63 125.845604),(64 124.475),(65 124.37376),(66 123.43487),(67 123.55582),(68 124.404526),(69 124.06536),(70 124.193504),(71 121.95958),(72 121.75563),(73 121.94029),(74 121.25481),(75 121.65441),(76 122.49348),(77 123.1256),(78 122.82297),(79 122.54401),
(1 58.32244),(2 73.68647),(3 83.431046),(4 89.33912),(5 93.672005),(6 98.97512),(7 101.94035),(8 106.531425),(9 110.340416),(10 111.39102),(11 111.60315),(12 112.42964),(13 114.66384),(14 116.05217),(15 115.753365),(16 115.93621),(17 116.98284),(18 117.42274),(19 118.23778),(20 119.46699),(21 119.192825),(22 119.020226),(23 118.97819),(24 119.915535),(25 120.089806),(26 120.38544),(27 120.22837),(28 122.22359),(29 122.58719),(30 123.20619),(31 124.6201),(32 127.36532),(33 128.96706),(34 129.9166),(35 130.00789),(36 131.43927),(37 133.19276),(38 133.74786),(39 134.24979),(40 134.49695),(41 133.92636),(42 133.5523),(43 132.55151),(44 133.43626),(45 133.13544),(46 133.78714),(47 133.2766),(48 133.59964),(49 134.35843),(50 133.23267),(51 133.11299),(52 133.13452),(53 132.69827),(54 131.06741),(55 130.87682),(56 131.91891),(57 131.20135),(58 130.91522),(59 131.46407),(60 131.82762),(61 130.99873),(62 130.68898),(63 130.18893),(64 129.60367),(65 128.94395),(66 128.33974),(67 128.89075),(68 129.07193),(69 129.44458),(70 130.04715),(71 129.02084),(72 127.56985),(73 127.59095),(74 127.04065),(75 127.42216),(76 128.3218),(77 127.06698),(78 126.361465),(79 126.03594),
(1 58.187458),(2 73.48115),(3 83.1081),(4 87.487206),(5 91.94099),(6 96.697395),(7 100.216606),(8 103.72879),(9 107.92552),(10 109.71982),(11 111.03446),(12 113.53978),(13 114.727974),(14 116.218025),(15 115.939445),(16 116.286644),(17 117.37446),(18 116.83299),(19 117.42975),(20 118.32822),(21 119.21687),(22 119.54867),(23 119.57647),(24 117.47185),(25 118.848175),(26 119.76676),(27 119.546104),(28 120.91052),(29 122.09318),(30 123.09801),(31 122.815025),(32 124.42197),(33 126.636024),(34 127.78826),(35 128.73349),(36 130.24516),(37 131.8957),(38 132.94029),(39 134.02435),(40 136.03613),(41 136.26086),(42 137.20996),(43 137.03381),(44 136.13728),(45 135.11179),(46 135.22308),(47 134.02045),(48 133.86134),(49 133.00099),(50 131.49748),(51 131.86435),(52 131.39513),(53 130.68454),(54 129.89217),(55 129.84454),(56 129.58278),(57 129.27858),(58 127.69366),(59 128.69817),(60 128.35542),(61 128.39622),(62 128.11241),(63 128.24886),(64 128.39113),(65 127.56894),(66 127.83489),(67 128.26105),(68 128.9432),(69 129.11646),(70 129.15169),(71 128.05786),(72 128.09418),(73 128.06682),(74 129.24713),(75 128.65407),(76 129.08383),(77 129.4712),(78 128.97127),(79 128.74887),
(1 56.455276),(2 72.002),(3 80.766426),(4 85.45505),(5 89.62998),(6 94.49774),(7 97.74024),(8 100.385956),(9 104.01954),(10 105.17743),(11 105.98275),(12 108.14982),(13 110.63374),(14 111.52896),(15 110.45294),(16 112.119255),(17 112.653175),(18 113.037346),(19 112.58466),(20 113.22235),(21 112.81571),(22 112.670715),(23 112.59267),(24 112.88769),(25 112.21938),(26 112.95772),(27 112.51177),(28 113.46522),(29 113.46363),(30 113.378876),(31 114.09848),(32 116.746605),(33 117.97328),(34 119.041985),(35 119.0224),(36 120.62761),(37 122.02801),(38 122.71866),(39 123.62409),(40 123.70577),(41 124.45519),(42 125.075935),(43 124.583694),(44 123.9181),(45 122.652336),(46 123.4214),(47 122.815285),(48 124.61961),(49 124.18854),(50 122.39674),(51 122.62432),(52 122.875786),(53 122.859055),(54 121.22379),(55 121.81809),(56 121.44255),(57 120.670654),(58 120.74379),(59 121.11133),(60 121.42946),(61 121.489586),(62 121.7214),(63 122.23618),(64 121.8073),(65 121.63254),(66 119.82733),(67 121.01304),(68 121.12364),(69 120.95301),(70 120.76856),(71 120.02048),(72 120.36975),(73 120.71441),(74 121.18001),(75 120.71175),(76 120.397606),(77 119.88748),(78 119.91237),(79 119.77432),
