1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 20230.293),(2 46118.01),(3 65527.508),(4 77462.65),(5 85660.01),(6 92893.414),(7 100587.266),(8 108297.766),(9 114804.67),(10 119343.51),(11 122899.14),(12 125931.234),(13 127805.6),(14 129801.34),(15 130575.95),(16 132151.67),(17 130672.74),(18 130632.305),(19 130323.81),(20 129161.22),(21 128679.97),(22 128112.23),(23 126997.945),(24 126650.62),(25 126776.69),(26 127671.93),(27 129208.41),(28 130616.414),(29 131694.73),(30 133270.64),(31 134125.69),(32 134956.33),(33 134893.39),(34 134908.56),(35 136990.13),(36 139426.6),(37 140176.5),(38 138994.86),(39 138839.95),(40 139674.19),(41 141728.63),(42 141206.63),(43 141011.02),(44 141491.06),(45 141615.77),(46 141326),(47 141142.02),(48 143533.02),(49 145492.6),(50 145649.4),(51 144772.36),(52 144751.8),(53 145796.67),(54 146967.69),(55 147520.9),(56 147326.19),(57 147642.1),(58 149434.84),(59 151406.42),(60 148569.7),(61 148550.48),(62 150473.05),(63 150665.7),(64 149959.66),(65 149252.27),(66 148182.73),(67 147959.61),(68 148873.27),(69 151216.89),(70 152298.19),(71 152419.72),(72 152416.39),(73 152062.69),(74 150911.58),(75 148421.89),(76 145959.03),(77 144430.11),(78 143830.25),(79 144371.58),
(1 19731.658),(2 45395.984),(3 64133.13),(4 75654.97),(5 83464.97),(6 91480.52),(7 99916.66),(8 107496.94),(9 112143.68),(10 115001.42),(11 117538.82),(12 120295.34),(13 122527.72),(14 124823.48),(15 125748.75),(16 126868.91),(17 129260.67),(18 130819.97),(19 128770.15),(20 126312.14),(21 125384.83),(22 123366.125),(23 121920.9),(24 121232.73),(25 120290.06),(26 120849.77),(27 122436.3),(28 124867.61),(29 127516.28),(30 129366.375),(31 130227.92),(32 129082.77),(33 128643.49),(34 128617.086),(35 129553.22),(36 130303.9),(37 130690.03),(38 129638.35),(39 130050.16),(40 133032.83),(41 135459.3),(42 135368.55),(43 135731.61),(44 135955.4),(45 135908.25),(46 136903),(47 137623.56),(48 138977.03),(49 138499),(50 139424.8),(51 140856.03),(52 143033.84),(53 145321.61),(54 146632.5),(55 145899.13),(56 145027.6),(57 145793.97),(58 146719.45),(59 147962.92),(60 147462.75),(61 148336.03),(62 149133.16),(63 148055.23),(64 147513.55),(65 146863.03),(66 145722.14),(67 146064.63),(68 148087.95),(69 148253.89),(70 145952.75),(71 143921.13),(72 143616.31),(73 143456.5),(74 141776.81),(75 139297.39),(76 137841.75),(77 136556.27),(78 134417.69),(79 133608.66),
(1 18622.19),(2 42826.832),(3 61851.38),(4 73505.59),(5 80885.24),(6 87808.86),(7 94784.25),(8 101002.79),(9 105310.25),(10 108232.984),(11 109637.65),(12 111311.664),(13 112609.72),(14 113664.2),(15 112565.12),(16 112524.71),(17 112931.02),(18 114304.92),(19 114804.336),(20 114105.46),(21 113604),(22 113463.61),(23 114839.86),(24 116502.055),(25 118026.49),(26 119419.88),(27 120627.23),(28 121787.625),(29 123972.39),(30 126095.734),(31 126672.77),(32 125992.06),(33 125095.44),(34 124151.22),(35 123537.516),(36 121994),(37 120835.39),(38 121401.8),(39 122845.12),(40 124469.875),(41 125558.05),(42 127536.22),(43 130048.2),(44 132770.31),(45 134145.1),(46 135143.05),(47 136730.45),(48 137576.17),(49 138595.45),(50 138464.7),(51 139438.44),(52 142091.66),(53 145230.17),(54 146466.39),(55 147928.47),(56 150498.16),(57 151849.16),(58 151912.61),(59 150876.39),(60 152386.55),(61 152017.6),(62 151177.08),(63 150474.52),(64 149564.38),(65 148328.6),(66 147031.52),(67 145397.63),(68 142655),(69 139066.31),(70 137401.69),(71 137818.34),(72 138650.75),(73 139118.89),(74 138383.3),(75 136926.8),(76 135512.7),(77 133823.48),(78 132867.16),(79 134222.84),
(1 19756.133),(2 44053.082),(3 61636.047),(4 71996.75),(5 78909.16),(6 84803.35),(7 90271.05),(8 96304.78),(9 100987.29),(10 104696.01),(11 107575.05),(12 109954),(13 112069.87),(14 114379.28),(15 114424.8),(16 114274.8),(17 114471.734),(18 115447.13),(19 115513.8),(20 114105.12),(21 112478.25),(22 111647.88),(23 112109.484),(24 114421.914),(25 116977.84),(26 118366.76),(27 119367.07),(28 119819),(29 120610.12),(30 121367.055),(31 121040.85),(32 121227.8),(33 120825.41),(34 120696.34),(35 121196.39),(36 119521.805),(37 117406.71),(38 115987.836),(39 116682.16),(40 116750.11),(41 116004.34),(42 116709.13),(43 119669),(44 123085.53),(45 126001.88),(46 128720.2),(47 132022.42),(48 132251.61),(49 132587.03),(50 133636.77),(51 133846.19),(52 134722.33),(53 135721.53),(54 136814.9),(55 138891.81),(56 139706.38),(57 139567.97),(58 141438.48),(59 143554.48),(60 140698.6),(61 138953.03),(62 137708.17),(63 137948.72),(64 137183.7),(65 136100.67),(66 134911.58),(67 133179.78),(68 131613.02),(69 130718.664),(70 129967.06),(71 129779.22),(72 129715.91),(73 129073.63),(74 127885.234),(75 126564.22),(76 125803.32),(77 125681.055),(78 125011.266),(79 125314.39),
(1 19944.361),(2 44503.62),(3 62803.688),(4 72980.38),(5 78844.695),(6 85023.97),(7 90873.94),(8 96065.8),(9 99082.516),(10 101662.09),(11 104148.58),(12 107322.15),(13 108271.12),(14 109312.88),(15 108610.06),(16 107926.266),(17 108103.516),(18 108360.32),(19 107818.82),(20 106914.72),(21 106214.83),(22 106019.664),(23 107106.875),(24 108131.08),(25 108500.57),(26 109059.305),(27 110483.375),(28 112660.77),(29 114672.64),(30 116570.07),(31 116800.59),(32 116824.86),(33 117215.66),(34 116951.984),(35 114756.39),(36 111852.78),(37 110221.49),(38 110231.98),(39 111267.586),(40 111354.625),(41 112788.95),(42 114553.945),(43 116639.04),(44 117525.234),(45 118550.98),(46 120139.125),(47 121692.875),(48 122371.36),(49 123557.695),(50 124806.14),(51 125878.86),(52 126753.49),(53 127685.74),(54 128340.48),(55 127953.93),(56 129672.41),(57 131141.1),(58 132752.22),(59 133025.45),(60 133370.13),(61 134170.72),(62 134643.22),(63 134801.31),(64 134421.1),(65 134517.16),(66 134579.36),(67 133748.92),(68 133823.28),(69 133532.45),(70 132501.16),(71 132440.67),(72 131771.27),(73 129398.05),(74 127163.32),(75 125604.76),(76 125009.98),(77 125428.87),(78 124393.31),(79 123099.984),
(1 18529.615),(2 42721.848),(3 60701.707),(4 70760.74),(5 77382.734),(6 83019.54),(7 87169.67),(8 90462.25),(9 92062.02),(10 94141.05),(11 97719.305),(12 101234.49),(13 103661.625),(14 105049.31),(15 104389.16),(16 103920.94),(17 104818.69),(18 104768.06),(19 104437.42),(20 104422.92),(21 103619.54),(22 103630.48),(23 105409.3),(24 105988.17),(25 106715.25),(26 107641.93),(27 108840.766),(28 109496.63),(29 109475.86),(30 109316.2),(31 109551.45),(32 109787.35),(33 110501.85),(34 110983.65),(35 110875.62),(36 110820.75),(37 110860.51),(38 111006.08),(39 111631.26),(40 113193.414),(41 114201.56),(42 115282.82),(43 116712.92),(44 119205.47),(45 120440.88),(46 120592.38),(47 120668.1),(48 120505.32),(49 120664.88),(50 122210.734),(51 122723.22),(52 124461.68),(53 126553.26),(54 126837.98),(55 125741.42),(56 125869.766),(57 126577.31),(58 126831.8),(59 126193.24),(60 126633.4),(61 127317.82),(62 128139.57),(63 127398.05),(64 126884.8),(65 126410.21),(66 125655.92),(67 125820.21),(68 126581.21),(69 127316.42),(70 127613.54),(71 126825.29),(72 126534.05),(73 126265.24),(74 125413.17),(75 124916.76),(76 124149.445),(77 122986.6),(78 120764.516),(79 118598.13),
(1 19205.734),(2 42766.71),(3 59485.73),(4 69489.78),(5 76525.555),(6 81768.1),(7 85186.266),(8 87715.266),(9 89035.67),(10 90691.914),(11 93675.43),(12 97068.98),(13 99845.555),(14 100591.99),(15 100855.984),(16 100675.02),(17 102057.766),(18 102318.88),(19 101844.14),(20 101611.234),(21 102397.57),(22 103334.38),(23 103768.84),(24 105655.92),(25 106974.59),(26 108385.99),(27 109563.27),(28 110808.266),(29 111844.74),(30 112288.84),(31 111589.12),(32 110739.54),(33 111477.1),(34 112532.04),(35 112506.25),(36 111787.42),(37 111935.01),(38 113001.56),(39 113578.97),(40 112905.09),(41 113006.945),(42 114438.28),(43 114472.234),(44 114679.8),(45 115213.15),(46 116248.414),(47 116348.42),(48 115100.12),(49 115100.31),(50 116259.41),(51 116222.32),(52 117549.66),(53 118976.266),(54 120084.266),(55 120997.35),(56 122664.25),(57 124359.914),(58 125616.02),(59 125820.055),(60 126151.305),(61 126706.266),(62 126833.06),(63 125655.24),(64 124398.82),(65 122597.734),(66 121140.09),(67 121244.7),(68 122516.56),(69 124226.3),(70 126565.33),(71 126353.61),(72 125707.18),(73 125171.81),(74 125827.65),(75 126190.83),(76 125591.04),(77 125638.734),(78 124756.47),(79 124564.46),
(1 18943.715),(2 42515.82),(3 59372.965),(4 68692.08),(5 73978.45),(6 78628.414),(7 81368.48),(8 83505.484),(9 85411.38),(10 87295.15),(11 89623.13),(12 92786.49),(13 95663.586),(14 96936.43),(15 97261.13),(16 97257.96),(17 97033.61),(18 96229.93),(19 95664.85),(20 95341.195),(21 95775.63),(22 97476.055),(23 99430.14),(24 101344.39),(25 101542.21),(26 102862.68),(27 104433.13),(28 105548.984),(29 106782.445),(30 107468.57),(31 108511.4),(32 109900.29),(33 110788.836),(34 111204.836),(35 110936.84),(36 109554.195),(37 108710.945),(38 108533.375),(39 108980.24),(40 109477.805),(41 109360.13),(42 110180.87),(43 111672.59),(44 112660.78),(45 113086.15),(46 113888.05),(47 113785.99),(48 114131.14),(49 114343.84),(50 114892.21),(51 115638.73),(52 117464.805),(53 118121.54),(54 118753.76),(55 119483.36),(56 121031.45),(57 122051.5),(58 122707.13),(59 123340.164),(60 124709.63),(61 125195.875),(62 125064.55),(63 123202.34),(64 121998.72),(65 122123.48),(66 121557.27),(67 121034.16),(68 121213.85),(69 122274.02),(70 121236.484),(71 119725.47),(72 118540.67),(73 117863.3),(74 117752.32),(75 117498.58),(76 117936.09),(77 117255.41),(78 115094.05),(79 115400.8),
(1 18199.822),(2 40991.83),(3 57862.566),(4 67290.72),(5 71963.805),(6 76422.445),(7 79877.33),(8 82772.02),(9 84027.27),(10 85127.34),(11 86717.86),(12 89523.234),(13 92352.26),(14 92773.02),(15 91847.99),(16 91852.06),(17 92203.91),(18 92089.85),(19 92321.37),(20 92632.8),(21 93632.25),(22 95368.37),(23 96354.94),(24 96541.13),(25 95919.11),(26 95234.74),(27 95119.875),(28 95265.62),(29 94532.83),(30 94225.72),(31 95328.6),(32 98832.83),(33 100435.805),(34 99763.125),(35 99197.02),(36 99542.6),(37 99617.31),(38 99256.66),(39 98480.164),(40 97825.195),(41 97898.56),(42 98287.555),(43 98571.15),(44 98832.54),(45 99095.65),(46 100068.77),(47 101886.18),(48 103814.516),(49 106150.71),(50 108656.22),(51 110823.6),(52 112909.84),(53 114115.445),(54 116059.88),(55 118733.92),(56 121207.38),(57 121541.805),(58 121699.2),(59 121502.266),(60 123724.4),(61 123868.3),(62 124404.87),(63 124481.195),(64 123553.17),(65 121683.97),(66 119889.01),(67 117859.85),(68 116503.29),(69 116947.82),(70 116602.88),(71 114861.836),(72 113200.6),(73 112624.44),(74 111473.61),(75 111049.6),(76 111332.2),(77 110731.05),(78 110354.37),(79 109376.49),
(1 17974.45),(2 39488.625),(3 55026.94),(4 63672.598),(5 68917),(6 73206.08),(7 76486.57),(8 79237.42),(9 81321.836),(10 84771.62),(11 87845.67),(12 90011.89),(13 91323.91),(14 92245.92),(15 93174.57),(16 94687.12),(17 95205.64),(18 94703.88),(19 94573.87),(20 94345.55),(21 94547.36),(22 94694.164),(23 94282.84),(24 93847.87),(25 93564.63),(26 94043.57),(27 94868.42),(28 95012.914),(29 94099.375),(30 92962.28),(31 92546.77),(32 93839.3),(33 93861.414),(34 94296.4),(35 93829.95),(36 94099.91),(37 94665.336),(38 94667.66),(39 93043.234),(40 92398.54),(41 92349.64),(42 92986.44),(43 94102.414),(44 95219.69),(45 95710.695),(46 95651.75),(47 96005.85),(48 96361.86),(49 97390.78),(50 98836.57),(51 100982.51),(52 103902.6),(53 105998.44),(54 107396.54),(55 109790.25),(56 111634.85),(57 111318.586),(58 111335.43),(59 111770.31),(60 112244.79),(61 111421.04),(62 110557.32),(63 110363.12),(64 108864.76),(65 107243.26),(66 106256.08),(67 105599.89),(68 104940.28),(69 105557.53),(70 106178.16),(71 105484.91),(72 105299.734),(73 105822.77),(74 105685.234),(75 105826.57),(76 105968.67),(77 106000.33),(78 106068.21),(79 106480.51),
(1 18410.246),(2 40546.688),(3 54336.184),(4 61442.625),(5 66723.83),(6 71799.68),(7 74236.8),(8 76591.71),(9 80043.62),(10 84221.45),(11 87496.2),(12 89200.555),(13 89782.63),(14 89158.49),(15 89460.4),(16 91018.65),(17 92110.24),(18 92079.25),(19 93111.13),(20 94471.14),(21 95472.39),(22 95958.09),(23 95734.1),(24 96265.25),(25 98204.68),(26 100778.15),(27 102671.37),(28 102876.766),(29 102098.95),(30 101845.77),(31 101565.27),(32 101268.72),(33 100832.96),(34 100973.45),(35 101267.59),(36 100103.484),(37 99671.57),(38 99223.5),(39 98002.87),(40 98088.016),(41 98418.25),(42 99388.18),(43 101486.62),(44 102798.914),(45 103024.01),(46 101900.305),(47 101233.97),(48 100342.33),(49 100641.98),(50 102869.13),(51 103627.35),(52 105523.58),(53 107614.02),(54 108040.78),(55 108945.05),(56 109546.72),(57 111101.53),(58 112522.64),(59 112468.86),(60 110511.164),(61 109644.125),(62 108432.13),(63 107475.97),(64 106557.17),(65 104997.72),(66 104532.336),(67 105685.16),(68 106503.68),(69 106619.6),(70 107645.945),(71 107096.99),(72 106730.83),(73 107509.05),(74 109010.086),(75 110082.016),(76 110262.96),(77 110661.625),(78 110226.26),(79 108431.82),
(1 16854.764),(2 37005.977),(3 50227.484),(4 57024.62),(5 61771.02),(6 65902.086),(7 69905.164),(8 72532.23),(9 73697.86),(10 75905.84),(11 78655.23),(12 81174.89),(13 82204.66),(14 82638.93),(15 82932.17),(16 84816.836),(17 86371.586),(18 86683.484),(19 87059.195),(20 87464.65),(21 88667.36),(22 89934.67),(23 90183.586),(24 90668.805),(25 92404.875),(26 93859.67),(27 95068.04),(28 95424.016),(29 96011.98),(30 96636.27),(31 97108.26),(32 98207.02),(33 98430.46),(34 98090.06),(35 98480.43),(36 98099.88),(37 98021.38),(38 98055.06),(39 97192.71),(40 97234.87),(41 97192.67),(42 96721.39),(43 97350.88),(44 98347.1),(45 99486.484),(46 99716.6),(47 99169.02),(48 98221.04),(49 99468.93),(50 100798.81),(51 101223.74),(52 102169.51),(53 103203.1),(54 103293.41),(55 103430.53),(56 103697.734),(57 104353.64),(58 104435.01),(59 105674.35),(60 104819.13),(61 104562.47),(62 104242.69),(63 103296.28),(64 102185.15),(65 101608.68),(66 102779.59),(67 104011.72),(68 104520.36),(69 104307.59),(70 105086.305),(71 105824.42),(72 106344.125),(73 107587.875),(74 108430.11),(75 108902.6),(76 108224.55),(77 107393.32),(78 106330.04),(79 105011.766),
(1 17103.19),(2 36490.664),(3 49596.945),(4 57093.45),(5 62660.445),(6 68627.35),(7 72786.98),(8 75038.36),(9 76122.26),(10 78639.89),(11 82122.24),(12 84769.43),(13 85882.336),(14 85704.53),(15 85996.86),(16 87988.99),(17 89810.47),(18 90097.836),(19 90700.66),(20 91129.57),(21 91301.98),(22 90962.4),(23 91061.2),(24 92306.38),(25 94210.945),(26 96217.29),(27 97103.04),(28 97267.43),(29 98240.48),(30 98993.836),(31 98669.07),(32 97696.71),(33 97739.82),(34 97095.64),(35 97794.53),(36 97684.42),(37 97166.15),(38 95712.91),(39 94941.74),(40 94105.83),(41 92599.22),(42 91920.02),(43 92457.02),(44 93185.04),(45 93399.68),(46 93125.3),(47 93069.15),(48 94973.195),(49 97436.85),(50 98588.13),(51 98817.17),(52 100613.46),(53 100940.49),(54 100912.195),(55 101068.766),(56 101208.39),(57 101096.414),(58 100518.08),(59 101650.836),(60 101261.89),(61 100908.96),(62 100474.94),(63 98748.04),(64 97059.09),(65 97603.29),(66 99260.96),(67 100276.24),(68 100515.85),(69 101840.016),(70 103407.28),(71 104082.76),(72 103775.234),(73 103867.24),(74 104395.31),(75 104091.6),(76 104096.42),(77 104572.71),(78 105708.516),(79 106111.266),
(1 16839.893),(2 36637.758),(3 49553.1),(4 56790.844),(5 62894.586),(6 69516.21),(7 73703.52),(8 75381.71),(9 76005.1),(10 77896.64),(11 80495.88),(12 82400.13),(13 83708.4),(14 84546.81),(15 86004.59),(16 86796.86),(17 88622.35),(18 89348.96),(19 89095.945),(20 88124.03),(21 87713.63),(22 88124.59),(23 89566.125),(24 89953.59),(25 90982.33),(26 91792.29),(27 91419.62),(28 92280.76),(29 93369.195),(30 93986.164),(31 93340.055),(32 93867.055),(33 94607.29),(34 95226.68),(35 95671.58),(36 94761.66),(37 93798.74),(38 92016.13),(39 91441.59),(40 91217.66),(41 91053.87),(42 90740.6),(43 90865.695),(44 91522.59),(45 91108.51),(46 90171.6),(47 89682.414),(48 89237.88),(49 89974.23),(50 91467.06),(51 92893.94),(52 95119.42),(53 95465.2),(54 94739.29),(55 94684.555),(56 94299.12),(57 93623.6),(58 93072.484),(59 93784.28),(60 94034.43),(61 94820.6),(62 95098.7),(63 94323.48),(64 94275.2),(65 95150.85),(66 95672.59),(67 95589.99),(68 95563.93),(69 96419.72),(70 98506.2),(71 99120.11),(72 98753.89),(73 97939.81),(74 97870.375),(75 97006.73),(76 95551.26),(77 94698.31),(78 94706.68),(79 95301.46),
(1 16526.428),(2 35891.05),(3 48633.863),(4 56204.617),(5 61699.367),(6 66392.79),(7 69343.5),(8 71041.195),(9 70939.49),(10 70864.66),(11 73037.664),(12 75852.54),(13 78497.21),(14 80463.6),(15 81718.5),(16 83223.51),(17 83859.92),(18 84238.93),(19 83801.35),(20 83775.98),(21 84678.695),(22 85223.48),(23 85603.3),(24 85734.72),(25 86327.33),(26 86108.56),(27 85697.65),(28 85618.41),(29 85142.82),(30 84241.34),(31 83655.086),(32 84935.79),(33 85823.24),(34 86540.88),(35 87412.164),(36 86858.46),(37 85860.35),(38 84814.305),(39 84285.33),(40 84164.4),(41 84330.305),(42 83768.68),(43 83579.92),(44 84269.36),(45 84632.82),(46 84937.49),(47 86529.5),(48 88061.914),(49 87752.35),(50 88494.62),(51 90170.695),(52 91846.195),(53 91148.23),(54 90744.305),(55 91774.89),(56 92238.125),(57 91402.164),(58 90803.79),(59 91273.57),(60 91579.555),(61 92094.695),(62 91708.26),(63 91410.11),(64 91291.69),(65 91721.81),(66 93028.266),(67 93345.875),(68 93792.67),(69 94347.09),(70 95542),(71 95575.21),(72 94626.53),(73 93346.43),(74 93004.375),(75 92306.72),(76 91980.77),(77 92058.945),(78 93061.375),(79 93711.555),
(1 16397.42),(2 35580.395),(3 47565.89),(4 54540.316),(5 60263.813),(6 65146.043),(7 67953.98),(8 69845.64),(9 70495.195),(10 70816.64),(11 72050.57),(12 74034.734),(13 75844.984),(14 77243.12),(15 79372.05),(16 80608.35),(17 81393.28),(18 82457.7),(19 83424.76),(20 84919.195),(21 87024.04),(22 87670.77),(23 88560.67),(24 88658.42),(25 89362.11),(26 90163.73),(27 90354.58),(28 90474.43),(29 89836.83),(30 89407.74),(31 89834.69),(32 89910.72),(33 90201.88),(34 90539.12),(35 90708.15),(36 90875.49),(37 90628.43),(38 90397.23),(39 89581.86),(40 89170.72),(41 88418.87),(42 87277.58),(43 87955.41),(44 89338),(45 90237.03),(46 89982.984),(47 89858.65),(48 90314.984),(49 90583.46),(50 91765.41),(51 92515.13),(52 92775.7),(53 92921.78),(54 93356.46),(55 93562.82),(56 92952.445),(57 92327.53),(58 91938.52),(59 91980.88),(60 93075.266),(61 93787.586),(62 93396.29),(63 92126.28),(64 91949.92),(65 91867.46),(66 91644.89),(67 92022.945),(68 93049.66),(69 93546.14),(70 95337.35),(71 97230.7),(72 96793.85),(73 95630.79),(74 95430.555),(75 95304.21),(76 94575.03),(77 93919.055),(78 94186.305),(79 95035.19),
(1 16210.4375),(2 35273.67),(3 47482.84),(4 53933.223),(5 58847.008),(6 63913.49),(7 67142.22),(8 67690.44),(9 67524.56),(10 68325.234),(11 69844.69),(12 71569.22),(13 72158.805),(14 72607.77),(15 72908.47),(16 73328.125),(17 73507.484),(18 74273.13),(19 75255.82),(20 76710.766),(21 78027.77),(22 79067.16),(23 79757.43),(24 80475.31),(25 81305.99),(26 81949.305),(27 82195.82),(28 82316),(29 82457.3),(30 82564.99),(31 82776.2),(32 82353.19),(33 81985.56),(34 82306.84),(35 82801.39),(36 83454.9),(37 84058.97),(38 84399.18),(39 83350.29),(40 82311.19),(41 81243.836),(42 81255.3),(43 81591.95),(44 81389.38),(45 81119.03),(46 81522.37),(47 81684.58),(48 81488.836),(49 81640.8),(50 81922.94),(51 82486.586),(52 82839.19),(53 82902.35),(54 83592.05),(55 83966.03),(56 84383.77),(57 84436.92),(58 84422.734),(59 85068.39),(60 85956.5),(61 86307.58),(62 85878.01),(63 84957.234),(64 85464.62),(65 86630.766),(66 87385.63),(67 88433.38),(68 89162.39),(69 88792.94),(70 89582.46),(71 90856.3),(72 90177.45),(73 88619.125),(74 87843.9),(75 87698.48),(76 87786.66),(77 87166.164),(78 86936.19),(79 87027.89),
(1 16309.473),(2 35186.23),(3 46460.977),(4 52379.45),(5 57048.574),(6 62816.383),(7 66657.09),(8 68027.39),(9 67684.125),(10 67961.27),(11 69675.555),(12 70296.73),(13 70210.94),(14 69681.625),(15 70546.89),(16 71911.09),(17 73142.664),(18 74229.055),(19 74445.92),(20 75469.39),(21 76499.26),(22 76946.03),(23 76857.39),(24 76784.01),(25 76750.98),(26 76711.63),(27 76643.79),(28 75950.266),(29 75729.55),(30 75877.16),(31 75920.04),(32 74300.24),(33 74171.016),(34 75862.32),(35 77557.4),(36 78917.39),(37 79701.195),(38 79156.85),(39 77712.56),(40 77548.805),(41 76659.53),(42 75314.18),(43 75057.695),(44 74842.87),(45 74850.48),(46 76046.21),(47 77456.984),(48 77421.4),(49 78389.76),(50 80499.336),(51 80445.58),(52 79849.51),(53 79955.45),(54 80890.516),(55 81213.45),(56 81787.54),(57 81812.4),(58 81288.79),(59 81817.914),(60 80499.055),(61 79272.2),(62 78584.29),(63 79127.11),(64 79753.93),(65 80755.43),(66 81776.43),(67 82511.76),(68 83107.03),(69 83846.9),(70 84866.52),(71 84870.336),(72 83965.09),(73 83430.23),(74 83454.29),(75 83887.75),(76 84149.17),(77 83895.15),(78 83400.695),(79 83765.805),
(1 15613.122),(2 32872.797),(3 44348.77),(4 51487.617),(5 57550.87),(6 62718.547),(7 65966.49),(8 67153.66),(9 67994.72),(10 68901.22),(11 70295.1),(12 71418.28),(13 72182.51),(14 72617.836),(15 73987.26),(16 75478.7),(17 76703.27),(18 76875.52),(19 76849.15),(20 77850.195),(21 78247.58),(22 78329.24),(23 77975.41),(24 77376.83),(25 76477.33),(26 75584.6),(27 75358.65),(28 75083.234),(29 75089.8),(30 75636.766),(31 75818.734),(32 75329.41),(33 75112.414),(34 76028.66),(35 76165.13),(36 76879.67),(37 77206.56),(38 76541.67),(39 76750.61),(40 77153.95),(41 77630.875),(42 77145.38),(43 76432.07),(44 77141.266),(45 78054.37),(46 79248),(47 79945.016),(48 80212.56),(49 80421.055),(50 80813.1),(51 80575.77),(52 80102.91),(53 80287.14),(54 81045.43),(55 80600.05),(56 81641.03),(57 82731.625),(58 84413.195),(59 84237.68),(60 83995.49),(61 83760.195),(62 83712.74),(63 83524.63),(64 82946.68),(65 83301.58),(66 83978.73),(67 84301.92),(68 84185.65),(69 84201.56),(70 83828.79),(71 83444.36),(72 83264.13),(73 83488.65),(74 83266.34),(75 82965.95),(76 82589.91),(77 81962.445),(78 82118.945),(79 82965.055),
