1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 30355.432),(2 91363.17),(3 180741.92),(4 287099.03),(5 417948.2),(6 567426.25),(7 740981.56),(8 930464.25),(9 1132249.1),(10 1355953.5),(11 1591361.6),(12 1842953.6),(13 2108938),(14 2377495.3),(15 2653597.8),(16 2928687.8),(17 3201743.3),(18 3472067.3),(19 3732618.5),(20 3978628.8),(21 4211534.5),(22 4430790.5),(23 4632074),(24 4814115),(25 4986848.5),(26 5128952.5),(27 5261184.5),(28 5374087),(29 5463891),(30 5538691.5),(31 5591114.5),(32 5624413),(33 5636094.5),(34 5622573),(35 5594300.5),(36 5539299),(37 5450152),(38 5368568.5),(39 5280261),(40 5180658.5),(41 5083072),(42 4977117.5),(43 4873110),(44 4762977.5),(45 4656962),(46 4551191.5),(47 4450179),(48 4353340.5),(49 4270843),(50 4192936.3),(51 4130136.3),(52 4076805.3),(53 4036307.8),(54 4010043.8),(55 4004589.3),(56 4012633.5),(57 4029267.3),(58 4058395.8),(59 4093778),(60 4139607.8),(61 4198290.5),(62 4260741),(63 4334710),(64 4412014),(65 4494740),(66 4577273.5),(67 4666921.5),(68 4765722.5),(69 4869624.5),(70 4968203),(71 5060008.5),(72 5141736),(73 5219091),(74 5290516),(75 5355471.5),(76 5412192.5),(77 5460430.5),(78 5494981.5),(79 5510607.5),
(1 25896.963),(2 78046.44),(3 153714.48),(4 246199.06),(5 361309.4),(6 493090.6),(7 644973.56),(8 807865.3),(9 981518.7),(10 1164983.9),(11 1355776.4),(12 1551482.1),(13 1757675.9),(14 1957974),(15 2157088.3),(16 2353174.8),(17 2544395.8),(18 2732110.5),(19 2911515),(20 3078286.8),(21 3234453),(22 3369805.3),(23 3486012),(24 3587663.8),(25 3677790),(26 3741883),(27 3792578.8),(28 3825399.3),(29 3840339.3),(30 3848152),(31 3845862),(32 3826803.3),(33 3801023.3),(34 3766755),(35 3723618),(36 3680861.3),(37 3656333),(38 3622122),(39 3591463.3),(40 3559989.8),(41 3532690.3),(42 3512821),(43 3506921.8),(44 3500270.8),(45 3502360.8),(46 3517868.8),(47 3538198),(48 3569606.8),(49 3609800),(50 3655310.3),(51 3711212.3),(52 3776198.3),(53 3850313.3),(54 3933362.8),(55 4033631.3),(56 4135072),(57 4237276.5),(58 4339221),(59 4440437.5),(60 4535331),(61 4631019),(62 4722467),(63 4804667.5),(64 4880332.5),(65 4958308.5),(66 5026184.5),(67 5093212),(68 5154770),(69 5214202.5),(70 5268287.5),(71 5319129.5),(72 5361498),(73 5399347.5),(74 5431177.5),(75 5468312),(76 5492012.5),(77 5502692.5),(78 5503324),(79 5495142),
(1 24008.463),(2 74426.55),(3 147821.97),(4 238048.48),(5 347568.8),(6 473147.6),(7 616193.8),(8 771574.56),(9 937459.5),(10 1113816),(11 1294412.8),(12 1475544),(13 1656711.9),(14 1837455.4),(15 2006012.1),(16 2166822.5),(17 2318846.3),(18 2453552.5),(19 2578982.3),(20 2684420.3),(21 2775743.3),(22 2848315.5),(23 2907389.8),(24 2953659),(25 2993541.8),(26 3019733.8),(27 3045373.8),(28 3062072.8),(29 3077452.8),(30 3087717.5),(31 3100081.3),(32 3106025.5),(33 3116192),(34 3123870.5),(35 3135647.3),(36 3153857.3),(37 3169335),(38 3200152.8),(39 3235920),(40 3279801),(41 3329913),(42 3388427),(43 3453945),(44 3521608),(45 3591830.5),(46 3665519.3),(47 3738077.5),(48 3809371.5),(49 3882565),(50 3951915.8),(51 4017941.5),(52 4081645.8),(53 4145869.8),(54 4208532),(55 4270856.5),(56 4327108.5),(57 4379611),(58 4425650.5),(59 4470220),(60 4509693),(61 4542366.5),(62 4566753.5),(63 4583393.5),(64 4599259),(65 4609531.5),(66 4606655.5),(67 4598626.5),(68 4582486),(69 4565011),(70 4543138),(71 4518003),(72 4490100.5),(73 4461102.5),(74 4436297.5),(75 4412862),(76 4392315.5),(77 4376164),(78 4357151),(79 4340306),
(1 21383.18),(2 65947.29),(3 130474.59),(4 212645.08),(5 312785.3),(6 427231.44),(7 556630.8),(8 698571.7),(9 846805.6),(10 1004314.4),(11 1164209.9),(12 1326392.6),(13 1488566.4),(14 1650601.6),(15 1805768),(16 1954413.6),(17 2095394.1),(18 2224086.3),(19 2344118),(20 2451880.3),(21 2546737.5),(22 2628358.5),(23 2697417.3),(24 2756910),(25 2805047.8),(26 2835835.3),(27 2858714.5),(28 2871992.3),(29 2875557.5),(30 2869016.3),(31 2857011.3),(32 2837849.5),(33 2814303.3),(34 2786496.8),(35 2757470.5),(36 2731722.3),(37 2720637.8),(38 2708262),(39 2696491),(40 2692946),(41 2691580.3),(42 2697555),(43 2712188.8),(44 2733380.8),(45 2758715),(46 2788061),(47 2825201.5),(48 2864320.8),(49 2914705),(50 2962887),(51 3008100.5),(52 3052317.8),(53 3100552.3),(54 3144882.5),(55 3195884.5),(56 3243835),(57 3290565),(58 3330245),(59 3367110.5),(60 3402764.5),(61 3436841.5),(62 3470252.5),(63 3504968),(64 3543792.3),(65 3580913.3),(66 3610332.8),(67 3638145.3),(68 3663960.3),(69 3690055),(70 3711363.3),(71 3734296.8),(72 3756973.8),(73 3786777.5),(74 3807291.5),(75 3831352),(76 3859198.8),(77 3887650),(78 3915076.3),(79 3952469),
(1 22756.143),(2 73768.54),(3 150489.27),(4 247836.39),(5 367514.47),(6 506185.78),(7 660379.25),(8 824889.94),(9 996358.9),(10 1175039.1),(11 1354355.5),(12 1531340.5),(13 1704649.1),(14 1867992.9),(15 2025295.4),(16 2170378.3),(17 2307656.8),(18 2426288),(19 2534643),(20 2623260.8),(21 2692410.8),(22 2747762),(23 2788644.8),(24 2811564.8),(25 2823574),(26 2815078),(27 2793893.3),(28 2762601.8),(29 2720915.5),(30 2670609),(31 2617783),(32 2563470.5),(33 2513498.8),(34 2463085.5),(35 2425471.5),(36 2391361),(37 2388640),(38 2382168.5),(39 2383191),(40 2396207.8),(41 2419623),(42 2452001.8),(43 2494126.3),(44 2543110),(45 2599228.8),(46 2653940.5),(47 2710913.8),(48 2769720.3),(49 2828429.3),(50 2883468.5),(51 2940221.8),(52 2986810.8),(53 3029585.5),(54 3064823.8),(55 3101715),(56 3122928.5),(57 3139632.5),(58 3141297.8),(59 3135106.8),(60 3122256),(61 3103924.3),(62 3078299.8),(63 3049085.3),(64 3023338.8),(65 2999277),(66 2969827),(67 2949101),(68 2930487.5),(69 2916673.8),(70 2914220.8),(71 2916320.3),(72 2920760),(73 2938696),(74 2955281.3),(75 2978324.8),(76 3004037),(77 3029349.8),(78 3053940.5),(79 3083688.5),
(1 20989.615),(2 67850.37),(3 139665.8),(4 228628.94),(5 337491.44),(6 461393.38),(7 598328.4),(8 742992.1),(9 894507.2),(10 1050181.6),(11 1202534.9),(12 1357520.4),(13 1511062.1),(14 1658844.8),(15 1806434.4),(16 1946766.5),(17 2073000.3),(18 2189765),(19 2296217),(20 2385905.3),(21 2457248),(22 2514573),(23 2550747.3),(24 2579552),(25 2594271.5),(26 2593665),(27 2583800),(28 2563830.3),(29 2540222.8),(30 2510350.5),(31 2478253),(32 2450702.8),(33 2427826.8),(34 2408015),(35 2396425),(36 2394288),(37 2394600),(38 2407369.5),(39 2430036.3),(40 2454450.8),(41 2482680.8),(42 2520572.3),(43 2563400.8),(44 2612217.5),(45 2665472.5),(46 2714455),(47 2766160.5),(48 2818100.3),(49 2864233),(50 2908132),(51 2946949.8),(52 2977103),(53 3001402.8),(54 3019204.8),(55 3029399.8),(56 3035446.5),(57 3037344.3),(58 3033888.5),(59 3031220.3),(60 3024747.3),(61 3021943),(62 3024087),(63 3029661.5),(64 3044028.3),(65 3063330.3),(66 3084113.5),(67 3111575.3),(68 3139619),(69 3178249.3),(70 3219006.3),(71 3267947.8),(72 3323546.8),(73 3388802.3),(74 3455000.5),(75 3523755),(76 3597047),(77 3663059.5),(78 3726835.3),(79 3788908.5),
(1 19661.377),(2 62524.902),(3 125959.65),(4 204482.19),(5 297915.47),(6 402770.3),(7 517670.88),(8 636332.94),(9 758455.3),(10 881359.5),(11 1000733.56),(12 1117114.5),(13 1231509.4),(14 1340995.4),(15 1444750.4),(16 1541409.4),(17 1629355.6),(18 1705281),(19 1775527.9),(20 1837784.9),(21 1889274.9),(22 1932697.6),(23 1972618.1),(24 2000334.8),(25 2023043.3),(26 2048165.1),(27 2070463.5),(28 2091822.8),(29 2116780.3),(30 2139093.3),(31 2168902.5),(32 2197695.5),(33 2229033.8),(34 2264822.3),(35 2304082),(36 2347953),(37 2386604.3),(38 2431529.3),(39 2477577.3),(40 2519686.8),(41 2557378),(42 2592354.3),(43 2626795.3),(44 2652639.3),(45 2672026),(46 2692208),(47 2702735.3),(48 2704731),(49 2705685.8),(50 2699718.5),(51 2687224.8),(52 2672752.3),(53 2657598.5),(54 2639042),(55 2625044.8),(56 2607280.5),(57 2587969.8),(58 2573115),(59 2559408.5),(60 2544785.3),(61 2532967.8),(62 2517974.8),(63 2505620.8),(64 2493480.3),(65 2481299),(66 2466682.8),(67 2456259.3),(68 2444873),(69 2436136.3),(70 2430045),(71 2430157.3),(72 2432747),(73 2444273.5),(74 2454632.8),(75 2469354),(76 2489311),(77 2505454.5),(78 2532545),(79 2555697.5),
(1 19816.65),(2 66752.13),(3 140407.22),(4 234403.84),(5 349348.25),(6 481314.5),(7 627326.3),(8 781691.8),(9 942803.5),(10 1104454),(11 1263768),(12 1415623.8),(13 1562985),(14 1696350.1),(15 1819578.3),(16 1935289.3),(17 2037302.3),(18 2123239),(19 2196854.8),(20 2255660),(21 2299455.5),(22 2327013.5),(23 2343349.8),(24 2348211),(25 2344893.3),(26 2334126.3),(27 2322219.8),(28 2305026.5),(29 2285083.3),(30 2264541.3),(31 2248341),(32 2230732.5),(33 2216674),(34 2205872.8),(35 2199683),(36 2197120),(37 2191420),(38 2193732.8),(39 2198778.5),(40 2203715),(41 2205301.5),(42 2207229.5),(43 2211413),(44 2213483.3),(45 2213684.3),(46 2210958),(47 2206453.8),(48 2199193.3),(49 2191500.5),(50 2182708),(51 2170522.5),(52 2157751.8),(53 2143161.5),(54 2127262.3),(55 2112101),(56 2097490.3),(57 2082757.9),(58 2073602.9),(59 2070196.4),(60 2065114.4),(61 2063363.1),(62 2062986),(63 2062620.1),(64 2059433.5),(65 2060687.3),(66 2061119.5),(67 2067886.5),(68 2080177.3),(69 2097869.5),(70 2120154.8),(71 2150009.8),(72 2174701.5),(73 2209417.3),(74 2243642),(75 2280268.5),(76 2322514),(77 2360212),(78 2401340),(79 2439582.5),
(1 20953.348),(2 71688.39),(3 149132.25),(4 244219.81),(5 357795.2),(6 484629.75),(7 621972.75),(8 765781.5),(9 915332),(10 1064081.3),(11 1208737.5),(12 1349226.6),(13 1482741.5),(14 1605205.5),(15 1717152.4),(16 1813516.9),(17 1897823.1),(18 1967954.8),(19 2024160.8),(20 2067980.3),(21 2101810.5),(22 2127053.8),(23 2145093.3),(24 2153306.3),(25 2154545.5),(26 2146887),(27 2136057.5),(28 2121330.8),(29 2105992.5),(30 2087929.5),(31 2072208.9),(32 2057123.9),(33 2042836.8),(34 2032413.9),(35 2022141.6),(36 2012835.8),(37 2016694.8),(38 2013580.5),(39 2009646.1),(40 2003956.3),(41 1998393.1),(42 1992782),(43 1990497.9),(44 1991334.1),(45 1992094.9),(46 1988782.6),(47 1987408.5),(48 1985598.5),(49 1984007.5),(50 1982602.6),(51 1979351),(52 1977559.8),(53 1976346),(54 1973242.3),(55 1977288.3),(56 1975038.8),(57 1972123.5),(58 1965437.8),(59 1959262.1),(60 1950322.6),(61 1939217.3),(62 1925284.5),(63 1906905.4),(64 1889421.3),(65 1872999.3),(66 1854842),(67 1837098.3),(68 1822539.3),(69 1808483.5),(70 1796784.3),(71 1788352),(72 1776753.3),(73 1769916.5),(74 1764705.3),(75 1765044),(76 1769398.3),(77 1779998.5),(78 1796125.3),(79 1820506.1),
(1 18645.676),(2 63749.324),(3 132790.16),(4 221097.52),(5 326874.9),(6 447218.47),(7 579459.44),(8 717978.2),(9 863529.6),(10 1010991.56),(11 1154872.1),(12 1297017.6),(13 1434362.8),(14 1557857.3),(15 1670771.6),(16 1769707.9),(17 1856089.1),(18 1922744.9),(19 1974755),(20 2011352.3),(21 2031714.6),(22 2037757.9),(23 2037282.6),(24 2027578.1),(25 2010637.9),(26 1992592.6),(27 1972717.3),(28 1951309.3),(29 1928624),(30 1903385.1),(31 1881321.5),(32 1863722.4),(33 1849778),(34 1840125.9),(35 1836902.9),(36 1837984.9),(37 1851088),(38 1860406.9),(39 1868417.3),(40 1869863.4),(41 1869136.6),(42 1864748.1),(43 1858749.9),(44 1849899.3),(45 1834728.6),(46 1815109.4),(47 1795488.4),(48 1771672.4),(49 1751344.5),(50 1730869.3),(51 1711840.5),(52 1697302.8),(53 1690789.1),(54 1688891.8),(55 1690866.6),(56 1696381),(57 1702871.6),(58 1710081.1),(59 1713934.3),(60 1716531.3),(61 1719327.8),(62 1722895.6),(63 1729016.4),(64 1734948.1),(65 1739046),(66 1741909.1),(67 1744519.8),(68 1745389.3),(69 1747902.5),(70 1747098.6),(71 1750644.4),(72 1750425.1),(73 1753041.3),(74 1756412.9),(75 1758294.5),(76 1763500.4),(77 1769865.3),(78 1777970),(79 1785921.1),
(1 16532.088),(2 56454.188),(3 118276.95),(4 196501.11),(5 291825.5),(6 399164),(7 516885.94),(8 639537.3),(9 765578.9),(10 893207.44),(11 1014439.7),(12 1132395.9),(13 1242611.4),(14 1335391.8),(15 1416729.6),(16 1479789.6),(17 1530380.6),(18 1563340.6),(19 1577609.6),(20 1581899.3),(21 1571002.3),(22 1550309.3),(23 1525763.4),(24 1498409.9),(25 1470735.6),(26 1444283.9),(27 1422876.6),(28 1403824.6),(29 1385168),(30 1371454),(31 1364745.6),(32 1363410),(33 1368101.6),(34 1377603),(35 1391464.6),(36 1409021),(37 1435757.8),(38 1457178.5),(39 1478373.8),(40 1495906.3),(41 1508252.1),(42 1518559.1),(43 1528139.4),(44 1534100.4),(45 1539484),(46 1540951),(47 1544021.5),(48 1545835.8),(49 1550787.5),(50 1558062.9),(51 1566742.1),(52 1576330),(53 1592160.6),(54 1610417.9),(55 1629326.5),(56 1649988),(57 1669938.5),(58 1686860.6),(59 1704514.3),(60 1724091.1),(61 1745008.3),(62 1766852.1),(63 1790469.5),(64 1818171),(65 1843934.5),(66 1867815.1),(67 1892256),(68 1913954.4),(69 1931719.4),(70 1949203.6),(71 1962658.8),(72 1971843.9),(73 1977434),(74 1981399.8),(75 1982484.1),(76 1983480.9),(77 1987361.9),(78 1991528.9),(79 1993518.1),
(1 20039.963),(2 69591.67),(3 146049.7),(4 241433.53),(5 356586.84),(6 480997.78),(7 615805.7),(8 751715),(9 887450.25),(10 1024256.44),(11 1153429.5),(12 1276884.8),(13 1392616.4),(14 1490206.8),(15 1572674.3),(16 1638086.6),(17 1688351.9),(18 1720774.3),(19 1742830.5),(20 1755245.5),(21 1759376.1),(22 1760198.9),(23 1758927.1),(24 1752822.1),(25 1751186.9),(26 1748629.6),(27 1747904.4),(28 1750682.5),(29 1753365.9),(30 1759875.6),(31 1768046.3),(32 1781544.5),(33 1795488.3),(34 1809615.4),(35 1830430.6),(36 1845628),(37 1862700.1),(38 1879766.3),(39 1891795.8),(40 1901127.8),(41 1907602.6),(42 1912728.5),(43 1919715.4),(44 1924643.4),(45 1924119.4),(46 1922638),(47 1919494),(48 1907961.8),(49 1894639.8),(50 1880043.4),(51 1860688.9),(52 1843604.5),(53 1829553.5),(54 1816766.3),(55 1804871.5),(56 1794292.5),(57 1785756.8),(58 1779634.5),(59 1772278.8),(60 1766723.8),(61 1763883.5),(62 1763659.8),(63 1765821.8),(64 1768563.5),(65 1774415.8),(66 1784412.4),(67 1800976),(68 1822357.3),(69 1848208.8),(70 1876552.6),(71 1905612.9),(72 1936483.4),(73 1970988.9),(74 2007510.6),(75 2040884.6),(76 2072585.5),(77 2103020.8),(78 2127782.5),(79 2148566),
(1 20712.56),(2 72803.875),(3 153181.08),(4 253123.52),(5 372319.97),(6 501644.56),(7 641427.4),(8 784892.44),(9 926113.5),(10 1064411.3),(11 1190012.8),(12 1304239.4),(13 1403112),(14 1481328.1),(15 1543423.6),(16 1583780.3),(17 1610795.5),(18 1622107.1),(19 1622251.9),(20 1617101.4),(21 1605993.6),(22 1597816.5),(23 1595303.6),(24 1595787.8),(25 1607561.5),(26 1624499),(27 1650483.9),(28 1682319.6),(29 1718731),(30 1764533.6),(31 1813546.8),(32 1867346),(33 1922270.1),(34 1977661),(35 2033820.6),(36 2081637.4),(37 2127690.5),(38 2164348),(39 2195443.3),(40 2219620.3),(41 2232129.8),(42 2240743.8),(43 2237329.8),(44 2222206),(45 2199912.3),(46 2170344.8),(47 2135643.3),(48 2100438.8),(49 2064525.3),(50 2029230.1),(51 1997585.3),(52 1972621.8),(53 1954380.9),(54 1941573.4),(55 1937411.4),(56 1937897.1),(57 1946131.1),(58 1960393.3),(59 1973515.8),(60 1987190.9),(61 2000274.6),(62 2010816.4),(63 2017078.8),(64 2019329.6),(65 2019960.9),(66 2016134),(67 2009055.3),(68 1997824.4),(69 1985305.6),(70 1972670.9),(71 1960109.4),(72 1946893.6),(73 1933410.4),(74 1925025.9),(75 1916495.9),(76 1908082.4),(77 1899882.3),(78 1890712.9),(79 1880165.3),
(1 17601.875),(2 61006.766),(3 126447.51),(4 206915.78),(5 301039.94),(6 402329.25),(7 508987.34),(8 618797.75),(9 725373),(10 830630.56),(11 929347.4),(12 1022221.25),(13 1107602.6),(14 1177958.4),(15 1237506.6),(16 1281482.5),(17 1313999.4),(18 1334183),(19 1345126.1),(20 1348649.6),(21 1348703.1),(22 1350112.5),(23 1356441.1),(24 1366305.8),(25 1387050.1),(26 1412017.8),(27 1445165.6),(28 1486245),(29 1527183.1),(30 1574469.8),(31 1625082.9),(32 1675205.1),(33 1722358.9),(34 1763368),(35 1802270.9),(36 1830683.8),(37 1862337.6),(38 1882315),(39 1894286.4),(40 1901710.3),(41 1899959.9),(42 1893371.9),(43 1883469.9),(44 1866708.3),(45 1847423.9),(46 1825973.1),(47 1803531.8),(48 1776357.9),(49 1749342.8),(50 1721650.9),(51 1697193.6),(52 1676339.9),(53 1658147.9),(54 1643667.9),(55 1632184.5),(56 1624669.1),(57 1620791.5),(58 1619637.4),(59 1621030.4),(60 1627029),(61 1639615.6),(62 1654655.6),(63 1669879.1),(64 1686056.8),(65 1701012.3),(66 1713632.1),(67 1723598.9),(68 1727921.3),(69 1731656.9),(70 1730896.1),(71 1728207.5),(72 1721075.9),(73 1715392.8),(74 1708968.9),(75 1698299.4),(76 1691422.6),(77 1685456.1),(78 1678409.6),(79 1675823.6),
(1 16433.178),(2 58177.883),(3 122019.87),(4 200634.58),(5 292533.6),(6 389590.5),(7 492517.97),(8 595461.25),(9 692229.44),(10 785318.4),(11 868049.1),(12 943360.25),(13 1007563.2),(14 1061506.5),(15 1104633.6),(16 1136368.5),(17 1159900.3),(18 1171354.9),(19 1177027),(20 1177706.3),(21 1173123.9),(22 1165785.1),(23 1160168.1),(24 1155109.6),(25 1154582.8),(26 1156585.5),(27 1163479.6),(28 1176136.8),(29 1189498.9),(30 1203665.8),(31 1219137.3),(32 1232575.8),(33 1246286.9),(34 1257566),(35 1268201.4),(36 1271695.9),(37 1276256.1),(38 1273421),(39 1265233.4),(40 1256056.5),(41 1245269.6),(42 1235974),(43 1228074.1),(44 1219067.3),(45 1212610.5),(46 1208795.8),(47 1208980.5),(48 1209652.5),(49 1213482.6),(50 1218716.6),(51 1226074.8),(52 1237721.4),(53 1251825.3),(54 1270478.8),(55 1291479),(56 1312278.8),(57 1335774.6),(58 1359379.9),(59 1381575.3),(60 1401724.5),(61 1422062.6),(62 1437360.3),(63 1447194.3),(64 1452947),(65 1454190.9),(66 1452507.8),(67 1451160.1),(68 1449718.3),(69 1452326.3),(70 1452211.3),(71 1452851.3),(72 1454802.5),(73 1456069.9),(74 1458345.1),(75 1460441.6),(76 1465837.9),(77 1472929.5),(78 1482039.3),(79 1493639.9),
(1 15959.433),(2 56539.332),(3 117301.52),(4 191930.83),(5 277970.9),(6 368800.2),(7 462242.47),(8 553519.4),(9 638182.9),(10 714591.9),(11 782942.1),(12 839279.44),(13 885210.7),(14 921101.9),(15 945798.2),(16 963445.7),(17 975119.9),(18 982209.9),(19 987426.3),(20 992429.06),(21 994890.7),(22 996660.4),(23 1000354.9),(24 1006732.56),(25 1015239.44),(26 1027074.7),(27 1036226.9),(28 1047508.4),(29 1059563.8),(30 1069069.4),(31 1079151.5),(32 1086061.8),(33 1087583.4),(34 1086501.9),(35 1077671.5),(36 1067431),(37 1055134.3),(38 1042352.94),(39 1029408.3),(40 1016620.56),(41 1004708.75),(42 994813.3),(43 985975.25),(44 981437.5),(45 980913.25),(46 984511.7),(47 993132.4),(48 1003238.4),(49 1015631.7),(50 1030704.2),(51 1043864.56),(52 1058426.5),(53 1071105.8),(54 1081731.4),(55 1089966.6),(56 1097279.3),(57 1102830.4),(58 1106675.4),(59 1109311.8),(60 1110671.1),(61 1112688.4),(62 1114512),(63 1115736.6),(64 1116889.8),(65 1119535.3),(66 1125311.8),(67 1132314),(68 1143278.9),(69 1154588.5),(70 1165532.6),(71 1180179.6),(72 1190190.6),(73 1201466.6),(74 1212943.8),(75 1225167.8),(76 1239878.5),(77 1252261.1),(78 1265680.1),(79 1278327.4),
(1 15727.993),(2 55752.645),(3 116788.61),(4 192815.89),(5 280565.97),(6 374459.72),(7 471092.94),(8 566755.5),(9 656772.44),(10 741354.4),(11 815241.1),(12 877554.06),(13 927302.75),(14 963615.2),(15 985807.6),(16 999068.56),(17 1005668.44),(18 1008037.1),(19 1009845.44),(20 1011717.9),(21 1014665.9),(22 1018070.94),(23 1022641.9),(24 1030647.6),(25 1038583.3),(26 1054195.9),(27 1073341.1),(28 1096292.1),(29 1121714.9),(30 1148444.5),(31 1171936.1),(32 1191320.3),(33 1203875.5),(34 1207295.9),(35 1205707.3),(36 1195320.4),(37 1178085.1),(38 1155603.1),(39 1128103.5),(40 1097948.1),(41 1069318),(42 1043750.4),(43 1022909.1),(44 1008933.7),(45 1003575.56),(46 1007211),(47 1018516.7),(48 1033983.8),(49 1051661.9),(50 1068552.5),(51 1084358),(52 1100305.8),(53 1112438.5),(54 1119948.1),(55 1123810.5),(56 1124443),(57 1121810.5),(58 1116882.6),(59 1111650.4),(60 1107467.3),(61 1106576),(62 1110367.3),(63 1117402),(64 1125259.9),(65 1134726.3),(66 1145694.8),(67 1155557.6),(68 1164635.9),(69 1173286.6),(70 1179202.9),(71 1184494),(72 1185407.3),(73 1186428.6),(74 1187137.1),(75 1185634.4),(76 1187058.8),(77 1182704.9),(78 1178253.5),(79 1171796.8),
