1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43358.113),(2 152164.34),(3 336297.3),(4 574565.56),(5 890413.2),(6 1190747.6),(7 1579845.6),(8 2031983.5),(9 2527820.3),(10 3073628.8),(11 3697898),(12 4363522),(13 5083276),(14 5818271.5),(15 6585319.5),(16 7339161.5),(17 8114001.5),(18 8866991),(19 9631816),(20 10393675),(21 11172145),(22 11919799),(23 12689036),(24 13472344),(25 14249139),(26 15060260),(27 15901129),(28 16818314),(29 17743466),(30 18725760),(31 19474734),(32 20398404),(33 21346136),(34 22323472),(35 23399130),(36 24526730),(37 25844006),(38 27280342),(39 28785390),(40 30203970),(41 31426994),(42 32610890),(43 33771956),(44 34886092),(45 35958496),(46 37027860),(47 38072404),(48 39106068),(49 40056140),(50 40952224),(51 41769304),(52 42396700),(53 42858108),(54 43175980),(55 43467340),(56 43467116),(57 43378440),(58 43232020),(59 43186268),(60 43025424),(61 43076540),(62 43337652),(63 43719804),(64 44200200),(65 44731476),(66 45382956),(67 46122724),(68 46923120),(69 47869532),(70 48882068),(71 49994108),(72 51187148),(73 52628932),(74 54301828),(75 56187364),(76 58031308),(77 59838116),(78 61643300),(79 63321684),
(1 25.380579),(2 29.66343),(3 32.438923),(4 34.531612),(5 36.057133),(6 37.194958),(7 37.85483),(8 38.348),(9 39.036663),(10 39.68725),(11 39.391567),(12 39.015564),(13 40.239037),(14 40.677372),(15 40.585136),(16 39.619137),(17 40.117313),(18 40.464375),(19 40.60528),(20 40.302372),(21 40.638947),(22 40.980755),(23 40.744984),(24 40.770382),(25 41.637283),(26 42.10085),(27 42.065834),(28 42.23064),(29 42.0766),(30 42.40817),(31 42.4386),(32 42.275963),(33 42.052986),(34 41.863163),(35 41.458668),(36 40.434044),(37 40.964066),(38 41.848125),(39 41.434948),(40 42.535892),(41 43.039845),(42 42.619728),(43 42.670498),(44 43.06328),(45 43.29715),(46 43.43815),(47 43.40729),(48 43.341454),(49 44.2599),(50 44.72973),(51 44.892086),(52 45.37996),(53 45.64904),(54 45.27416),(55 45.298695),(56 45.221333),(57 45.05053),(58 45.628788),(59 45.669357),(60 44.902836),(61 45.43327),(62 45.872524),(63 46.00835),(64 46.164795),(65 46.79439),(66 46.358208),(67 45.976673),(68 45.903736),(69 45.990932),(70 46.38132),(71 45.539112),(72 45.43201),(73 45.48252),(74 45.881405),(75 46.221085),(76 46.318844),(77 47.440197),(78 47.6686),(79 48.34862),
(1 25.088741),(2 29.42466),(3 32.276497),(4 34.225403),(5 35.279415),(6 36.259705),(7 37.25682),(8 37.92235),(9 38.28899),(10 38.663937),(11 38.012997),(12 38.077908),(13 39.10704),(14 39.774075),(15 39.80031),(16 39.12296),(17 39.424564),(18 40.092506),(19 40.0291),(20 39.945045),(21 40.010643),(22 40.47508),(23 40.050343),(24 40.393913),(25 41.218502),(26 41.728195),(27 41.75967),(28 41.958904),(29 42.224384),(30 42.157043),(31 42.31894),(32 41.982613),(33 41.875965),(34 41.908215),(35 41.079453),(36 40.480137),(37 41.004833),(38 41.478855),(39 41.395916),(40 42.185223),(41 42.581264),(42 42.486443),(43 42.479084),(44 42.470867),(45 42.846313),(46 42.45204),(47 42.36202),(48 43.033997),(49 43.22059),(50 43.421867),(51 43.76167),(52 44.84116),(53 44.26048),(54 43.70572),(55 44.142323),(56 43.736343),(57 43.810684),(58 44.125248),(59 43.54467),(60 43.061752),(61 43.90393),(62 44.510147),(63 45.01957),(64 44.93522),(65 45.8848),(66 45.410408),(67 45.66646),(68 45.713272),(69 45.852505),(70 45.96139),(71 45.642014),(72 44.761948),(73 45.156437),(74 45.035034),(75 45.505547),(76 45.28329),(77 46.52349),(78 46.618362),(79 46.902122),
(1 24.216513),(2 29.104166),(3 31.395523),(4 33.189716),(5 34.320644),(6 35.02807),(7 35.73082),(8 36.197533),(9 36.49447),(10 37.15387),(11 36.97916),(12 36.864086),(13 37.965622),(14 37.794094),(15 38.04398),(16 37.71955),(17 38.143105),(18 38.581284),(19 38.859776),(20 38.112),(21 38.34302),(22 38.70351),(23 38.300026),(24 38.271927),(25 39.38542),(26 39.502544),(27 39.695778),(28 40.18379),(29 40.37281),(30 40.2084),(31 40.255283),(32 40.27673),(33 40.055576),(34 40.369324),(35 39.689785),(36 38.96685),(37 39.271442),(38 39.683784),(39 39.478165),(40 39.976868),(41 40.43516),(42 40.885105),(43 40.929764),(44 41.055294),(45 40.62057),(46 41.15259),(47 41.061665),(48 41.45521),(49 42.736553),(50 43.49526),(51 43.299103),(52 44.234108),(53 44.263046),(54 43.54085),(55 43.647488),(56 43.66265),(57 43.673294),(58 43.611263),(59 43.717144),(60 43.37715),(61 44.096256),(62 44.64042),(63 44.405533),(64 45.039547),(65 45.629467),(66 45.428257),(67 45.804134),(68 45.59399),(69 45.300705),(70 44.76249),(71 44.43998),(72 43.51895),(73 44.23024),(74 43.897415),(75 44.34065),(76 44.571846),(77 45.81817),(78 46.39555),(79 46.758915),
(1 24.410225),(2 28.69627),(3 31.52922),(4 33.218994),(5 34.458103),(6 35.15841),(7 35.776382),(8 36.135235),(9 36.779556),(10 37.36041),(11 36.86806),(12 36.660732),(13 37.780758),(14 37.78179),(15 37.983963),(16 38.1022),(17 38.496056),(18 39.225254),(19 39.546135),(20 39.341766),(21 39.645317),(22 39.50601),(23 39.416145),(24 39.232918),(25 40.041386),(26 39.78711),(27 40.499866),(28 40.58582),(29 40.83997),(30 41.17467),(31 41.1615),(32 41.271767),(33 40.904236),(34 41.004513),(35 40.68696),(36 39.91578),(37 40.413334),(38 41.010193),(39 41.238308),(40 41.43276),(41 41.571136),(42 42.03667),(43 42.38309),(44 42.555286),(45 41.82768),(46 42.619366),(47 41.77032),(48 42.178123),(49 42.71218),(50 43.442825),(51 43.746803),(52 44.13096),(53 43.9665),(54 44.029503),(55 44.01716),(56 43.966618),(57 44.1087),(58 43.973095),(59 44.04764),(60 43.877934),(61 44.484806),(62 45.150295),(63 45.032322),(64 45.508625),(65 45.50772),(66 45.22048),(67 45.531425),(68 45.53014),(69 45.567818),(70 45.1538),(71 44.52546),(72 43.943367),(73 43.84926),(74 44.308075),(75 44.67801),(76 45.22348),(77 46.31612),(78 46.89561),(79 47.402298),
(1 24.157528),(2 27.665222),(3 30.803345),(4 32.808975),(5 34.13087),(6 35.19885),(7 36.159218),(8 36.613094),(9 36.89182),(10 37.482887),(11 37.610992),(12 37.715466),(13 38.862976),(14 38.79729),(15 38.689034),(16 38.876904),(17 38.89152),(18 39.31505),(19 39.318695),(20 39.493465),(21 38.85864),(22 39.35821),(23 38.85735),(24 38.036808),(25 39.217777),(26 38.999763),(27 39.305492),(28 39.11272),(29 39.31839),(30 39.859024),(31 39.75291),(32 39.69418),(33 39.718426),(34 40.32407),(35 39.83026),(36 39.015038),(37 39.379307),(38 40.219704),(39 40.056774),(40 40.36066),(41 40.479057),(42 41.44084),(43 40.757492),(44 40.28627),(45 40.75437),(46 41.782433),(47 41.48285),(48 40.851376),(49 42.198067),(50 42.68747),(51 42.88022),(52 42.823116),(53 42.942116),(54 42.59492),(55 42.25279),(56 42.081562),(57 42.372555),(58 42.953945),(59 42.884552),(60 42.611965),(61 43.80797),(62 44.094254),(63 44.114513),(64 44.539253),(65 44.942345),(66 44.594677),(67 44.66144),(68 44.99872),(69 44.543438),(70 44.640053),(71 44.026585),(72 43.121223),(73 44.416233),(74 44.256542),(75 44.44569),(76 45.320408),(77 46.024704),(78 46.54176),(79 47.07324),
(1 24.077236),(2 28.076939),(3 31.162115),(4 32.87402),(5 34.38631),(6 35.47126),(7 36.61414),(8 36.877544),(9 37.031166),(10 37.400234),(11 37.51244),(12 37.776485),(13 38.36429),(14 38.029037),(15 37.798214),(16 37.829582),(17 38.12391),(18 38.159943),(19 38.440815),(20 38.446114),(21 38.08489),(22 38.123653),(23 38.29437),(24 37.807873),(25 38.850513),(26 38.963627),(27 39.431545),(28 39.365967),(29 39.855167),(30 39.868008),(31 39.619698),(32 39.395702),(33 39.196625),(34 39.4366),(35 39.26175),(36 38.662632),(37 38.968395),(38 39.30359),(39 39.503025),(40 39.97494),(41 40.4582),(42 40.969086),(43 40.988922),(44 40.790558),(45 41.100994),(46 42.06602),(47 41.973457),(48 41.83464),(49 43.215084),(50 43.359123),(51 43.22169),(52 43.253887),(53 43.67374),(54 43.514805),(55 43.13408),(56 43.291058),(57 43.040264),(58 43.32654),(59 43.186558),(60 43.525078),(61 43.95437),(62 43.847954),(63 44.284714),(64 44.692097),(65 44.610565),(66 44.55738),(67 44.538357),(68 43.973816),(69 43.710384),(70 43.715393),(71 43.249466),(72 42.57863),(73 43.21427),(74 42.978695),(75 43.24763),(76 44.127605),(77 44.501724),(78 45.37003),(79 45.91366),
(1 23.674673),(2 27.83909),(3 30.209806),(4 31.797304),(5 33.47764),(6 34.42882),(7 35.509754),(8 35.189465),(9 36.011074),(10 36.16213),(11 36.300495),(12 36.483364),(13 37.133183),(14 37.124107),(15 37.120937),(16 37.384117),(17 37.67959),(18 37.671486),(19 37.738693),(20 37.79688),(21 37.909576),(22 37.56213),(23 37.7708),(24 37.42343),(25 38.138348),(26 38.255276),(27 39.13549),(28 39.08073),(29 39.192966),(30 39.577827),(31 39.58146),(32 39.326202),(33 39.51672),(34 39.300682),(35 39.492203),(36 38.89355),(37 38.949005),(38 39.34524),(39 39.335815),(40 40.044975),(41 40.22737),(42 40.331726),(43 40.44798),(44 40.24006),(45 39.764645),(46 40.883812),(47 40.71777),(48 40.364086),(49 41.06412),(50 41.695267),(51 42.187912),(52 42.597637),(53 42.356613),(54 42.676964),(55 42.250282),(56 42.443947),(57 42.281246),(58 42.4225),(59 42.45328),(60 42.389397),(61 42.377052),(62 42.675217),(63 42.419384),(64 43.026733),(65 43.258606),(66 43.709034),(67 43.363773),(68 43.032597),(69 42.810112),(70 43.25972),(71 42.866962),(72 42.338005),(73 43.122543),(74 42.87071),(75 42.42601),(76 43.30147),(77 44.178688),(78 44.741425),(79 45.502216),
(1 23.432192),(2 27.601974),(3 29.998896),(4 32.007492),(5 33.40475),(6 34.059414),(7 35.04744),(8 34.98171),(9 35.631092),(10 35.970573),(11 35.776333),(12 35.81993),(13 36.739353),(14 37.189087),(15 37.02584),(16 37.198074),(17 37.68179),(18 37.705112),(19 37.587048),(20 37.93469),(21 37.861565),(22 38.02132),(23 37.75994),(24 37.42111),(25 37.805256),(26 38.01076),(27 38.796436),(28 38.442837),(29 38.45957),(30 39.259853),(31 39.16164),(32 39.05705),(33 38.85414),(34 38.947144),(35 38.887974),(36 38.832275),(37 38.93995),(38 39.310844),(39 39.226963),(40 39.89071),(41 39.812454),(42 39.991993),(43 40.179848),(44 40.05644),(45 39.62703),(46 40.193115),(47 40.596756),(48 40.427994),(49 41.430634),(50 42.404263),(51 42.38527),(52 42.58809),(53 42.171715),(54 42.415585),(55 42.288605),(56 42.495754),(57 42.12627),(58 41.959408),(59 42.19531),(60 42.37722),(61 42.808334),(62 42.318893),(63 42.145622),(64 43.245037),(65 43.582306),(66 43.72249),(67 43.306156),(68 43.802067),(69 43.563923),(70 43.48543),(71 43.451817),(72 42.127888),(73 42.713085),(74 42.79081),(75 42.804695),(76 43.125053),(77 44.413025),(78 44.31882),(79 45.24512),
(1 23.006687),(2 27.683132),(3 30.167276),(4 32.009193),(5 33.047096),(6 33.70765),(7 34.82174),(8 34.65234),(9 35.39802),(10 35.947083),(11 35.43331),(12 35.2275),(13 36.15728),(14 36.296234),(15 36.785187),(16 36.71233),(17 36.854275),(18 36.99053),(19 36.761417),(20 37.075665),(21 37.484818),(22 37.812855),(23 37.1172),(24 36.717182),(25 37.660965),(26 37.91006),(27 38.262245),(28 37.91514),(29 38.361713),(30 38.726223),(31 38.159897),(32 38.589783),(33 38.272823),(34 38.74571),(35 38.32092),(36 38.165928),(37 38.33565),(38 38.622913),(39 38.580727),(40 39.288715),(41 39.275276),(42 39.578987),(43 39.56511),(44 39.51545),(45 39.554153),(46 40.993454),(47 40.836594),(48 40.629997),(49 41.70763),(50 41.6121),(51 41.728603),(52 42.65991),(53 41.931904),(54 42.39693),(55 42.325752),(56 42.235603),(57 41.570408),(58 41.87395),(59 42.003826),(60 42.230022),(61 42.802174),(62 42.848892),(63 42.644707),(64 43.10489),(65 43.41374),(66 43.449394),(67 42.870586),(68 42.434795),(69 42.314026),(70 42.212322),(71 42.229565),(72 41.854717),(73 42.305798),(74 42.04154),(75 42.631874),(76 43.051247),(77 44.4309),(78 44.528484),(79 44.819553),
(1 22.69302),(2 26.982475),(3 29.40686),(4 31.570673),(5 32.7977),(6 33.52027),(7 34.002777),(8 33.926086),(9 34.557915),(10 35.074356),(11 34.574955),(12 34.737404),(13 35.54582),(14 35.63675),(15 35.61627),(16 35.648262),(17 36.171673),(18 36.18722),(19 36.230312),(20 36.232628),(21 36.93033),(22 36.56297),(23 36.26549),(24 36.095734),(25 37.011524),(26 36.8616),(27 37.770485),(28 37.71607),(29 38.453945),(30 38.46485),(31 38.095192),(32 38.255314),(33 38.277557),(34 38.669216),(35 37.79029),(36 37.520863),(37 38.04283),(38 38.273243),(39 38.45409),(40 38.42141),(41 38.331856),(42 38.89504),(43 38.6733),(44 38.928318),(45 38.80487),(46 39.589638),(47 39.276802),(48 39.31854),(49 40.85922),(50 40.904808),(51 41.02379),(52 41.262745),(53 41.23799),(54 41.295383),(55 41.234943),(56 40.927605),(57 40.950317),(58 41.157787),(59 41.064426),(60 41.422318),(61 41.66412),(62 42.392334),(63 42.249096),(64 42.455032),(65 43.014385),(66 43.241055),(67 43.100315),(68 43.089672),(69 43.130165),(70 42.86504),(71 42.516872),(72 41.88839),(73 42.03009),(74 42.321915),(75 42.478138),(76 42.653687),(77 43.22367),(78 43.498108),(79 43.71539),
(1 22.91332),(2 27.111258),(3 29.681389),(4 31.357296),(5 32.693104),(6 33.51134),(7 34.028515),(8 34.56943),(9 35.121918),(10 34.708626),(11 35.01177),(12 35.386395),(13 36.036045),(14 35.62656),(15 35.691437),(16 36.271957),(17 36.488422),(18 36.1589),(19 36.347824),(20 36.464085),(21 36.304127),(22 36.68387),(23 36.976433),(24 37.1633),(25 37.810318),(26 37.63012),(27 38.257202),(28 38.253372),(29 38.75437),(30 38.602184),(31 38.723656),(32 39.09258),(33 38.62169),(34 38.896667),(35 38.146133),(36 37.767265),(37 38.67365),(38 38.609673),(39 38.758976),(40 38.678116),(41 38.805847),(42 39.692326),(43 39.42375),(44 39.55105),(45 39.333538),(46 39.89415),(47 39.794594),(48 39.780983),(49 40.482063),(50 41.15294),(51 41.22605),(52 41.4652),(53 41.899105),(54 41.95706),(55 42.1312),(56 41.109394),(57 41.837288),(58 41.935703),(59 41.376522),(60 41.73604),(61 42.578716),(62 43.17725),(63 43.255444),(64 42.954704),(65 43.26701),(66 43.051105),(67 42.75278),(68 42.573364),(69 42.716667),(70 42.27147),(71 42.085712),(72 41.726433),(73 42.212624),(74 42.546947),(75 42.618954),(76 43.06775),(77 43.423534),(78 43.703968),(79 44.286297),
(1 22.671862),(2 26.832815),(3 29.500725),(4 31.264774),(5 32.812416),(6 33.32865),(7 33.653454),(8 33.90768),(9 33.99908),(10 34.694744),(11 34.393696),(12 34.56637),(13 35.034027),(14 35.606903),(15 35.548267),(16 36.153847),(17 36.33933),(18 36.09345),(19 36.643482),(20 36.73916),(21 36.60095),(22 36.95613),(23 36.808243),(24 36.402447),(25 36.888283),(26 36.907475),(27 37.50843),(28 37.637794),(29 37.78054),(30 38.184074),(31 38.175304),(32 38.146782),(33 37.525063),(34 37.459213),(35 37.181175),(36 36.875175),(37 37.548805),(38 37.431232),(39 37.487957),(40 37.82177),(41 38.156696),(42 38.359802),(43 38.056168),(44 38.0725),(45 38.058666),(46 38.759754),(47 38.50805),(48 38.812077),(49 39.32023),(50 39.94699),(51 39.885284),(52 40.10438),(53 40.156483),(54 40.440487),(55 40.58409),(56 40.113495),(57 40.792805),(58 40.68535),(59 40.093056),(60 40.053482),(61 40.793415),(62 41.29038),(63 41.32704),(64 41.402412),(65 41.6296),(66 41.58943),(67 41.496773),(68 41.554356),(69 41.46724),(70 41.132843),(71 40.510525),(72 40.164436),(73 40.650417),(74 40.778164),(75 41.107304),(76 41.453735),(77 42.495464),(78 42.892952),(79 43.6292),
(1 22.61884),(2 26.476929),(3 29.177065),(4 30.500101),(5 31.75878),(6 32.492496),(7 33.052994),(8 33.36007),(9 33.68026),(10 34.387123),(11 33.835674),(12 33.751465),(13 34.894173),(14 34.753643),(15 35.130188),(16 35.219658),(17 35.85355),(18 35.76119),(19 35.89714),(20 36.193172),(21 35.998917),(22 36.138866),(23 36.329388),(24 36.25614),(25 36.755085),(26 36.785515),(27 37.084194),(28 37.428738),(29 37.34115),(30 37.742767),(31 37.57455),(32 37.27542),(33 37.25261),(34 37.695705),(35 37.167572),(36 36.89154),(37 37.34071),(38 37.57152),(39 37.829483),(40 38.312634),(41 38.30377),(42 38.19023),(43 38.340252),(44 37.765007),(45 37.60401),(46 38.332054),(47 37.904358),(48 38.379875),(49 38.951603),(50 39.708954),(51 39.72099),(52 40.159634),(53 40.19623),(54 40.12747),(55 39.619728),(56 39.530525),(57 40.26006),(58 40.286118),(59 39.898247),(60 39.964546),(61 40.372498),(62 40.91292),(63 41.17846),(64 40.888206),(65 41.22282),(66 41.044964),(67 41.062786),(68 41.174267),(69 41.43566),(70 41.34522),(71 40.853313),(72 40.763584),(73 41.30217),(74 41.07006),(75 41.391144),(76 41.532635),(77 42.69109),(78 42.73952),(79 42.98632),
(1 22.461311),(2 26.304947),(3 28.681025),(4 30.33485),(5 31.610523),(6 32.09006),(7 33.171066),(8 33.2604),(9 33.784756),(10 34.34864),(11 34.14144),(12 33.757664),(13 34.76502),(14 34.82294),(15 34.66863),(16 34.874397),(17 35.265163),(18 35.21958),(19 35.293194),(20 35.64898),(21 35.57989),(22 36.334705),(23 36.23567),(24 35.924156),(25 36.15627),(26 36.602837),(27 36.7274),(28 37.06615),(29 37.32504),(30 37.492928),(31 37.32911),(32 36.975914),(33 36.99003),(34 37.506832),(35 36.87367),(36 37.16235),(37 37.58058),(38 37.73073),(39 37.823063),(40 37.658073),(41 37.83646),(42 37.840683),(43 37.95505),(44 37.713093),(45 37.3837),(46 38.174397),(47 37.481976),(48 37.99303),(49 38.437695),(50 38.68076),(51 38.611134),(52 39.148544),(53 39.299656),(54 39.094513),(55 38.744537),(56 39.10003),(57 39.06991),(58 39.011986),(59 39.100193),(60 39.113785),(61 39.604427),(62 39.712414),(63 39.862434),(64 40.44323),(65 40.708103),(66 40.15231),(67 40.330757),(68 40.68864),(69 40.670143),(70 40.723087),(71 40.80438),(72 40.44204),(73 40.362896),(74 40.924217),(75 40.955376),(76 40.644108),(77 41.96036),(78 42.180176),(79 42.98681),
(1 22.198156),(2 25.743952),(3 28.491438),(4 30.414326),(5 31.637766),(6 32.219456),(7 33.18659),(8 33.288387),(9 33.874382),(10 34.34778),(11 34.54171),(12 33.953907),(13 34.844677),(14 34.971188),(15 34.736458),(16 35.046894),(17 35.4597),(18 35.28271),(19 35.393616),(20 35.270313),(21 35.037243),(22 35.763134),(23 35.76368),(24 35.288338),(25 35.487812),(26 36.323174),(27 36.269783),(28 36.122757),(29 36.562256),(30 36.498524),(31 36.29739),(32 36.411716),(33 36.379005),(34 36.704388),(35 36.406628),(36 36.122982),(37 36.620117),(38 36.7549),(39 36.79068),(40 37.01084),(41 37.224705),(42 37.362545),(43 37.56555),(44 37.570553),(45 37.173977),(46 37.839603),(47 37.488804),(48 37.503235),(49 38.090862),(50 38.74899),(51 39.288857),(52 39.580833),(53 39.517128),(54 39.75383),(55 39.683304),(56 39.502224),(57 39.587837),(58 39.59346),(59 39.688065),(60 39.81812),(61 41.155594),(62 41.539177),(63 40.92696),(64 41.328278),(65 41.280872),(66 41.20935),(67 41.604656),(68 41.272957),(69 41.2776),(70 40.934654),(71 40.71786),(72 40.317703),(73 41.046684),(74 41.32984),(75 41.18709),(76 41.3338),(77 42.24447),(78 42.4519),(79 42.84406),
(1 22.41435),(2 26.38793),(3 28.68977),(4 30.182217),(5 31.960175),(6 32.502384),(7 33.15557),(8 32.900673),(9 33.554615),(10 33.95267),(11 33.98027),(12 33.513805),(13 34.138123),(14 34.627617),(15 34.721527),(16 34.993046),(17 35.44252),(18 35.375046),(19 35.21567),(20 35.00873),(21 35.122242),(22 35.547363),(23 35.13629),(24 34.752666),(25 35.573364),(26 35.717575),(27 35.5779),(28 35.841957),(29 36.737324),(30 36.755005),(31 36.234203),(32 36.1982),(33 36.322193),(34 36.44928),(35 36.146503),(36 35.657497),(37 36.011368),(38 36.17475),(39 36.572105),(40 37.47933),(41 37.212902),(42 37.25759),(43 36.73107),(44 36.672646),(45 36.857243),(46 37.473724),(47 37.219418),(48 37.059402),(49 37.82977),(50 38.511112),(51 39.000404),(52 39.502773),(53 39.642525),(54 39.443287),(55 39.428024),(56 39.676064),(57 40.002754),(58 39.86989),(59 39.72868),(60 39.96439),(61 40.35027),(62 41.041145),(63 40.98504),(64 41.265156),(65 41.69508),(66 41.368458),(67 41.9071),(68 41.705345),(69 41.526165),(70 41.121716),(71 40.98127),(72 40.517265),(73 40.999638),(74 41.174175),(75 40.899593),(76 41.23257),(77 42.615845),(78 42.73788),(79 43.457664),
(1 21.86504),(2 25.719225),(3 28.004072),(4 30.03354),(5 31.727413),(6 32.61436),(7 32.918312),(8 32.785923),(9 33.300697),(10 34.44406),(11 34.183926),(12 33.790905),(13 34.516235),(14 34.629856),(15 34.845592),(16 34.719677),(17 34.973167),(18 35.204376),(19 35.36439),(20 35.177402),(21 35.513786),(22 35.52876),(23 35.226925),(24 34.72704),(25 36.180313),(26 36.092186),(27 36.284607),(28 36.267982),(29 36.761272),(30 36.624195),(31 36.39357),(32 36.065037),(33 36.258343),(34 36.88356),(35 35.861084),(36 35.594955),(37 36.030357),(38 36.05981),(39 36.07923),(40 36.947136),(41 37.20266),(42 37.24672),(43 36.737602),(44 37.21424),(45 37.10168),(46 37.81545),(47 37.8461),(48 37.720173),(49 38.288776),(50 38.470703),(51 38.963394),(52 39.49143),(53 39.666904),(54 39.05193),(55 38.547264),(56 38.899483),(57 38.944485),(58 38.941765),(59 38.76428),(60 38.910454),(61 39.26469),(62 39.96831),(63 39.99648),(64 40.000984),(65 40.620518),(66 40.45968),(67 40.652187),(68 40.82972),(69 40.43116),(70 40.12968),(71 39.884373),(72 39.363342),(73 40.141068),(74 40.298615),(75 40.42405),(76 40.884464),(77 41.53127),(78 41.452026),(79 41.954704),
(1 21.43155),(2 25.090294),(3 28.005146),(4 29.787395),(5 31.436169),(6 32.146843),(7 32.96314),(8 32.782013),(9 33.140175),(10 33.56551),(11 33.600487),(12 33.347378),(13 34.132915),(14 34.6383),(15 34.407566),(16 34.2551),(17 34.620518),(18 34.501637),(19 34.621407),(20 34.851753),(21 35.33359),(22 34.971996),(23 35.30644),(24 34.64037),(25 35.550076),(26 35.902653),(27 36.473568),(28 36.463097),(29 36.3511),(30 36.170506),(31 36.017982),(32 35.91335),(33 35.82163),(34 36.291477),(35 35.80719),(36 35.26176),(37 36.03233),(38 35.803074),(39 36.335052),(40 36.885246),(41 36.735844),(42 37.15152),(43 36.582962),(44 36.77526),(45 36.73679),(46 37.66138),(47 37.331516),(48 37.715977),(49 38.332417),(50 38.745224),(51 39.09444),(52 40.08961),(53 39.917374),(54 39.248657),(55 39.18887),(56 38.81897),(57 38.591557),(58 39.093006),(59 38.92286),(60 38.539818),(61 39.17817),(62 39.81692),(63 39.494038),(64 39.95314),(65 40.430817),(66 40.36686),(67 40.13748),(68 40.584385),(69 40.195477),(70 39.676598),(71 39.507004),(72 38.662228),(73 39.528404),(74 39.720333),(75 39.94473),(76 40.043427),(77 41.15925),(78 40.97143),(79 42.053684),
