1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 421.56876),(2 507.63626),(3 526.6525),(4 536.04254),(5 533.0829),(6 533.528),(7 523.8777),(8 527.2057),(9 521.7303),(10 530.9924),(11 512.7598),(12 532.15454),(13 533.41656),(14 548.99097),(15 542.8242),(16 552.5615),(17 547.3666),(18 554.5845),(19 560.0064),(20 562.65027),(21 573.23553),(22 569.9399),(23 573.5947),(24 574.8079),(25 584.2457),(26 579.94366),(27 592.5465),(28 589.6562),(29 604.45776),(30 599.3171),(31 601.3747),(32 597.47015),(33 600.8985),(34 599.3058),(35 599.86224),(36 588.93726),(37 604.8099),(38 607.5153),(39 614.02563),(40 603.4882),(41 608.47845),(42 599.60864),(43 597.31036),(44 601.35504),(45 597.2774),(46 602.86945),(47 600.91144),(48 598.072),(49 590.36365),(50 593.80273),(51 591.489),(52 596.29346),(53 590.7839),(54 599.6699),(55 600.0389),(56 608.27826),(57 599.894),(58 604.3012),(59 596.713),(60 602.1693),(61 598.5155),(62 600.1202),(63 597.35126),(64 604.2931),(65 597.01825),(66 607.5046),(67 601.86224),(68 604.11017),(69 606.5703),(70 593.5818),(71 596.23456),(72 600.8046),(73 605.8137),(74 594.4302),(75 600.9069),(76 593.6919),(77 601.2329),(78 591.30286),(79 593.725),
(1 420.27563),(2 501.7433),(3 515.2878),(4 524.7557),(5 520.384),(6 517.8521),(7 506.90668),(8 511.77576),(9 507.52798),(10 514.71576),(11 501.69144),(12 519.07294),(13 521.90137),(14 543.4578),(15 535.908),(16 549.43713),(17 538.7482),(18 538.80975),(19 551.6613),(20 541.401),(21 551.91064),(22 551.66626),(23 560.2936),(24 553.3125),(25 565.2333),(26 558.77673),(27 571.7999),(28 564.35297),(29 575.07196),(30 575.5536),(31 579.5279),(32 578.13226),(33 584.2987),(34 573.11066),(35 575.5782),(36 568.57965),(37 584.5253),(38 583.837),(39 599.78906),(40 584.64557),(41 591.7285),(42 578.2363),(43 578.39844),(44 588.2515),(45 575.74493),(46 586.34924),(47 585.15344),(48 583.5436),(49 577.0528),(50 582.0991),(51 581.4465),(52 590.93823),(53 579.84265),(54 579.8638),(55 577.4865),(56 583.61145),(57 579.0155),(58 583.90674),(59 582.2197),(60 580.3681),(61 576.599),(62 579.84265),(63 575.11884),(64 579.8682),(65 572.9089),(66 583.0601),(67 575.6582),(68 588.5779),(69 585.7138),(70 572.6826),(71 577.57007),(72 571.12885),(73 578.4053),(74 575.99817),(75 588.8434),(76 576.93915),(77 575.3404),(78 573.2587),(79 578.7583),
(1 420.13058),(2 503.57693),(3 516.2086),(4 525.694),(5 520.382),(6 525.0024),(7 511.75424),(8 519.9438),(9 513.45154),(10 523.198),(11 509.80304),(12 527.9373),(13 527.6446),(14 549.36584),(15 538.9079),(16 549.93756),(17 542.3225),(18 550.4127),(19 559.38104),(20 552.5849),(21 557.84485),(22 559.0291),(23 565.8944),(24 563.4102),(25 571.5073),(26 572.8196),(27 581.5309),(28 579.86584),(29 589.88434),(30 584.8308),(31 590.9022),(32 583.0947),(33 585.74445),(34 573.8165),(35 582.455),(36 576.00165),(37 592.5587),(38 589.90515),(39 606.856),(40 593.866),(41 598.69116),(42 587.93646),(43 587.0749),(44 591.82324),(45 586.9214),(46 594.1412),(47 591.50824),(48 590.5238),(49 584.18414),(50 586.4685),(51 583.5307),(52 592.24396),(53 584.68616),(54 587.08746),(55 588.20593),(56 600.50336),(57 593.1894),(58 600.5228),(59 594.7008),(60 594.0038),(61 587.03375),(62 593.70605),(63 589.6597),(64 599.20526),(65 587.37476),(66 599.8471),(67 582.1492),(68 583.62585),(69 590.57007),(70 582.2739),(71 580.11005),(72 574.28394),(73 577.7435),(74 569.9926),(75 575.6637),(76 567.2507),(77 569.4953),(78 562.6837),(79 565.9837),
(1 407.93704),(2 490.19797),(3 504.3963),(4 507.77817),(5 501.10306),(6 498.9376),(7 491.49628),(8 494.74936),(9 491.86374),(10 502.48132),(11 490.18948),(12 503.6987),(13 500.98718),(14 518.5985),(15 514.3382),(16 524.75024),(17 521.2809),(18 525.1902),(19 534.40216),(20 525.0502),(21 537.3083),(22 535.4725),(23 543.4564),(24 548.8654),(25 552.8059),(26 554.7664),(27 558.7525),(28 552.0825),(29 557.4262),(30 561.88477),(31 562.17554),(32 552.1406),(33 562.5764),(34 554.20056),(35 556.0348),(36 558.65686),(37 575.43024),(38 572.9965),(39 583.38354),(40 573.4149),(41 578.62115),(42 566.6363),(43 561.0861),(44 566.1315),(45 561.3703),(46 562.1424),(47 556.1373),(48 565.71136),(49 556.0847),(50 568.40594),(51 561.8574),(52 572.38434),(53 567.2935),(54 562.7219),(55 565.83136),(56 573.12427),(57 560.82214),(58 566.4685),(59 560.72284),(60 565.2167),(61 564.2107),(62 567.83887),(63 561.86816),(64 565.3492),(65 567.6465),(66 581.244),(67 572.4961),(68 573.8889),(69 574.8953),(70 568.8317),(71 567.5151),(72 559.1877),(73 563.88257),(74 555.50555),(75 563.5435),(76 555.5078),(77 561.0987),(78 555.73157),(79 557.719),
(1 394.48807),(2 471.8879),(3 484.78558),(4 494.91766),(5 487.55066),(6 487.72668),(7 476.63937),(8 481.27783),(9 474.21643),(10 482.6546),(11 474.59454),(12 492.6377),(13 495.25296),(14 512.5784),(15 507.703),(16 517.0288),(17 506.26886),(18 507.87268),(19 520.669),(20 513.7094),(21 525.074),(22 521.8498),(23 527.44324),(24 533.9092),(25 540.95465),(26 540.3013),(27 548.89856),(28 548.01605),(29 553.8836),(30 550.5078),(31 564.79395),(32 556.6275),(33 559.5439),(34 550.6983),(35 551.73627),(36 551.7657),(37 564.36633),(38 562.3644),(39 577.5821),(40 565.64087),(41 568.6107),(42 563.8676),(43 555.2302),(44 559.9316),(45 556.30493),(46 555.46423),(47 547.4884),(48 555.0484),(49 545.5685),(50 562.3661),(51 553.53217),(52 561.7476),(53 559.552),(54 557.98956),(55 558.80383),(56 569.34265),(57 558.3439),(58 562.36993),(59 551.96625),(60 553.0304),(61 548.36334),(62 549.37494),(63 544.7249),(64 556.3754),(65 549.3478),(66 562.4185),(67 559.50226),(68 555.8959),(69 562.5477),(70 550.4346),(71 549.80817),(72 553.6705),(73 554.6168),(74 540.9294),(75 551.6981),(76 545.5724),(77 552.18414),(78 544.85254),(79 545.73804),
(1 394.3219),(2 462.1807),(3 481.3193),(4 489.90717),(5 485.106),(6 484.7174),(7 471.91504),(8 478.57352),(9 475.47556),(10 483.926),(11 474.4259),(12 496.39044),(13 496.3688),(14 509.01678),(15 502.1425),(16 500.65366),(17 502.02368),(18 505.47302),(19 513.93384),(20 509.49945),(21 519.4591),(22 518.4909),(23 523.8426),(24 528.1562),(25 534.83185),(26 535.32245),(27 535.5262),(28 533.135),(29 537.98926),(30 535.25476),(31 540.4386),(32 533.6805),(33 538.35297),(34 535.89874),(35 540.5117),(36 539.52325),(37 551.9805),(38 543.8043),(39 554.3458),(40 547.8613),(41 557.4287),(42 551.9979),(43 547.7102),(44 552.0949),(45 546.3427),(46 552.4368),(47 545.13916),(48 543.29193),(49 536.85706),(50 546.77155),(51 540.27295),(52 544.7433),(53 545.82855),(54 540.45825),(55 536.8887),(56 543.39136),(57 536.7892),(58 535.64685),(59 530.5222),(60 539.6379),(61 536.6579),(62 534.0881),(63 530.1289),(64 541.05255),(65 536.0198),(66 546.2227),(67 538.92236),(68 535.3631),(69 539.18713),(70 527.8766),(71 529.10095),(72 526.0777),(73 527.18604),(74 525.7183),(75 536.8315),(76 526.875),(77 528.5005),(78 518.3894),(79 514.9225),
(1 383.9846),(2 446.13766),(3 469.64877),(4 482.46246),(5 472.7909),(6 476.8341),(7 462.29297),(8 469.9552),(9 465.37378),(10 467.876),(11 458.581),(12 478.87216),(13 476.80185),(14 488.949),(15 480.93942),(16 490.24164),(17 483.90082),(18 484.89435),(19 497.19827),(20 500.02853),(21 507.91776),(22 500.0248),(23 512.3721),(24 514.83044),(25 524.0624),(26 524.2313),(27 529.2623),(28 527.82275),(29 534.32764),(30 525.019),(31 528.2458),(32 520.3481),(33 528.2823),(34 524.47784),(35 525.8097),(36 524.66),(37 540.20703),(38 537.4212),(39 552.87836),(40 541.4776),(41 546.0251),(42 541.4212),(43 540.54675),(44 544.2059),(45 543.0479),(46 548.88776),(47 539.6613),(48 536.46967),(49 528.97174),(50 541.7119),(51 531.9367),(52 543.05597),(53 536.9046),(54 538.5131),(55 532.8763),(56 534.56775),(57 527.27765),(58 537.62946),(59 530.63715),(60 533.9981),(61 527.9424),(62 529.00006),(63 522.5596),(64 530.15936),(65 524.0022),(66 532.06714),(67 524.6219),(68 521.6797),(69 528.03986),(70 518.4237),(71 520.6171),(72 515.21765),(73 521.23755),(74 519.32983),(75 527.82355),(76 527.7151),(77 530.97925),(78 524.5952),(79 527.1793),
(1 373.7811),(2 440.19846),(3 459.68777),(4 469.56302),(5 458.47433),(6 470.3291),(7 457.61084),(8 456.73184),(9 453.51688),(10 456.7888),(11 452.33118),(12 469.7562),(13 467.56186),(14 481.2941),(15 470.14145),(16 480.11884),(17 476.1199),(18 485.7464),(19 491.11862),(20 487.06445),(21 494.75558),(22 491.20605),(23 500.76877),(24 499.9686),(25 513.17474),(26 511.76608),(27 515.52454),(28 508.42276),(29 519.3379),(30 514.2721),(31 513.62646),(32 507.38687),(33 516.07654),(34 504.06717),(35 506.7744),(36 510.06616),(37 522.04364),(38 515.64703),(39 533.2441),(40 522.303),(41 530.8915),(42 527.9403),(43 526.793),(44 532.279),(45 526.0055),(46 531.9093),(47 519.05194),(48 525.443),(49 521.7725),(50 526.76074),(51 522.59955),(52 526.8028),(53 525.26385),(54 524.6411),(55 524.8838),(56 528.2142),(57 522.23267),(58 527.3096),(59 520.9201),(60 524.5891),(61 518.253),(62 519.1888),(63 512.41254),(64 521.68945),(65 509.30057),(66 520.7346),(67 515.3731),(68 514.8444),(69 515.2727),(70 509.62204),(71 508.6199),(72 505.79657),(73 513.0592),(74 511.57053),(75 520.63306),(76 518.001),(77 522.2221),(78 515.1042),(79 513.6026),
(1 361.11868),(2 420.28525),(3 433.74466),(4 450.3954),(5 438.2988),(6 447.53192),(7 435.79752),(8 442.0262),(9 439.533),(10 449.77127),(11 440.99207),(12 456.65356),(13 452.40274),(14 465.56537),(15 458.0917),(16 472.27368),(17 464.15656),(18 468.44843),(19 476.50922),(20 474.67258),(21 481.2883),(22 481.40057),(23 485.55814),(24 486.23898),(25 498.24768),(26 496.0652),(27 502.35483),(28 498.77225),(29 508.45438),(30 502.57053),(31 505.05118),(32 505.04892),(33 508.60678),(34 499.73553),(35 505.721),(36 503.96454),(37 512.51495),(38 509.57898),(39 524.63916),(40 513.8775),(41 522.794),(42 510.54565),(43 505.54385),(44 508.02728),(45 508.79608),(46 506.25778),(47 502.91125),(48 504.1639),(49 502.4925),(50 506.43744),(51 499.90604),(52 507.17395),(53 506.2601),(54 504.6316),(55 499.31226),(56 502.9759),(57 497.0901),(58 505.80133),(59 491.3455),(60 496.9863),(61 495.7365),(62 494.82687),(63 494.03964),(64 502.43143),(65 495.53778),(66 504.99088),(67 495.08505),(68 493.38144),(69 500.39777),(70 494.1429),(71 493.09195),(72 488.18277),(73 490.5383),(74 491.59525),(75 500.18533),(76 492.17175),(77 500.84628),(78 497.9603),(79 505.01535),
(1 363.5911),(2 430.68323),(3 444.86014),(4 457.50717),(5 452.53522),(6 462.51547),(7 448.6227),(8 446.6225),(9 444.4872),(10 448.9309),(11 441.1228),(12 454.5943),(13 451.7078),(14 466.84106),(15 464.11066),(16 472.26166),(17 469.05072),(18 472.2872),(19 482.63464),(20 478.74078),(21 484.9076),(22 485.578),(23 493.11655),(24 494.2537),(25 505.53268),(26 501.5299),(27 512.4124),(28 506.82642),(29 513.12915),(30 508.90335),(31 510.70944),(32 507.0358),(33 513.04004),(34 503.06805),(35 503.26343),(36 504.38638),(37 517.50586),(38 511.14374),(39 520.4638),(40 510.57712),(41 520.1772),(42 512.3955),(43 511.92734),(44 513.4454),(45 508.04242),(46 506.89426),(47 497.75208),(48 498.06326),(49 500.53784),(50 508.2233),(51 497.76093),(52 503.31534),(53 503.25598),(54 505.03265),(55 498.6351),(56 499.63425),(57 496.45844),(58 496.44638),(59 489.62982),(60 491.07684),(61 490.40073),(62 494.62878),(63 491.12338),(64 500.02225),(65 499.126),(66 510.77124),(67 499.24057),(68 499.84247),(69 500.35938),(70 495.44217),(71 488.01996),(72 488.53003),(73 493.83755),(74 491.28622),(75 493.92328),(76 488.31195),(77 494.5291),(78 486.9654),(79 490.23245),
(1 355.99072),(2 420.4904),(3 436.8648),(4 442.73267),(5 434.95493),(6 441.4353),(7 432.90466),(8 435.7275),(9 427.7444),(10 429.6407),(11 431.08765),(12 446.50723),(13 444.84973),(14 463.0491),(15 453.28067),(16 462.1618),(17 459.64117),(18 461.3493),(19 470.9813),(20 474.1462),(21 479.29858),(22 471.26065),(23 479.61664),(24 479.626),(25 489.90347),(26 491.3873),(27 502.45294),(28 495.46692),(29 502.03088),(30 501.4643),(31 503.46997),(32 499.5937),(33 504.01108),(34 494.61118),(35 501.59454),(36 502.6805),(37 512.0194),(38 508.54663),(39 514.99945),(40 508.45697),(41 514.81946),(42 508.97772),(43 503.99066),(44 508.72733),(45 508.8551),(46 512.96173),(47 498.72247),(48 502.0987),(49 499.3254),(50 501.0364),(51 495.35992),(52 504.3968),(53 498.191),(54 506.48236),(55 498.03134),(56 506.5217),(57 498.59308),(58 501.71524),(59 494.09274),(60 500.1317),(61 498.0176),(62 494.3707),(63 488.41922),(64 497.92343),(65 496.56796),(66 509.07315),(67 497.51733),(68 504.19574),(69 503.04584),(70 496.82086),(71 491.5547),(72 490.7502),(73 499.08844),(74 500.22864),(75 507.89148),(76 499.59738),(77 500.684),(78 490.2832),(79 496.33908),
(1 355.1825),(2 415.96793),(3 434.89566),(4 440.77777),(5 431.47202),(6 444.9555),(7 430.76175),(8 430.59207),(9 420.7832),(10 428.75055),(11 423.40973),(12 439.2682),(13 439.04382),(14 458.81827),(15 451.93854),(16 465.75412),(17 462.89185),(18 467.04626),(19 473.7387),(20 471.442),(21 475.0009),(22 481.50452),(23 489.34488),(24 484.34204),(25 491.0469),(26 490.18832),(27 499.41904),(28 492.2978),(29 498.7257),(30 493.04825),(31 499.7248),(32 497.16864),(33 500.88617),(34 492.8438),(35 495.10254),(36 495.62656),(37 509.2802),(38 503.80917),(39 515.56683),(40 502.37683),(41 511.6442),(42 502.44348),(43 497.63977),(44 501.40115),(45 496.8821),(46 501.60754),(47 495.59204),(48 494.95886),(49 491.53873),(50 497.0328),(51 489.50708),(52 489.91476),(53 490.69882),(54 490.94003),(55 485.53244),(56 489.33435),(57 487.5393),(58 489.93246),(59 482.69296),(60 485.6447),(61 481.7812),(62 483.42096),(63 480.00156),(64 485.79773),(65 478.76855),(66 489.48373),(67 479.75095),(68 488.6134),(69 488.5263),(70 486.83688),(71 483.25693),(72 485.51627),(73 486.74292),(74 482.64023),(75 481.22888),(76 476.19357),(77 484.50146),(78 474.90353),(79 479.0314),
(1 348.92206),(2 414.8634),(3 430.7747),(4 439.78796),(5 431.75937),(6 438.69153),(7 427.50858),(8 428.95486),(9 423.52734),(10 422.0673),(11 419.72614),(12 436.3148),(13 436.8875),(14 453.9885),(15 447.70593),(16 456.10916),(17 450.8159),(18 453.49985),(19 460.46884),(20 455.61414),(21 458.66785),(22 457.25513),(23 463.4858),(24 460.1713),(25 475.41934),(26 471.42374),(27 474.34204),(28 468.41577),(29 482.0759),(30 473.6019),(31 479.04572),(32 474.53476),(33 479.39243),(34 473.8683),(35 479.95764),(36 481.25107),(37 490.84598),(38 485.83786),(39 500.25174),(40 492.47076),(41 500.98264),(42 496.83698),(43 496.83987),(44 498.47205),(45 496.4493),(46 500.73422),(47 495.10303),(48 492.89615),(49 487.94788),(50 492.4985),(51 486.08777),(52 494.20816),(53 488.3437),(54 493.4198),(55 491.8108),(56 492.77774),(57 488.19815),(58 486.31818),(59 479.98868),(60 485.1147),(61 481.90735),(62 486.68463),(63 481.34503),(64 482.4933),(65 475.16397),(66 485.21558),(67 476.70737),(68 481.55),(69 485.2541),(70 484.8573),(71 486.56955),(72 479.71536),(73 483.90482),(74 477.76743),(75 482.02075),(76 478.82776),(77 482.49063),(78 476.187),(79 476.47827),
(1 337.39615),(2 397.67035),(3 408.05817),(4 418.89038),(5 405.78513),(6 414.85764),(7 407.49026),(8 406.5058),(9 403.22556),(10 405.20258),(11 404.47015),(12 414.51236),(13 416.81174),(14 435.0709),(15 426.3436),(16 435.47958),(17 430.2669),(18 430.966),(19 437.49734),(20 437.6294),(21 445.57385),(22 438.72433),(23 446.24252),(24 446.2312),(25 456.00964),(26 456.1656),(27 453.3379),(28 451.89572),(29 456.1547),(30 449.04675),(31 457.52866),(32 451.9357),(33 457.46472),(34 452.07126),(35 457.09732),(36 454.4528),(37 467.60876),(38 467.29404),(39 477.0608),(40 464.74146),(41 472.52457),(42 461.47485),(43 466.47937),(44 471.03064),(45 472.895),(46 470.07733),(47 466.15936),(48 472.93268),(49 466.94412),(50 476.5892),(51 464.91257),(52 468.74155),(53 465.1685),(54 464.42505),(55 466.48166),(56 470.72964),(57 463.5764),(58 466.7427),(59 464.89215),(60 472.2613),(61 470.22995),(62 472.1533),(63 470.26105),(64 476.38443),(65 471.62894),(66 475.646),(67 467.7327),(68 468.40262),(69 471.3365),(70 470.42697),(71 468.04987),(72 460.9116),(73 463.17636),(74 461.47305),(75 465.65097),(76 460.2384),(77 465.17026),(78 457.05612),(79 454.1621),
(1 336.46945),(2 401.02884),(3 411.16602),(4 420.53638),(5 408.97745),(6 413.15305),(7 403.69766),(8 407.39752),(9 405.2833),(10 415.1574),(11 411.78528),(12 424.42368),(13 420.1327),(14 435.86462),(15 427.80948),(16 438.30875),(17 429.64636),(18 434.86078),(19 440.72),(20 437.35864),(21 445.4522),(22 439.8088),(23 451.50653),(24 446.00186),(25 457.87564),(26 455.7134),(27 458.44183),(28 464.3387),(29 468.76047),(30 463.32034),(31 464.88574),(32 458.47186),(33 458.57617),(34 457.20877),(35 466.9926),(36 461.1208),(37 469.36646),(38 468.6643),(39 478.20026),(40 471.4807),(41 478.6327),(42 473.25433),(43 468.80936),(44 473.27008),(45 470.8115),(46 475.01416),(47 465.75192),(48 473.0027),(49 464.08365),(50 469.43652),(51 463.6833),(52 466.72586),(53 461.69727),(54 467.4289),(55 462.33038),(56 473.48007),(57 468.54376),(58 470.74503),(59 461.6422),(60 468.75183),(61 461.62613),(62 468.83963),(63 466.94962),(64 473.9291),(65 468.90796),(66 474.6142),(67 470.71918),(68 470.59247),(69 471.95132),(70 468.54123),(71 464.38327),(72 462.1445),(73 461.1655),(74 459.8155),(75 465.91913),(76 463.33932),(77 464.87308),(78 462.54977),(79 458.0187),
(1 335.2643),(2 394.82727),(3 408.73523),(4 418.72513),(5 411.1613),(6 420.03372),(7 404.60443),(8 402.91455),(9 397.21146),(10 407.3604),(11 398.65607),(12 413.55334),(13 413.59793),(14 425.9646),(15 418.3492),(16 424.47403),(17 421.5577),(18 425.2523),(19 432.2205),(20 432.2413),(21 437.67163),(22 437.73425),(23 441.93045),(24 441.07764),(25 449.0116),(26 445.92834),(27 449.7671),(28 452.1557),(29 459.66248),(30 454.78336),(31 462.82816),(32 459.16928),(33 460.3383),(34 451.50812),(35 455.65903),(36 458.89673),(37 466.19614),(38 469.65506),(39 477.5646),(40 473.06528),(41 476.41647),(42 461.90808),(43 464.81735),(44 471.9304),(45 467.03003),(46 473.97156),(47 462.72812),(48 469.15445),(49 465.40277),(50 465.66306),(51 460.37787),(52 466.3047),(53 463.02866),(54 463.78653),(55 457.62128),(56 464.49222),(57 457.5066),(58 461.10138),(59 454.4244),(60 460.27103),(61 461.39203),(62 465.29214),(63 457.16785),(64 466.63257),(65 460.1184),(66 468.39566),(67 462.40686),(68 462.0096),(69 465.1473),(70 458.95285),(71 462.5933),(72 459.76523),(73 454.97708),(74 452.99146),(75 459.8912),(76 456.65125),(77 459.41925),(78 456.12332),(79 456.42752),
(1 327.58972),(2 385.0586),(3 397.1807),(4 412.07925),(5 404.73505),(6 409.9722),(7 401.81073),(8 399.16934),(9 396.35547),(10 403.22574),(11 392.39017),(12 407.1618),(13 407.77118),(14 423.74875),(15 417.4813),(16 428.5389),(17 421.2574),(18 421.5801),(19 425.6868),(20 423.74475),(21 433.39114),(22 435.27335),(23 440.47885),(24 435.405),(25 446.9689),(26 447.88733),(27 448.3555),(28 446.80234),(29 452.3741),(30 446.45685),(31 453.70453),(32 448.0296),(33 451.85382),(34 443.67554),(35 445.5628),(36 445.73114),(37 453.96118),(38 456.60165),(39 469.5704),(40 464.06497),(41 471.2584),(42 462.89465),(43 459.1988),(44 461.66513),(45 458.62543),(46 464.03934),(47 455.39154),(48 464.883),(49 451.32535),(50 455.7767),(51 454.52237),(52 449.9529),(53 443.61267),(54 455.34756),(55 448.20535),(56 453.70187),(57 451.17157),(58 456.64667),(59 450.31714),(60 449.63092),(61 446.4082),(62 448.75635),(63 447.06107),(64 452.48505),(65 444.60278),(66 450.8036),(67 450.70694),(68 453.1913),(69 455.55945),(70 452.23886),(71 451.69708),(72 443.63824),(73 448.32693),(74 447.42368),(75 450.59518),(76 445.96896),(77 444.24753),(78 442.3813),(79 445.61566),
(1 318.88904),(2 375.10895),(3 385.23428),(4 397.87137),(5 391.20587),(6 399.4382),(7 387.35187),(8 386.92715),(9 384.82574),(10 390.86935),(11 383.5822),(12 394.07718),(13 393.6867),(14 401.83945),(15 403.5136),(16 416.1989),(17 411.85547),(18 411.19113),(19 419.2617),(20 420.14053),(21 426.43866),(22 428.46356),(23 435.33682),(24 432.04364),(25 435.85944),(26 430.57806),(27 436.09213),(28 434.7398),(29 442.5812),(30 441.98633),(31 448.1714),(32 443.595),(33 443.7294),(34 434.4577),(35 440.12158),(36 439.80377),(37 450.21375),(38 447.14807),(39 453.52277),(40 447.7931),(41 457.33075),(42 451.2515),(43 450.14212),(44 453.54538),(45 448.64502),(46 449.98026),(47 447.46054),(48 448.30438),(49 439.73477),(50 442.66837),(51 440.37088),(52 439.94644),(53 440.49127),(54 441.7209),(55 435.87036),(56 442.04285),(57 438.90652),(58 445.16827),(59 436.047),(60 444.5184),(61 443.4738),(62 447.82294),(63 447.14334),(64 452.0237),(65 448.27484),(66 451.3199),(67 444.27518),(68 445.7783),(69 455.80157),(70 453.93542),(71 454.92664),(72 445.5976),(73 452.5215),(74 449.8317),(75 455.54047),(76 451.17014),(77 448.8891),(78 443.27185),(79 442.36725),
(1 313.0677),(2 368.1947),(3 378.53018),(4 390.06885),(5 383.13263),(6 391.5137),(7 376.26508),(8 380.2857),(9 375.61386),(10 380.91046),(11 376.09042),(12 386.5577),(13 388.41907),(14 398.68442),(15 398.75134),(16 414.9318),(17 405.00793),(18 401.40936),(19 407.32065),(20 407.7732),(21 410.4469),(22 409.467),(23 416.7867),(24 418.016),(25 427.27655),(26 422.6491),(27 424.9714),(28 426.81363),(29 434.35663),(30 432.66736),(31 435.71243),(32 430.62967),(33 432.78598),(34 428.32092),(35 426.73694),(36 422.28256),(37 434.10672),(38 429.9968),(39 435.3194),(40 431.11142),(41 440.63693),(42 437.5917),(43 438.20944),(44 442.3831),(45 438.39764),(46 440.34293),(47 433.87964),(48 437.02203),(49 433.0646),(50 434.95798),(51 429.56354),(52 432.09256),(53 431.01852),(54 429.66867),(55 429.55252),(56 437.0469),(57 432.55072),(58 430.33313),(59 419.14642),(60 429.19022),(61 427.7653),(62 428.9193),(63 423.4292),(64 430.84338),(65 430.07083),(66 434.82443),(67 431.74854),(68 433.47937),(69 438.5279),(70 434.95337),(71 431.6491),(72 425.1149),(73 430.24612),(74 429.55167),(75 433.8162),(76 431.10422),(77 435.3976),(78 427.57416),(79 430.55423),
